Ticker,Date,Shares,Value,Shares_Change,Value_Change,Price,Class,Last_Price,New_Value
MBT,200606,0,0,-2277800.0,-75395000.0,29.44,,30.0,-67058432.0
MCD,201012,0,0,-1996478.0,-148758000.0,76.76,,78.3,-153249651.28
MCO,200606,0,0,-1676700.0,-119817000.0,54.46,,52.3,-91313082.0
MDRX,200709,0,0,-4226410.0,-107689000.0,27.03,,22.61,-114239862.30000001
MELI,200712,0,0,-1069660.0,-38786000.0,73.88,,42.41,-79026480.8
MHK,201603,0,0,-1886750.0,-357332000.0,190.89999,,179.73,-360180556.1325
MHK,201612,0,0,-1176827.0,-235766000.0,199.67999,,197.44,-234988803.59173
MHS,200512,0,0,-1558936.0,-85476000.0,55.8,,53.65,-86988628.8
MHS,200712,0,0,-1803568.0,-163025000.0,101.4,,99.99,-182881795.20000002
MHS,200906,0,0,-5949700.0,-245961000.0,45.61,,45.89,-271365817.0
MHS,201109,0,0,-3675541.0,-207742000.0,46.89,,54.14,-172346117.49
MJN,200909,0,0,-854660.0,-27153000.0,45.11,A,39.66,-38553712.6
MJN,201106,0,0,-2707972.0,-156873000.0,67.55,,67.79,-182923508.6
MJN,201403,0,0,-3560693.0,-298244000.0,83.14,,81.55,-296036016.02
MLM,200706,0,0,-1011957.0,-136817000.0,162.02,,155.44,-163957273.14000002
MMC,200506,0,0,-2111800.0,-64241000.0,27.7,,29.04,-58496860.0
MNST,201612,0,0,-4149493.0,-609187000.0,44.34,,44.75,-183988519.62
MO,200603,0,0,-1499230.0,-112022000.0,70.86,,71.9,-106235437.8
MOGN,200506,0,0,-1405300.0,-35512000.0,21.75,,23.21,-30565275.0
MON,200703,0,0,-5775736.0,-303399000.0,54.96,,52.71,-317434450.56
MON,200712,0,0,-4296701.0,-368399000.0,111.69,,99.37,-479898534.69
MON,200809,0,0,-1811400.0,-229033000.0,98.98,,114.25,-179292372.0
MON,201112,0,0,-5219837.0,-313399000.0,70.07,,73.45,-365753978.59
MON,201406,0,0,-5767733.0,-656195000.0,124.74,,121.85,-719467014.42
MRX,200509,0,0,-1288400.0,-40881000.0,32.56,A,34.01,-41950304.0
MRX,200512,0,0,-1208400.0,-39346000.0,32.05,A,31.91,-38729220.0
MSCI,200803,0,0,-22700.0,-872000.0,38.414096916299556,,38.414096916299556,-871999.9999999999
MSFT,200503,0,0,-2508508.0,-67027000.0,24.17,,25.16,-60630638.36000001
MSFT,201603,0,0,-27262024.0,-1512497000.0,55.23,,50.88,-1505681585.52
MSFT,201703,0,0,-15213996.0,-945398000.0,65.86,,63.98,-1001993776.56
MSM,200909,0,0,-1782137.0,-63230000.0,43.58,A,39.51,-77665530.46
MTG,201509,0,0,-12403003.0,-141146000.0,9.26,,10.56,-114851807.78
NCC,200812,0,0,-9343557.0,-16351000.0,1.81,,2.01,-16911838.17
NFLX,201109,0,0,-639421.0,-167969000.0,113.27,,235.00999,-72427216.67
NFLX,201209,0,0,-360988.0,-24722000.0,54.44,,59.72,-19652186.72
NFLX,201503,0,0,-779647.0,-266335212000.0,416.69,,474.91,-324871108.43
NIHD,200606,0,0,-2529282.0,-149152000.0,56.38,,54.46,-142600919.16
NIHD,201112,0,0,-7006471.0,-188824000.0,21.3,,23.01,-149237832.3
NKE,200909,0,0,-4495652.0,-232785000.0,64.7,B,55.39,-290868684.40000004
NKE,201706,0,0,-19159688.0,-1067769000.0,59.0,B,52.99,-1130421592.0
NLC,200712,0,0,-4987103.0,-147868000.0,24.18,,23.96,-120588150.53999999
NLSN,201109,0,0,-5963949.0,-185837000.0,26.08,,29.66,-155539789.92
NMX,200709,0,0,-701097.0,-88079000.0,130.17999,,129.02,-91268800.44903
NOC,201609,0,0,-2647065.0,-588390000.0,213.95,,212.07001,-566339556.75
NRG,200606,0,0,-434700.0,-19657000.0,48.18,,49.75,-20943846.0
NTAP,201112,0,0,-9519193.0,-322986000.0,36.27,,36.83,-345261130.11
NTES,200503,0,0,-1411017.0,-74671000.0,48.21,,42.29,-68025129.57000001
NTES,200709,0,0,-3817612.0,-64976000.0,16.9,,16.54,-64517642.8
NTES,201112,0,0,-6379580.0,-243445000.0,44.85,,45.09,-286124163.0
NTES,201303,0,0,-752604.0,-32008000.0,54.77,,51.28,-41220121.080000006
NVDA,201812,0,0,-2235268.0,-628155000.0,133.5,,163.42999,-298408278.0
NVT,200606,0,0,-1387700.0,-70287000.0,44.68,,41.75,-62002436.0
NWS,201112,0,0,-26522223.0,-410564000.0,18.18,B,17.85,-482174014.14
NWS,201309,0,0,-13757775.0,-448228000.0,16.43,B,15.84,-226040243.25
OC,201209,0,0,-940800.0,-26850000.0,33.46,,33.36,-31479168.0
OCN,201312,0,0,-5277270.0,-294313000.0,55.45,,56.66,-292624621.5
OCR,200606,0,0,-1783700.0,-98086000.0,47.42,,46.36,-84583054.0
OII,201112,0,0,-6043228.0,-213568000.0,46.13,,47.56,-278774107.64
OII,201409,0,0,-3809894.0,-297667000.0,65.17,,69.56,-248290791.98000002
ONXX,200612,0,0,-2386707.0,-41266000.0,10.58,,17.5,-25251360.06
ORLY,201109,0,0,-5563396.0,-364458000.0,66.63,,64.88,-370689075.47999996
ORLY,201306,0,0,-2085784.0,-213666000.0,112.62,,108.85,-234900994.08
ORLY,201709,0,0,-2841170.0,-621478000.0,215.37,,196.13,-611902782.9
OSIP,200509,0,0,-783334.0,-32015000.0,29.24,,32.7499,-22904686.16
P,201312,0,0,-10085216.0,-253441000.0,26.6,,28.4,-268266745.60000002
PA,200509,0,0,-3866900.0,-79310000.0,24.2,,24.02,-93578980.0
PAGS,201809,0,0,-3189119.0,-88498000.0,27.67,A,28.89,-88242922.73
PCLN,201012,0,0,-715182.0,-249126000.0,399.54999,,394.04999,-285750960.94817996
PCLN,201112,0,0,-646389.0,-290526000.0,467.70999000000006,,485.89000999999996,-302322592.72611004
PCLN,201706,0,0,-297090.0,-528811000.0,1870.52002,,1877.08997,-555712792.7418
PEP,200906,0,0,-3585600.0,-184587000.0,54.96,,52.05,-197064576.0
PGR,200909,0,0,-515194.0,-7785000.0,16.58,,16.52,-8541916.52
PHM,200606,0,0,-2395576.0,-92038000.0,28.79,,32.47,-68968633.03999999
PMC,200803,0,0,-406897.0,-5647730.0,16.57,,14.72,-6742283.29
PNC,201703,0,0,-4196144.0,-490781000.0,120.24,,127.23,-504544354.56
PRGO,201509,0,0,-375924.0,-69482000.0,157.27,,182.97,-59121567.480000004
PXD,201609,0,0,-1329480.0,-201031000.0,185.64999,,179.05,-246817948.70520002
PYPL,201609,0,0,-11080118.0,-404535000.0,40.97,,37.15,-453952434.46
PYPL,201703,0,0,-12499315.0,-493348000.0,43.02,,42.0,-537720531.3000001
PYPL,201903,0,0,-5762509.0,-484569000.0,103.84,,98.07,-598378934.5600001
QCOM,201112,0,0,-7222518.0,-351231000.0,54.7,,54.8,-395071734.6
QCOM,201406,0,0,-6530923.0,-515029000.0,79.2,,80.45,-517249101.6
QUAD,201309,0,0,-56800.0,-1369000.0,30.36,A,31.34,-1724448.0
RAX,201306,0,0,-200000.0,-10096000.0,37.89,,37.53,-7578000.0
RCL,200509,0,0,-1223300.0,-59159000.0,43.2,,42.72,-52846560.0
RCL,201112,0,0,-3115316.0,-67415000.0,24.77,,27.71,-77166377.32
RECN,200709,0,0,-2823836.0,-93695000.0,23.15,,30.0,-65371803.4
RICE,201706,0,0,-13704768.0,-324803000.0,26.63,,20.0,-364957971.84
RIG,201506,0,0,-2400000.0,-35208000.0,16.12,,18.85,-38688000.0
RIMM,200609,0,0,-2342351.0,-163426000.0,102.65,,82.5,-240442330.15
RIMM,200709,0,0,-1658964.0,-331776000.0,98.55,,85.41,-163490902.2
RIO-,200609,0,0,-11158000.0,-229632000.0,20.58003226384657,,20.58003226384657,-229632000.0
RL,200709,0,0,-927606.0,-91007000.0,77.75,A,75.54,-72121366.5
RL,201109,0,0,-4085898.0,-541831000.0,129.7,A,137.11,-529940970.59999996
RL,201112,0,0,-4215814.0,-546791000.0,138.08,A,141.86,-582119597.12
RL,201309,0,0,-2630438.0,-457012000.0,164.73,A,165.41,-433312051.73999995
RLGY,201512,0,0,-979197.0,-36847000.0,36.67,,41.31,-35907153.99
ROST,201209,0,0,-3637252.0,-227219000.0,64.59,,69.19,-234930106.68
RYL,200606,0,0,-2220200.0,-154082000.0,43.57,,49.21,-96734114.0
SAI,200812,0,0,-6114357.0,-123693000.0,19.48,,17.8,-119107674.36
SAVE,201412,0,0,-4262432.0,-294705000.0,75.58,,82.69,-322154610.56
SBAC,201512,0,0,-2801753.0,-293456000.0,105.07,A,105.16,-294380187.71
SBAC,201809,0,0,-3508194.0,-579273000.0,160.63,A,155.23,-563521202.22
SBH,201309,0,0,-7496661.0,-233146000.0,26.16,,26.13,-196112651.76
SBUX,200612,0,0,-2257702.0,-76875000.0,35.42,,35.295,-79967804.84
SCHW,200509,0,0,-5170100.0,-58319000.0,11.280052610200963,,11.280052610200963,-58319000.0
SCHW,200709,0,0,-10427591.0,-213974000.0,21.6,,19.8,-225235965.60000002
SCHW,200903,0,0,-7568466.0,-122382000.0,15.5,,12.71,-117311223.0
SCHW,201103,0,0,-11050680.0,-189077000.0,18.03,,18.97,-199243760.4
SCHW,201512,0,0,-13396145.0,-382594000.0,32.93,,33.71,-441135054.85
SD,200909,0,0,-6616611.0,-56374000.0,12.96,,12.2,-85751278.56
SE,201903,0,0,-3963222.0,-44864000.0,23.52,A,21.5,-93214981.44
SEAS,201406,0,0,-2114123.0,-63910000.0,28.33,,30.52,-59893104.589999996
SEPR,200503,0,0,-590445.0,-35055000.0,57.41,,64.47,-33897447.449999996
SEPR,200709,0,0,-510000.0,-20920000.0,27.5,,29.17,-14025000.0
SFUN,201403,0,0,-45000.0,-3708000.0,68.42,A,78.78,-3078900.0
SFUN,201409,0,0,-25361965.0,-248294000.0,9.95,A,11.54,-252351551.74999997
SHPG,201706,0,0,-1714306.0,-298684000.0,165.27,,172.72,-283323352.62
SHW,201609,0,0,-1143668.0,-335861000.0,276.66,,283.70999,-316407188.88000005
SINA,200803,0,0,-343190.0,-15206749.0,35.25,,41.41,-12097447.5
SLB,200606,0,0,-2487300.0,-314818000.0,65.11,,65.57,-161948103.0
SLB,200803,0,0,-4085900.0,-401930000.0,87.0,,86.45,-355473300.0
SLB,201112,0,0,-6041581.0,-360864000.0,68.31,,75.33,-412700398.11
SLB,201212,0,0,-6420645.0,-464405000.0,69.2986,,71.62,-444941709.59699994
SLM,200703,0,0,-5557218.0,-271026000.0,40.9,,42.65,-227290216.2
SLM,200906,0,0,-14050386.0,-69549000.0,10.27,,6.61,-144297464.22
SMAR,201912,0,0,-506100.0,-18235000.0,44.92,A,47.43,-22734012.0
SNAP,201709,0,0,-7599408.0,-130487000.0,14.54,A,14.51,-110495392.32
SNI,201106,0,0,-3289069.0,-164749000.0,48.88,A,50.43,-160769692.72
SPF,200612,0,0,-3481800.0,-81822000.0,26.79,,25.66,-93277422.0
SPF,200706,0,0,-5974021.0,-124678000.0,17.53,,21.32,-104724588.13000001
SPGI,201912,0,0,-1724511.0,-422471000.0,273.04999,,264.64999,-470877711.30489
SPY,201112,0,0,-2630000.0,-297585000.0,125.5,,124.99,-330065000.0
SQ,201809,0,0,-2694573.0,-166093000.0,99.01,A,88.64,-266789672.73000002
SRX,200509,0,0,-683400.0,-23728000.0,35.48,A,33.57,-24247031.999999996
SRX,200806,0,0,-1075600.0,-26148000.0,22.46,A,23.58,-24157976.0
ST,201112,0,0,-6670287.0,-176496000.0,26.28,,31.25,-175295142.36
ST,201212,0,0,-2872204.0,-85506000.0,32.48,,30.86,-93289185.91999999
STI,200909,0,0,-500000.0,-8225000.0,22.55,,23.37,-11275000.0
STNE,201909,0,0,-2528303.0,-74787000.0,34.78,A,30.08,-87934378.34
STRA,200509,0,0,-1029573.0,-88811000.0,94.52,,100.92,-97315239.96
STRA,200706,0,0,-573755.0,-71719000.0,131.71001,,125.16,-75569276.78755
STRA,201012,0,0,-2483276.0,-433332000.0,152.22,,135.87,-378004272.71999997
STZ,201906,0,0,-4932455.0,-864807000.0,196.94,A,176.45,-971397687.7
SUNEQ,201509,0,0,-9663802.0,-289044000.0,29.90996711232287,,29.90996711232287,-289044000.0
SVN,201112,0,0,-999322.0,-12651000.0,11.15,,13.88,-11142440.3
SVN,201209,0,0,-1038628.0,-10968000.0,11.62,,9.4,-12068857.36
SWI,201112,0,0,-3766081.0,-82929000.0,27.95,,32.79,-105261963.95
SWI,201509,0,0,-2518528.0,-116180000.0,39.24,,39.75,-98827038.72
SWN,200806,0,0,-7373812.0,-248424000.0,47.61,,44.34,-351067189.32
SYMC,201709,0,0,-21085032.0,-595652000.0,32.81,,29.98,-691799899.9200001
TAP,201603,0,0,-2354601.0,-221144000.0,96.18,B,85.27,-226465524.18
TCK,201103,0,0,-7359464.0,-455036000.0,53.02,B,55.42,-390198781.28000003
TDC,200903,0,0,-10007277.0,-148407918.0,16.22,,15.46,-162318032.94
TDC,201112,0,0,-3507642.0,-187764000.0,48.51,,54.23,-170155713.42
TDC,201209,0,0,-4234044.0,-304894000.0,75.41,,76.38,-319289258.03999996
TDG,201112,0,0,-3089601.0,-252328000.0,95.68,,96.42,-295613023.68
TDG,201703,0,0,-2028392.0,-504988000.0,220.16,,254.2,-446570782.71999997
TIF,201503,0,0,-6047197.0,-646203471.0,88.01,,88.22,-532213807.97
TIF,201912,0,0,-6381880.0,-591154000.0,133.64999,,133.8,-852938198.1812
TKC,200503,0,0,-58200.0,-1053000.0,17.08,,18.25,-994055.9999999999
TLK,200712,0,0,-283822.0,-13856000.0,42.01,,43.33,-11923362.219999999
TMO,201309,0,0,-2766476.0,-234127000.0,92.15,,88.83,-254930763.4
TMUS,201712,0,0,-4561573.0,-281267000.0,63.51,,61.07,-289705501.23
TMUS,201806,0,0,-3486629.0,-212824000.0,59.75,,55.7,-208326082.75
TOL,200512,0,0,-1906600.0,-85168000.0,34.64,,34.4,-66044624.0
TPX,200506,0,0,-1870700.0,-34907000.0,22.18,,23.33,-41492126.0
TRIP,201206,0,0,-1865613.0,-66546000.0,44.69,,42.88,-83374244.97
TRIP,201309,0,0,-1991854.0,-121244000.0,75.84,,73.97,-151062207.36
TRIP,201412,0,0,-2771438.0,-253365000.0,74.66,,73.65,-206915561.07999998
TSCO,200603,0,0,-784687.0,-41541000.0,66.34,,63.18,-52056135.580000006
TSCO,201212,0,0,-2918487.0,-288609000.0,88.36,,89.62,-257877511.32
TSM,201806,0,0,-12349027.0,-540393000.0,36.56,,38.7,-451480427.12
TV,200709,0,0,-6146071.0,-177148000.0,24.17,,26.06,-148550536.07000002
TV,201803,0,0,-20091736.0,-375113000.0,15.96,,17.01,-320664106.56
TW,201106,0,0,-2027651.0,-112454000.0,65.71,A,63.45,-133236947.21
TW,201403,0,0,-1098124.0,-140132000.0,114.05,A,109.1,-125241042.2
TWLO,201912,0,0,-15835.0,-1741000.0,98.28,A,103.28,-1556263.8
TWX,201412,0,0,-1716105.0,-129068000.0,85.42,,85.12,-146589689.1
TXI,200709,0,0,-1777799.0,-139397000.0,78.5,,73.72,-139557221.5
UAA,200709,0,0,-2858163.0,-130475000.0,45.64995068510788,,45.64995068510788,-130475000.0
UAA,201503,0,0,-1560114.0,-105931741000.0,67900.00025639152,,67900.00025639152,-105931741000.0
UEPS,200612,0,0,-2831578.0,-64730000.0,29.56,,23.98,-83701445.67999999
UGC HOLDINGS INC,200503,0,0,-7722594.0,-74600000.0,9.659966586356864,,9.659966586356864,-74600000.0
ULTA,201709,0,0,-1438673.0,-413388000.0,226.06,,221.00999,-325226418.38
UMPQ,201012,0,0,-3621470.0,-41068000.0,12.18,,10.59,-44109504.6
UNH,200606,0,0,-1351736.0,-75508000.0,44.78,,43.96,-60530738.08
UNP,200909,0,0,-1951597.0,-101600000.0,58.35,,59.81,-113875684.95
UNP,201103,0,0,-1870241.0,-173297000.0,98.33,,95.41,-183900797.53
URBN,200909,0,0,-5434420.0,-113525000.0,30.17,,28.43,-163956451.4
URBN,201103,0,0,-2765108.0,-99019000.0,29.83,,38.38,-82483171.64
USB,201112,0,0,-3841481.0,-90428000.0,27.05,,25.92,-103912061.05
UTX,200512,0,0,-2461600.0,-127609000.0,55.91,,53.84,-137628056.0
UTX,201112,0,0,-2465518.0,-173474000.0,73.09,,76.6,-180204710.62
V,201012,0,0,-5433214.0,-403470000.0,70.38,A,73.85,-382389601.32
V,201112,0,0,-2272192.0,-194772000.0,101.53,A,96.97,-230695653.76
V,201312,0,0,-1243515.0,-237636000.0,222.67999,A,203.46001,-276905907.76485
V,201706,0,0,-6165815.0,-547956000.0,93.78,A,95.23,-578230130.7
VFC,201209,0,0,-802389.0,-107079000.0,159.36,,152.67999,-127868711.04
VIPS,201506,0,0,-10943918.0,-322189000.0,22.25,,24.97,-243502175.5
VIRGIN MEDIA HOLDINGS INC.,200503,0,0,-841867.0,-61423000.0,72.96045574894846,,72.96045574894846,-61422999.99999999
VIT,201112,0,0,-7862536.0,-52915000.0,9.07,,11.07,-71313201.52
VMC,200803,0,0,-3545961.0,-280450000.0,66.4,,70.1,-235451810.4
VMC,201703,0,0,-3738010.0,-467812000.0,120.48,,120.61,-450355444.8
VMED,201306,0,0,-5659808.0,-277161000.0,48.9700357326609,,,-277161000.0
VNTV,201712,0,0,-2291437.0,-161478000.0,73.55,A,75.0,-168535191.35
VPRT,200709,0,0,-1912276.0,-73145000.0,37.37,,32.88,-71461754.11999999
VPRT,200909,0,0,-1798938.0,-76725000.0,50.75,,41.44,-91296103.5
VRSN,201403,0,0,-6344858.0,-379296000.0,53.91,,55.11,-342051294.78
VRX,201603,0,0,-5829079.0,-592526000.0,26.3,,65.8,-153304777.70000002
VSAT,201106,0,0,-580411.0,-23124000.0,43.27,,44.27,-25114383.970000003
VXX,201709,0,0,-1000000.0,-12760000.0,12.76,,12.76,-12760000.0
VXX,201803,0,0,-250000.0,-6980000.0,27.92,,27.92,-6980000.0
WBA,201603,0,0,-6787816.0,-578016000.0,84.24,,78.94,-571805619.8399999
WBC,201112,0,0,-4397934.0,-166506000.0,43.4,,47.01,-190870335.6
WBC,201309,0,0,-1046166.0,-78138000.0,84.26,,77.99,-88149947.16000001
WBS,200503,0,0,-662600.0,-33554000.0,45.41,,43.8,-30088665.999999996
WDAY,201503,0,0,-527482.0,-43047806000.0,84.41,A,85.5,-44524755.62
WFT,200812,0,0,-7754431.0,-194946000.0,10.82,,12.77,-83902943.42
WMB,201409,0,0,-4895000.0,-284938000.0,55.35,,59.44,-270938250.0
WMB,201603,0,0,-28940290.0,-743765453.0,16.07,,15.99,-465070460.3
WMB,201703,0,0,-16327936.0,-508452000.0,29.59,,28.34,-483143626.24
WNS,200803,0,0,-1858966.0,-30394094.0,15.45,,14.85,-28721024.7
WRSP,200606,0,0,-1240900.0,-9369000.0,3.58,A,4.74,-4442422.0
WSH,201203,0,0,-3529442.0,-136942000.0,34.98,,35.88,-123459881.15999998
WSM,200603,0,0,-2042200.0,-88121000.0,42.4,,40.49,-86589280.0
WSM,201112,0,0,-5824323.0,-179331000.0,38.5,,37.77,-224236435.5
WSM,201412,0,0,-4390577.0,-292281000.0,75.68,,74.56,-332278867.36
WTM,200612,0,0,-121950.0,-60604000.0,579.4299900000001,,599.75,-70661487.28050001
WWE,201912,0,0,-2959183.0,-210546000.0,64.87,A,62.02,-191962201.21
WYND,201112,0,0,-7643808.0,-217925000.0,28.510004437578758,,28.510004437578758,-217925000.0
WYND,201406,0,0,-4878718.0,-357269000.0,73.23009856277817,,73.23009856277817,-357269000.0
WYNN,201206,0,0,-695207.0,-86817000.0,103.72,,103.04,-72106870.04
WYNN,201503,0,0,-285023.0,-42400021000.0,125.88,,142.5,-35878695.24
WYNN,201909,0,0,-5406697.0,-670376000.0,108.72,,110.15,-587816097.84
XTO,200509,0,0,-2854930.0,-97039000.0,45.32,,39.8,-129385427.6
XTO,200909,0,0,-2468287.0,-94140000.0,41.32,,38.6,-101989618.84
YHOO,200503,0,0,-1787050.0,-67336000.0,33.9,,32.27,-60580995.0
YHOO,200603,0,0,-2220400.0,-86995000.0,32.26,,32.06,-71630104.0
YNDX,201112,0,0,-1243941.0,-25451000.0,19.7,A,21.98,-24505637.7
YNDX,201306,0,0,-1705900.0,-39475000.0,27.65,A,27.16,-47168135.0
YNDX,201406,0,0,-987950.0,-29826000.0,35.64,A,31.14,-35210538.0
YUM,201112,0,0,-2033052.0,-100412000.0,59.01,,56.04,-119970398.52
YUM,201612,0,0,-6265804.0,-568998000.0,63.33,,63.39,-396813367.32
