Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
NESTLE SA,NSRGY,Common,15877268,98276,1182467000,-432000,10.11,,Hist,12/31/2015
BERKSHIRE HATHAWAY INC,BRK.A,Common,5055,20,999879000,16846000,8.55,0.00,Hist,12/31/2015
Mastercard Inc,MA,CL A,9701294,-229313,944518000,49572000,8.07,0.86,Hist,12/31/2015
Philip Morris International Inc.,PM,Common,10565901,86019,928848000,97479000,7.94,0.68,Hist,12/31/2015
HEINEKEN HOLDING N V,HKHHF,Common,10870043,15722,838373000,67426000,7.17,,Hist,12/31/2015
Anheuser-Busch InBev SA/NV,BUD,ADR,6456812,1283527,807101000,257077000,6.90,,Hist,12/31/2015
WELLS FARGO & COMPANY/MN,WFC,Common,14721564,146061,800264000,51812000,6.84,0.29,Hist,12/31/2015
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,10149409,1290538,738977000,52643000,6.32,,Hist,12/31/2015
PERNOD RICARD S A /FI,PDRDF,Common,5760258,111658,658272000,89667000,5.63,,Hist,12/31/2015
UNILEVER N V,UN,N Y SHS NEW,14339560,194044,621190000,52540000,5.31,,Hist,12/31/2015
"ALTRIA GROUP, INC.",MO,Common,6045822,-376487,351927000,2553000,3.01,0.31,Hist,12/31/2015
BERKSHIRE HATHAWAY INC,BRK/B,Common,2580257,68215,340697000,13127000,2.91,0.21,Hist,12/31/2015
SABMILLER PLC/FI,SBMRF,Common,4864639,-7172378,291784000,-389591000,2.49,,Hist,12/31/2015
MARTIN MARIETTA MATERIALS INC,MLM,Common,2102473,31946,287156000,-27461000,2.45,3.18,Hist,12/31/2015
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,5076584,104992,282161000,7815000,2.41,,Hist,12/31/2015
BROWN FORMAN CORP,BF.A,CL A,2492188,-104768,274415000,-3433000,2.35,1.24,Hist,12/31/2015
SWATCH GROUP,SWGAF,Common,733803,626279,259508000,219782000,2.22,,Hist,12/31/2015
DIAGEO PLC,DGEAF,Common,9317355,33037,254951000,5956000,2.18,,Hist,12/31/2015
COMCAST CORP,CMCSA,Common,3913103,3880698,220816000,218973000,1.89,0.16,Hist,12/31/2015
JCDECAUX SA /FI,JCDXF,Common,4968357,1100287,190518000,50646000,1.63,,Hist,12/31/2015
"Scripps Networks Interactive, Inc.",SNI,Common,1243250,-2583,68640000,7357000,0.59,0.97,Hist,12/31/2015
BROWN FORMAN CORP,BF.B,CL B,554765,23830,55077000,3629000,0.47,0.28,Hist,12/31/2015
DIAGEO PLC,DEO,SPON ADR NEW,470910,2059,51362000,825000,0.44,,Hist,12/31/2015
VISA INC.,V,CL A,541958,18017,42029000,5531000,0.36,0.03,Hist,12/31/2015
EXXON MOBIL CORP,XOM,Common,165680,-666,12915000,547000,0.11,0.00,Hist,12/31/2015
MARKEL CORP,MKL,Common,14557,-1064,12859000,333000,0.11,0.10,Hist,12/31/2015
MEXICAN ECONOMIC DEVELOPMENT INC,FMX,ADR,121020,2405,11176000,590000,0.10,,Hist,12/31/2015
SWEDISH MATCH CORP,SWMAF,Common,305699,-6850,10890000,1473000,0.09,,Hist,12/31/2015
AMERICAN EXPRESS CO,AXP,Common,150018,4790,10434000,-332000,0.09,0.02,Hist,12/31/2015
COCA COLA CO,KO,Common,206327,-13910,8864000,28000,0.08,0.00,Hist,12/31/2015
MILLER HERMAN INC,MLHR,Common,298077,-12150,8555000,-392000,0.07,0.50,Hist,12/31/2015
GROUPE DANONE,DANOY,ADR,594005,76100,8037000,1514000,0.07,,Hist,12/31/2015
HORMEL FOODS CORP /DE/,HRL,Common,99089,-4980,7836000,1247000,0.07,0.04,Hist,12/31/2015
CRANE CO /DE/,CR,Common,160741,-3850,7690000,18000,0.07,0.28,Hist,12/31/2015
PROCTER & GAMBLE Co,PG,Common,86347,-10680,6857000,-123000,0.06,0.00,Hist,12/31/2015
AbbVie Inc.,ABBV,COM,86718,0,5137000,419000,0.04,0.01,Hist,12/31/2015
JPMORGAN CHASE & CO,JPM/WS,W EXP 10/28/2018,200350,-400,4746000,749000,0.04,,Hist,12/31/2015
HEINEKEN N V/ /FI,HINKF,Common,49788,0,4260000,245000,0.04,,Hist,12/31/2015
WELLS FARGO & COMPANY/MN,WFC/WS,WARRANTS,201500,-1250,4129000,461000,0.04,,Hist,12/31/2015
DOVER Corp,DOV,Common,65126,-5480,3993000,-44000,0.03,0.04,Hist,12/31/2015
PEPSICO INC,PEP,Common,39111,-682,3908000,156000,0.03,0.00,Hist,12/31/2015
ABBOTT LABORATORIES,ABT,Common,85400,0,3835000,400000,0.03,0.01,Hist,12/31/2015
CHEVRON CORP,CVX,Common,41460,-50,3730000,456000,0.03,0.00,Hist,12/31/2015
BIC CORP,BICEF,Common,21625,2235,3562000,558000,0.03,,Hist,12/31/2015
MCCORMICK & CO INC,MKC,Common,41155,-700,3521000,81000,0.03,0.03,Hist,12/31/2015
OUTFRONT Media Inc.,OUT,COM,160857,57265,3512000,1357000,0.03,0.12,Hist,12/31/2015
M&T BANK CORP,MTB/WS,WARRANT,70000,0,3410000,-35000,0.03,,Hist,12/31/2015
NESTLE SA /FI,NSRGF,Common,41310,0,3110000,13000,0.03,,Hist,12/31/2015
RECKITT BENCKISER GROUP PLC,RBGPF,Common,30512,-55,2825000,53000,0.02,,Hist,12/31/2015
Royal Dutch Shell plc,RDS.A,SPONS ADR A,61065,-2680,2796000,-225000,0.02,,Hist,12/31/2015
MICROSOFT CORP,MSFT,Common,49450,0,2743000,554000,0.02,0.00,Hist,12/31/2015
DUPONT E I DE NEMOURS & CO,DD,Common,38084,-2324,2536000,588000,0.02,0.00,Hist,12/31/2015
LINDT & SPRUENGLI AG-REG,LDSRF,Common,33,0,2487000,152000,0.02,,Hist,12/31/2015
GOLDMAN SACHS GROUP INC,GS,Common,10393,0,1873000,67000,0.02,0.00,Hist,12/31/2015
"ANHEUSER-BUSCH COMPANIES, LLC",AHBIF,COM,15000,0,1864000,275000,0.02,,Hist,12/31/2015
"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Common,17944,0,1710000,109000,0.01,0.00,Hist,12/31/2015
EATON VANCE SENIOR INCOME TRUST,EVF,Common,282729,629,1631000,-25000,0.01,,Hist,12/31/2015
BB&T CORP,BBT,Common,40878,-5382,1546000,-101000,0.01,0.01,Hist,12/31/2015
PERNOD RICARD S A /FI,PDRDY,COM,56600,1050,1294000,176000,0.01,,Hist,12/31/2015
INTERNATIONAL BUSINESS MACHINES CORP,IBM,Common,9134,-156,1257000,-90000,0.01,0.00,Hist,12/31/2015
PARGESA HOLDING SA,PRGAF,Common,18373,-1317,1178000,26000,0.01,,Hist,12/31/2015
WAL MART STORES INC,WMT,Common,18774,-700,1151000,-112000,0.01,0.00,Hist,12/31/2015
Alphabet Inc.,GOOG,COM,1480,375,1123000,451000,0.01,0.00,Hist,12/31/2015
COSTCO WHOLESALE CORP /NEW,COST,Common,6295,0,1017000,107000,0.01,0.00,Hist,12/31/2015
PRAXAIR INC,PX,Common,9700,-1150,993000,-112000,0.01,0.00,Hist,12/31/2015
Alphabet Inc.,GOOGL,COM,1268,0,987000,178000,0.01,0.00,Hist,12/31/2015
LAMAR ADVERTISING CO/NEW,LAMR,Common,15510,-1450,930000,45000,0.01,15510.00,Hist,12/31/2015
BANK OF AMERICA CORP /DE/,BAC,Common,51100,0,860000,64000,0.01,0.00,Hist,12/31/2015
PRECISION CASTPARTS CORP,PCP,Common,3395,-27425,788000,-6292000,0.01,0.00,Hist,12/31/2015
A P MOLLER-MAERSK A/S,AMKAF,Common,554,0,719000,-113000,0.01,,Hist,12/31/2015
BAT INDUSTRIES PLC /FI,BTI,Common,6061,-85,669000,-8000,0.01,,Hist,12/31/2015
SABMILLER PLC/FI,SBMRY,Common,10035,-16590,602000,-905000,0.01,,Hist,12/31/2015
Walt Disney Co,DIS,Common,5250,400,552000,56000,0.00,0.00,Hist,12/31/2015
MCDONALDS CORP,MCD,Common,3645,0,431000,72000,0.00,0.00,Hist,12/31/2015
FULTON FINANCIAL CORP,FULT,Common,31530,-7500,410000,-62000,0.00,0.02,Hist,12/31/2015
AMERICAN INTERNATIONAL GROUP INC,AIG,COM,6000,0,372000,31000,0.00,0.00,Hist,12/31/2015
PIONEER NATURAL RESOURCES CO,PXD,Common,2700,0,339000,11000,0.00,0.00,Hist,12/31/2015
Mylan N.V.,MYL,Common,5850,0,316000,80000,0.00,0.00,Hist,12/31/2015
CHICAGO BRIDGE & IRON CO N V,CBI,Common,7725,-2850,301000,-118000,0.00,0.01,Hist,12/31/2015
CONOCOPHILLIPS,COP,Common,6288,-1000,294000,-56000,0.00,0.00,Hist,12/31/2015
