Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
GENERAL ELECTRIC CO,GE,Common,9246,-1300,288000,22000,0.00,0.00,Hist,12/31/2015
CARLISLE COMPANIES INC,CSL,Common,3000,0,266000,4000,0.00,0.00,Hist,12/31/2015
US BANCORP \DE\,USB,Common,6000,0,256000,10000,0.00,0.00,Hist,12/31/2015
Nielsen Holdings plc,NLSN,COM,5450,0,254000,12000,0.00,0.00,Hist,12/31/2015
WABCO Holdings Inc.,WBC,Common,2418,2418,247000,247000,0.00,0.00,Hist,12/31/2015
3M CO,MMM,Common,1600,0,241000,14000,0.00,0.00,Hist,12/31/2015
GENERAL DYNAMICS CORP,GD,Common,1600,0,220000,-1000,0.00,0.00,Hist,12/31/2015
HEARTLAND EXPRESS INC,HTLD,Common,12499,0,213000,-36000,0.00,0.01,Hist,12/31/2015
SCHIBSTED A/S,SBSNF,Common,6150,0,204000,-4000,0.00,,Hist,12/31/2015
"Spectrum Brands, Inc.",SPB,COM,2000,2000,204000,204000,0.00,,Hist,12/31/2015
"Merck & Co., Inc.",MRK,COM,3836,3836,203000,203000,0.00,0.00,Hist,12/31/2015
ALLEGHANY CORP /DE,Y,Common,421,421,201000,201000,0.00,0.00,Hist,12/31/2015
"CenterState Banks, Inc.",CSFL,COMMON,11004,0,172000,10000,0.00,0.02,Hist,12/31/2015
PIMCO FUNDS,PHIYX,Stock,0,-11116,0,-96000,0.00,0.00,Hist,12/31/2015
COMCAST CORP,CMCSK,Common,0,-4054956,0,-232106000,0.00,0.00,Hist,12/31/2015
UNION PACIFIC CORP,UNP,Common,0,-2510,0,-222000,0.00,0.00,Hist,12/31/2015
BP PLC,BP,SPONSORED ADR,0,-7096,0,-217000,0.00,0.00,Hist,12/31/2015
