Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
"SPECTRUM MANAGEMENT HOLDING COMPANY, LLC",TWC,CL A,25000,25000,937000,937000,,,Hist,03/31/2007
BP PLC,BP,SPONSORED ADR,13978,-175,905000,-45000,,,Hist,03/31/2007
AUTOMATIC DATA PROCESSING INC,ADP,Common,18400,0,891000,-15000,,,Hist,03/31/2007
APTARGROUP INC,ATR,Common,12859,-100,861000,96000,,,Hist,03/31/2007
RECKITT BENCKISER GROUP PLC,RBGPF,Common,15500,-500,808000,77000,,,Hist,03/31/2007
STAPLES INC,SPLS,Common,30787,4000,796000,81000,,,Hist,03/31/2007
Walt Disney Co,DIS,Common,23031,0,793000,4000,,,Hist,03/31/2007
21ST CENTURY INSURANCE GROUP,TW,Common,37000,0,784000,131000,,,Hist,03/31/2007
MERCK SHARP & DOHME CORP.,MRK,Common,17153,-850,758000,-27000,,,Hist,03/31/2007
A P MOLLER-MAERSK A/S,AMKAF,Common,75,0,755000,77000,,,Hist,03/31/2007
SCHLUMBERGER LIMITED/NV,SLB,Common,10700,-25,739000,62000,,,Hist,03/31/2007
"Spok Holdings, Inc",USMO,Common,37035,-1500,738000,-124000,,,Hist,03/31/2007
COSTCO WHOLESALE CORP /NEW,COST,Common,13650,0,735000,13000,,,Hist,03/31/2007
LINDT & SPRUENGLI AG-REG,LDSRF,Common,25,0,713000,84000,,,Hist,03/31/2007
ROCHE HOLDING LTD,RHHBY,Common,3800,-250,674000,-51000,,,Hist,03/31/2007
MONSANTO CO /NEW/,MON,Common,12250,0,673000,30000,,,Hist,03/31/2007
ANGLO AMERICAN PLC,AAUK,Common,12500,0,659000,49000,,,Hist,03/31/2007
HARTE HANKS INC,HHS,Common,22500,0,621000,-2000,,,Hist,03/31/2007
WALGREEN CO,WAG,Common,12426,-100,570000,-5000,,,Hist,03/31/2007
Royal Dutch Shell plc,RDS.B,ADR,8244,-250,549000,-55000,,,Hist,03/31/2007
DAILY MAIL & GEN TST-A,DMTGF,Common,32464,-1500,519000,42000,,,Hist,03/31/2007
NEWMONT MINING CORP /DE/,NEM,Common,155427,155427,500000,500000,,,Hist,03/31/2007
NEXTERA ENERGY INC,FPL,Common,7900,0,483000,53000,,,Hist,03/31/2007
CADBURY PUBLIC LTD CO,CSG,ADR,9350,0,480000,79000,,,Hist,03/31/2007
BAT INDUSTRIES PLC /FI,BTI,Common,7500,0,473000,48000,,,Hist,03/31/2007
PIONEER NATURAL RESOURCES CO,PXD,Common,10900,0,470000,37000,,,Hist,03/31/2007
TIME WARNER INC.,TWX,Common,23650,0,466000,-49000,,,Hist,03/31/2007
AVISHUSET DAGBLADET,ASVHF,PFD,3939,0,464000,21000,,,Hist,03/31/2007
"TRAVELERS COMPANIES, INC.",TRV,Common,8846,8846,458000,458000,,,Hist,03/31/2007
M&T BANK CORP,MTB,Common,3814,2064,442000,228000,,,Hist,03/31/2007
WYETH,WYE,Common,8758,-50,438000,-11000,,,Hist,03/31/2007
NOKIA CORP,NOK,SPONSORED ADR,18965,0,435000,50000,,,Hist,03/31/2007
AT&T CORP,T,Common,10642,-243,420000,31000,,,Hist,03/31/2007
BB&T CORP,BBT,Common,10145,-100,416000,-34000,,,Hist,03/31/2007
CANON INC,CAJ,Common,7500,0,404000,-18000,,,Hist,03/31/2007
TEXAS INSTRUMENTS INC,TXN,Common,12600,0,379000,16000,,,Hist,03/31/2007
TOTAL S.A.,TOT,Common,5400,0,377000,-11000,,,Hist,03/31/2007
"WESCO FINANCIAL, LLC",WSC,Common,820,-41,377000,-19000,,,Hist,03/31/2007
NEUE ZUERCHER ZEITUNG,,Common,6,0,366000,7000,,,Hist,03/31/2007
ALLEGHANY CORP /DE,Y,Common,971,17,363000,16000,,,Hist,03/31/2007
DUPONT E I DE NEMOURS & CO,DD,Common,7341,0,363000,5000,,,Hist,03/31/2007
PARTRIDGE FINE ART,,Common,494601,0,341000,0,,,Hist,03/31/2007
NEW YORK TIMES CO,NYT,CL A,14300,0,336000,-12000,,,Hist,03/31/2007
AES CORP,AES/PC,Common,6500,0,327000,7000,,,Hist,03/31/2007
GROUPE DANONE,DANOY,Common,2000,0,327000,24000,,,Hist,03/31/2007
Owens Corning,OC,Common,10000,0,319000,20000,,,Hist,03/31/2007
KAO CORP,KCRPY,Common,10500,0,308000,25000,,,Hist,03/31/2007
NORTHERN TRUST CORP,NTRS,Common,5075,0,305000,-3000,,,Hist,03/31/2007
"Fidelity National Information Services, Inc.",FIS,Common,6553,0,298000,35000,,,Hist,03/31/2007
TIFFANY & CO,TIF,Common,5800,0,264000,36000,,,Hist,03/31/2007
HSBC HOLDINGS PLC,HSBA,Common,15000,-5000,263000,-102000,,,Hist,03/31/2007
SUSQUEHANNA BANCSHARES INC,SUSQ,Common,11320,0,263000,-41000,,,Hist,03/31/2007
LILLY ELI & CO,LLY,Common,4850,-400,260000,-14000,,,Hist,03/31/2007
SMITHFIELD FOODS INC,SFD,Common,8400,0,252000,36000,,,Hist,03/31/2007
Arconic Inc.,AA,Common,7136,0,242000,28000,,,Hist,03/31/2007
HERSHEY CO,HSY,Common,4320,-350,236000,3000,,,Hist,03/31/2007
ALLSTATE CORP,ALL,Common,3900,0,234000,-20000,,,Hist,03/31/2007
"TWENTY-FIRST CENTURY FOX, INC.",NWS.A,CL A,9975,0,231000,17000,,,Hist,03/31/2007
Unum Group,UNM,Common,9800,-500,226000,12000,,,Hist,03/31/2007
BARRY CALLEBAUT AG,BYCBF,Common,300,0,224000,73000,,,Hist,03/31/2007
COMMUNITY BANKS INC /PA/,CMTY,Common,9347,0,223000,-36000,,,Hist,03/31/2007
SYNGENTA AG,SYT,Common,1150,0,221000,7000,,,Hist,03/31/2007
SUNCOR ENERGY INC,SU,Common,2900,0,221000,-8000,,,Hist,03/31/2007
BP PLC,BP,Common,20000,0,217000,-5000,,,Hist,03/31/2007
LOWES COMPANIES INC,LOW,Common,6850,-150,216000,-2000,,,Hist,03/31/2007
LOREAL,,Common,1950,0,213000,18000,,,Hist,03/31/2007
TOYOTA MOTOR CORP,7203,Common,3300,-200,212000,-22000,,,Hist,03/31/2007
SCHULMAN A INC,SHLM,Common,8999,0,212000,12000,,,Hist,03/31/2007
ARCTIC CAT INC,ACAT,Common,10750,-200,210000,17000,,,Hist,03/31/2007
TOTAL S.A.,TOT,Common,3000,0,210000,-6000,,,Hist,03/31/2007
PIMCO FUNDS,PTTAX,MUTUAL,19459,211,203000,3000,,,Hist,03/31/2007
3i GROUP PLC,TGOPF,Common,9000,539,201000,34000,,,Hist,03/31/2007
MEDTRONIC INC,MDT,Common,4050,-50,199000,-20000,,,Hist,03/31/2007
US GLOBAL INVESTORS FUNDS,GROW,CL A,7500,3750,193000,-59000,,,Hist,03/31/2007
"ALLIANCE ONE INTERNATIONAL, INC.",AOI,Common,20500,0,189000,44000,,,Hist,03/31/2007
KIMBERLY CLARK CORP,KMB,Common,2750,0,188000,1000,,,Hist,03/31/2007
BRISTOL MYERS SQUIBB CO,BMY,Common,6600,0,183000,9000,,,Hist,03/31/2007
BELO CORP,BLC,COM SER A,9000,0,168000,3000,,,Hist,03/31/2007
ManpowerGroup Inc.,MAN,Common,2284,0,168000,-3000,,,Hist,03/31/2007
"MARSH & MCLENNAN COMPANIES, INC.",MMC,Common,5600,0,164000,-8000,,,Hist,03/31/2007
IMPERIAL TOBACCO GROUP PLC,IMT,Common,3500,-500,157000,0,,,Hist,03/31/2007
YORK WATER CO,YORW,Common,9120,0,155000,-8000,,,Hist,03/31/2007
VECTREN CORP,VVC,Common,5398,0,154000,1000,,,Hist,03/31/2007
AMGEN INC,AMGN,Common,2740,0,153000,-34000,,,Hist,03/31/2007
WRIGLEY WM JR CO,WWY,Common,2862,-75,146000,-6000,,,Hist,03/31/2007
NOBLE ENERGY INC,NBL,Common,2400,0,143000,25000,,,Hist,03/31/2007
Chubb Ltd,ACE,Common,2500,0,143000,-8000,,,Hist,03/31/2007
INTEL CORP,INTC,Common,7360,-250,141000,-13000,,,Hist,03/31/2007
UNIVERSAL DISPLAY CORP \PA\,OLED,Common,9200,1000,139000,16000,,,Hist,03/31/2007
HEALTHSOUTH CORP,HLS,Common,6400,0,134000,-11000,,,Hist,03/31/2007
UNION NATIONAL FINANCIAL CORP / PA,UNNF,Common,7820,0,125000,-16000,,,Hist,03/31/2007
EXPEDITORS INTERNATIONAL OF WASHINGTON INC,EXPD,Common,3000,0,124000,2000,,,Hist,03/31/2007
ARMSTRONG HOLDINGS INC /PA/,ACKH,Common,200000,0,124000,61000,,,Hist,03/31/2007
FIRST DATA CORP,FDC,Common,4500,-1000,121000,-19000,,,Hist,03/31/2007
"Hill-Rom Holdings, Inc.",HB,Common,2000,0,119000,5000,,,Hist,03/31/2007
JAMES HALSTEAD PLC,HLSJF,Common,10000,0,117000,16000,,,Hist,03/31/2007
"Kirin Holdings Company, Ltd /FI",KNBWY,Common,8000,-2000,116000,-41000,,,Hist,03/31/2007
HOME DEPOT INC,HD,Common,3165,-75,116000,-14000,,,Hist,03/31/2007
PRAXAIR INC,PX,Common,1800,0,113000,6000,,,Hist,03/31/2007
KELLOGG CO,K,Common,2150,-100,111000,-2000,,,Hist,03/31/2007
CAMPBELL SOUP CO,CPB,Common,2850,0,111000,0,,,Hist,03/31/2007
STERLING FINANCIAL CORP /PA/,SLFI,Common,4921,0,109000,-7000,,,Hist,03/31/2007
GALLAHER GROUP PLC,,SPONSORED ADR,1200,0,107000,-1000,,,Hist,03/31/2007
CABLEVISION SYSTEMS CORP /NY,CVC,Common,3500,0,107000,7000,,,Hist,03/31/2007
SUPERVALU INC,SVU,Common,2730,0,107000,9000,,,Hist,03/31/2007
D&E COMMUNICATIONS INC /TA,DECC,Common,7900,0,105000,5000,,,Hist,03/31/2007
RYDEX SERIES FUNDS,RYWBX,MUTUAL,4000,0,105000,2000,,,Hist,03/31/2007
PETROCHINA CO LTD,PTR,SPONSORED ADR,885,-50,104000,-28000,,,Hist,03/31/2007
VERIZON COMMUNICATIONS INC,VZ,Common,2730,0,104000,2000,,,Hist,03/31/2007
RYDEX SERIES FUNDS,RYJUX,MUTUAL,5271,0,102000,1000,,,Hist,03/31/2007
LITMAN GREGORY FUNDS TRUST,MSILX,MUTUAL,5121,541,102000,16000,,,Hist,03/31/2007
MICROPORE INC,,PFD,3200,0,99000,0,,,Hist,03/31/2007
Western Union CO,WU,Common,4500,-1250,99000,-30000,,,Hist,03/31/2007
OCCIDENTAL PETROLEUM CORP /DE/,OXY,Common,2000,0,99000,1000,,,Hist,03/31/2007
Kraft Heinz Foods Co,HNZ,Common,2100,0,99000,4000,,,Hist,03/31/2007
"Anthem, Inc.",WLP,Common,1204,-386,98000,-27000,,,Hist,03/31/2007
WAL MART DE MEXICO SA DE CV /FI,WMMVF,Common,22500,0,96000,-3000,,,Hist,03/31/2007
"DELPHI FINANCIAL GROUP, INC.",DFG,CL A,2375,-1625,96000,-66000,,,Hist,03/31/2007
HP INC,HPQ,Common,2400,0,96000,-3000,,,Hist,03/31/2007
FEDEX CORP,FDX,Common,890,0,96000,-1000,,,Hist,03/31/2007
MGI PHARMA INC,MOGN,Common,4100,0,92000,17000,,,Hist,03/31/2007
AMERIPRISE FINANCIAL INC,AMP,Common,1563,0,89000,4000,,,Hist,03/31/2007
MYLAN INC.,MYL,Common,4000,-125,85000,3000,,,Hist,03/31/2007
NATIONAL PENN BANCSHARES INC,NPBC,Common,4509,0,85000,-6000,,,Hist,03/31/2007
BJ SERVICES CO LLC,BJS,Common,3000,0,84000,-4000,,,Hist,03/31/2007
SYSCO CORP,SYY,Common,2425,-100,82000,-11000,,,Hist,03/31/2007
BROWN & BROWN INC,BRO,Common,3000,3000,81000,81000,,,Hist,03/31/2007
WMIH CORP.,WM,Common,2000,-500,81000,-33000,,,Hist,03/31/2007
Energy Future Holdings Corp /TX/,TXU,Common,1220,0,78000,12000,,,Hist,03/31/2007
PPG INDUSTRIES INC,PPG,Common,1088,0,76000,6000,,,Hist,03/31/2007
ENCORE WIRE CORP,WIRE,Common,3000,0,76000,10000,,,Hist,03/31/2007
MEADWESTVACO Corp,MWV,Common,2456,0,76000,2000,,,Hist,03/31/2007
MORGAN STANLEY,MS,Common,938,0,74000,-2000,,,Hist,03/31/2007
EDIPRESSE S A - BEARER,EPSSF,Common,150,0,74000,2000,,,Hist,03/31/2007
DAIMLER AG,DAI,Common,902,902,74000,74000,,,Hist,03/31/2007
CHINA SHENHUA ENERGY CO,CUAEF,Common,30000,0,73000,1000,,,Hist,03/31/2007
ESTEE LAUDER COMPANIES INC,EL,Common,1500,0,73000,12000,,,Hist,03/31/2007
Viacom Inc.,VIA.B,Common,1725,-75,71000,-3000,,,Hist,03/31/2007
TigerLogic CORP,RDTA,Common,25000,0,71000,-26000,,,Hist,03/31/2007
PROLOGIS,PLD,SH BEN INT,1100,-1237,71000,-71000,,,Hist,03/31/2007
DEAN FOODS CO,DF,Common,1500,0,70000,7000,,,Hist,03/31/2007
MARSHALL & ILSLEY CORP/WI/,MI,Common,1500,0,69000,-3000,,,Hist,03/31/2007
"Fidelity National Financial, Inc.",FNF,Common,2853,0,69000,1000,,,Hist,03/31/2007
SUNTRUST BANKS INC,STI,Common,825,0,69000,-1000,,,Hist,03/31/2007
CVS HEALTH Corp,CVS,Common,2000,0,68000,6000,,,Hist,03/31/2007
"Merck & Co., Inc.",SGP,Common,2600,0,66000,5000,,,Hist,03/31/2007
PITNEY BOWES INC /DE/,PBI,Common,1440,0,65000,-2000,,,Hist,03/31/2007
UNITEDHEALTH GROUP INC,UNH,Common,1200,0,64000,0,,,Hist,03/31/2007
NEWMONT MINING CORP /DE/,NEM,Common,1500,-1325,63000,-65000,,,Hist,03/31/2007
ANADARKO PETROLEUM CORP,APC,Common,1472,0,63000,-1000,,,Hist,03/31/2007
EVERGREEN SELECT EQUITY TRUST,ESGIX,MUTUAL,2091,0,63000,1000,,,Hist,03/31/2007
AMERICA MOVIL SAB DE CV/,AMX,SPON ADR L SHS,1323,0,63000,3000,,,Hist,03/31/2007
HARLEY DAVIDSON INC,HOG,Common,1055,0,62000,-12000,,,Hist,03/31/2007
LITMAN GREGORY FUNDS TRUST,MSSFX,MUTUAL,4034,158,62000,4000,,,Hist,03/31/2007
FASTENAL CO,FAST,Common,1750,0,61000,-2000,,,Hist,03/31/2007
STEPAN CO,SCL,Common,2284,0,60000,-12000,,,Hist,03/31/2007
LITMAN GREGORY FUNDS TRUST,MSEFX,MUTUAL,3793,58,60000,1000,,,Hist,03/31/2007
T. Rowe Price Equity Income Fund,PRFDX,MUTUAL,2026,0,60000,0,,,Hist,03/31/2007
UBS AG,UBS,Common,1000,0,60000,-1000,,,Hist,03/31/2007
HEINEKEN NV /ADR/,HINKY,Common,1125,0,59000,6000,,,Hist,03/31/2007
"MONSTER WORLDWIDE, INC.",MNST,Common,1250,0,59000,1000,,,Hist,03/31/2007
LITMAN GREGORY FUNDS TRUST,MSVFX,MUTUAL,3502,254,58000,5000,,,Hist,03/31/2007
"WINTERGREEN FUND, INC.",WGRNX,MUTUAL,4507,654,57000,10000,,,Hist,03/31/2007
DAVIS NEW YORK VENTURE FUND INC,DNVYX,MUTUAL,1421,0,56000,1000,,,Hist,03/31/2007
CLIPPER FUND INC,CFIMX,MUTUAL,617,29,55000,1000,,,Hist,03/31/2007
EQUIFAX INC,EFX,Common,1500,-9700,55000,-400000,,,Hist,03/31/2007
HUNTER DOUGLAS NV /FI,HDUGF,Common,600,0,53000,5000,,,Hist,03/31/2007
SCHWAB CHARLES CORP,SCHW,Common,2900,-95,53000,-5000,,,Hist,03/31/2007
"TWEEDY, BROWNE FUND INC.",TBGVX,MUTUAL,1602,39,52000,4000,,,Hist,03/31/2007
SMITH & NEPHEW PLC,SN,Common,4000,-1000,51000,-1000,,,Hist,03/31/2007
THOMSON REUTERS CORP /CAN/,TOC,Common,1200,0,50000,0,,,Hist,03/31/2007
CBS CORP,CBS,Common,1625,0,50000,-1000,,,Hist,03/31/2007
JAPAN TOBACCO INC /FI,2914,Common,10,0,49000,1000,,,Hist,03/31/2007
KROGER CO,KR,Common,1750,-250,49000,3000,,,Hist,03/31/2007
COUSINS PROPERTIES INC,CUZ,Common,1500,0,49000,-4000,,,Hist,03/31/2007
CEPHEID,CPHD,Common,4000,2000,48000,31000,,,Hist,03/31/2007
TARGET CORP,TGT,Common,805,0,48000,2000,,,Hist,03/31/2007
FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,FFH,SUB VTG,200,0,45000,5000,,,Hist,03/31/2007
ESCO TECHNOLOGIES INC,ESE,Common,1000,0,45000,0,,,Hist,03/31/2007
THIRD AVENUE TRUST,TAVFX,MUTUAL,731,39,45000,4000,,,Hist,03/31/2007
THIRD AVENUE TRUST,TAREX,MUTUAL,1255,118,45000,6000,,,Hist,03/31/2007
POZEN INC /NC,POZN,Common,3000,1600,44000,20000,,,Hist,03/31/2007
EP MEDSYSTEMS INC,EPMD,Common,25000,0,44000,10000,,,Hist,03/31/2007
BAYERISCHE MOTOREN WERKE AG,BAMXF,Common,750,0,44000,1000,,,Hist,03/31/2007
PARKER HANNIFIN CORP,PH,Common,500,0,43000,5000,,,Hist,03/31/2007
