Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
Mastercard Inc,MA,CL A,6914951,-521695,1829212000,78254000,13.91,0.68,Hist,06/30/2019
NESTLE SA,NSRGY,Common,13380213,-462270,1383514000,64049000,10.52,,Hist,06/30/2019
BERKSHIRE HATHAWAY INC,BRK.A,Common,4002,-96,1274037000,39658000,9.69,0.24,Hist,06/30/2019
HEINEKEN HOLDING N V,HKHHF,Common,9373392,-289405,985249000,16355000,7.49,,Hist,06/30/2019
PERNOD RICARD S A /FI,PDRDF,Common,5065560,-187905,934811000,-9005000,7.11,,Hist,06/30/2019
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,10686189,-218692,907942000,113645000,6.90,,Hist,06/30/2019
UNILEVER N V,UN,N Y SHS NEW,12874544,-434698,781742000,5946000,5.94,0.75,Hist,06/30/2019
Philip Morris International Inc.,PM,Common,9317748,-306336,731723000,-118950000,5.56,0.60,Hist,06/30/2019
Anheuser-Busch InBev SA/NV,BUDFF,COM,7912198,-141216,701370000,25332000,5.33,0.47,Hist,06/30/2019
WELLS FARGO & COMPANY/MN,WFC,Common,12636204,-12664,597945000,-13248000,4.55,0.28,Hist,06/30/2019
BERKSHIRE HATHAWAY INC,BRK/B,Common,2332814,-84787,497286000,11614000,3.78,142.66,Hist,06/30/2019
MARTIN MARIETTA MATERIALS INC,MLM,Common,1794450,-58720,412921000,40100000,3.14,2.87,Hist,06/30/2019
SWATCH GROUP,SWGAF,Common,1118079,-45335,320516000,-12422000,2.44,,Hist,06/30/2019
COMCAST CORP,CMCSA,Common,6054812,-232627,255997000,4625000,1.95,0.13,Hist,06/30/2019
DIAGEO PLC,DGEAF,Common,5724594,-525750,246548000,-9027000,1.87,,Hist,06/30/2019
"ALTRIA GROUP, INC.",MO,Common,4989460,-124539,236251000,-57446000,1.80,0.27,Hist,06/30/2019
BROWN FORMAN CORP,BF.A,CL A,3944019,-109971,216921000,9478000,1.65,0.83,Hist,06/30/2019
Alphabet Inc.,GOOG,COM,195534,102215,211355000,101863000,1.61,0.03,Hist,06/30/2019
JCDECAUX SA /FI,JCDXF,Common,6699785,-210562,203256000,-7176000,1.55,,Hist,06/30/2019
BROWN FORMAN CORP,BF.B,CL B,1894106,-114692,104990000,-1034000,0.80,0.40,Hist,06/30/2019
VISA INC.,V,CL A,512994,-7176,89030000,7785000,0.68,0.02,Hist,06/30/2019
DIAGEO PLC,DEO,SPON ADR NEW,241341,-102460,41588000,-14661000,0.32,,Hist,06/30/2019
AMERICAN EXPRESS CO,AXP,Common,139430,-5384,17211000,1383000,0.13,0.02,Hist,06/30/2019
MEXICAN ECONOMIC DEVELOPMENT INC,FMX,ADR,132167,-4967,12787000,132000,0.10,0.00,Hist,06/30/2019
