Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
"Scripps Networks Interactive, Inc.",SNI,Common,1400871,1400871,121049000,121049000,1.20,,Hist,12/31/2013
JCDECAUX SA /FI,JCDXF,Common,1461955,1461955,60374000,60374000,0.60,,Hist,12/31/2013
DIAGEO PLC,DEO,SPON ADR NEW,413704,413704,54783000,54783000,0.54,,Hist,12/31/2013
Graham Holdings Co,GHC,COM,75845,75845,50310000,50310000,0.50,,Hist,12/31/2013
SWATCH GROUP,SWGAF,Common,58870,58870,39151000,39151000,0.39,,Hist,12/31/2013
BROWN FORMAN CORP,BF.B,CL B,424931,424931,32112000,32112000,0.32,,Hist,12/31/2013
VISA INC.,V,CL A,108477,108477,24156000,24156000,0.24,0.04,Hist,12/31/2013
EXXON MOBIL CORP,XOM,Common,210918,210918,21345000,21345000,0.21,0.00,Hist,12/31/2013
CRANE CO /DE/,CR,Common,172552,172552,11604000,11604000,0.11,,Hist,12/31/2013
AMERICAN EXPRESS CO,AXP,Common,126595,126595,11486000,11486000,0.11,0.01,Hist,12/31/2013
SWEDISH MATCH CORP,SWMAF,Common,346062,346062,11131000,11131000,0.11,,Hist,12/31/2013
MARKEL CORP,MKL,Common,19127,19127,11100000,11100000,0.11,,Hist,12/31/2013
MEXICAN ECONOMIC DEVELOPMENT INC,FMX,ADR,109655,109655,10732000,10732000,0.11,,Hist,12/31/2013
MILLER HERMAN INC,MLHR,Common,359370,359370,10609000,10609000,0.10,,Hist,12/31/2013
GOLDMAN SACHS GROUP INC,GS,Common,56975,56975,10099000,10099000,0.10,0.01,Hist,12/31/2013
PROCTER & GAMBLE Co,PG,Common,123962,123962,10092000,10092000,0.10,,Hist,12/31/2013
COCA COLA CO,KO,Common,203323,203323,8399000,8399000,0.08,,Hist,12/31/2013
CHEVRON CORP,CVX,Common,64761,64761,8089000,8089000,0.08,,Hist,12/31/2013
DOVER Corp,DOV,Common,81075,81075,7827000,7827000,0.08,,Hist,12/31/2013
Royal Dutch Shell plc,RDS.A,SPONS ADR A,74915,74915,5339000,5339000,0.05,,Hist,12/31/2013
HORMEL FOODS CORP /DE/,HRL,Common,116900,116900,5280000,5280000,0.05,,Hist,12/31/2013
PEPSICO INC,PEP,Common,58221,58221,4829000,4829000,0.05,,Hist,12/31/2013
AbbVie Inc.,ABBV,COM,86777,86777,4583000,4583000,0.05,,Hist,12/31/2013
PRAXAIR INC,PX,Common,29525,29525,3839000,3839000,0.04,,Hist,12/31/2013
HEINEKEN N V/ /FI,HINKF,Common,52191,52191,3530000,3530000,0.03,,Hist,12/31/2013
ABBOTT LABORATORIES,ABT,Common,86503,86503,3316000,3316000,0.03,0.01,Hist,12/31/2013
MCCORMICK & CO INC,MKC,Common,45900,45900,3163000,3163000,0.03,,Hist,12/31/2013
INTERNATIONAL BUSINESS MACHINES CORP,IBM,Common,16668,16668,3126000,3126000,0.03,,Hist,12/31/2013
PRECISION CASTPARTS CORP,PCP,Common,11325,11325,3050000,3050000,0.03,,Hist,12/31/2013
NESTLE SA /FI,NSRGF,Common,40310,40310,2970000,2970000,0.03,,Hist,12/31/2013
JPMORGAN CHASE & CO,JPM/WS,W EXP 10/28/2018,150750,150750,2923000,2923000,0.03,,Hist,12/31/2013
GROUPE DANONE,DANOY,ADR,198475,198475,2862000,2862000,0.03,,Hist,12/31/2013
DUPONT E I DE NEMOURS & CO,DD,Common,43591,43591,2832000,2832000,0.03,,Hist,12/31/2013
WELLS FARGO & COMPANY/MN,WFC/WS,WARRANTS,177750,177750,2826000,2826000,0.03,,Hist,12/31/2013
COMCAST CORP,CMCSA,Common,52746,52746,2741000,2741000,0.03,,Hist,12/31/2013
DEERE & CO,DE,Common,29915,29915,2732000,2732000,0.03,0.01,Hist,12/31/2013
BIC CORP,BICEF,Common,20285,20285,2489000,2489000,0.02,,Hist,12/31/2013
MICROSOFT CORP,MSFT,Common,61744,61744,2310000,2310000,0.02,0.00,Hist,12/31/2013
"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Common,25644,25644,1989000,1989000,0.02,,Hist,12/31/2013
RECKITT BENCKISER GROUP PLC,RBGPF,Common,24665,24665,1958000,1958000,0.02,,Hist,12/31/2013
LINDT & SPRUENGLI AG-REG,LDSRF,Common,36,36,1954000,1954000,0.02,,Hist,12/31/2013
PARGESA HOLDING SA,PRGAF,Common,23950,23950,1943000,1943000,0.02,,Hist,12/31/2013
EATON VANCE SENIOR INCOME TRUST,EVF,Common,268256,268256,1854000,1854000,0.02,,Hist,12/31/2013
WAL MART STORES INC,WMT,Common,22509,22509,1771000,1771000,0.02,0.00,Hist,12/31/2013
"ANHEUSER-BUSCH COMPANIES, LLC",AHBIF,COM,15000,15000,1597000,1597000,0.02,,Hist,12/31/2013
BB&T CORP,BBT,Common,40829,40829,1524000,1524000,0.02,,Hist,12/31/2013
BAT INDUSTRIES PLC /FI,BTI,Common,13550,13550,1456000,1456000,0.01,,Hist,12/31/2013
SABMILLER PLC/FI,SBMRY,Common,26060,26060,1338000,1338000,0.01,,Hist,12/31/2013
A P MOLLER-MAERSK A/S,AMKAF,Common,125,125,1294000,1294000,0.01,,Hist,12/31/2013
M&T BANK CORP,MTB/WS,WARRANT,30000,30000,1290000,1290000,0.01,,Hist,12/31/2013
CHICAGO BRIDGE & IRON CO N V,CBI,Common,14875,14875,1237000,1237000,0.01,,Hist,12/31/2013
GENERAL ELECTRIC CO,GE,Common,43501,43501,1219000,1219000,0.01,,Hist,12/31/2013
PERNOD RICARD S A /FI,PDRDY,COM,51985,51985,1186000,1186000,0.01,,Hist,12/31/2013
GOOGLE INC.,GOOG,CL A,1016,1016,1139000,1139000,0.01,0.00,Hist,12/31/2013
BP PLC,BP,SPONSORED ADR,22707,22707,1104000,1104000,0.01,,Hist,12/31/2013
LAMAR ADVERTISING CO/NEW,LAMR,Common,20525,20525,1072000,1072000,0.01,,Hist,12/31/2013
FULTON FINANCIAL CORP,FULT,Common,80298,80298,1051000,1051000,0.01,0.04,Hist,12/31/2013
CONOCOPHILLIPS,COP,Common,12856,12856,908000,908000,0.01,,Hist,12/31/2013
"SWISS HELVETIA FUND, INC.",SWZ,Common,56025,56025,782000,782000,0.01,,Hist,12/31/2013
BANK OF AMERICA CORP /DE/,BAC,Common,49500,49500,771000,771000,0.01,,Hist,12/31/2013
CARLISLE COMPANIES INC,CSL,Common,9700,9700,770000,770000,0.01,,Hist,12/31/2013
COSTCO WHOLESALE CORP /NEW,COST,Common,5855,5855,697000,697000,0.01,0.00,Hist,12/31/2013
PIONEER NATURAL RESOURCES CO,PXD,Common,2700,2700,497000,497000,0.00,,Hist,12/31/2013
Walt Disney Co,DIS,Common,6375,6375,487000,487000,0.00,0.00,Hist,12/31/2013
ORACLE CORP,ORCL,Common,12500,12500,478000,478000,0.00,,Hist,12/31/2013
PROGRESSIVE CORP/OH/,PGR,Common,16778,16778,458000,458000,0.00,,Hist,12/31/2013
SCHIBSTED A/S,SBSNF,Common,6150,6150,406000,406000,0.00,,Hist,12/31/2013
MCDONALDS CORP,MCD,Common,3960,3960,384000,384000,0.00,,Hist,12/31/2013
BOEING CO,BA,Common,2430,2430,332000,332000,0.00,,Hist,12/31/2013
DANAHER CORP /DE/,DHR,Common,4151,4151,320000,320000,0.00,,Hist,12/31/2013
MATTEL INC /DE/,MAT,Common,6625,6625,315000,315000,0.00,,Hist,12/31/2013
AMERICAN INTERNATIONAL GROUP INC,AIG,COM,6000,6000,306000,306000,0.00,,Hist,12/31/2013
SCHLUMBERGER LIMITED/NV,SLB,Common,3350,3350,302000,302000,0.00,,Hist,12/31/2013
GENERAL DYNAMICS CORP,GD,Common,3000,3000,287000,287000,0.00,,Hist,12/31/2013
HEARTLAND EXPRESS INC,HTLD,Common,14499,14499,284000,284000,0.00,,Hist,12/31/2013
NORTHERN TRUST CORP,NTRS,Common,4334,4334,268000,268000,0.00,,Hist,12/31/2013
"Merck & Co., Inc.",MRK,COM,4536,4536,227000,227000,0.00,,Hist,12/31/2013
SUSQUEHANNA BANCSHARES INC,SUSQ,Common,17429,17429,224000,224000,0.00,,Hist,12/31/2013
Phillips 66,PSX,COM,2720,2720,210000,210000,0.00,,Hist,12/31/2013
"CenterState Banks, Inc.",CSFL,COMMON,11004,11004,112000,112000,0.00,,Hist,12/31/2013
PIMCO FUNDS,PHIYX,Stock,11116,11116,107000,107000,0.00,,Hist,12/31/2013
WAL MART DE MEXICO SA DE CV /FI,WMMVF,Common,0,-10000,0,-26000,0.00,0.00,Hist,12/31/2013
Graham Holdings Co,WPO,Cl B,0,-80868,0,-49439000,0.00,0.00,Hist,12/31/2013
HASBRO INC,HAS,Common,0,-626021,0,-29511000,0.00,0.00,Hist,12/31/2013
LEUCADIA NATIONAL CORP,LUK,Common,0,-18100,0,-493000,0.00,0.00,Hist,12/31/2013
