Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
GENERAL ELECTRIC CO,GE,Common,125260,-92108,3194000,-2608000,0.11,,Hist,09/30/2008
CHEVRON CORP,CVX,Common,34416,1270,2839000,-447000,0.10,,Hist,09/30/2008
AMERICAN EXPRESS CO,AXP,Common,79948,-475,2833000,-197000,0.10,,Hist,09/30/2008
AMERICAN TOWER CORP /MA/,AMT,Common,78000,0,2806000,-490000,0.10,,Hist,09/30/2008
WAL MART STORES INC,WMT,Common,45818,-700,2744000,130000,0.10,,Hist,09/30/2008
CONOCOPHILLIPS,COP,Common,36008,1000,2638000,-666000,0.09,,Hist,09/30/2008
INTERNATIONAL BUSINESS MACHINES CORP,IBM,Common,22420,8,2622000,-34000,0.09,,Hist,09/30/2008
DOVER Corp,DOV,Common,63690,-250,2583000,-510000,0.09,,Hist,09/30/2008
MCCORMICK & CO INC,MKC,Common,65500,-2000,2518000,111000,0.09,,Hist,09/30/2008
CARLISLE COMPANIES INC,CSL,Common,72838,-1600,2183000,24000,0.08,,Hist,09/30/2008
"SUN MICROSYSTEMS, INC.",JAVA,Common,250000,0,1900000,-820000,0.07,,Hist,09/30/2008
JPMORGAN CHASE & CO,JPM,Common,36750,0,1716000,455000,0.06,,Hist,09/30/2008
AMERICAN INTERNATIONAL GROUP INC,AIG,Common,510918,-3473081,1701000,-103716000,0.06,,Hist,09/30/2008
BANK OF AMERICA CORP /DE/,BAC,Common,48400,-52430,1694000,-713000,0.06,,Hist,09/30/2008
MCDONALDS CORP,MCD,Common,26395,-150,1629000,137000,0.06,,Hist,09/30/2008
VORNADO REALTY TRUST,VNO,SH BEN INT,17000,0,1546000,50000,0.05,,Hist,09/30/2008
FULTON FINANCIAL CORP,FULT,Common,134575,-2593,1468000,89000,0.05,,Hist,09/30/2008
MESA ROYALTY TRUST/TX,MTR,UNIT BEN INT,23000,0,1443000,-455000,0.05,,Hist,09/30/2008
PFIZER INC,PFE,Common,77926,-100,1437000,74000,0.05,,Hist,09/30/2008
HEARTLAND EXPRESS INC,HTLD,Common,83256,-1866,1292000,23000,0.05,,Hist,09/30/2008
COCA COLA CO,KO,Common,22446,0,1187000,20000,0.04,,Hist,09/30/2008
DEERE & CO,DE,Common,22000,2000,1089000,-354000,0.04,,Hist,09/30/2008
GENERAL DYNAMICS CORP,GD,Common,14400,-1400,1060000,-270000,0.04,,Hist,09/30/2008
MATTEL INC /DE/,MAT,Common,58250,0,1051000,54000,0.04,,Hist,09/30/2008
APTARGROUP INC,ATR,Common,25584,0,1001000,-72000,0.04,,Hist,09/30/2008
"SPECTRUM MANAGEMENT HOLDING COMPANY, LLC",TWC,CL A,40530,311,981000,-84000,0.03,,Hist,09/30/2008
SCOTTS MIRACLE-GRO CO,SMG,CL A,41250,-1000,975000,233000,0.03,,Hist,09/30/2008
SCHLUMBERGER LIMITED/NV,SLB,Common,11300,0,882000,-332000,0.03,,Hist,09/30/2008
"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Common,11560,-1200,864000,135000,0.03,,Hist,09/30/2008
LEXINGTON REALTY TRUST,LXP,Common,49000,0,844000,176000,0.03,,Hist,09/30/2008
MONSANTO CO /NEW/,MON,Common,8050,-2500,797000,-537000,0.03,,Hist,09/30/2008
COSTCO WHOLESALE CORP /NEW,COST,Common,12200,0,792000,-64000,0.03,,Hist,09/30/2008
COMCAST CORP,CMCSA,Common,40311,-108,791000,24000,0.03,,Hist,09/30/2008
Discover Financial Services,DFS,Common,53900,-6744,745000,-54000,0.03,,Hist,09/30/2008
3M CO,MMM,Common,10300,0,704000,-13000,0.03,,Hist,09/30/2008
TEGNA INC,GCI,Common,40125,4500,679000,-93000,0.02,,Hist,09/30/2008
Walt Disney Co,DIS,Common,22129,-500,679000,-27000,0.02,,Hist,09/30/2008
AES CORP,AES,Common,56000,0,655000,-421000,0.02,,Hist,09/30/2008
BP PLC,BP,SPONSORED ADR,12528,11,629000,-242000,0.02,,Hist,09/30/2008
PIONEER NATURAL RESOURCES CO,PXD,Common,11600,0,606000,-302000,0.02,,Hist,09/30/2008
Owens Corning,OC,Common,25000,0,598000,29000,0.02,,Hist,09/30/2008
AUTOMATIC DATA PROCESSING INC,ADP,Common,13400,0,573000,12000,0.02,,Hist,09/30/2008
BB&T CORP,BBT,Common,15150,0,573000,228000,0.02,,Hist,09/30/2008
SUSQUEHANNA BANCSHARES INC,SUSQ,Common,25266,-2206,493000,117000,0.02,,Hist,09/30/2008
BAT INDUSTRIES PLC /FI,BTI,Common,7500,0,465000,-54000,0.02,,Hist,09/30/2008
CADBURY PUBLIC LTD CO,CBY,COM,11014,3366,451000,66000,0.02,,Hist,09/30/2008
CEMEX SAB DE CV,CX,Common,25000,0,431000,-187000,0.02,,Hist,09/30/2008
DUPONT E I DE NEMOURS & CO,DD,Common,9766,133,394000,-19000,0.01,,Hist,09/30/2008
NEXTERA ENERGY INC,FPL,Common,7300,0,367000,-112000,0.01,,Hist,09/30/2008
NORTHERN TRUST CORP,NTRS,Common,5050,0,365000,19000,0.01,,Hist,09/30/2008
Royal Dutch Shell plc,RDS.B,ADR,6062,0,346000,-140000,0.01,,Hist,09/30/2008
TIME WARNER INC.,TWX,Common,26150,1200,343000,-26000,0.01,,Hist,09/30/2008
ALLEGHANY CORP /DE,Y,Common,882,0,322000,29000,0.01,,Hist,09/30/2008
AT&T CORP,T,Common,10642,0,297000,-62000,0.01,,Hist,09/30/2008
MOHAWK INDUSTRIES INC,MHK,Common,3900,-1500,263000,-83000,0.01,,Hist,09/30/2008
SUNCOR ENERGY INC,SU,Common,6150,0,259000,-98000,0.01,,Hist,09/30/2008
"LEE ENTERPRISES, INC",LEE,Common,73410,-2000,257000,-44000,0.01,,Hist,09/30/2008
"WESCO FINANCIAL, LLC",WSC,Common,720,0,257000,-18000,0.01,,Hist,09/30/2008
AES CORP,AES/PC,Common,6500,0,249000,-65000,0.01,,Hist,09/30/2008
TOTAL S.A.,TOT,Common,4100,0,249000,-101000,0.01,,Hist,09/30/2008
Unum Group,UNM,Common,9775,0,245000,45000,0.01,,Hist,09/30/2008
NOKIA CORP,NOK,SPONSORED ADR,12965,0,242000,-76000,0.01,,Hist,09/30/2008
TEXAS INSTRUMENTS INC,TXN,Common,11200,0,241000,-74000,0.01,,Hist,09/30/2008
MERCK SHARP & DOHME CORP.,MRK,Common,7586,0,239000,-47000,0.01,,Hist,09/30/2008
OMNICOM GROUP INC.,OMC,Common,6100,-110850,235000,-5014000,0.01,,Hist,09/30/2008
HARTE HANKS INC,HHS,Common,22500,0,233000,-25000,0.01,,Hist,09/30/2008
TIFFANY & CO,TIF,Common,6500,250,231000,-24000,0.01,,Hist,09/30/2008
AMERICA MOVIL SAB DE CV/,AMX,SPON ADR L SHS,4750,0,220000,-31000,0.01,,Hist,09/30/2008
LAMAR ADVERTISING CO/NEW,LAMR,Common,6625,-23475,205000,-880000,0.01,,Hist,09/30/2008
NEW YORK TIMES CO,NYT,CL A,13850,0,198000,-15000,0.01,,Hist,09/30/2008
"TWENTY-FIRST CENTURY FOX, INC.",NWS,Common,12250,12250,149000,149000,0.01,,Hist,09/30/2008
TigerLogic CORP,TIGR,COM,25000,0,95000,-28000,0.00,,Hist,09/30/2008
"ALLIANCE ONE INTERNATIONAL, INC.",AOI,Common,18000,0,68000,-24000,0.00,,Hist,09/30/2008
AMERICAN ITALIAN PASTA CO,AITP,Common,0,-2000,0,-23000,,,Hist,09/30/2008
ANGLO AMERICAN PLC,AAUKF,Common,0,-9750,0,-685000,,,Hist,09/30/2008
APPLIED BIOSYSTEMS INC.,CRA,COM CELERA GRP,0,-600,0,-7000,,,Hist,09/30/2008
ALCATEL LUCENT,ALU,SPONSORED ADR,0,-550,0,-3000,,,Hist,09/30/2008
FRONTIER COMMUNICATIONS CORP,CZN,Common,0,-184,0,-2000,,,Hist,09/30/2008
EQUIFAX INC,EFX,Common,0,-1500,0,-50000,,,Hist,09/30/2008
FULLER H B CO,FUL,Common,0,-850,0,-19000,,,Hist,09/30/2008
APPLIED MATERIALS INC /DE,AMAT,Common,0,-800,0,-15000,,,Hist,09/30/2008
"Basin Water, Inc.",BWTR,Common,0,-9000,0,-42000,,,Hist,09/30/2008
ACCO BRANDS Corp,ACCO,Common,0,-14,0,-157,,,Hist,09/30/2008
Chubb Ltd,ACE,Common,0,-2500,0,-138000,,,Hist,09/30/2008
ACNB CORP,ACNB,Common,0,-881,0,-13000,,,Hist,09/30/2008
ADELPHIA COMMUNICATIONS CORP,ADPAS,Common,0,-1514097,0,-106000,,,Hist,09/30/2008
ARCTIC CAT INC,ACAT,Common,0,-6900,0,-54000,,,Hist,09/30/2008
ARIEL INVESTMENT TRUST,CAAPX,MUTUAL,0,-105,0,-4000,,,Hist,09/30/2008
ARIEL INVESTMENT TRUST,ARGFX,MUTUAL,0,-141,0,-5000,,,Hist,09/30/2008
"ARUBA NETWORKS, INC.",ARUN,Common,0,-250,0,-1000,,,Hist,09/30/2008
AVISHUSET DAGBLADET,ASVHF,Common,0,-116354,0,-14860000,,,Hist,09/30/2008
AVISHUSET DAGBLADET,ASVHF,PFD,0,-3701,0,-473000,,,Hist,09/30/2008
AVON PRODUCTS INC,AVP,Common,0,-275,0,-10000,,,Hist,09/30/2008
BARRY CALLEBAUT AG,BYCBF,Common,0,-300,0,-195000,,,Hist,09/30/2008
BAYERISCHE MOTOREN WERKE AG,BAMXF,Common,0,-750,0,-36000,,,Hist,09/30/2008
BURNHAM CORP,BURCA,Common,0,-1682,0,-22000,,,Hist,09/30/2008
CABLEVISION SYSTEMS CORP /NY,CVC,Common,0,-1500,0,-34000,,,Hist,09/30/2008
CAMPBELL SOUP CO,CPB,Common,0,-2850,0,-95000,,,Hist,09/30/2008
CANADIAN OIL SANDS TRUST /FI,COS.UN,Common,0,-280000,0,-15030000,,,Hist,09/30/2008
CARNIVAL CORP,CCL,PAIRED CTF,0,-55,0,-2000,,,Hist,09/30/2008
CENTERPOINT ENERGY INC,CNP,Common,0,-200,0,-3000,,,Hist,09/30/2008
CENTRAL VERMONT PUBLIC SERVICE CORP,CPUBO,PFD,0,-50,0,-4000,,,Hist,09/30/2008
CEPHEID,CPHD,Common,0,-2500,0,-70000,,,Hist,09/30/2008
CHATTEM INC,CHTT,Common,0,-750,0,-49000,,,Hist,09/30/2008
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRUF,Common,0,-3471688,0,-193651000,,,Hist,09/30/2008
CLIPPER FUND INC,CFIMX,MUTUAL,0,-701,0,-45000,,,Hist,09/30/2008
COLUMBIA ACORN TRUST,ACINX,MUTUAL,0,-230,0,-9000,,,Hist,09/30/2008
COUSINS PROPERTIES INC,CUZ,Common,0,-1500,0,-35000,,,Hist,09/30/2008
BED BATH & BEYOND INC,BBBY,Common,0,-800,0,-22000,,,Hist,09/30/2008
BELO CORP,BLC,COM SER A,0,-9000,0,-66000,,,Hist,09/30/2008
BIC CORP,BICEF,Common,0,-53850,0,-2816000,,,Hist,09/30/2008
BJ SERVICES CO LLC,BJS,Common,0,-3000,0,-96000,,,Hist,09/30/2008
"DELPHI FINANCIAL GROUP, INC.",DFG,CL A,0,-1625,0,-38000,,,Hist,09/30/2008
DENTSPLY SIRONA Inc.,XRAY,Common,0,-1000,0,-37000,,,Hist,09/30/2008
DENVER & EPHRATA TELEPHONE & TELEGRAPH CO,DETTP,Common,0,-40,0,-2000,,,Hist,09/30/2008
"VANTAGESOUTH BANCSHARES, INC.",CRFN,Common,0,-440,0,-3000,,,Hist,09/30/2008
CRH PUBLIC LTD CO,CRHCF,Common,0,-164225,0,-4758000,,,Hist,09/30/2008
CVS HEALTH Corp,CVS,Common,0,-1000,0,-40000,,,Hist,09/30/2008
D&E COMMUNICATIONS INC /TA,DECC,Common,0,-7900,0,-70000,,,Hist,09/30/2008
DAILY MAIL & GEN TST-A,DMTGF,Common,0,-24964,0,-156000,,,Hist,09/30/2008
DAIMLER AG,DAI,Common,0,-902,0,-56000,,,Hist,09/30/2008
DANAHER CORP /DE/,DHR,Common,0,-436,0,-34000,,,Hist,09/30/2008
DAVIS NEW YORK VENTURE FUND INC,DNVYX,MUTUAL,0,-1421,0,-51000,,,Hist,09/30/2008
EDIPRESSE S A - BEARER,EPSSF,Common,0,-125,0,-50000,,,Hist,09/30/2008
ENCORE WIRE CORP,WIRE,Common,0,-5000,0,-106000,,,Hist,09/30/2008
EP MEDSYSTEMS INC,EPMD,Common,0,-25000,0,-75000,,,Hist,09/30/2008
EPHRATA NATIONAL BANK,EPNB,Common,0,-450,0,-11000,,,Hist,09/30/2008
EVERGREEN SELECT EQUITY TRUST,ESGIX,MUTUAL,0,-2091,0,-66000,,,Hist,09/30/2008
"Expedia, Inc.",EXPE,Common,0,-250,0,-5000,,,Hist,09/30/2008
EXPEDITORS INTERNATIONAL OF WASHINGTON INC,EXPD,Common,0,-3000,0,-129000,,,Hist,09/30/2008
FAIRHOLME FUNDS INC,FAIRX,MUTUAL,0,-1491,0,-45000,,,Hist,09/30/2008
FASTENAL CO,FAST,Common,0,-2250,0,-97000,,,Hist,09/30/2008
FIRST PACIFIC COMPANY LTD /FI,FPAFF,Common,0,-20000,0,-13000,,,Hist,09/30/2008
FPA FUNDS TRUST,FPACX,MUTUAL,0,-397,0,-10000,,,Hist,09/30/2008
"GGP, Inc. (fka General Growth Properties Inc. & predecessor to General Growth Properties, Inc.)",GGP,Common,0,-215,0,-8000,,,Hist,09/30/2008
GROUPE DANONE,DANOY,Common,0,-3500,0,-246000,,,Hist,09/30/2008
GROUPE DANONE,GDNNY,SPONSORED ADR,0,-455250,0,-6398000,,,Hist,09/30/2008
"GRUPO TELEVISA, S.A.B.",TV,SP ADR REP ORD,0,-516,0,-12000,,,Hist,09/30/2008
HAIN CELESTIAL GROUP INC,HAIN,Common,0,-100,0,-2000,,,Hist,09/30/2008
HARLEYSVILLE NATIONAL CORP,HNBC,Common,0,-173,0,-2000,,,Hist,09/30/2008
"TWENTY-FIRST CENTURY FOX, INC.",NWS.A,CL A,0,-9400,0,-141000,,,Hist,09/30/2008
NORGES HANDELS OG SJOF,,Common,0,-17172,0,-3205000,,,Hist,09/30/2008
MICROPORE INC,,PFD,0,-3200,0,-99000,,,Hist,09/30/2008
MICROPORE INC,,PFD,0,-550,0,-17000,,,Hist,09/30/2008
MOLEX INC,MOLXA,CL A,0,-1200,0,-27000,,,Hist,09/30/2008
"MONSTER WORLDWIDE, INC.",MNST,Common,0,-1250,0,-26000,,,Hist,09/30/2008
MURPHY OIL CORP /DE,MUR,Common,0,-1500,0,-147000,,,Hist,09/30/2008
NATIONAL PENN BANCSHARES INC,NPBC,Common,0,-4644,0,-62000,,,Hist,09/30/2008
NATURAL RESOURCE PARTNERS LP,NRP,COM UNIT L P,0,-3900,0,-161000,,,Hist,09/30/2008
NESTLE SA,NSRGY,Common,0,-4070878,0,-460538000,,,Hist,09/30/2008
NEUBERGER BERMAN EQUITY FUNDS,NBPTX,MUTUAL,0,-631,0,-15000,,,Hist,09/30/2008
NEUE ZUERCHER ZEITUNG,,Common,0,-6,0,-435000,,,Hist,09/30/2008
PARGESA HOLDING SA,PRGAF,Common,0,-88050,0,-9832000,,,Hist,09/30/2008
PEABODY ENERGY CORP,BTU,Common,0,-300,0,-26000,,,Hist,09/30/2008
PERNOD RICARD S A /FI,PDRDF,Common,0,-1131767,0,-116334000,,,Hist,09/30/2008
PHILIP MORRIS CR AS,TBKSF,Common,0,-13878,0,-4114000,,,Hist,09/30/2008
PIEDMONT NATURAL GAS CO INC,PNY,Common,0,-1600,0,-42000,,,Hist,09/30/2008
NUANCE COMMUNICATIONS,NUAN,Common,0,-2000,0,-31000,,,Hist,09/30/2008
NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND,NQP,Common,0,-1630,0,-21000,,,Hist,09/30/2008
OAK VALUE TRUST,OAKVX,MUTUAL,0,-375,0,-7000,,,Hist,09/30/2008
HARRIS ASSOCIATES INVESTMENT TRUST,OAKMX,MUTUAL,0,-229,0,-8000,,,Hist,09/30/2008
POZEN INC /NC,POZN,Common,0,-9000,0,-98000,,,Hist,09/30/2008
PRAXAIR INC,PX,Common,0,-1800,0,-170000,,,Hist,09/30/2008
PROLOGIS,PLD,SH BEN INT,0,-1100,0,-60000,,,Hist,09/30/2008
PTV INC,PTVIP,Common,0,-1,0,-1,,,Hist,09/30/2008
PUBLIC SERVICE ENTERPRISE GROUP INC,PEG,Common,0,-422,0,-19000,,,Hist,09/30/2008
RENAISSANCERE HOLDINGS LTD,RNR,Common,0,-165,0,-7000,,,Hist,09/30/2008
RITE AID CORP,RAD,Common,0,-4650,0,-7000,,,Hist,09/30/2008
ROCHE HOLDING LTD,RHHBY,Common,0,-200,0,-18000,,,Hist,09/30/2008
ROCHE HOLDING LTD,RHHBY,Common,0,-3325,0,-600000,,,Hist,09/30/2008
T. Rowe Price Equity Income Fund,PRFDX,MUTUAL,0,-2026,0,-47000,,,Hist,09/30/2008
HEALTHSOUTH CORP,HLS,Common,0,-5400,0,-90000,,,Hist,09/30/2008
Meritor Savings Bank,MSVP,Common,0,-3000,0,-11000,,,Hist,09/30/2008
MCKESSON CORP,MCK,Common,0,-500,0,-28000,,,Hist,09/30/2008
MEDTRONIC INC,MDT,Common,0,-3250,0,-168000,,,Hist,09/30/2008
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,0,-289320,0,-10019000,,,Hist,09/30/2008
DIAGEO PLC,DGEAF,Common,0,-6790089,0,-124938000,,,Hist,09/30/2008
LITMAN GREGORY FUNDS TRUST,MSEFX,MUTUAL,0,-3642,0,-50000,,,Hist,09/30/2008
LITMAN GREGORY FUNDS TRUST,MSVFX,MUTUAL,0,-3584,0,-44000,,,Hist,09/30/2008
LITMAN GREGORY FUNDS TRUST,MSILX,MUTUAL,0,-6014,0,-99000,,,Hist,09/30/2008
LITMAN GREGORY FUNDS TRUST,MSSFX,MUTUAL,0,-4330,0,-53000,,,Hist,09/30/2008
HEINEKEN HOLDING N V,HKHHF,Common,0,-6590677,0,-302512000,,,Hist,09/30/2008
HEINEKEN N V/ /FI,HINKF,Common,0,-26656,0,-1361000,,,Hist,09/30/2008
HEINEKEN NV /ADR/,HINKY,Common,0,-155929,0,-3982000,,,Hist,09/30/2008
Kraft Heinz Foods Co,HNZ,Common,0,-1600,0,-77000,,,Hist,09/30/2008
HERSHEY CO,HSY,Common,0,-3320,0,-109000,,,Hist,09/30/2008
HSBC HOLDINGS PLC,HSBA,Common,0,-5000,0,-77000,,,Hist,09/30/2008
HUNTER DOUGLAS NV /FI,HDUGF,Common,0,-425,0,-26000,,,Hist,09/30/2008
IMPERIAL TOBACCO GROUP PLC,ITYBF,Common,0,-16650,0,-620000,,,Hist,09/30/2008
iSHARES TRUST,IJJ,Common,0,-16,0,-1000,,,Hist,09/30/2008
JAMES HALSTEAD PLC,HLSJF,Common,0,-10000,0,-99000,,,Hist,09/30/2008
JAPAN TOBACCO INC /FI,2914,Common,0,-20,0,-85000,,,Hist,09/30/2008
JCDECAUX SA /FI,JCDXF,Common,0,-273325,0,-6970000,,,Hist,09/30/2008
KAO CORP,KCRPY,Common,0,-7700,0,-202000,,,Hist,09/30/2008
KELLOGG CO,K,Common,0,-1000,0,-48000,,,Hist,09/30/2008
KINGSPAN GROUP PLC,KGSPF,Common,0,-289250,0,-2849000,,,Hist,09/30/2008
"Kirin Holdings Company, Ltd /FI",KNBWY,Common,0,-4000,0,-62000,,,Hist,09/30/2008
KROGER CO,KR,Common,0,-1750,0,-51000,,,Hist,09/30/2008
LINDT & SPRUENGLI AG-REG,LDSRF,Common,0,-33,0,-994000,,,Hist,09/30/2008
LONGLEAF PARTNERS FUNDS TRUST,LLINX,MUTUAL,0,-501,0,-9000,,,Hist,09/30/2008
LONGLEAF PARTNERS FUNDS TRUST,LLPFX,MUTUAL,0,-240,0,-7000,,,Hist,09/30/2008
LOREAL,,Common,0,-1650,0,-180000,,,Hist,09/30/2008
LSI CORP,LSI,Common,0,-105,0,-1000,,,Hist,09/30/2008
INTERNATIONAL SPEEDWAY CORP,ISCB,Common,0,-335348,0,-13162000,,,Hist,09/30/2008
CORNING INC /NY,GLW,Common,0,-1750,0,-40000,,,Hist,09/30/2008
ESTEE LAUDER COMPANIES INC,EL,Common,0,-750,0,-35000,,,Hist,09/30/2008
COLGATE PALMOLIVE CO,CL,Common,0,-500,0,-35000,,,Hist,09/30/2008
Avery Dennison Corp,AVY,Common,0,-75,0,-3000,,,Hist,09/30/2008
"MARSH & MCLENNAN COMPANIES, INC.",MMC,Common,0,-2475,0,-66000,,,Hist,09/30/2008
APPLE INC,AAPL,Common,0,-25,0,-4000,,,Hist,09/30/2008
PENTAIR plc,PNR,Common,0,-100,0,-4000,,,Hist,09/30/2008
TJX COMPANIES INC /DE/,TJX,Common,0,-40150,0,-1264000,,,Hist,09/30/2008
HP INC,HPQ,Common,0,-1500,0,-66000,,,Hist,09/30/2008
LEVEL 3 COMMUNICATIONS INC,LVLT,Common,0,-100,0,-295,,,Hist,09/30/2008
OCCIDENTAL PETROLEUM CORP /DE/,OXY,Common,0,-2000,0,-180000,,,Hist,09/30/2008
TEMPLETON GLOBAL INCOME FUND,GIM,Common,0,-702,0,-6000,,,Hist,09/30/2008
SCHULMAN A INC,SHLM,Common,0,-5530,0,-127000,,,Hist,09/30/2008
CROWN CASTLE INTERNATIONAL CORP,CCI,Common,0,-1650,0,-64000,,,Hist,09/30/2008
TARGET CORP,TGT,Common,0,-1624,0,-76000,,,Hist,09/30/2008
WALGREEN CO,WAG,Common,0,-7160,0,-233000,,,Hist,09/30/2008
MYLAN INC.,MYL,Common,0,-4000,0,-48000,,,Hist,09/30/2008
NATIONAL CITY CORP,NCC,Common,0,-600,0,-3000,,,Hist,09/30/2008
PPG INDUSTRIES INC,PPG,Common,0,-900,0,-52000,,,Hist,09/30/2008
PARKER HANNIFIN CORP,PH,Common,0,-750,0,-53000,,,Hist,09/30/2008
E.W. SCRIPPS Co,SSP,Common,0,-3218746,0,-133707000,,,Hist,09/30/2008
J M SMUCKER Co,SJM,Common,0,-6,0,-244,,,Hist,09/30/2008
SOUTHERN UNION CO,SUG,Common,0,-250,0,-7000,,,Hist,09/30/2008
"Santander Holdings USA, Inc.",SOV,Common,0,-914,0,-7000,,,Hist,09/30/2008
CHARLES RIVER LABORATORIES INTERNATIONAL INC,CRL,Common,0,-70,0,-4000,,,Hist,09/30/2008
CHUBB CORP,CB,Common,0,-200,0,-10000,,,Hist,09/30/2008
CHURCH & DWIGHT CO INC /DE/,CHD,Common,0,-150,0,-8000,,,Hist,09/30/2008
CINCINNATI FINANCIAL CORP,CINF,Common,0,-150,0,-4000,,,Hist,09/30/2008
FAIRPOINT COMMUNICATIONS INC,FRP,Common,0,-62,0,-447,,,Hist,09/30/2008
FEDEX CORP,FDX,Common,0,-240,0,-19000,,,Hist,09/30/2008
FISERV INC,FISV,Common,0,-50,0,-2000,,,Hist,09/30/2008
GENESEE & WYOMING INC,GWR,Common,0,-450,0,-15000,,,Hist,09/30/2008
HCC INSURANCE HOLDINGS INC/DE/,HCC,Common,0,-450,0,-10000,,,Hist,09/30/2008
