NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Procter & Gamble,COM,742718109,10091,120502,SH,,SOLE,,107527,0,12975
Progressive Corp Ohio,COM,743315103,509,20133,SH,,SOLE,,20133,0,0
Royal Dutch Shell PLC ADR A,COM,780259206,5393,70835,SH,,SOLE,,58860,0,11975
SABMiller PLC Sponsored ADR,COM,78572m105,1740,31310,SH,,SOLE,,31310,0,0
Schlumberger LTD,COM,806857108,292,2875,SH,,SOLE,,2875,0,0
Scripps Networks Interactive C,COM,811065101,99864,1278832,SH,,SOLE,,1211489,0,67343
Susquehanna Bancshrs Inc,COM,869099101,151,15125,SH,,SOLE,,15125,0,0
Swiss Helvetia FD Inc,COM,870875101,962,71097,SH,,SOLE,,71097,0,0
Unilever NV ADR,COM,904784709,527649,13297615,SH,,SOLE,,12620388,0,677227
Union Pac Corp,COM,907818108,296,2730,SH,,SOLE,,2730,0,0
Visa Inc Cl A,COM,92826c839,24072,112816,SH,,SOLE,,99156,0,13660
Wal Mart Stores Inc,COM,931142103,1587,20759,SH,,SOLE,,18005,0,2754
Wells Fargo,COM,949746101,759268,14637898,SH,,SOLE,,13873751,0,764147
JP Morgan Chase & Co WTS Exp 1,WTS,46634e114,3635,180750,SH,,SOLE,,180750,0,0
M&T Bank Corp Wts Exp 12/23/1,WTS,55261f112,2603,52000,SH,,SOLE,,52000,0,0
Wells Fargo WTS Exp 10/28/18,WTS,949746119,3582,177750,SH,,SOLE,,177750,0,0
A P Moller-Maersk A/S,COM,k0514g135,1348,583,SH,,SOLE,,558,0,25
Anheuser-Busch InBev,COM,b6399c107,1670,15000,SH,,SOLE,,15000,0,0
BIC,COM,f10080103,2699,20925,SH,,SOLE,,20625,0,300
British American Tobacco PLC,COM,g1510j102,271848,4815888,SH,,SOLE,,4625841,0,190047
Chicago Bridge & Iron Co NV,COM,167250109,696,12025,SH,,SOLE,,9825,0,2200
Cir SPA,COM,t28980125,142,125000,SH,,SOLE,,125000,0,0
Compagnie Financiere Richemont,COM,h25662182,593999,7243980,SH,,SOLE,,6894440,0,349540
Diageo PLC,COM,g42089113,249298,8615112,SH,,SOLE,,8214907,0,400205
Groupe Danone,COM,f12033134,248,3700,SH,,SOLE,,3700,0,0
Hanjaya Mandala Sampoerna,COM,y7121z146,177,30000,SH,,SOLE,,30000,0,0
Heineken Holding NV,COM,n39338194,696459,10527476,SH,,SOLE,,9997192,0,530284
Heineken NV,COM,n39427211,3891,51991,SH,,SOLE,,47763,0,4228
JC Decaux SA ACT,COM,f5333n100,46479,1472010,SH,,SOLE,,1329505,0,142505
Lindt & Spruengli AG - Reg,COM,h49983176,2017,34,SH,,SOLE,,34,0,0
Loreal SA,COM,f58149133,1146,7220,SH,,SOLE,,7040,0,180
LT Group Inc,COM,y5342m100,52,150000,SH,,SOLE,,150000,0,0
Nestle SA-REG,COM,h57312649,3037,41310,SH,,SOLE,,41000,0,310
Nielsen NV,COM,n63218106,213,4800,SH,,SOLE,,4800,0,0
Pargesa Holding AG - B,COM,h60477207,1659,20850,SH,,SOLE,,18850,0,2000
Pernod Ricard,COM,f72027109,588162,5194053,SH,,SOLE,,4947741,0,246312
PZ Cussons PLC,COM,g6850s109,89,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,g74079107,2634,30375,SH,,SOLE,,22750,0,7625
SABMiller PLC,COM,g77395104,642570,11562694,SH,,SOLE,,11022731,0,539963
Schibsted A/S,COM,r75677105,334,6150,SH,,SOLE,,6150,0,0
Swedish Match AB,COM,w92277115,10953,337412,SH,,SOLE,,320012,0,17400
The Swatch Group AG-BR,COM,h83949141,30208,63563,SH,,SOLE,,57748,0,5815
Unilever NV,COM,n8981f271,1414,35500,SH,,SOLE,,35500,0,0
