NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Eaton Vance Sr Income TR SF,SH BEN INT,27826s103,1784,274031,SH,,SOLE,,274031,0,0
Pimco High Yield Fun-Instl,SH BEN INT,693390841,105,11116,SH,,SOLE,,0,0,11116
Templeton Global Bond FD,SH BEN INT,880208400,260,19693,SH,,SOLE,,19693,0,0
Abbott Labs,COM,002824100,3598,86503,SH,,SOLE,,83400,0,3103
AbbVie Inc,COM,00287Y109,5012,86777,SH,,SOLE,,83400,0,3377
Altria Group Inc,COM,02209s103,326559,7108388,SH,,SOLE,,6813961,0,294426
American Express,COM,025816109,11252,128535,SH,,SOLE,,106685,0,21850
American Intl Group Inc,COM,026874784,324,6000,SH,,SOLE,,6000,0,0
Anheuser-Busch InBev ADR,COM,03524a108,564988,5096871,SH,,SOLE,,4840321,0,256550
Bank Amer Corp,COM,060505104,844,49500,SH,,SOLE,,48500,0,1000
BB&T Corp,COM,054937107,1548,41599,SH,,SOLE,,41599,0,0
Berkshire Hathaway Inc Cl A,COM,084670108,1051466,5082,SH,,SOLE,,4796,0,286
Berkshire Hathaway Inc Cl B,COM,084670702,339464,2457392,SH,,SOLE,,2289959,0,167433
BP PLC ADR,COM,055622104,348,7923,SH,,SOLE,,7923,0,0
British Amern Tob PLC ADR,COM,110448107,1583,13999,SH,,SOLE,,13999,0,0
Brown-Forman Corp Cl A,COM,115637100,252636,2832558,SH,,SOLE,,2703678,0,128881
Brown-Forman Corp Cl B,COM,115637209,39063,432976,SH,,SOLE,,397210,0,35766
Carlisle Inc,COM,142339100,313,3900,SH,,SOLE,,3900,0,0
CBS Outdoor Americas Inc,COM,14987j106,286,9555,SH,,SOLE,,9555,0,0
Centerstate BKS FLA Inc,COM,15201p109,114,11004,SH,,SOLE,,11004,0,0
Chevron Corp,COM,166764100,5659,47427,SH,,SOLE,,46320,0,1107
CIE Financiere Richemont-Unsp,COM,204319107,1549,188875,SH,,SOLE,,188875,0,0
Coca-Cola,COM,191216100,8753,205187,SH,,SOLE,,172037,0,33150
Comcast Corp New Cl A,COM,20030n101,1933,35949,SH,,SOLE,,35949,0,0
Comcast Corp Special Cl A,COM,20030n200,252267,4715276,SH,,SOLE,,4449817,0,265459
Conocophillips,COM,20825c104,716,9356,SH,,SOLE,,8756,0,600
Costco Whsl Corp,COM,22160k105,709,5655,SH,,SOLE,,5655,0,0
Crane,COM,224399105,10660,168652,SH,,SOLE,,149642,0,19010
Danone ADR,COM,23636T100,2714,202710,SH,,SOLE,,201460,0,1250
Deere & Co,COM,244199105,2330,28415,SH,,SOLE,,25715,0,2700
Diageo PLC Sponsored ADR,COM,25243q205,49794,431493,SH,,SOLE,,397661,0,33832
Disney Walt Productions,COM,254687106,588,6600,SH,,SOLE,,6600,0,0
Dover Corp,COM,260003108,6138,76406,SH,,SOLE,,65506,0,10900
Du Pont E I De Nemours,COM,263534109,2406,33534,SH,,SOLE,,33534,0,0
Exxon Mobil Corp,COM,30231g102,15088,160426,SH,,SOLE,,149930,0,10496
Fomento Economico Mex Sp ADR,COM,344419106,10074,109445,SH,,SOLE,,93090,0,16355
Fulton Finl Corp,COM,360271100,717,64688,SH,,SOLE,,50688,0,14000
General Dynamics Corp,COM,369550108,381,3000,SH,,SOLE,,3000,0,0
General Electric,COM,369604103,299,11663,SH,,SOLE,,11661,0,2
Goldman Sachs Group Inc,COM,38141g104,4202,22893,SH,,SOLE,,22093,0,800
Google Inc Cl A,COM,38259p508,520,884,SH,,SOLE,,834,0,50
Google Inc Cl C,COM,38259p706,502,869,SH,,SOLE,,819,0,50
Graham Holdings Co,COM,384637104,46284,66159,SH,,SOLE,,63400,0,2759
Heartland Express Inc,COM,422347104,347,14499,SH,,SOLE,,12499,0,2000
Heineken NV Spons ADR,COM,423012301,2042,54562,SH,,SOLE,,54562,0,0
Herman Miller Inc,COM,600544100,10312,345454,SH,,SOLE,,308404,0,37050
Hormel Foods Corp,COM,440452100,5707,111053,SH,,SOLE,,94053,0,17000
I B M,COM,459200101,1985,10455,SH,,SOLE,,10434,0,21
Lamar Advertising Cl A,COM,512815101,756,15360,SH,,SOLE,,15360,0,0
Markel Corp,COM,570535104,11416,17946,SH,,SOLE,,16241,0,1705
Martin Marietta Materials,COM,573284106,254735,1975609,SH,,SOLE,,1867000,0,108609
Mastercard Inc Cl A,COM,57636q104,736019,9956963,SH,,SOLE,,9441248,0,515715
Mattel Inc,COM,577081102,203,6625,SH,,SOLE,,5125,0,1500
McCormick Inc,COM,579780206,2860,42755,SH,,SOLE,,35955,0,6800
McDonalds Corp,COM,580135101,348,3670,SH,,SOLE,,3670,0,0
Merck Inc,COM,58933Y105,257,4336,SH,,SOLE,,3536,0,800
Microsoft Corp,COM,594918104,2775,59850,SH,,SOLE,,58400,0,1450
Nestle SA-Spons ADR,COM,641069406,1101482,14981721,SH,,SOLE,,14215660,0,766061
Northern Trust Corp,COM,665859104,295,4334,SH,,SOLE,,4334,0,0
Oracle Corp,COM,68389x105,383,10000,SH,,SOLE,,10000,0,0
Pepsico Inc,COM,713448108,4039,43389,SH,,SOLE,,42414,0,975
Pernod-Ricard SA-Unspon ADR,COM,714264207,1541,68050,SH,,SOLE,,68050,0,0
Philip Morris International In,COM,718172109,855058,10252495,SH,,SOLE,,9801900,0,450595
Phillips 66,COM,718546104,221,2720,SH,,SOLE,,2420,0,300
Pioneer Nat Res,COM,723787107,532,2700,SH,,SOLE,,2700,0,0
PNC Bank Corp,COM,693475105,1835,21444,SH,,SOLE,,18777,0,2667
Praxair Inc,COM,74005p104,2019,15650,SH,,SOLE,,14150,0,1500
Precision Castparts Corp,COM,740189105,5846,24680,SH,,SOLE,,23680,0,1000
