Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
BERKSHIRE HATHAWAY INC,BRK.A,Common,3325,36,299250000,14094000,17.37,,Hist,06/30/2009
Philip Morris International Inc.,PM,Common,6351002,337699,277031000,63078000,16.08,,Hist,06/30/2009
WELLS FARGO & COMPANY/MN,WFC,Common,6330314,22550,153573000,63750000,8.92,,Hist,06/30/2009
COMCAST CORP,CMCSK,Common,10113378,160612,142599000,14507000,8.28,,Hist,06/30/2009
MARTIN MARIETTA MATERIALS INC,MLM,Common,1740427,10177,137285000,76000,7.97,,Hist,06/30/2009
"ALTRIA GROUP, INC.",MO,Common,7043900,138161,115450000,4820000,6.70,,Hist,06/30/2009
UNILEVER N V,UN,N Y SHS NEW,3485213,216621,84272000,20208000,4.89,,Hist,06/30/2009
"Scripps Networks Interactive, Inc.",SNI,Common,2585503,-90396,71955000,11721000,4.18,,Hist,06/30/2009
BERKSHIRE HATHAWAY INC,BRK.B,CL B,24242,362,70198000,2856000,4.08,,Hist,06/30/2009
BROWN FORMAN CORP,BF.A,CL A,1469409,2501,67887000,9064000,3.94,,Hist,06/30/2009
Graham Holdings Co,WPO,Cl B,174697,-1545,61525000,-1411000,3.57,,Hist,06/30/2009
HASBRO INC,HAS,Common,1069566,-46601,25926000,-2056000,1.51,,Hist,06/30/2009
DIAGEO PLC,DEO,SPON ADR NEW,450581,-1057,25796000,5585000,1.50,,Hist,06/30/2009
ABBOTT LABORATORIES,ABT,Common,460106,176400,21643000,8110000,1.26,,Hist,06/30/2009
MARKEL CORP,MKL,Common,51404,-6275,14481000,-1893000,0.84,,Hist,06/30/2009
EXXON MOBIL CORP,XOM,Common,195644,-55027,13677000,-3394000,0.79,,Hist,06/30/2009
PROCTER & GAMBLE Co,PG,Common,254972,118050,13029000,6581000,0.76,,Hist,06/30/2009
Mastercard Inc,MA,CL A,76580,22770,12813000,3801000,0.74,,Hist,06/30/2009
MILLER HERMAN INC,MLHR,Common,821856,-5000,12607000,3793000,0.73,,Hist,06/30/2009
HORMEL FOODS CORP /DE/,HRL,Common,361839,-8334,12498000,760000,0.73,,Hist,06/30/2009
PEPSICO INC,PEP,Common,146925,17825,8075000,1429000,0.47,,Hist,06/30/2009
BROWN FORMAN CORP,BF.B,CL B,186781,-11940,8028000,312000,0.47,,Hist,06/30/2009
CRANE CO /DE/,CR,Common,187847,-6577,4191000,909000,0.24,,Hist,06/30/2009
STAPLES INC,SPLS,Common,176898,-7700,3570000,227000,0.21,,Hist,06/30/2009
Vulcan Materials CO,VMC,Common,78150,-500,3368000,-115000,0.20,,Hist,06/30/2009
Royal Dutch Shell plc,RDS.A,SPONS ADR A,64989,-2575,3262000,269000,0.19,,Hist,06/30/2009
JOHNSON & JOHNSON,JNJ,Common,50136,-4654,2848000,-34000,0.17,,Hist,06/30/2009
"CISCO SYSTEMS, INC.",CSCO,Common,149750,0,2793000,282000,0.16,,Hist,06/30/2009
MICROSOFT CORP,MSFT,Common,114072,-902,2711000,599000,0.16,,Hist,06/30/2009
ENCANA CORP,ECA,Common,51500,0,2548000,457000,0.15,,Hist,06/30/2009
PROGRESSIVE CORP/OH/,PGR,Common,166359,-1600,2514000,257000,0.15,,Hist,06/30/2009
AMERICAN TOWER CORP /MA/,AMT,Common,76500,-1300,2412000,45000,0.14,,Hist,06/30/2009
"Mondelez International, Inc.",KFT,Common,91726,-838,2324000,261000,0.13,,Hist,06/30/2009
LEUCADIA NATIONAL CORP,LUK,Common,106936,1600,2255000,687000,0.13,,Hist,06/30/2009
WAL MART STORES INC,WMT,Common,44593,-50,2160000,-166000,0.13,,Hist,06/30/2009
MCCORMICK & CO INC,MKC,Common,65700,-1300,2137000,156000,0.12,,Hist,06/30/2009
CHEVRON CORP,CVX,Common,30594,-56,2027000,-34000,0.12,,Hist,06/30/2009
CONOCOPHILLIPS,COP,Common,40938,-1000,1722000,80000,0.10,,Hist,06/30/2009
CARLISLE COMPANIES INC,CSL,Common,69338,0,1667000,306000,0.10,,Hist,06/30/2009
DEVON ENERGY CORP/DE,DVN,Common,30000,0,1635000,294000,0.09,,Hist,06/30/2009
ARMSTRONG WORLD INDUSTRIES INC,AWI,Common,96735,-6407,1595000,459000,0.09,,Hist,06/30/2009
AMERICAN EXPRESS CO,AXP,Common,67250,-13602,1563000,461000,0.09,,Hist,06/30/2009
COCA COLA CO,KO,Common,28554,533,1370000,138000,0.08,,Hist,06/30/2009
DOVER Corp,DOV,Common,40750,-17300,1348000,-183000,0.08,,Hist,06/30/2009
JPMORGAN CHASE & CO,JPM,Common,30000,0,1023000,226000,0.06,,Hist,06/30/2009
GENERAL ELECTRIC CO,GE,Common,84758,-1609,993000,120000,0.06,,Hist,06/30/2009
HEARTLAND EXPRESS INC,HTLD,Common,65258,-1500,961000,-28000,0.06,,Hist,06/30/2009
INTERNATIONAL BUSINESS MACHINES CORP,IBM,Common,8976,-14,937000,66000,0.05,,Hist,06/30/2009
PFIZER INC,PFE,Common,59200,-6976,888000,-13000,0.05,,Hist,06/30/2009
APTARGROUP INC,ATR,Common,25384,0,857000,67000,0.05,,Hist,06/30/2009
FULTON FINANCIAL CORP,FULT,Common,161560,6749,838000,-188000,0.05,,Hist,06/30/2009
