Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
NESTLE SA,NSRGY,Common,14688902,14688902,1137943000,1137943000,10.51,,Hist,06/30/2014
BERKSHIRE HATHAWAY INC,BRK.A,Common,5072,5072,963208000,963208000,8.90,,Hist,06/30/2014
Philip Morris International Inc.,PM,Common,10224197,10224197,862002000,862002000,7.96,,Hist,06/30/2014
WELLS FARGO & COMPANY/MN,WFC,Common,14645771,14645771,769782000,769782000,7.11,,Hist,06/30/2014
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,7031752,7031752,737826000,737826000,6.82,,Hist,06/30/2014
Mastercard Inc,MA,CL A,9889730,9889730,726598000,726598000,6.71,,Hist,06/30/2014
HEINEKEN HOLDING N V,HKHHF,Common,10367125,10367125,681532000,681532000,6.30,,Hist,06/30/2014
SABMILLER PLC/FI,SBMRF,Common,11489132,11489132,665558000,665558000,6.15,,Hist,06/30/2014
PERNOD RICARD S A /FI,PDRDF,Common,4949160,4949160,594268000,594268000,5.49,,Hist,06/30/2014
Anheuser-Busch InBev SA/NV,BUD,ADR,5037319,5037319,578989000,578989000,5.35,,Hist,06/30/2014
UNILEVER N V,UN,N Y SHS NEW,12911330,12911330,565000000,565000000,5.22,,Hist,06/30/2014
BERKSHIRE HATHAWAY INC,BRK/B,Common,2432159,2432159,307814000,307814000,2.84,,Hist,06/30/2014
"ALTRIA GROUP, INC.",MO,Common,7133191,7133191,299166000,299166000,2.76,,Hist,06/30/2014
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,4764040,4764040,283309000,283309000,2.62,,Hist,06/30/2014
DIAGEO PLC,DGEAF,Common,8470105,8470105,270244000,270244000,2.50,,Hist,06/30/2014
BROWN FORMAN CORP,BF.A,CL A,2847496,2847496,262938000,262938000,2.43,,Hist,06/30/2014
MARTIN MARIETTA MATERIALS INC,MLM,Common,1972412,1972412,260457000,260457000,2.41,4.25,Hist,06/30/2014
COMCAST CORP,CMCSK,Common,4729744,4729744,252237000,252237000,2.33,,Hist,06/30/2014
"Scripps Networks Interactive, Inc.",SNI,Common,1279458,1279458,103815000,103815000,0.96,,Hist,06/30/2014
JCDECAUX SA /FI,JCDXF,Common,1461150,1461150,54515000,54515000,0.50,,Hist,06/30/2014
DIAGEO PLC,DEO,SPON ADR NEW,423984,423984,53960000,53960000,0.50,,Hist,06/30/2014
Graham Holdings Co,GHC,COM,68283,68283,49034000,49034000,0.45,,Hist,06/30/2014
BROWN FORMAN CORP,BF.B,CL B,432258,432258,40706000,40706000,0.38,,Hist,06/30/2014
SWATCH GROUP,SWGAF,Common,61816,61816,37328000,37328000,0.34,,Hist,06/30/2014
VISA INC.,V,CL A,112151,112151,23631000,23631000,0.22,0.02,Hist,06/30/2014
EXXON MOBIL CORP,XOM,Common,154166,154166,15521000,15521000,0.14,0.00,Hist,06/30/2014
CRANE CO /DE/,CR,Common,169852,169852,12630000,12630000,0.12,,Hist,06/30/2014
AMERICAN EXPRESS CO,AXP,Common,129770,129770,12311000,12311000,0.11,,Hist,06/30/2014
MARKEL CORP,MKL,Common,18502,18502,12131000,12131000,0.11,,Hist,06/30/2014
SWEDISH MATCH CORP,SWMAF,Common,339362,339362,11777000,11777000,0.11,,Hist,06/30/2014
MILLER HERMAN INC,MLHR,Common,346886,346886,10490000,10490000,0.10,,Hist,06/30/2014
MEXICAN ECONOMIC DEVELOPMENT INC,FMX,ADR,110560,110560,10354000,10354000,0.10,,Hist,06/30/2014
PROCTER & GAMBLE Co,PG,Common,121787,121787,9571000,9571000,0.09,,Hist,06/30/2014
COCA COLA CO,KO,Common,208377,208377,8827000,8827000,0.08,,Hist,06/30/2014
DOVER Corp,DOV,Common,78630,78630,7151000,7151000,0.07,,Hist,06/30/2014
Royal Dutch Shell plc,RDS.A,SPONS ADR A,78605,78605,6475000,6475000,0.06,,Hist,06/30/2014
GOLDMAN SACHS GROUP INC,GS,Common,38125,38125,6384000,6384000,0.06,,Hist,06/30/2014
CHEVRON CORP,CVX,Common,47777,47777,6237000,6237000,0.06,,Hist,06/30/2014
HORMEL FOODS CORP /DE/,HRL,Common,110731,110731,5465000,5465000,0.05,,Hist,06/30/2014
AbbVie Inc.,ABBV,COM,86777,86777,4898000,4898000,0.05,,Hist,06/30/2014
PEPSICO INC,PEP,Common,44239,44239,3952000,3952000,0.04,,Hist,06/30/2014
WELLS FARGO & COMPANY/MN,WFC/WS,WARRANTS,177750,177750,3836000,3836000,0.04,,Hist,06/30/2014
HEINEKEN N V/ /FI,HINKF,Common,52191,52191,3747000,3747000,0.03,,Hist,06/30/2014
ABBOTT LABORATORIES,ABT,Common,86503,86503,3538000,3538000,0.03,0.01,Hist,06/30/2014
NESTLE SA /FI,NSRGF,Common,41310,41310,3200000,3200000,0.03,,Hist,06/30/2014
MCCORMICK & CO INC,MKC,Common,42580,42580,3048000,3048000,0.03,,Hist,06/30/2014
BIC CORP,BICEF,Common,21450,21450,2934000,2934000,0.03,,Hist,06/30/2014
JPMORGAN CHASE & CO,JPM/WS,W EXP 10/28/2018,150750,150750,2914000,2914000,0.03,,Hist,06/30/2014
GROUPE DANONE,DANOY,ADR,190810,190810,2834000,2834000,0.03,,Hist,06/30/2014
PRECISION CASTPARTS CORP,PCP,Common,11175,11175,2821000,2821000,0.03,,Hist,06/30/2014
DEERE & CO,DE,Common,28415,28415,2573000,2573000,0.02,0.01,Hist,06/30/2014
MICROSOFT CORP,MSFT,Common,61244,61244,2554000,2554000,0.02,,Hist,06/30/2014
M&T BANK CORP,MTB/WS,WARRANT,50000,50000,2509000,2509000,0.02,,Hist,06/30/2014
RECKITT BENCKISER GROUP PLC,RBGPF,Common,26860,26860,2342000,2342000,0.02,,Hist,06/30/2014
DUPONT E I DE NEMOURS & CO,DD,Common,33335,33335,2181000,2181000,0.02,,Hist,06/30/2014
PARGESA HOLDING SA,PRGAF,Common,23950,23950,2151000,2151000,0.02,,Hist,06/30/2014
LINDT & SPRUENGLI AG-REG,LDSRF,Common,34,34,2100000,2100000,0.02,,Hist,06/30/2014
INTERNATIONAL BUSINESS MACHINES CORP,IBM,Common,11555,11555,2095000,2095000,0.02,,Hist,06/30/2014
PRAXAIR INC,PX,Common,15750,15750,2092000,2092000,0.02,,Hist,06/30/2014
COMCAST CORP,CMCSA,Common,35949,35949,1930000,1930000,0.02,,Hist,06/30/2014
"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Common,21544,21544,1918000,1918000,0.02,,Hist,06/30/2014
EATON VANCE SENIOR INCOME TRUST,EVF,Common,272234,272234,1854000,1854000,0.02,,Hist,06/30/2014
