Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
BERKSHIRE HATHAWAY INC,BRK.A,Common,3362,9,403440000,-4955000,18.99,,Hist,06/30/2010
Philip Morris International Inc.,PM,Common,7424875,294400,340356000,-31570000,16.02,,Hist,06/30/2010
COMCAST CORP,CMCSK,Common,8523637,-1201315,140043000,-34714000,6.59,,Hist,06/30/2010
WELLS FARGO & COMPANY/MN,WFC,Common,5450277,-499747,139527000,-45638000,6.57,,Hist,06/30/2010
UNILEVER N V,UN,N Y SHS NEW,5064326,499455,138357000,680000,6.51,,Hist,06/30/2010
"ALTRIA GROUP, INC.",MO,Common,6484799,-476563,129955000,-12892000,6.12,,Hist,06/30/2010
MARTIN MARIETTA MATERIALS INC,MLM,Common,1508246,-186439,127914000,-13677000,6.02,,Hist,06/30/2010
"Scripps Networks Interactive, Inc.",SNI,Common,2174790,-353642,87731000,-24405000,4.13,,Hist,06/30/2010
BROWN FORMAN CORP,BF.A,CL A,1501171,-595,87368000,-6943000,4.11,,Hist,06/30/2010
Graham Holdings Co,WPO,Cl B,160181,-26108,65751000,-16995000,3.09,,Hist,06/30/2010
Mastercard Inc,MA,CL A,323940,222310,64636000,38822000,3.04,,Hist,06/30/2010
HASBRO INC,HAS,Common,1020722,-22473,41952000,2018000,1.97,,Hist,06/30/2010
DIAGEO PLC,DEO,SPON ADR NEW,479925,-544,30111000,-2297000,1.42,,Hist,06/30/2010
Anheuser-Busch InBev SA/NV,BUD,ADR,625995,625995,30054000,30054000,1.41,,Hist,06/30/2010
ABBOTT LABORATORIES,ABT,Common,431670,1325,20194000,-2477000,0.95,,Hist,06/30/2010
MILLER HERMAN INC,MLHR,Common,729189,-18450,13760000,258000,0.65,1.28,Hist,06/30/2010
PROCTER & GAMBLE Co,PG,Common,221557,-41130,13289000,-3331000,0.63,,Hist,06/30/2010
MARKEL CORP,MKL,Common,37509,-865,12753000,-1624000,0.60,,Hist,06/30/2010
HORMEL FOODS CORP /DE/,HRL,Common,286124,-31075,11582000,-1744000,0.55,,Hist,06/30/2010
EXXON MOBIL CORP,XOM,Common,199178,1426,11367000,-1878000,0.53,,Hist,06/30/2010
BROWN FORMAN CORP,BF.B,CL B,168735,-9360,9657000,-931000,0.45,,Hist,06/30/2010
PEPSICO INC,PEP,Common,127043,-859,7743000,-719000,0.36,,Hist,06/30/2010
CRANE CO /DE/,CR,Common,199647,-200,6031000,-1064000,0.28,,Hist,06/30/2010
MCCORMICK & CO INC,MKC,Common,152450,-3700,5787000,-203000,0.27,,Hist,06/30/2010
MICROSOFT CORP,MSFT,Common,207722,-2125,4780000,-1366000,0.22,0.00,Hist,06/30/2010
GOLDMAN SACHS GROUP INC,GS,Common,35650,35650,4680000,4680000,0.22,,Hist,06/30/2010
CHEVRON CORP,CVX,Common,65892,823,4471000,-463000,0.21,,Hist,06/30/2010
STAPLES INC,SPLS,Common,231430,10800,4409000,-755000,0.21,,Hist,06/30/2010
AMERICAN EXPRESS CO,AXP,Common,93155,26000,3698000,927000,0.17,,Hist,06/30/2010
