Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
BERKSHIRE HATHAWAY INC,BRK.A,Common,3164,-161,319564000,20314000,16.54,,Hist,09/30/2009
Philip Morris International Inc.,PM,Common,6145718,-205284,299542000,22511000,15.50,,Hist,09/30/2009
WELLS FARGO & COMPANY/MN,WFC,Common,6176125,-154189,174043000,20470000,9.01,,Hist,09/30/2009
COMCAST CORP,CMCSK,Common,9876156,-237222,158809000,16210000,8.22,,Hist,09/30/2009
MARTIN MARIETTA MATERIALS INC,MLM,Common,1693046,-47381,155879000,18594000,8.07,,Hist,09/30/2009
"ALTRIA GROUP, INC.",MO,Common,6401780,-642120,114016000,-1434000,5.90,,Hist,09/30/2009
UNILEVER N V,UN,N Y SHS NEW,3411548,-73665,98457000,14185000,5.09,,Hist,09/30/2009
"Scripps Networks Interactive, Inc.",SNI,Common,2545175,-40328,94044000,22089000,4.87,,Hist,09/30/2009
Graham Holdings Co,WPO,Cl B,187433,12736,87734000,26209000,4.54,,Hist,09/30/2009
BERKSHIRE HATHAWAY INC,BRK.B,CL B,25898,1656,86059000,15861000,4.45,,Hist,09/30/2009
BROWN FORMAN CORP,BF.A,CL A,1458019,-11390,74461000,6574000,3.85,,Hist,09/30/2009
HASBRO INC,HAS,Common,1049931,-19635,29136000,3210000,1.51,,Hist,09/30/2009
DIAGEO PLC,DEO,SPON ADR NEW,457656,7075,28141000,2345000,1.46,,Hist,09/30/2009
ABBOTT LABORATORIES,ABT,Common,564310,104204,27916000,6273000,1.44,,Hist,09/30/2009
Mastercard Inc,MA,CL A,81570,4990,16489000,3676000,0.85,,Hist,09/30/2009
PROCTER & GAMBLE Co,PG,Common,269047,14075,15583000,2554000,0.81,,Hist,09/30/2009
MARKEL CORP,MKL,Common,42114,-9290,13890000,-591000,0.72,,Hist,09/30/2009
MILLER HERMAN INC,MLHR,Common,803356,-18500,13585000,978000,0.70,,Hist,09/30/2009
HORMEL FOODS CORP /DE/,HRL,Common,331697,-30142,11782000,-716000,0.61,,Hist,09/30/2009
EXXON MOBIL CORP,XOM,Common,165253,-30391,11338000,-2339000,0.59,,Hist,09/30/2009
BROWN FORMAN CORP,BF.B,CL B,183525,-3256,8850000,822000,0.46,,Hist,09/30/2009
PEPSICO INC,PEP,Common,142625,-4300,8366000,291000,0.43,,Hist,09/30/2009
MCCORMICK & CO INC,MKC,Common,154750,89050,5252000,3115000,0.27,,Hist,09/30/2009
CRANE CO /DE/,CR,Common,187847,0,4848000,657000,0.25,,Hist,09/30/2009
STAPLES INC,SPLS,Common,171080,-5818,3972000,402000,0.21,,Hist,09/30/2009
CHEVRON CORP,CVX,Common,54944,24350,3870000,1843000,0.20,,Hist,09/30/2009
"CISCO SYSTEMS, INC.",CSCO,Common,148750,-1000,3502000,709000,0.18,,Hist,09/30/2009
Royal Dutch Shell plc,RDS.A,SPONS ADR A,59889,-5100,3425000,163000,0.18,,Hist,09/30/2009
Vulcan Materials CO,VMC,Common,58425,-19725,3159000,-209000,0.16,,Hist,09/30/2009
ARMSTRONG WORLD INDUSTRIES INC,AWI,Common,90542,-6193,3120000,1525000,0.16,,Hist,09/30/2009
ENCANA CORP,ECA,Common,51500,0,2967000,419000,0.15,,Hist,09/30/2009
JOHNSON & JOHNSON,JNJ,Common,47953,-2183,2920000,72000,0.15,,Hist,09/30/2009
MICROSOFT CORP,MSFT,Common,113097,-975,2909000,198000,0.15,0.00,Hist,09/30/2009
AMERICAN TOWER CORP /MA/,AMT,Common,76360,-140,2780000,368000,0.14,,Hist,09/30/2009
PROGRESSIVE CORP/OH/,PGR,Common,164854,-1505,2733000,219000,0.14,,Hist,09/30/2009
LEUCADIA NATIONAL CORP,LUK,Common,107336,400,2653000,398000,0.14,,Hist,09/30/2009
