NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Eaton Vance Sr Income TR SF,SH BEN INT,27826s103,1631,282729,SH,,SOLE,,282729,0,0
3M Company,COM,88579y101,241,1600,SH,,SOLE,,1600,0,0
Abbott Labs,COM,002824100,3835,85400,SH,,SOLE,,83400,0,2000
AbbVie Inc,COM,00287Y109,5137,86718,SH,,SOLE,,83400,0,3318
Alleghany Corp,COM,017175100,201,421,SH,,SOLE,,184,0,237
Alphabet Inc Cl A,COM,02079k305,987,1268,SH,,SOLE,,1218,0,50
Alphabet Inc Cl C,COM,02079k107,1123,1480,SH,,SOLE,,1430,0,50
Altria Group Inc,COM,02209s103,351927,6045822,SH,,SOLE,,5805703,0,240119
American Express,COM,025816109,10434,150018,SH,,SOLE,,120234,0,29784
American Intl Group Inc,COM,026874784,372,6000,SH,,SOLE,,6000,0,0
Anheuser-Busch InBev ADR,COM,03524a108,807101,6456812,SH,,SOLE,,6122110,0,334702
Bank Amer Corp,COM,060505104,860,51100,SH,,SOLE,,50100,0,1000
BB&T Corp,COM,054937107,1546,40878,SH,,SOLE,,40878,0,0
Berkshire Hathaway Inc Cl A,COM,084670108,999879,5055,SH,,SOLE,,4751,0,304
Berkshire Hathaway Inc Cl B,COM,084670702,340697,2580257,SH,,SOLE,,2424218,0,156039
British Amern Tob PLC ADR,COM,110448107,669,6061,SH,,SOLE,,6061,0,0
Brown-Forman Corp Cl A,COM,115637100,274415,2492188,SH,,SOLE,,2384621,0,107568
Brown-Forman Corp Cl B,COM,115637209,55077,554765,SH,,SOLE,,504927,0,49838
Carlisle Inc,COM,142339100,266,3000,SH,,SOLE,,3000,0,0
Centerstate BKS FLA Inc,COM,15201p109,172,11004,SH,,SOLE,,11004,0,0
Chevron Corp,COM,166764100,3730,41460,SH,,SOLE,,40610,0,850
CIE Financiere Richemont-Unsp,COM,204319107,1492,207100,SH,,SOLE,,207100,0,0
Coca-Cola,COM,191216100,8864,206327,SH,,SOLE,,184352,0,21975
Comcast Corp New Cl A,COM,20030n101,220816,3913103,SH,,SOLE,,3691311,0,221792
Conocophillips,COM,20825c104,294,6288,SH,,SOLE,,5688,0,600
Costco Whsl Corp,COM,22160k105,1017,6295,SH,,SOLE,,6295,0,0
Crane,COM,224399105,7690,160741,SH,,SOLE,,143091,0,17650
Danone ADR,COM,23636T100,8037,594005,SH,,SOLE,,514265,0,79740
Diageo PLC Sponsored ADR,COM,25243q205,51362,470910,SH,,SOLE,,432810,0,38100
Disney Walt Productions,COM,254687106,552,5250,SH,,SOLE,,4300,0,950
Dover Corp,COM,260003108,3993,65126,SH,,SOLE,,55326,0,9800
Du Pont E I De Nemours,COM,263534109,2536,38084,SH,,SOLE,,38084,0,0
Exxon Mobil Corp,COM,30231g102,12915,165680,SH,,SOLE,,155258,0,10422
Fomento Economico Mex Sp ADR,COM,344419106,11176,121020,SH,,SOLE,,99525,0,21495
Fulton Finl Corp,COM,360271100,410,31530,SH,,SOLE,,23030,0,8500
General Dynamics Corp,COM,369550108,220,1600,SH,,SOLE,,1600,0,0
General Electric,COM,369604103,288,9246,SH,,SOLE,,9246,0,0
Goldman Sachs Group Inc,COM,38141g104,1873,10393,SH,,SOLE,,9993,0,400
Heartland Express Inc,COM,422347104,213,12499,SH,,SOLE,,10499,0,2000
Heineken NV Spons ADR,COM,423012301,1761,41162,SH,,SOLE,,41162,0,0
Herman Miller Inc,COM,600544100,8555,298077,SH,,SOLE,,269827,0,28250
Hormel Foods Corp,COM,440452100,7836,99089,SH,,SOLE,,85235,0,13854
I B M,COM,459200101,1257,9134,SH,,SOLE,,9014,0,120
Lamar Advertising Co-A,COM,512816109,930,15510,SH,,SOLE,,15510,0,0
Markel Corp,COM,570535104,12859,14557,SH,,SOLE,,13052,0,1505
Martin Marietta Materials,COM,573284106,287156,2102473,SH,,SOLE,,1981902,0,120571
Mastercard Inc Cl A,COM,57636q104,944518,9701294,SH,,SOLE,,9178459,0,522835
McCormick Inc,COM,579780206,3521,41155,SH,,SOLE,,34355,0,6800
McDonalds Corp,COM,580135101,431,3645,SH,,SOLE,,3645,0,0
Merck Inc,COM,58933Y105,203,3836,SH,,SOLE,,3036,0,800
Microsoft Corp,COM,594918104,2743,49450,SH,,SOLE,,48650,0,800
Nestle SA-Spons ADR,COM,641069406,1182467,15877268,SH,,SOLE,,15035310,0,841958
Outfront Media Inc,COM,69007j106,3512,160857,SH,,SOLE,,134422,0,26435
Pepsico Inc,COM,713448108,3908,39111,SH,,SOLE,,38811,0,300
Pernod-Ricard SA-Unspon ADR,COM,714264207,1294,56600,SH,,SOLE,,56600,0,0
Philip Morris International In,COM,718172109,928848,10565901,SH,,SOLE,,10120029,0,445872
Pioneer Nat Res,COM,723787107,339,2700,SH,,SOLE,,2700,0,0
PNC Bank Corp,COM,693475105,1710,17944,SH,,SOLE,,16277,0,1667
Praxair Inc,COM,74005p104,993,9700,SH,,SOLE,,8200,0,1500
Precision Castparts Corp,COM,740189105,788,3395,SH,,SOLE,,2195,0,1200
Procter & Gamble,COM,742718109,6857,86347,SH,,SOLE,,77697,0,8650
Royal Dutch Shell PLC ADR A,COM,780259206,2796,61065,SH,,SOLE,,50910,0,10155
SABMiller PLC Sponsored ADR,COM,78572m105,602,10035,SH,,SOLE,,10035,0,0
Scripps Networks Interactive C,COM,811065101,68640,1243250,SH,,SOLE,,1179797,0,63453
Spectrum Brands Hldgs Inc,COM,84763r101,204,2000,SH,,SOLE,,2000,0,0
The Swatch Group AG ADR,COM,870123106,540,30850,SH,,SOLE,,30850,0,0
Unilever NV ADR,COM,904784709,621190,14339560,SH,,SOLE,,13573757,0,765803
US Bancorp,COM,902973304,256,6000,SH,,SOLE,,4000,0,2000
Visa Inc Cl A,COM,92826c839,42029,541958,SH,,SOLE,,466204,0,75754
WABCO Holdings Inc,COM,92927k102,247,2418,SH,,SOLE,,2418,0,0
Wal Mart Stores Inc,COM,931142103,1151,18774,SH,,SOLE,,15920,0,2854
Wells Fargo,COM,949746101,800264,14721564,SH,,SOLE,,13931212,0,790353
JP Morgan Chase & Co WTS Exp 1,WTS,46634e114,4746,200350,SH,,SOLE,,200350,0,0
M&T Bank Corp Wts Exp 12/23/1,WTS,55261f112,3410,70000,SH,,SOLE,,70000,0,0
Wells Fargo WTS Exp 10/28/18,WTS,949746119,4129,201500,SH,,SOLE,,201500,0,0
A P Moller-Maersk A/S,COM,k0514g135,719,554,SH,,SOLE,,529,0,25
Anheuser-Busch InBev,COM,b6399c107,1864,15000,SH,,SOLE,,15000,0,0
BIC,COM,f10080103,3562,21625,SH,,SOLE,,21325,0,300
Bollore,COM,f10659260,140,30000,SH,,SOLE,,30000,0,0
British American Tobacco PLC,COM,g1510j102,282161,5076584,SH,,SOLE,,4886317,0,190267
Chicago Bridge & Iron Co NV,COM,167250109,301,7725,SH,,SOLE,,6725,0,1000
Cir SPA,COM,t28980125,132,125000,SH,,SOLE,,125000,0,0
Compagnie Financiere Richemont,COM,h25662182,738977,10149409,SH,,SOLE,,9638112,0,511297
Diageo PLC,COM,g42089113,254951,9317355,SH,,SOLE,,8863508,0,453847
Groupe Danone,COM,f12033134,250,3700,SH,,SOLE,,3700,0,0
Hanjaya Mandala Sampoerna,COM,y7121z146,188,27500,SH,,SOLE,,27500,0,0
Heineken Holding NV,COM,n39338194,838373,10870043,SH,,SOLE,,10302697,0,567346
Heineken NV,COM,n39427211,4260,49788,SH,,SOLE,,45763,0,4025
Indivior PLC,COM,g4766e108,77,27927,SH,,SOLE,,20327,0,7600
JC Decaux SA ACT,COM,f5333n100,190518,4968357,SH,,SOLE,,4660032,0,308325
Lindt & Spruengli AG - Reg,COM,h49983176,2487,33,SH,,SOLE,,33,0,0
Loreal SA,COM,f58149133,1080,6400,SH,,SOLE,,6220,0,180
LT Group Inc,COM,y5342m100,47,150000,SH,,SOLE,,150000,0,0
Mylan NV,COM,n59465109,316,5850,SH,,SOLE,,5850,0,0
Nestle SA-REG,COM,h57312649,3110,41310,SH,,SOLE,,41000,0,310
Nielsen Holdings plc ordinary,COM,g6518l108,254,5450,SH,,SOLE,,5450,0,0
Pargesa Holding AG - B,COM,h60477207,1178,18373,SH,,SOLE,,18123,0,250
Pernod Ricard,COM,f72027109,658272,5760258,SH,,SOLE,,5471461,0,288797
PZ Cussons PLC,COM,g6850s109,63,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,g74079107,2825,30512,SH,,SOLE,,22787,0,7725
SABMiller PLC,COM,g77395104,291784,4864639,SH,,SOLE,,4632025,0,232614
Schibsted A/S CL A,COM,r75677105,204,6150,SH,,SOLE,,6150,0,0
Swedish Match AB,COM,w92277115,10890,305699,SH,,SOLE,,296899,0,8800
The Swatch Group AG-BR,COM,h83949141,259508,733803,SH,,SOLE,,695474,0,38329
Unilever NV,COM,n8981f271,1634,37500,SH,,SOLE,,37500,0,0
