NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
JP Morgan Chase & Co WTS Exp 1,WTS,46634e114,4969,200750,SH,,SOLE,,200750,0,0
M&T Bank Corp Wts Exp 12/23/1,WTS,55261f112,3519,67600,SH,,SOLE,,67600,0,0
Wells Fargo WTS Exp 10/28/18,WTS,949746119,4560,202750,SH,,SOLE,,202750,0,0
A P Moller-Maersk A/S,COM,k0514g135,972,554,SH,,SOLE,,529,0,25
Anheuser-Busch InBev,COM,b6399c107,1797,15000,SH,,SOLE,,15000,0,0
BIC,COM,f10080103,3187,20000,SH,,SOLE,,19700,0,300
Bollore,COM,f10659260,160,30000,SH,,SOLE,,30000,0,0
British American Tobacco PLC,COM,g1510j102,267641,4983288,SH,,SOLE,,4785243,0,198045
Chicago Bridge & Iron Co NV,COM,167250109,529,10575,SH,,SOLE,,9075,0,1500
Cir SPA,COM,t28980125,133,125000,SH,,SOLE,,125000,0,0
Compagnie Financiere Richemont,COM,h25662182,681834,8378806,SH,,SOLE,,7954712,0,424094
Diageo PLC,COM,g42089113,268584,9276448,SH,,SOLE,,8830815,0,445633
Groupe Danone,COM,f12033134,239,3700,SH,,SOLE,,3700,0,0
Hanjaya Mandala Sampoerna,COM,y7121z146,186,34500,SH,,SOLE,,34500,0,0
Heineken Holding NV,COM,n39338194,764770,10903597,SH,,SOLE,,10330385,0,573212
Heineken NV,COM,n39427211,3792,49991,SH,,SOLE,,45763,0,4228
Indivior PLC,COM,g4766e108,102,28907,SH,,SOLE,,21307,0,7600
JC Decaux SA ACT,COM,f5333n100,119709,2870395,SH,,SOLE,,2652666,0,217729
Lindt & Spruengli AG - Reg,COM,h49983176,2065,33,SH,,SOLE,,33,0,0
Loreal SA,COM,f58149133,1141,6400,SH,,SOLE,,6220,0,180
LT Group Inc,COM,y5342m100,46,150000,SH,,SOLE,,150000,0,0
Mylan NV,COM,n59465109,397,5850,SH,,SOLE,,5850,0,0
Nestle SA-REG,COM,h57312649,2984,41310,SH,,SOLE,,41000,0,310
Nielsen NV,COM,n63218106,244,5450,SH,,SOLE,,5450,0,0
Pargesa Holding AG - B,COM,h60477207,1363,20250,SH,,SOLE,,18750,0,1500
Pernod Ricard,COM,f72027109,643383,5573710,SH,,SOLE,,5292668,0,281042
PZ Cussons PLC,COM,g6850s109,85,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,g74079107,2668,30917,SH,,SOLE,,23192,0,7725
SABMiller PLC,COM,g77395104,629268,12110171,SH,,SOLE,,11515299,0,594872
Swedish Match AB,COM,w92277115,8942,314674,SH,,SOLE,,304274,0,10400
The Swatch Group AG-BR,COM,h83949141,40912,105010,SH,,SOLE,,94011,0,10999
Unilever NV,COM,n8981f271,1561,37500,SH,,SOLE,,37500,0,0
