NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Comcast Corp New Cl A,COM,20030n101,275634,7082067,SH,,SOLE,,6674786,0,407281
Conocophillips,COM,20825c104,215,4888,SH,,SOLE,,4288,0,600
Costco Whsl Corp,COM,22160k105,1062,6643,SH,,SOLE,,6643,0,0
Coty Inc-CL A,COM,222070203,829,44202,SH,,SOLE,,40750,0,3452
Crane,COM,224399105,10682,134573,SH,,SOLE,,122223,0,12350
Danone ADR,COM,23636T100,11860,790045,SH,,SOLE,,689380,0,100665
Diageo PLC Sponsored ADR,COM,25243q205,56532,471770,SH,,SOLE,,434220,0,37550
Disney Walt Productions,COM,254687106,500,4703,SH,,SOLE,,3735,0,968
Dover Corp,COM,260003108,4446,55426,SH,,SOLE,,45726,0,9700
Du Pont E I De Nemours,COM,263534109,3031,37553,SH,,SOLE,,37553,0,0
Exxon Mobil Corp,COM,30231g102,13023,161319,SH,,SOLE,,149994,0,11325
Fomento Economico Mex Sp ADR,COM,344419106,13164,133860,SH,,SOLE,,110030,0,23830
Fulton Finl Corp,COM,360271100,1612,84843,SH,,SOLE,,9200,0,75643
Heineken NV Spons ADR,COM,423012301,2144,44160,SH,,SOLE,,44160,0,0
Herman Miller Inc,COM,600544100,6248,205516,SH,,SOLE,,186566,0,18950
Hormel Foods Corp,COM,440452100,5316,155849,SH,,SOLE,,134601,0,21248
I B M,COM,459200101,1374,8934,SH,,SOLE,,6639,0,2295
Kraft Heinz Co,COM,500754106,1930,22535,SH,,SOLE,,22535,0,0
Lamar Advertising Co-A,COM,512816109,974,13240,SH,,SOLE,,13240,0,0
Markel Corp,COM,570535104,10844,11112,SH,,SOLE,,9937,0,1175
Martin Marietta Materials,COM,573284106,393066,1765953,SH,,SOLE,,1654397,0,111556
Mastercard Inc Cl A,COM,57636q104,1160905,9558705,SH,,SOLE,,9030898,0,527807
McCormick Inc,COM,579780206,3291,33755,SH,,SOLE,,29455,0,4300
McDonalds Corp,COM,580135101,518,3380,SH,,SOLE,,3380,0,0
Microsoft Corp,COM,594918104,3405,49400,SH,,SOLE,,48200,0,1200
Monsanto,COM,61166w101,287,2425,SH,,SOLE,,2425,0,0
Nestle SA-Spons ADR,COM,641069406,1403223,16092009,SH,,SOLE,,15204381,0,887628
O Reilly Automotive Inc,COM,67103h107,241,1100,SH,,SOLE,,1100,0,0
Oracle Corp,COM,68389x105,216,4300,SH,,SOLE,,4300,0,0
Outfront Media Inc,COM,69007j106,7184,310725,SH,,SOLE,,260390,0,50335
Pepsico Inc,COM,713448108,4067,35219,SH,,SOLE,,31919,0,3300
Pernod-Ricard SA-Unspon ADR,COM,714264207,1728,64625,SH,,SOLE,,64625,0,0
Philip Morris International In,COM,718172109,1196732,10189292,SH,,SOLE,,9736133,0,453159
Pioneer Nat Res,COM,723787107,431,2700,SH,,SOLE,,2700,0,0
PNC Bank Corp,COM,693475105,2858,22890,SH,,SOLE,,13390,0,9500
Procter & Gamble,COM,742718109,5612,64392,SH,,SOLE,,59377,0,5015
Royal Dutch Shell PLC ADR A,COM,780259206,2863,53825,SH,,SOLE,,45320,0,8505
Schlumberger LTD,COM,806857108,289,4390,SH,,SOLE,,1390,0,3000
Scripps Networks Interactive C,COM,811065101,78705,1152171,SH,,SOLE,,1096141,0,56030
The Swatch Group AG ADR,COM,870123106,775,41910,SH,,SOLE,,41910,0,0
Unilever NV ADR,COM,904784709,833548,15081382,SH,,SOLE,,14240454,0,840928
Union Pac Corp,COM,907818108,262,2410,SH,,SOLE,,2410,0,0
Unum Group,COM,91529y106,210,4500,SH,,SOLE,,4500,0,0
Visa Inc Cl A,COM,92826c839,52722,562186,SH,,SOLE,,485682,0,76504
Vulcan Materials,COM,929160109,1138,8985,SH,,SOLE,,3310,0,5675
Wal Mart Stores Inc,COM,931142103,758,10019,SH,,SOLE,,4069,0,5950
Wells Fargo,COM,949746101,700860,12648626,SH,,SOLE,,11936681,0,711945
JP Morgan Chase & Co WTS Exp 1,WTS,46634e114,3944,78420,SH,,SOLE,,78420,0,0
M&T Bank Corp Wts Exp 12/23/1,WTS,55261f112,3076,34930,SH,,SOLE,,34930,0,0
Wells Fargo WTS Exp 10/28/18,WTS,949746119,2995,134895,SH,,SOLE,,134895,0,0
A P Moller-Maersk A/S,COM,k0514g135,810,425,SH,,SOLE,,400,0,25
Anheuser-Busch InBev SA,COM,b639cj108,775486,7030534,SH,,SOLE,,6649333,0,381201
Anheuser-Busch InBev SA Restri,COM,b639cj116,5733,51983,SH,,SOLE,,51983,0,0
BIC,COM,f10080103,2442,20605,SH,,SOLE,,20170,0,435
Bollore,COM,f10659260,136,30000,SH,,SOLE,,30000,0,0
British American Tobacco PLC,COM,g1510j102,344783,5071308,SH,,SOLE,,4895096,0,176212
Cir SPA,COM,t28980125,175,125000,SH,,SOLE,,125000,0,0
Compagnie Financiere Richemont,COM,h25662182,977402,11848219,SH,,SOLE,,11234478,0,613741
Diageo PLC,COM,g42089113,269875,9158652,SH,,SOLE,,8718762,0,439890
Groupe Danone,COM,f12033134,268,3575,SH,,SOLE,,3575,0,0
Hanjaya Mandala Sampoerna,COM,y7121z146,198,687500,SH,,SOLE,,687500,0,0
Heineken Holding NV,COM,n39338194,1011721,11053544,SH,,SOLE,,10474278,0,579266
Heineken NV,COM,n39427211,4824,49688,SH,,SOLE,,45663,0,4025
Indivior PLC,COM,g4766e108,98,24037,SH,,SOLE,,16562,0,7475
JC Decaux SA ACT,COM,f5333n100,235084,7176682,SH,,SOLE,,6758462,0,418220
Lindt & Spruengli AG - Reg,COM,h49983176,1885,27,SH,,SOLE,,27,0,0
Loreal SA,COM,f58149133,1087,5225,SH,,SOLE,,5045,0,180
LT Group Inc,COM,y5342m100,44,150000,SH,,SOLE,,150000,0,0
Nestle SA-REG,COM,h57312649,3573,41000,SH,,SOLE,,41000,0,0
Nielsen Holdings PLC ORD,COM,g6518l108,748,19341,SH,,SOLE,,17841,0,1500
Pargesa Holding AG - B,COM,h60477207,992,13026,SH,,SOLE,,12776,0,250
Pernod Ricard,COM,f72027109,838893,6273056,SH,,SOLE,,5967120,0,305936
PZ Cussons PLC,COM,g6850s109,67,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,g74079107,2666,26367,SH,,SOLE,,18817,0,7550
Roche Holding AG,COM,001203204,301,1179,SH,,SOLE,,1179,0,0
Shiseido Co Ltd,COM,001228935,206,5800,SH,,SOLE,,5800,0,0
Swedish Match AB,COM,w92277115,9753,277243,SH,,SOLE,,268443,0,8800
The Swatch Group AG-BR,COM,h83949141,385107,1041507,SH,,SOLE,,992859,0,48648
Unilever NV,COM,n8981f271,2149,39000,SH,,SOLE,,39000,0,0
