Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
Mastercard Inc,MA,CL A,7436646,-641156,1750958000,227081000,13.60,0.72,Hist,03/31/2019
NESTLE SA,NSRGY,Common,13842483,-1055083,1319465000,113358000,10.25,,Hist,03/31/2019
BERKSHIRE HATHAWAY INC,BRK.A,Common,4098,-319,1234379000,-117223000,9.59,0.25,Hist,03/31/2019
HEINEKEN HOLDING N V,HKHHF,Common,9662797,-651765,968894000,99301000,7.53,,Hist,03/31/2019
PERNOD RICARD S A /FI,PDRDF,Common,5253465,-386087,943816000,19982000,7.33,,Hist,03/31/2019
Philip Morris International Inc.,PM,Common,9624084,-400016,850673000,181464000,6.61,0.62,Hist,03/31/2019
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,10904881,-571663,794297000,60860000,6.17,,Hist,03/31/2019
UNILEVER N V,UN,N Y SHS NEW,13309242,-1013538,775796000,5230000,6.03,0.78,Hist,03/31/2019
Anheuser-Busch InBev SA/NV,BUDFF,COM,8053414,253689,676038000,161570000,5.25,0.48,Hist,03/31/2019
WELLS FARGO & COMPANY/MN,WFC,Common,12648868,-692586,611193000,-3581000,4.75,0.28,Hist,03/31/2019
BERKSHIRE HATHAWAY INC,BRK/B,Common,2417601,-67656,485672000,-21768000,3.77,147.33,Hist,03/31/2019
MARTIN MARIETTA MATERIALS INC,MLM,Common,1853170,-91767,372821000,38545000,2.90,2.97,Hist,03/31/2019
SWATCH GROUP,SWGAF,Common,1163414,-30500,332938000,-14288000,2.59,,Hist,03/31/2019
"ALTRIA GROUP, INC.",MO,Common,5113999,-217977,293697000,30351000,2.28,0.27,Hist,03/31/2019
DIAGEO PLC,DGEAF,Common,6250344,-1327804,255575000,-14185000,1.99,,Hist,03/31/2019
COMCAST CORP,CMCSA,Common,6287439,-492372,251372000,20519000,1.95,0.14,Hist,03/31/2019
JCDECAUX SA /FI,JCDXF,Common,6910347,-324337,210432000,7644000,1.63,,Hist,03/31/2019
BROWN FORMAN CORP,BF.A,CL A,4053990,-162935,207443000,7476000,1.61,0.85,Hist,03/31/2019
Alphabet Inc.,GOOG,COM,93319,749,109492000,13626000,0.85,0.01,Hist,03/31/2019
BROWN FORMAN CORP,BF.B,CL B,2008798,-410649,106024000,-9093000,0.82,0.42,Hist,03/31/2019
