Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
PRAXAIR INC,PX,Common,36475,-700,3292000,467000,0.14,,Hist,09/30/2010
Royal Dutch Shell plc,RDS.A,SPONS ADR A,53994,-3850,3256000,351000,0.14,,Hist,09/30/2010
PROGRESSIVE CORP/OH/,PGR,Common,147614,-2300,3081000,275000,0.13,,Hist,09/30/2010
LEUCADIA NATIONAL CORP,LUK,Common,128886,-1500,3044000,500000,0.13,,Hist,09/30/2010
CONOCOPHILLIPS,COP,Common,33979,0,1951000,283000,0.08,,Hist,09/30/2010
DEVON ENERGY CORP/DE,DVN,Common,30000,0,1942000,114000,0.08,,Hist,09/30/2010
CARLISLE COMPANIES INC,CSL,Common,64638,-100,1936000,-403000,0.08,,Hist,09/30/2010
DOVER Corp,DOV,Common,36250,-1100,1893000,332000,0.08,,Hist,09/30/2010
COSTCO WHOLESALE CORP /NEW,COST,Common,25780,-870,1663000,202000,0.07,,Hist,09/30/2010
ENCANA CORP,ECA,Common,50000,0,1512000,-5000,0.06,,Hist,09/30/2010
"CISCO SYSTEMS, INC.",CSCO,Common,66450,0,1455000,39000,0.06,,Hist,09/30/2010
CENOVUS ENERGY INC.,CVE,Common,50000,0,1439000,149000,0.06,,Hist,09/30/2010
WAL MART STORES INC,WMT,Common,24372,-850,1304000,92000,0.05,,Hist,09/30/2010
INTERNATIONAL BUSINESS MACHINES CORP,IBM,Common,7900,440,1060000,139000,0.04,,Hist,09/30/2010
FULTON FINANCIAL CORP,FULT,Common,110770,-1412,1004000,-79000,0.04,,Hist,09/30/2010
MESA ROYALTY TRUST/TX,MTR,Common,21000,0,971000,7000,0.04,,Hist,09/30/2010
JOHNSON & JOHNSON,JNJ,Common,15246,-2725,945000,-116000,0.04,,Hist,09/30/2010
Vulcan Materials CO,VMC,Common,25150,-7425,929000,-499000,0.04,,Hist,09/30/2010
VORNADO REALTY TRUST,VNO,SH BEN INT,10000,0,855000,125000,0.04,,Hist,09/30/2010
PRECISION CASTPARTS CORP,PCP,Common,6600,-300,841000,131000,0.04,,Hist,09/30/2010
EATON VANCE SENIOR INCOME TRUST,EVF,Common,121618,9,837000,31000,0.04,,Hist,09/30/2010
APTARGROUP INC,ATR,Common,17884,-100,817000,137000,0.03,,Hist,09/30/2010
DUPONT E I DE NEMOURS & CO,DD,Common,17118,0,764000,172000,0.03,,Hist,09/30/2010
COMCAST CORP,CMCSA,Common,40061,0,724000,28000,0.03,,Hist,09/30/2010
DEERE & CO,DE,Common,10075,-250,703000,128000,0.03,,Hist,09/30/2010
JPMORGAN CHASE & CO,JPM,Common,18300,-2000,696000,-47000,0.03,,Hist,09/30/2010
BB&T CORP,BBT,Common,25150,0,606000,-56000,0.03,,Hist,09/30/2010
MCDONALDS CORP,MCD,Common,7910,-1515,589000,-32000,0.02,,Hist,09/30/2010
GENERAL DYNAMICS CORP,GD,Common,9250,-500,581000,10000,0.02,,Hist,09/30/2010
HEARTLAND EXPRESS INC,HTLD,Common,39061,-3000,581000,-30000,0.02,,Hist,09/30/2010
MATTEL INC /DE/,MAT,Common,23750,-5000,557000,-51000,0.02,,Hist,09/30/2010
PIONEER NATURAL RESOURCES CO,PXD,Common,7550,-1150,491000,-26000,0.02,,Hist,09/30/2010
3M CO,MMM,Common,5475,-2175,475000,-129000,0.02,,Hist,09/30/2010
Walt Disney Co,DIS,Common,14275,-3325,473000,-81000,0.02,,Hist,09/30/2010
SCHLUMBERGER LIMITED/NV,SLB,Common,6575,-3425,405000,-148000,0.02,,Hist,09/30/2010
"Mondelez International, Inc.",KFT,Common,12340,-5621,381000,-122000,0.02,0.00,Hist,09/30/2010
BP PLC,BP,SPONSORED ADR,9236,-75,380000,111000,0.02,,Hist,09/30/2010
GENERAL ELECTRIC CO,GE,Common,19520,0,317000,36000,0.01,,Hist,09/30/2010
AES CORP,AES,Common,27600,-800,313000,51000,0.01,,Hist,09/30/2010
SCOTTS MIRACLE-GRO CO,SMG,CL A,5625,-50,291000,39000,0.01,,Hist,09/30/2010
BANK OF AMERICA CORP /DE/,BAC,Common,19790,0,259000,-25000,0.01,,Hist,09/30/2010
"SWISS HELVETIA FUND, INC.",SWZ,Common,20000,0,251000,38000,0.01,,Hist,09/30/2010
TIME WARNER INC.,TWX,COM,7898,-591,242000,-3000,0.01,,Hist,09/30/2010
"Merck & Co., Inc.",MRK,COM,6586,-1100,242000,-27000,0.01,,Hist,09/30/2010
NORTHERN TRUST CORP,NTRS,Common,5000,0,241000,7000,0.01,,Hist,09/30/2010
AT&T CORP,T,Common,8353,-775,239000,18000,0.01,,Hist,09/30/2010
LAMAR ADVERTISING CO/NEW,LAMR,Common,6625,525,211000,1000,0.01,,Hist,09/30/2010
NEXTERA ENERGY INC,FPL,common,3700,3700,201000,201000,0.01,,Hist,09/30/2010
LEXINGTON REALTY TRUST,LXP,Common,23957,0,172000,28000,0.01,,Hist,09/30/2010
SUSQUEHANNA BANCSHARES INC,SUSQ,Common,19581,0,165000,2000,0.01,,Hist,09/30/2010
TigerLogic CORP,TIGR,COM,10000,0,48000,3000,0.00,,Hist,09/30/2010
