Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
NESTLE SA,NSRGY,Common,15842688,15842688,1144275000,1144275000,10.06,,Hist,06/30/2015
BERKSHIRE HATHAWAY INC,BRK.A,Common,5102,5102,1045145000,1045145000,9.18,,Hist,06/30/2015
Mastercard Inc,MA,CL A,10032175,10032175,937808000,937808000,8.24,,Hist,06/30/2015
Philip Morris International Inc.,PM,Common,10428329,10428329,836039000,836039000,7.35,0.67,Hist,06/30/2015
WELLS FARGO & COMPANY/MN,WFC,Common,14675054,14675054,825325000,825325000,7.25,,Hist,06/30/2015
HEINEKEN HOLDING N V,HKHHF,Common,10903597,10903597,764770000,764770000,6.72,,Hist,06/30/2015
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,8378806,8378806,681834000,681834000,5.99,,Hist,06/30/2015
PERNOD RICARD S A /FI,PDRDF,Common,5573710,5573710,643383000,643383000,5.65,,Hist,06/30/2015
SABMILLER PLC/FI,SBMRF,Common,12110171,12110171,629268000,629268000,5.53,,Hist,06/30/2015
Anheuser-Busch InBev SA/NV,BUD,ADR,5205103,5205103,628100000,628100000,5.52,,Hist,06/30/2015
UNILEVER N V,UN,N Y SHS NEW,14334418,14334418,599752000,599752000,5.27,,Hist,06/30/2015
BERKSHIRE HATHAWAY INC,BRK/B,Common,2472536,2472536,336537000,336537000,2.96,,Hist,06/30/2015
"ALTRIA GROUP, INC.",MO,Common,6500066,6500066,317918000,317918000,2.79,,Hist,06/30/2015
BROWN FORMAN CORP,BF.A,CL A,2718726,2718726,302920000,302920000,2.66,,Hist,06/30/2015
MARTIN MARIETTA MATERIALS INC,MLM,Common,2096408,2096408,296663000,296663000,2.61,3.12,Hist,06/30/2015
DIAGEO PLC,DGEAF,Common,9276448,9276448,268584000,268584000,2.36,,Hist,06/30/2015
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,4983288,4983288,267641000,267641000,2.35,,Hist,06/30/2015
COMCAST CORP,CMCSK,Common,4164417,4164417,249615000,249615000,2.19,,Hist,06/30/2015
JCDECAUX SA /FI,JCDXF,Common,2870395,2870395,119709000,119709000,1.05,,Hist,06/30/2015
"Scripps Networks Interactive, Inc.",SNI,Common,1265716,1265716,82740000,82740000,0.73,,Hist,06/30/2015
DIAGEO PLC,DEO,SPON ADR NEW,464807,464807,53936000,53936000,0.47,,Hist,06/30/2015
BROWN FORMAN CORP,BF.B,CL B,517433,517433,51836000,51836000,0.46,,Hist,06/30/2015
SWATCH GROUP,SWGAF,Common,105010,105010,40912000,40912000,0.36,,Hist,06/30/2015
VISA INC.,V,CL A,543124,543124,36471000,36471000,0.32,0.03,Hist,06/30/2015
