Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
NESTLE SA,NSRGY,Common,14576827,14576827,1098192000,1098192000,10.61,,Hist,03/31/2014
BERKSHIRE HATHAWAY INC,BRK.A,Common,5109,5109,957171000,957171000,9.25,,Hist,03/31/2014
Philip Morris International Inc.,PM,Common,10191037,10191037,834340000,834340000,8.06,0.64,Hist,03/31/2014
Mastercard Inc,MA,CL A,9827537,9827537,734117000,734117000,7.09,,Hist,03/31/2014
WELLS FARGO & COMPANY/MN,WFC,Common,14689097,14689097,730636000,730636000,7.06,,Hist,03/31/2014
HEINEKEN HOLDING N V,HKHHF,Common,10406630,10406630,672180000,672180000,6.50,,Hist,03/31/2014
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,7027196,7027196,671416000,671416000,6.49,,Hist,03/31/2014
SABMILLER PLC/FI,SBMRF,Common,11499390,11499390,574174000,574174000,5.55,,Hist,03/31/2014
PERNOD RICARD S A /FI,PDRDF,Common,4917307,4917307,572678000,572678000,5.53,,Hist,03/31/2014
Anheuser-Busch InBev SA/NV,BUD,ADR,5019738,5019738,528578000,528578000,5.11,,Hist,03/31/2014
UNILEVER N V,UN,N Y SHS NEW,12654600,12654600,520357000,520357000,5.03,,Hist,03/31/2014
BERKSHIRE HATHAWAY INC,BRK/B,Common,2405629,2405629,300631000,300631000,2.90,,Hist,03/31/2014
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,4831214,4831214,268651000,268651000,2.60,,Hist,03/31/2014
"ALTRIA GROUP, INC.",MO,Common,7148952,7148952,267585000,267585000,2.59,,Hist,03/31/2014
DIAGEO PLC,DGEAF,Common,8279868,8279868,256887000,256887000,2.48,,Hist,03/31/2014
BROWN FORMAN CORP,BF.A,CL A,2876559,2876559,255812000,255812000,2.47,,Hist,03/31/2014
MARTIN MARIETTA MATERIALS INC,MLM,Common,1992602,1992602,255750000,255750000,2.47,4.31,Hist,03/31/2014
COMCAST CORP,CMCSK,Common,4769644,4769644,232616000,232616000,2.25,,Hist,03/31/2014
"Scripps Networks Interactive, Inc.",SNI,Common,1381079,1381079,104838000,104838000,1.01,,Hist,03/31/2014
JCDECAUX SA /FI,JCDXF,Common,1468195,1468195,64338000,64338000,0.62,,Hist,03/31/2014
DIAGEO PLC,DEO,SPON ADR NEW,425185,425185,52974000,52974000,0.51,,Hist,03/31/2014
Graham Holdings Co,GHC,COM,73068,73068,51422000,51422000,0.50,,Hist,03/31/2014
BROWN FORMAN CORP,BF.B,CL B,433949,433949,38921000,38921000,0.38,,Hist,03/31/2014
SWATCH GROUP,SWGAF,Common,59811,59811,37511000,37511000,0.36,,Hist,03/31/2014
VISA INC.,V,CL A,110677,110677,23891000,23891000,0.23,0.42,Hist,03/31/2014
EXXON MOBIL CORP,XOM,Common,180151,180151,17597000,17597000,0.17,0.00,Hist,03/31/2014
CRANE CO /DE/,CR,Common,170552,170552,12135000,12135000,0.12,,Hist,03/31/2014
AMERICAN EXPRESS CO,AXP,Common,129435,129435,11653000,11653000,0.11,0.01,Hist,03/31/2014
MILLER HERMAN INC,MLHR,Common,355670,355670,11428000,11428000,0.11,,Hist,03/31/2014
MARKEL CORP,MKL,Common,18927,18927,11282000,11282000,0.11,,Hist,03/31/2014
SWEDISH MATCH CORP,SWMAF,Common,341362,341362,11136000,11136000,0.11,,Hist,03/31/2014
MEXICAN ECONOMIC DEVELOPMENT INC,FMX,ADR,110800,110800,10331000,10331000,0.10,,Hist,03/31/2014
PROCTER & GAMBLE Co,PG,Common,127297,127297,10260000,10260000,0.10,,Hist,03/31/2014
GOLDMAN SACHS GROUP INC,GS,Common,55875,55875,9155000,9155000,0.09,0.01,Hist,03/31/2014
COCA COLA CO,KO,Common,207713,207713,8030000,8030000,0.08,,Hist,03/31/2014
CHEVRON CORP,CVX,Common,54107,54107,6434000,6434000,0.06,,Hist,03/31/2014
DOVER Corp,DOV,Common,78630,78630,6428000,6428000,0.06,,Hist,03/31/2014
Royal Dutch Shell plc,RDS.A,SPONS ADR A,78980,78980,5770000,5770000,0.06,,Hist,03/31/2014
HORMEL FOODS CORP /DE/,HRL,Common,114763,114763,5654000,5654000,0.05,,Hist,03/31/2014
AbbVie Inc.,ABBV,COM,86777,86777,4460000,4460000,0.04,,Hist,03/31/2014
PEPSICO INC,PEP,Common,45098,45098,3766000,3766000,0.04,,Hist,03/31/2014
HEINEKEN N V/ /FI,HINKF,Common,52191,52191,3634000,3634000,0.04,,Hist,03/31/2014
PRAXAIR INC,PX,Common,27150,27150,3556000,3556000,0.03,,Hist,03/31/2014
ABBOTT LABORATORIES,ABT,Common,86503,86503,3331000,3331000,0.03,0.01,Hist,03/31/2014
