Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
BERKSHIRE HATHAWAY INC,BRK.A,Common,3289,-1,285156000,-32658000,19.13,,Hist,03/31/2009
Philip Morris International Inc.,PM,Common,6013303,-14428,213953000,-48314000,14.36,,Hist,03/31/2009
MARTIN MARIETTA MATERIALS INC,MLM,Common,1730250,-68300,137209000,-37394000,9.21,,Hist,03/31/2009
COMCAST CORP,CMCSK,Common,9952766,12448,128092000,-32444000,8.60,,Hist,03/31/2009
"ALTRIA GROUP, INC.",MO,Common,6905739,-167466,110630000,4108000,7.42,,Hist,03/31/2009
WELLS FARGO & COMPANY/MN,WFC,Common,6307764,428478,89823000,-83498000,6.03,,Hist,03/31/2009
BERKSHIRE HATHAWAY INC,BRK.B,CL B,23880,253,67342000,-8595000,4.52,,Hist,03/31/2009
UNILEVER N V,UN,N Y SHS NEW,3268592,-76533,64064000,-18059000,4.30,,Hist,03/31/2009
Graham Holdings Co,WPO,Cl B,176242,-10828,62936000,-10068000,4.22,,Hist,03/31/2009
"Scripps Networks Interactive, Inc.",SNI,Common,2675899,-138138,60234000,-1675000,4.04,,Hist,03/31/2009
BROWN FORMAN CORP,BF.A,CL A,1466908,-38401,58823000,-16442000,3.95,,Hist,03/31/2009
HASBRO INC,HAS,Common,1116167,-54982,27982000,-6180000,1.88,,Hist,03/31/2009
DIAGEO PLC,DEO,SPON ADR NEW,451638,-9280,20211000,-5941000,1.36,,Hist,03/31/2009
EXXON MOBIL CORP,XOM,Common,250671,69,17071000,-2935000,1.15,,Hist,03/31/2009
MARKEL CORP,MKL,Common,57679,-3505,16374000,-1920000,1.10,,Hist,03/31/2009
ABBOTT LABORATORIES,ABT,Common,283706,-84000,13533000,-6091000,0.91,,Hist,03/31/2009
HORMEL FOODS CORP /DE/,HRL,Common,370173,-15000,11738000,-233000,0.79,,Hist,03/31/2009
Mastercard Inc,MA,CL A,53810,620,9012000,1410000,0.60,,Hist,03/31/2009
MILLER HERMAN INC,MLHR,Common,826856,-37350,8814000,-2447000,0.59,,Hist,03/31/2009
BROWN FORMAN CORP,BF.B,CL B,198721,-397959,7716000,-23007000,0.52,,Hist,03/31/2009
PEPSICO INC,PEP,Common,129100,16050,6646000,454000,0.45,,Hist,03/31/2009
PROCTER & GAMBLE Co,PG,Common,136922,56920,6448000,1502000,0.43,,Hist,03/31/2009
Vulcan Materials CO,VMC,Common,78650,-600,3483000,-2031000,0.23,,Hist,03/31/2009
STAPLES INC,SPLS,Common,184598,-2469,3343000,-9000,0.22,,Hist,03/31/2009
CRANE CO /DE/,CR,Common,194424,-12700,3282000,-289000,0.22,,Hist,03/31/2009
Royal Dutch Shell plc,RDS.A,SPONS ADR A,67564,-1375,2993000,-657000,0.20,,Hist,03/31/2009
JOHNSON & JOHNSON,JNJ,Common,54790,-1625,2882000,-493000,0.19,,Hist,03/31/2009
"CISCO SYSTEMS, INC.",CSCO,Common,149750,0,2511000,70000,0.17,,Hist,03/31/2009
AMERICAN TOWER CORP /MA/,AMT,Common,77800,0,2367000,86000,0.16,,Hist,03/31/2009
WAL MART STORES INC,WMT,Common,44643,-525,2326000,-206000,0.16,,Hist,03/31/2009
PROGRESSIVE CORP/OH/,PGR,Common,167959,8000,2257000,-112000,0.15,,Hist,03/31/2009
MICROSOFT CORP,MSFT,Common,114974,-9834,2112000,-314000,0.14,,Hist,03/31/2009
ENCANA CORP,ECA,Common,51500,0,2091000,-303000,0.14,,Hist,03/31/2009
"Mondelez International, Inc.",KFT,Common,92564,-14571,2063000,-814000,0.14,,Hist,03/31/2009
CHEVRON CORP,CVX,Common,30650,-2650,2061000,-402000,0.14,,Hist,03/31/2009
MCCORMICK & CO INC,MKC,Common,67000,1500,1981000,-106000,0.13,,Hist,03/31/2009
CONOCOPHILLIPS,COP,Common,41938,-1340,1642000,-600000,0.11,,Hist,03/31/2009
LEUCADIA NATIONAL CORP,LUK,Common,105336,-2900,1568000,-575000,0.11,,Hist,03/31/2009
DOVER Corp,DOV,Common,58050,-2200,1531000,-452000,0.10,,Hist,03/31/2009
CARLISLE COMPANIES INC,CSL,Common,69338,-1900,1361000,-114000,0.09,,Hist,03/31/2009
DEVON ENERGY CORP/DE,DVN,Common,30000,0,1341000,-630000,0.09,,Hist,03/31/2009
COCA COLA CO,KO,Common,28021,-750,1232000,-70000,0.08,,Hist,03/31/2009
MCDONALDS CORP,MCD,Common,21025,-4070,1147000,-414000,0.08,,Hist,03/31/2009
ARMSTRONG WORLD INDUSTRIES INC,AWI,Common,103142,-65261,1136000,-2505000,0.08,,Hist,03/31/2009
AMERICAN EXPRESS CO,AXP,Common,80852,7414,1102000,-260000,0.07,,Hist,03/31/2009
FULTON FINANCIAL CORP,FULT,Common,154811,6201,1026000,-404000,0.07,,Hist,03/31/2009
HEARTLAND EXPRESS INC,HTLD,Common,66758,-4999,989000,-142000,0.07,,Hist,03/31/2009
PFIZER INC,PFE,Common,66176,-100,901000,-273000,0.06,,Hist,03/31/2009
GENERAL ELECTRIC CO,GE,Common,86367,-22318,873000,-888000,0.06,,Hist,03/31/2009
INTERNATIONAL BUSINESS MACHINES CORP,IBM,Common,8990,1470,871000,238000,0.06,,Hist,03/31/2009
JPMORGAN CHASE & CO,JPM,Common,30000,-5000,797000,-307000,0.05,,Hist,03/31/2009
APTARGROUP INC,ATR,Common,25384,0,790000,-105000,0.05,,Hist,03/31/2009
E.W. SCRIPPS Co,SSP,Common Stock,582215,-161828,786000,-858000,0.05,,Hist,03/31/2009
COMCAST CORP,CMCSA,Common,49761,0,679000,-161000,0.05,,Hist,03/31/2009
GENERAL DYNAMICS CORP,GD,Common,14400,-600,599000,-265000,0.04,,Hist,03/31/2009
VORNADO REALTY TRUST,VNO,SH BEN INT,17283,283,574000,-452000,0.04,,Hist,03/31/2009
MESA ROYALTY TRUST/TX,MTR,UNIT BEN INT,21000,-2000,552000,-368000,0.04,,Hist,03/31/2009
3M CO,MMM,Common,10300,0,512000,-81000,0.03,,Hist,03/31/2009
MATTEL INC /DE/,MAT,Common,44000,-13000,507000,-405000,0.03,,Hist,03/31/2009
MONSANTO CO /NEW/,MON,Common,5700,-2200,474000,-82000,0.03,,Hist,03/31/2009
BP PLC,BP,SPONSORED ADR,11756,-772,471000,-115000,0.03,,Hist,03/31/2009
SCHLUMBERGER LIMITED/NV,SLB,Common,11300,0,459000,-19000,0.03,,Hist,03/31/2009
