Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
INTERNATIONAL SPEEDWAY CORP,ISCB,Common,400466,400466,12264000,12264000,0.15,,Hist,03/31/1999
SUN-TIMES MEDIA GROUP INC,SVN,Common,671600,671600,11165000,11165000,0.13,,Hist,03/31/1999
MELLON FINANCIAL CORP,MEL,Common,151960,151960,9649000,9649000,0.12,,Hist,03/31/1999
Walt Disney Co,DIS,Common,258825,258825,9210000,9210000,0.11,,Hist,03/31/1999
HEINEKEN NV /ADR/,HINKY,Common,234687,234687,8538000,8538000,0.10,,Hist,03/31/1999
BROWN FORMAN CORP,BF.B,CL B,154500,154500,8498000,8498000,0.10,,Hist,03/31/1999
ACNIELSEN CORP,,Common,295300,295300,7807000,7807000,0.09,,Hist,03/31/1999
AMERICAN MEDIA INC,,Common,963009,963009,7584000,7584000,0.09,,Hist,03/31/1999
DIAGEO PLC,DEO,SPON ADR NEW,153777,153777,7468000,7468000,0.09,,Hist,03/31/1999
"WESCO FINANCIAL, LLC",WSC,Common,17625,17625,6438000,6438000,0.08,,Hist,03/31/1999
MERCK SHARP & DOHME CORP.,MRK,Common,100372,100372,6433000,6433000,0.08,,Hist,03/31/1999
UNIVERSAL CORP /VA/,UVV,Common,145100,145100,6393000,6393000,0.08,,Hist,03/31/1999
DOVER Corp,DOV,Common,162240,162240,6165000,6165000,0.07,,Hist,03/31/1999
WACHOVIA CORP,,Common,70701,70701,5996000,5996000,0.07,,Hist,03/31/1999
JOHNSON & JOHNSON,JNJ,Common,75782,75782,5565000,5565000,0.07,,Hist,03/31/1999
CRANE CO /DE/,CR,Common,154724,154724,5467000,5467000,0.07,,Hist,03/31/1999
FRED MEYER INC,,Common,113400,113400,5238000,5238000,0.06,,Hist,03/31/1999
GENERAL ELECTRIC CO,GE,Common,59942,59942,5166000,5166000,0.06,,Hist,03/31/1999
DEERE & CO,DE,Common,79024,79024,4895000,4895000,0.06,,Hist,03/31/1999
HORMEL FOODS CORP /DE/,HRL,Common,116000,116000,4502000,4502000,0.05,,Hist,03/31/1999
NATIONAL CITY CORP,NCC,Common,57887,57887,4244000,4244000,0.05,,Hist,03/31/1999
UNIFI INC,UFI,Common,110659,110659,4122000,4122000,0.05,,Hist,03/31/1999
CITIGROUP INC,C,Common,28000,28000,3976000,3976000,0.05,,Hist,03/31/1999
"INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,Common,61482,61482,3820000,3820000,0.05,,Hist,03/31/1999
QUAKER OATS CO,,Common,64414,64414,3688000,3688000,0.04,,Hist,03/31/1999
MICROSOFT CORP,MSFT,Common,81000,81000,3625000,3625000,0.04,,Hist,03/31/1999
KENNAMETAL INC,KMT,Common,67244,67244,3539000,3539000,0.04,,Hist,03/31/1999
"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Common,56364,56364,3378000,3378000,0.04,,Hist,03/31/1999
EXXON MOBIL CORP,XOM,Common,43488,43488,2941000,2941000,0.04,,Hist,03/31/1999
V F CORP,VFC,Common,48600,48600,2555000,2555000,0.03,,Hist,03/31/1999
AMERICAN INTERNATIONAL GROUP INC,AIG,Common,29813,29813,2503000,2503000,0.03,,Hist,03/31/1999
CARLISLE COMPANIES INC,CSL,Common,48900,48900,2402000,2402000,0.03,,Hist,03/31/1999
LEUCADIA NATIONAL CORP,LUK,Common,59499,59499,2343000,2343000,0.03,,Hist,03/31/1999
OHIO CASUALTY CORP,OCAS,Common,48432,48432,2325000,2325000,0.03,,Hist,03/31/1999
USF&G CORP,,Common,89900,89900,2242000,2242000,0.03,,Hist,03/31/1999
PITTWAY CORP /DE/,,Common,60982,60982,2195000,2195000,0.03,,Hist,03/31/1999
FRANKLIN ELECTRIC CO INC,FELE,Common,31900,31900,2185000,2185000,0.03,,Hist,03/31/1999
"SERVICEMASTER CO, LLC",SVM,Common,111713,111713,2127000,2127000,0.03,,Hist,03/31/1999
DUPONT E I DE NEMOURS & CO,DD,Common,31222,31222,2123000,2123000,0.03,,Hist,03/31/1999
MILLICOM INTERNATIONAL CELLULAR SA,MICC,Common,45664,45664,2009000,2009000,0.02,,Hist,03/31/1999
HESS CORP,HES,Common,34353,34353,2003000,2003000,0.02,,Hist,03/31/1999
TEGNA INC,GCI,Common,27620,27620,1985000,1985000,0.02,,Hist,03/31/1999
WILLIAMS COMPANIES INC,WMB,Common,61605,61605,1971000,1971000,0.02,,Hist,03/31/1999
Vulcan Materials CO,VMC,Common,52650,52650,1922000,1922000,0.02,,Hist,03/31/1999
CDI CORP,CDI,Common,41465,41465,1786000,1786000,0.02,,Hist,03/31/1999
CHUBB CORP,CB,Common,22500,22500,1763000,1763000,0.02,,Hist,03/31/1999
CELLULAR COMMUNICATIONS INTERNATIONAL INC,,Common,38738,38738,1756000,1756000,0.02,,Hist,03/31/1999
Hillshire Brands Co,SLE,Common,54544,54544,1684000,1684000,0.02,,Hist,03/31/1999
INTEL CORP,INTC,Common,41164,41164,1607000,1607000,0.02,,Hist,03/31/1999
"LEE ENTERPRISES, INC",LEE,Common,47800,47800,1604000,1604000,0.02,,Hist,03/31/1999
WILLAMETTE INDUSTRIES INC,,Common,42666,42666,1603000,1603000,0.02,,Hist,03/31/1999
PROCTER & GAMBLE Co,PG,Common,17252,17252,1456000,1456000,0.02,,Hist,03/31/1999
AMERICAN EXPRESS CO,AXP,Common,15170,15170,1393000,1393000,0.02,,Hist,03/31/1999
AUTOMATIC DATA PROCESSING INC,ADP,Common,40672,40672,1384000,1384000,0.02,,Hist,03/31/1999
SCHULMAN A INC,SHLM,Common,54015,54015,1364000,1364000,0.02,,Hist,03/31/1999
FMC CORP,FMC,Common,16291,16291,1279000,1279000,0.02,,Hist,03/31/1999
AFFILIATED COMPUTER SERVICES INC,ACS,Common,36888,36888,1227000,1227000,0.01,,Hist,03/31/1999
ABBOTT LABORATORIES,ABT,Common,31800,31800,1197000,1197000,0.01,,Hist,03/31/1999
BOWATER INC,BOW,Common,21200,21200,1196000,1196000,0.01,,Hist,03/31/1999
EXPEDITORS INTERNATIONAL OF WASHINGTON INC,EXPD,Common,26072,26072,1118000,1118000,0.01,,Hist,03/31/1999
3M CO,MMM,Common,12070,12070,1098000,1098000,0.01,,Hist,03/31/1999
FIRST CHESTER COUNTY CORP,FCEC,Common,52000,52000,1092000,1092000,0.01,,Hist,03/31/1999
FULTON FINANCIAL CORP,FULT,Common,45228,45228,1077000,1077000,0.01,,Hist,03/31/1999
APTARGROUP INC,ATR,Common,35726,35726,1073000,1073000,0.01,,Hist,03/31/1999
ALCATEL-LUCENT USA INC.,LU,Common,32252,32252,1031000,1031000,0.01,,Hist,03/31/1999
"Merck & Co., Inc.",SGP,Common,23944,23944,979000,979000,0.01,,Hist,03/31/1999
BANK ONE CORP /OH/,,Common,15440,15440,977000,977000,0.01,,Hist,03/31/1999
HOME DEPOT INC,HD,Common,28500,28500,964000,964000,0.01,,Hist,03/31/1999
VORNADO REALTY TRUST,VNO,SH BEN INT,22000,22000,958000,958000,0.01,,Hist,03/31/1999
ALLIED IRISH BANKS PLC,AIB,Common,12440,12440,924000,924000,0.01,,Hist,03/31/1999
PFIZER INC,PFE,Common,8800,8800,877000,877000,0.01,,Hist,03/31/1999
WEYERHAEUSER CO,WY,Common,15000,15000,848000,848000,0.01,,Hist,03/31/1999
MATTEL INC /DE/,MAT,Common,21278,21278,842000,842000,0.01,,Hist,03/31/1999
COCA COLA CO,KO,Common,10533,10533,816000,816000,0.01,,Hist,03/31/1999
NORTHERN TRUST CORP,NTRS,Common,10748,10748,803000,803000,0.01,,Hist,03/31/1999
NIKE INC,NKE,Common,17200,17200,761000,761000,0.01,,Hist,03/31/1999
JOSTENS INC,,Common,29700,29700,713000,713000,0.01,,Hist,03/31/1999
GETTY REALTY CORP /MD/,GTY,Common,31006,31006,711000,711000,0.01,,Hist,03/31/1999
INTERNATIONAL BUSINESS MACHINES CORP,IBM,Common,6830,6830,709000,709000,0.01,,Hist,03/31/1999
COMERICA INC /NEW/,CMA,Common,9930,9930,700000,700000,0.01,,Hist,03/31/1999
"AUTONATION, INC.",AN,Common,15952,15952,689000,689000,0.01,,Hist,03/31/1999
ALICO INC,ALCO,Common,31200,31200,675000,675000,0.01,,Hist,03/31/1999
BELLSOUTH CORP,BLS,Common,19848,19848,669000,669000,0.01,,Hist,03/31/1999
TORCHMARK CORP,TMK,Common,14500,14500,664000,664000,0.01,,Hist,03/31/1999
"Hill-Rom Holdings, Inc.",HB,Common,10700,10700,659000,659000,0.01,,Hist,03/31/1999
ManpowerGroup Inc.,MAN,Common,15800,15800,638000,638000,0.01,,Hist,03/31/1999
AIRGAS INC,ARG,Common,36500,36500,630000,630000,0.01,,Hist,03/31/1999
WARNER LAMBERT CO,,Common,10500,10500,596000,596000,0.01,,Hist,03/31/1999
WPP plc,,ADR,10000,10000,580000,580000,0.01,,Hist,03/31/1999
MCCORMICK & CO INC,MKC,Common,17550,17550,566000,566000,0.01,,Hist,03/31/1999
TIME WARNER COMPANIES INC,,Common,15084,15084,543000,543000,0.01,,Hist,03/31/1999
"Santander Holdings USA, Inc.",SOV,Common,29623,29623,539000,539000,0.01,,Hist,03/31/1999
Seneca Foods Corp,SENEA,CL A,29600,29600,511000,511000,0.01,,Hist,03/31/1999
KIMBERLY CLARK CORP,KMB,Common,10000,10000,501000,501000,0.01,,Hist,03/31/1999
BRISTOL MYERS SQUIBB CO,BMY,Common,9500,9500,495000,495000,0.01,,Hist,03/31/1999
MCDONALDS CORP,MCD,Common,16496,16496,495000,495000,0.01,,Hist,03/31/1999
REYNOLDS METALS CO,,Common,8000,8000,492000,492000,0.01,,Hist,03/31/1999
Seneca Foods Corp,SENEB,Common,29600,29600,488000,488000,0.01,,Hist,03/31/1999
PERNOD RICARD S A /FI,PDRDF,Common,7000,7000,475000,475000,0.01,,Hist,03/31/1999
MOBIL CORP,,Common,5666,5666,434000,434000,0.01,,Hist,03/31/1999
TOKHEIM CORP,,Common,21600,21600,394000,394000,0.00,,Hist,03/31/1999
GLATFELTER P H CO,GLT,Common,21600,21600,390000,390000,0.00,,Hist,03/31/1999
SCHLUMBERGER LIMITED/NV,SLB,Common,4984,4984,378000,378000,0.00,,Hist,03/31/1999
WAL MART STORES INC,WMT,Common,14172,14172,360000,360000,0.00,,Hist,03/31/1999
ENESCO GROUP INC,ENCZ,Common,13200,13200,356000,356000,0.00,,Hist,03/31/1999
MAY DEPARTMENT STORES CO,MAY,Common,8355,8355,354000,354000,0.00,,Hist,03/31/1999
STURM RUGER & CO INC,RGR,Common,16800,16800,347000,347000,0.00,,Hist,03/31/1999
ATLANTIC RICHFIELD CO /DE,,Common,4400,4400,346000,346000,0.00,,Hist,03/31/1999
GILLETTE CO,G,Common,5800,5800,344000,344000,0.00,,Hist,03/31/1999
OMNIPOINT CORP \DE\,,Common,10860,10860,320000,320000,0.00,,Hist,03/31/1999
CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,,Common,10000,10000,288000,288000,0.00,,Hist,03/31/1999
LEXINGTON REALTY TRUST,LXP,Common,18500,18500,281000,281000,0.00,,Hist,03/31/1999
VANGUARD PENNSYLVANIA TAX-FREE FUNDS,VPAIX,MUTUAL,24432,24432,278000,278000,0.00,,Hist,03/31/1999
BELO CORP,BLC,COM SER A,10000,10000,275000,275000,0.00,,Hist,03/31/1999
OMNICOM GROUP INC.,OMC,Common,5600,5600,264000,264000,0.00,,Hist,03/31/1999
ALLEGHANY CORP /DE,Y,Common,779,779,260000,260000,0.00,,Hist,03/31/1999
COLGATE PALMOLIVE CO,CL,Common,3000,3000,260000,260000,0.00,,Hist,03/31/1999
PEPSICO INC,PEP,Common,6070,6070,259000,259000,0.00,,Hist,03/31/1999
CLIFFS NATURAL RESOURCES INC.,CLF,Common,4800,4800,258000,258000,0.00,,Hist,03/31/1999
KELLOGG CO,K,Common,5934,5934,256000,256000,0.00,,Hist,03/31/1999
MICROS SYSTEMS INC,MCRS,Common,8000,8000,241000,241000,0.00,,Hist,03/31/1999
BANDAG INC,BDG,Common,4000,4000,236000,236000,0.00,,Hist,03/31/1999
ARMSTRONG WORLD INDUSTRIES INC,AWI,Common,2723,2723,236000,236000,0.00,,Hist,03/31/1999
VANGUARD STAR FUNDS,VGSTX,MUTUAL,12445,12445,234000,234000,0.00,,Hist,03/31/1999
ESCO TECHNOLOGIES INC,ESE,Common,14000,14000,231000,231000,0.00,,Hist,03/31/1999
FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,FNM,Common,3600,3600,228000,228000,0.00,,Hist,03/31/1999
MORGAN J P & CO INC,,Common,1675,1675,225000,225000,0.00,,Hist,03/31/1999
FORD MOTOR CO,F,Common,3433,3433,223000,223000,0.00,,Hist,03/31/1999
LILLY ELI & CO,LLY,Common,3560,3560,212000,212000,0.00,,Hist,03/31/1999
COX COMMUNICATIONS INC /DE/,,CL A,5000,5000,210000,210000,0.00,,Hist,03/31/1999
AT&T CORP,T,Common,4730,4730,207000,207000,0.00,,Hist,03/31/1999
PAYLESS SHOESOURCE INC /MO/,,Common,2640,2640,199000,199000,0.00,,Hist,03/31/1999
AT&T INC.,T,Common,4430,4430,192000,192000,0.00,,Hist,03/31/1999
SHERWIN WILLIAMS CO,SHW,Common,5400,5400,192000,192000,0.00,,Hist,03/31/1999
"MERRILL LYNCH & CO., INC.",MER,Common,2200,2200,183000,183000,0.00,,Hist,03/31/1999
XEROX CORP,XRX,Common,3400,3400,181000,181000,0.00,,Hist,03/31/1999
SAUL CENTERS INC,BFS,Common,10000,10000,181000,181000,0.00,,Hist,03/31/1999
RCN CORP /DE/,RCNI,Common,7200,7200,180000,180000,0.00,,Hist,03/31/1999
SUSQUEHANNA BANCSHARES INC,SUSQ,Common,7154,7154,177000,177000,0.00,,Hist,03/31/1999
STRIDE RITE CORP,SRR,Common,13000,13000,176000,176000,0.00,,Hist,03/31/1999
EASTMAN KODAK CO,EK,Common,2633,2633,171000,171000,0.00,,Hist,03/31/1999
GETTY PETROLEUM MARKETING INC /MD/,,Common,27006,27006,165000,165000,0.00,,Hist,03/31/1999
UST INC,UST,Common,5100,5100,164000,164000,0.00,,Hist,03/31/1999
PITNEY BOWES INC /DE/,PBI,Common,3200,3200,161000,161000,0.00,,Hist,03/31/1999
HEARTLAND EXPRESS INC,HTLD,Common,5772,5772,160000,160000,0.00,,Hist,03/31/1999
LAWTER INTERNATIONAL INC,LAW,Common,14221,14221,158000,158000,0.00,,Hist,03/31/1999
SYNALLOY CORP,SYNL,Common,11000,11000,155000,155000,0.00,,Hist,03/31/1999
LEGGETT & PLATT INC,LEG,Common,6000,6000,154000,154000,0.00,,Hist,03/31/1999
CHEVRON CORP,CVX,Common,1912,1912,154000,154000,0.00,,Hist,03/31/1999
EQUIFAX INC,EFX,Common,4000,4000,146000,146000,0.00,,Hist,03/31/1999
MGI PHARMA INC,MOGN,Common,18000,18000,140000,140000,0.00,,Hist,03/31/1999
VANGUARD MUNICIPAL BOND FUNDS,VWITX,MUTUAL,10250,10250,137000,137000,0.00,,Hist,03/31/1999
T. Rowe Price Equity Income Fund,PRFDX,MUTUAL,4755,4755,134000,134000,0.00,,Hist,03/31/1999
KIMBALL INTERNATIONAL INC,KBALB,Common,5800,5800,133000,133000,0.00,,Hist,03/31/1999
HERSHEY CO,HSY,Common,1810,1810,130000,130000,0.00,,Hist,03/31/1999
SCHOLASTIC CORP,SCHL,Common,3000,3000,127000,127000,0.00,,Hist,03/31/1999
UNION PACIFIC CORP,UNP,Common,2100,2100,118000,118000,0.00,,Hist,03/31/1999
Avery Dennison Corp,AVY,Common,2178,2178,116000,116000,0.00,,Hist,03/31/1999
WALGREEN CO,WAG,Common,6600,6600,116000,116000,0.00,,Hist,03/31/1999
VANGUARD FENWAY FUNDS,VEIPX,MUTUAL,4712,4712,116000,116000,0.00,,Hist,03/31/1999
PIONEER GROUP INC,,Common,3600,3600,113000,113000,0.00,,Hist,03/31/1999
GENERAL DYNAMICS CORP,GD,Common,2600,2600,112000,112000,0.00,,Hist,03/31/1999
WYETH,WYE,Common,2280,2280,109000,109000,0.00,,Hist,03/31/1999
Motors Liquidation Co,GM,Common,1600,1600,108000,108000,0.00,,Hist,03/31/1999
MILLER HERMAN INC,MLHR,Common,3200,3200,107000,107000,0.00,,Hist,03/31/1999
FEDEX CORP,FDX,Common,3000,3000,107000,107000,0.00,,Hist,03/31/1999
DE BEERS CONSOLIDATED MINES,,Common,4800,4800,105000,105000,0.00,,Hist,03/31/1999
JOHNSON CONTROLS INC,JCI,Common,1696,1696,103000,103000,0.00,,Hist,03/31/1999
MOLEX INC,MOLXA,CL A,3750,3750,101000,101000,0.00,,Hist,03/31/1999
NORFOLK SOUTHERN CORP,NSC,Common,2700,2700,101000,101000,0.00,,Hist,03/31/1999
MOOG INC.,MOG.A,Common,2400,2400,101000,101000,0.00,,Hist,03/31/1999
VANGUARD WELLINGTON FUND,VWELX,MUTUAL,3090,3090,97000,97000,0.00,,Hist,03/31/1999
CORUS GROUP PLC,CGA,Common,4000,4000,97000,97000,0.00,,Hist,03/31/1999
UNISYS CORP,UIS,Common,5000,5000,95000,95000,0.00,,Hist,03/31/1999
ROYAL DUTCH PETROLEUM CO,,Common,1600,1600,91000,91000,0.00,,Hist,03/31/1999
KNIGHT RIDDER INC,KRIC,Common,1600,1600,89000,89000,0.00,,Hist,03/31/1999
AMSOUTH BANCORPORATION,ASO,Common,2250,2250,89000,89000,0.00,,Hist,03/31/1999
"TRAVELERS COMPANIES, INC.",TRV,Common,2000,2000,89000,89000,0.00,,Hist,03/31/1999
PPL Corp,PPL,Common,3740,3740,88000,88000,0.00,,Hist,03/31/1999
"CISCO SYSTEMS, INC.",CSCO,Common,1875,1875,85000,85000,0.00,,Hist,03/31/1999
AIR PRODUCTS & CHEMICALS INC /DE/,APD,Common,2000,2000,83000,83000,0.00,,Hist,03/31/1999
AOL LLC,,Common,4800,4800,82000,82000,0.00,,Hist,03/31/1999
EPHRATA NATIONAL BANK,EPNB,Common,2000,2000,82000,82000,0.00,,Hist,03/31/1999
NOKIA CORP,NOK,SPONSORED ADR,3000,3000,81000,81000,0.00,,Hist,03/31/1999
CINCINNATI BELL INC,CBB,Common,2240,2240,80000,80000,0.00,,Hist,03/31/1999
CVS HEALTH Corp,CVS,Common,2054,2054,78000,78000,0.00,,Hist,03/31/1999
DEAN FOODS CO,DF,Common,1275,1275,78000,78000,0.00,,Hist,03/31/1999
CALGON CARBON Corp,CCC,Common,6550,6550,77000,77000,0.00,,Hist,03/31/1999
ALLSTATE CORP,ALL,Common,1676,1676,77000,77000,0.00,,Hist,03/31/1999
VANGUARD WELLESLEY INCOME FUND,VWINX,MUTUAL FUNDS,3355,3355,75000,75000,0.00,,Hist,03/31/1999
COCA COLA AMATIL LTD /FI,CCLAF,Common,9500,9500,75000,75000,0.00,,Hist,03/31/1999
COASTAL CARIBBEAN OILS & MINERALS LTD,COCBF,Common,25000,25000,73000,73000,0.00,,Hist,03/31/1999
PIONEER HI BRED INTERNATIONAL INC,,Common,2244,2244,73000,73000,0.00,,Hist,03/31/1999
SOUTHERN UNION CO,SUG,Common,4627,4627,71000,71000,0.00,,Hist,03/31/1999
PPG INDUSTRIES INC,PPG,Common,1032,1032,70000,70000,0.00,,Hist,03/31/1999
HP INC,HPQ,Common,1100,1100,70000,70000,0.00,,Hist,03/31/1999
VANGUARD INDEX FUNDS,VFINX,mf,689,689,70000,70000,0.00,,Hist,03/31/1999
LIQUI BOX CORP,,Common,1500,1500,69000,69000,0.00,,Hist,03/31/1999
COMMONWEALTH TELEPHONE ENTERPRISES INC /NEW/,CTCO,Common,2400,2400,68000,68000,0.00,,Hist,03/31/1999
WRIGLEY WM JR CO,WWY,Common,825,825,67000,67000,0.00,,Hist,03/31/1999
PHELPS DODGE CORP,PD,Common,1000,1000,65000,65000,0.00,,Hist,03/31/1999
CONAGRA BRANDS INC.,CAG,Common,2000,2000,64000,64000,0.00,,Hist,03/31/1999
FLEETBOSTON FINANCIAL CORP,,Common,1500,1500,64000,64000,0.00,,Hist,03/31/1999
BANKAMERICA CORP,,Common,750,750,62000,62000,0.00,,Hist,03/31/1999
S&P Global Inc.,MHP,Common,1600,1600,61000,61000,0.00,,Hist,03/31/1999
FIRST PACIFIC COMPANY LTD /FI,FPAFF,Common,105267,105267,61000,61000,0.00,,Hist,03/31/1999
"Propimex, S. de R.L. de C.V.",,Common,1500,1500,60000,60000,0.00,,Hist,03/31/1999
IBP INC,,Common,2633,2633,59000,59000,0.00,,Hist,03/31/1999
TOYS R US INC,TOY,Common,1893,1893,57000,57000,0.00,,Hist,03/31/1999
PHARMAKINETICS LABORATORIES INC,,Common,35000,35000,54000,54000,0.00,,Hist,03/31/1999
ANDINA BOTTLING CO INC,AKO.A,Common,2300,2300,53000,53000,0.00,,Hist,03/31/1999
DOW JONES & CO INC,DJ,Common,1000,1000,53000,53000,0.00,,Hist,03/31/1999
GAP INC,GPS,Common,1782,1782,53000,53000,0.00,,Hist,03/31/1999
EMERSON ELECTRIC CO,EMR,Common,800,800,52000,52000,0.00,,Hist,03/31/1999
ACETO CORP,ACET,Common,3300,3300,48000,48000,0.00,,Hist,03/31/1999
CAMPBELL SOUP CO,CPB,Common,800,800,45000,45000,0.00,,Hist,03/31/1999
MARSHALL & ILSLEY CORP/WI/,MI,Common,750,750,44000,44000,0.00,,Hist,03/31/1999
SFN Group Inc.,SFN,Common,1300,1300,44000,44000,0.00,,Hist,03/31/1999
SUNBEAM CORP/FL/,,Common,1000,1000,44000,44000,0.00,,Hist,03/31/1999
"Legg Mason Partners Equity Fund, Inc.",,Common,2307,2307,43000,43000,0.00,,Hist,03/31/1999
AMGEN INC,AMGN,Common,1400,1400,43000,43000,0.00,,Hist,03/31/1999
