NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Unilever NV ADR,COM,904784709,639460,14312004,SH,,SOLE,,13526459,0,785545
US Bancorp,COM,902973304,244,6000,SH,,SOLE,,4000,0,2000
Visa Inc Cl A,COM,92826c839,41360,540796,SH,,SOLE,,462592,0,78204
WABCO Holdings Inc,COM,92927k102,339,3168,SH,,SOLE,,3168,0,0
Wal Mart Stores Inc,COM,931142103,1279,18674,SH,,SOLE,,15870,0,2804
Wells Fargo,COM,949746101,710549,14692910,SH,,SOLE,,13870740,0,822169
JP Morgan Chase & Co WTS Exp 1,WTS,46634e114,3553,200750,SH,,SOLE,,200750,0,0
M&T Bank Corp Wts Exp 12/23/1,WTS,55261f112,3114,82139,SH,,SOLE,,82139,0,0
Wells Fargo WTS Exp 10/28/18,WTS,949746119,3959,253000,SH,,SOLE,,253000,0,0
A P Moller-Maersk A/S,COM,k0514g135,708,554,SH,,SOLE,,529,0,25
Anheuser-Busch InBev,COM,b6399c107,1867,15000,SH,,SOLE,,15000,0,0
BIC,COM,f10080103,3258,21625,SH,,SOLE,,21325,0,300
Bollore,COM,f10659260,117,30000,SH,,SOLE,,30000,0,0
British American Tobacco PLC,COM,g1510j102,299316,5091660,SH,,SOLE,,4895708,0,195952
Chicago Bridge & Iron Co NV,COM,167250109,274,7475,SH,,SOLE,,6475,0,1000
Cir SPA,COM,t28980125,148,125000,SH,,SOLE,,125000,0,0
Compagnie Financiere Richemont,COM,h25662182,754963,11376709,SH,,SOLE,,10785059,0,591650
Diageo PLC,COM,g42089113,251896,9314735,SH,,SOLE,,8845214,0,469521
Groupe Danone,COM,f12033134,264,3700,SH,,SOLE,,3700,0,0
Hanjaya Mandala Sampoerna,COM,y7121z146,204,27500,SH,,SOLE,,27500,0,0
Heineken Holding NV,COM,n39338194,846370,10830034,SH,,SOLE,,10249212,0,580822
Heineken NV,COM,n39427211,4519,49788,SH,,SOLE,,45763,0,4025
Indivior PLC,COM,g4766e108,65,27927,SH,,SOLE,,20327,0,7600
JC Decaux SA ACT,COM,f5333n100,244190,5570228,SH,,SOLE,,5225243,0,344985
Lindt & Spruengli AG - Reg,COM,h49983176,2481,33,SH,,SOLE,,33,0,0
Loreal SA,COM,f58149133,1148,6400,SH,,SOLE,,6220,0,180
LT Group Inc,COM,y5342m100,51,150000,SH,,SOLE,,150000,0,0
Mylan NV,COM,n59465109,250,5395,SH,,SOLE,,5395,0,0
Nestle SA-REG,COM,h57312649,3099,41310,SH,,SOLE,,41000,0,310
Nielsen Holdings PLC ORD,COM,g6518l108,287,5450,SH,,SOLE,,5450,0,0
Pargesa Holding AG - B,COM,h60477207,1190,18601,SH,,SOLE,,18351,0,250
Pernod Ricard,COM,f72027109,660713,5916349,SH,,SOLE,,5611921,0,304428
PZ Cussons PLC,COM,g6850s109,65,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,g74079107,2920,30187,SH,,SOLE,,22462,0,7725
SABMiller PLC,COM,g77395104,111410,1821270,SH,,SOLE,,1726937,0,94333
Swedish Match AB,COM,w92277115,10342,304213,SH,,SOLE,,295413,0,8800
The Swatch Group AG-BR,COM,h83949141,299829,861996,SH,,SOLE,,817693,0,44303
Unilever NV,COM,n8981f271,1683,37500,SH,,SOLE,,37500,0,0
