NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Eaton Vance Sr Income TR SF,SH BEN INT,27826s103,1854,272234,SH,,SOLE,,267234,0,5000
Pimco High Yield Fun-Instl,SH BEN INT,693390841,109,11116,SH,,SOLE,,0,0,11116
Templeton Global Bond FD,SH BEN INT,880208400,262,19684,SH,,SOLE,,19684,0,0
Abbott Labs,COM,002824100,3538,86503,SH,,SOLE,,83400,0,3103
AbbVie Inc,COM,00287Y109,4898,86777,SH,,SOLE,,83400,0,3377
Altria Group Inc,COM,02209s103,299166,7133191,SH,,SOLE,,6820277,0,312914
American Express,COM,025816109,12311,129770,SH,,SOLE,,107170,0,22600
American Intl Group Inc,COM,026874784,327,6000,SH,,SOLE,,6000,0,0
Anheuser-Busch InBev ADR,COM,03524a108,578989,5037319,SH,,SOLE,,4770699,0,266620
Bank Amer Corp,COM,060505104,761,49500,SH,,SOLE,,48500,0,1000
BB&T Corp,COM,054937107,1630,41336,SH,,SOLE,,41336,0,0
Berkshire Hathaway Inc Cl A,COM,084670108,963208,5072,SH,,SOLE,,4782,0,290
Berkshire Hathaway Inc Cl B,COM,084670702,307814,2432159,SH,,SOLE,,2247868,0,184291
BP PLC ADR,COM,055622104,418,7923,SH,,SOLE,,7923,0,0
British Amern Tob PLC ADR,COM,110448107,1643,13799,SH,,SOLE,,13799,0,0
Brown-Forman Corp Cl A,COM,115637100,262938,2847496,SH,,SOLE,,2710458,0,137038
Brown-Forman Corp Cl B,COM,115637209,40706,432258,SH,,SOLE,,395124,0,37134
Carlisle Inc,COM,142339100,788,9100,SH,,SOLE,,9100,0,0
Centerstate BKS FLA Inc,COM,15201p109,123,11004,SH,,SOLE,,11004,0,0
Chevron Corp,COM,166764100,6237,47777,SH,,SOLE,,46670,0,1107
CIE Financiere Richemont-Unsp,COM,204319107,1811,172625,SH,,SOLE,,172625,0,0
Coca-Cola,COM,191216100,8827,208377,SH,,SOLE,,173727,0,34650
Comcast Corp New Cl A,COM,20030n101,1930,35949,SH,,SOLE,,35949,0,0
Comcast Corp Special Cl A,COM,20030n200,252237,4729744,SH,,SOLE,,4449155,0,280589
Conocophillips,COM,20825c104,889,10373,SH,,SOLE,,9773,0,600
Costco Whsl Corp,COM,22160k105,651,5655,SH,,SOLE,,5655,0,0
Crane,COM,224399105,12630,169852,SH,,SOLE,,150842,0,19010
Danone ADR,COM,23636T100,2834,190810,SH,,SOLE,,189560,0,1250
Deere & Co,COM,244199105,2573,28415,SH,,SOLE,,25715,0,2700
Diageo PLC Sponsored ADR,COM,25243q205,53960,423984,SH,,SOLE,,391102,0,32882
Disney Walt Productions,COM,254687106,566,6600,SH,,SOLE,,6500,0,100
Dover Corp,COM,260003108,7151,78630,SH,,SOLE,,67230,0,11400
Du Pont E I De Nemours,COM,263534109,2181,33335,SH,,SOLE,,33335,0,0
Exxon Mobil Corp,COM,30231g102,15521,154166,SH,,SOLE,,143000,0,11166
Fomento Economico Mex Sp ADR,COM,344419106,10354,110560,SH,,SOLE,,93730,0,16830
Fulton Finl Corp,COM,360271100,995,80298,SH,,SOLE,,66298,0,14000
General Dynamics Corp,COM,369550108,350,3000,SH,,SOLE,,3000,0,0
General Electric,COM,369604103,280,10663,SH,,SOLE,,10661,0,2
Goldman Sachs Group Inc,COM,38141g104,6384,38125,SH,,SOLE,,36125,0,2000
Google Inc Cl A,COM,38259p508,600,1026,SH,,SOLE,,976,0,50
Google Inc Cl C,COM,38259p706,582,1011,SH,,SOLE,,961,0,50
Graham Holdings Co,COM,384637104,49034,68283,SH,,SOLE,,65243,0,3039
Heartland Express Inc,COM,422347104,309,14499,SH,,SOLE,,12499,0,2000
Heineken NV Spons ADR,COM,423012301,1903,53012,SH,,SOLE,,53012,0,0
Herman Miller Inc,COM,600544100,10490,346886,SH,,SOLE,,308936,0,37950
Hormel Foods Corp,COM,440452100,5465,110731,SH,,SOLE,,94231,0,16500
I B M,COM,459200101,2095,11555,SH,,SOLE,,10899,0,656
Lamar Advertising Cl A,COM,512815101,1155,21785,SH,,SOLE,,21785,0,0
Markel Corp,COM,570535104,12131,18502,SH,,SOLE,,16797,0,1705
Martin Marietta Materials,COM,573284106,260457,1972412,SH,,SOLE,,1859374,0,113038
Mastercard Inc Cl A,COM,57636q104,726598,9889730,SH,,SOLE,,9352235,0,537495
Mattel Inc,COM,577081102,258,6625,SH,,SOLE,,5125,0,1500
McCormick Inc,COM,579780206,3048,42580,SH,,SOLE,,35780,0,6800
McDonalds Corp,COM,580135101,370,3670,SH,,SOLE,,3545,0,125
Merck Inc,COM,58933Y105,254,4386,SH,,SOLE,,3586,0,800
Microsoft Corp,COM,594918104,2554,61244,SH,,SOLE,,59794,0,1450
Monsanto,COM,61166w101,212,1700,SH,,SOLE,,1300,0,400
Nestle SA-Spons ADR,COM,641069406,1137943,14688902,SH,,SOLE,,13897892,0,791010
Northern Trust Corp,COM,665859104,278,4334,SH,,SOLE,,4334,0,0
Oracle Corp,COM,68389x105,405,10000,SH,,SOLE,,10000,0,0
Pepsico Inc,COM,713448108,3952,44239,SH,,SOLE,,43264,0,975
Pernod-Ricard SA-Unspon ADR,COM,714264207,1514,63025,SH,,SOLE,,63025,0,0
Philip Morris International In,COM,718172109,862002,10224197,SH,,SOLE,,9753625,0,470571
Phillips 66,COM,718546104,219,2720,SH,,SOLE,,2420,0,300
Pioneer Nat Res,COM,723787107,620,2700,SH,,SOLE,,2700,0,0
PNC Bank Corp,COM,693475105,1918,21544,SH,,SOLE,,19044,0,2500
Praxair Inc,COM,74005p104,2092,15750,SH,,SOLE,,14250,0,1500
Precision Castparts Corp,COM,740189105,2821,11175,SH,,SOLE,,10875,0,300
Procter & Gamble,COM,742718109,9571,121787,SH,,SOLE,,107297,0,14490
Progressive Corp Ohio,COM,743315103,511,20133,SH,,SOLE,,20133,0,0
Royal Dutch Shell PLC ADR A,COM,780259206,6475,78605,SH,,SOLE,,66630,0,11975
SABMiller PLC Sponsored ADR,COM,78572m105,1754,30285,SH,,SOLE,,30285,0,0
Schlumberger LTD,COM,806857108,333,2825,SH,,SOLE,,2825,0,0
Scripps Networks Interactive C,COM,811065101,103815,1279458,SH,,SOLE,,1208666,0,70792
Susquehanna Bancshrs Inc,COM,869099101,179,16965,SH,,SOLE,,16965,0,0
Swiss Helvetia FD Inc,COM,870875101,1036,71097,SH,,SOLE,,71097,0,0
Unilever NV ADR,COM,904784709,565000,12911330,SH,,SOLE,,12219166,0,692164
Union Pac Corp,COM,907818108,272,2730,SH,,SOLE,,2730,0,0
Visa Inc Cl A,COM,92826c839,23631,112151,SH,,SOLE,,98141,0,14010
Wal Mart Stores Inc,COM,931142103,1577,21009,SH,,SOLE,,18255,0,2754
Wells Fargo,COM,949746101,769782,14645771,SH,,SOLE,,13845814,0,799957
JP Morgan Chase & Co WTS Exp 1,WTS,46634e114,2914,150750,SH,,SOLE,,150750,0,0
M&T Bank Corp Wts Exp 12/23/1,WTS,55261f112,2509,50000,SH,,SOLE,,50000,0,0
Wells Fargo WTS Exp 10/28/18,WTS,949746119,3836,177750,SH,,SOLE,,177750,0,0
A P Moller-Maersk A/S,COM,k0514g135,1386,589,SH,,SOLE,,564,0,25
Anheuser-Busch InBev,COM,b6399c107,1723,15000,SH,,SOLE,,15000,0,0
Berner Gruppen,COM,r10549104,6648,116554,SH,,SOLE,,114714,0,1840
BIC,COM,f10080103,2934,21450,SH,,SOLE,,21150,0,300
British American Tobacco PLC,COM,g1510j102,283309,4764040,SH,,SOLE,,4562087,0,201953
Chicago Bridge & Iron Co NV,COM,167250109,871,12775,SH,,SOLE,,10575,0,2200
Cir SPA,COM,t28980125,188,125000,SH,,SOLE,,125000,0,0
