Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
Mastercard Inc,MA,CL A,8077802,-273552,1523877000,-335218000,12.65,0.78,Hist,12/31/2018
BERKSHIRE HATHAWAY INC,BRK.A,Common,4417,-138,1351602000,-105998000,11.22,0.27,Hist,12/31/2018
NESTLE SA,NSRGY,Common,14897566,-494760,1206107000,-74535000,10.01,,Hist,12/31/2018
PERNOD RICARD S A /FI,PDRDF,Common,5639552,-209613,923834000,-36131000,7.67,,Hist,12/31/2018
HEINEKEN HOLDING N V,HKHHF,Common,10314562,-272694,869593000,-89581000,7.22,,Hist,12/31/2018
UNILEVER N V,UN,N Y SHS NEW,14322780,-400439,770566000,-47309000,6.40,,Hist,12/31/2018
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,11476544,-167468,733437000,-220209000,6.09,,Hist,12/31/2018
Philip Morris International Inc.,PM,Common,10024100,-277019,669209000,-170744000,5.56,0.64,Hist,12/31/2018
WELLS FARGO & COMPANY/MN,WFC,Common,13341454,-35138,614774000,-88300000,5.10,0.28,Hist,12/31/2018
Anheuser-Busch InBev SA/NV,BUDFF,COM,7799725,-261557,514468000,-189830000,4.27,,Hist,12/31/2018
BERKSHIRE HATHAWAY INC,BRK/B,Common,2485257,-66488,507440000,-38914000,4.21,151.38,Hist,12/31/2018
SWATCH GROUP,SWGAF,Common,1193914,-2675,347226000,-130895000,2.88,,Hist,12/31/2018
MARTIN MARIETTA MATERIALS INC,MLM,Common,1944937,-42343,334276000,-27310000,2.78,3.10,Hist,12/31/2018
DIAGEO PLC,DGEAF,Common,7578148,-325176,269760000,-10469000,2.24,,Hist,12/31/2018
"ALTRIA GROUP, INC.",MO,Common,5331976,-116831,263346000,-65272000,2.19,0.28,Hist,12/31/2018
COMCAST CORP,CMCSA,Common,6779811,-222252,230853000,-17090000,1.92,0.15,Hist,12/31/2018
JCDECAUX SA /FI,JCDXF,Common,7234684,-391694,202788000,-76240000,1.68,,Hist,12/31/2018
BROWN FORMAN CORP,BF.A,CL A,4216925,-78402,199967000,-18236000,1.66,0.88,Hist,12/31/2018
BROWN FORMAN CORP,BF.B,CL B,2419447,-92962,115117000,-11885000,0.96,0.51,Hist,12/31/2018
Alphabet Inc.,GOOG,COM,92570,35219,95866000,27419000,0.80,0.01,Hist,12/31/2018
VISA INC.,V,CL A,584461,-32111,77114000,-15427000,0.64,0.03,Hist,12/31/2018
DIAGEO PLC,DEO,SPON ADR NEW,364056,-26421,51623000,-3696000,0.43,,Hist,12/31/2018
AMERICAN EXPRESS CO,AXP,Common,163749,-13697,15609000,-3287000,0.13,0.02,Hist,12/31/2018
MEXICAN ECONOMIC DEVELOPMENT INC,FMX,ADR,152995,-9407,13165000,-2908000,0.11,,Hist,12/31/2018
EXXON MOBIL CORP,XOM,Common,151616,-3332,10339000,-2835000,0.09,0.00,Hist,12/31/2018
GROUPE DANONE,DANOY,ADR,731449,-97521,10286000,-2558000,0.09,,Hist,12/31/2018
SWEDISH MATCH CORP,SWMAF,Common,245445,-12950,9665000,-3555000,0.08,,Hist,12/31/2018
MARKEL CORP,MKL,Common,7920,-80,8221000,-1287000,0.07,0.06,Hist,12/31/2018
CRANE CO /DE/,CR,Common,106993,-9525,7723000,-3737000,0.06,0.18,Hist,12/31/2018
OUTFRONT Media Inc.,OUT,COM,410326,-47670,7435000,-1702000,0.06,0.29,Hist,12/31/2018
HORMEL FOODS CORP /DE/,HRL,Common,155373,-4650,6631000,326000,0.06,0.03,Hist,12/31/2018
MILLER HERMAN INC,MLHR,Common,183216,-7050,5542000,-1764000,0.05,0.31,Hist,12/31/2018
COCA COLA CO,KO,Common,116923,-2385,5536000,25000,0.05,0.00,Hist,12/31/2018
Vulcan Materials CO,VMC,Common,53800,-1615,5315000,-847000,0.04,0.04,Hist,12/31/2018
MCCORMICK & CO INC,MKC,Common,30855,-1950,4296000,-26000,0.04,0.02,Hist,12/31/2018
PROCTER & GAMBLE Co,PG,Common,45511,-1928,4183000,235000,0.03,0.00,Hist,12/31/2018
HEINEKEN N V/ /FI,HINKF,Common,45988,0,4058000,-256000,0.03,,Hist,12/31/2018
Anheuser-Busch InBev SA Restri,,COM,51983,0,3428000,-1113000,0.03,,Hist,12/31/2018
NESTLE SA /FI,NSRGF,Common,41000,0,3319000,-115000,0.03,,Hist,12/31/2018
DOVER Corp,DOV,Common,44691,-5600,3171000,-1281000,0.03,0.03,Hist,12/31/2018
PEPSICO INC,PEP,Common,27921,-4054,3085000,-490000,0.03,0.00,Hist,12/31/2018
DowDuPont Inc.,DWDP,Common Stock,47724,93,2552000,-511000,0.02,0.00,Hist,12/31/2018
Royal Dutch Shell plc,RDS.A,SPONS ADR A,38945,-1105,2269000,-460000,0.02,,Hist,12/31/2018
BIC CORP,BICEF,Common,22055,0,2248000,228000,0.02,,Hist,12/31/2018
"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Common,18168,-1400,2124000,-541000,0.02,0.00,Hist,12/31/2018
UNILEVER NV-CVA,UNLNF,COM,39000,0,2114000,-59000,0.02,,Hist,12/31/2018
LINDT & SPRUENGLI AG-REG,LDSRF,Common,26,0,1933000,-210000,0.02,,Hist,12/31/2018
Alphabet Inc.,GOOGL,COM,1813,-58,1895000,-363000,0.02,0.00,Hist,12/31/2018
FULTON FINANCIAL CORP,FULT,Common,120154,0,1860000,-141000,0.02,0.07,Hist,12/31/2018
RECKITT BENCKISER GROUP PLC,RBGPF,Common,23732,-985,1817000,-444000,0.02,,Hist,12/31/2018
EATON VANCE SENIOR INCOME TRUST,EVF,Common,296926,2423,1782000,-118000,0.01,,Hist,12/31/2018
PERNOD RICARD S A /FI,PDRDY,COM,48424,-6841,1586000,-228000,0.01,,Hist,12/31/2018
AbbVie Inc.,ABBV,COM,13966,0,1288000,-33000,0.01,0.00,Hist,12/31/2018
BANK OF AMERICA CORP /DE/,BAC,Common,48975,-1000,1207000,-265000,0.01,0.00,Hist,12/31/2018
JPMORGAN CHASE & CO,JPM,Common,12000,480,1171000,-129000,0.01,0.00,Hist,12/31/2018
HEINEKEN NV /ADR/,HEINY,FOREIGN,26512,-14665,1170000,-761000,0.01,,Hist,12/31/2018
CHEVRON CORP,CVX,Common,10663,0,1160000,-144000,0.01,0.00,Hist,12/31/2018
LOREAL,LRLCF,COM,4680,0,1076000,-53000,0.01,,Hist,12/31/2018
COSTCO WHOLESALE CORP /NEW,COST,Common,5227,0,1065000,-163000,0.01,0.00,Hist,12/31/2018
Kraft Heinz Co,KHC,COM,23940,405,1030000,-267000,0.01,0.00,Hist,12/31/2018
ABBOTT LABORATORIES,ABT,Common,13960,0,1010000,-14000,0.01,0.00,Hist,12/31/2018
PARGESA HOLDING SA,PRGAF,Common,11776,0,846000,-105000,0.01,,Hist,12/31/2018
M&T BANK CORP,MTB,Common,4529,4529,648000,648000,0.01,0.00,Hist,12/31/2018
COMPAGNIE FINANCIERE DE PARIBAS,CFRUY,FOREIGN,97895,-133125,626000,-1266000,0.01,,Hist,12/31/2018
LAMAR ADVERTISING CO/NEW,LAMR,Common,8756,-2689,606000,-284000,0.01,0.01,Hist,12/31/2018
MCDONALDS CORP,MCD,Common,2965,0,526000,30000,0.00,0.00,Hist,12/31/2018
Walt Disney Co,DIS,Common,4468,0,490000,-32000,0.00,0.00,Hist,12/31/2018
WAL MART STORES INC,WMT,Common,5055,0,471000,-4000,0.00,0.00,Hist,12/31/2018
BB&T CORP,BBT,Common,10116,-501,438000,-77000,0.00,0.00,Hist,12/31/2018
LT Group Inc,,COM,1250000,250000,395000,128000,0.00,,Hist,12/31/2018
MICROSOFT CORP,MSFT,Common,3795,0,385000,-49000,0.00,0.00,Hist,12/31/2018
O REILLY AUTOMOTIVE INC,ORLY,COM,1000,0,344000,-3000,0.00,0.00,Hist,12/31/2018
PIONEER NATURAL RESOURCES CO,PXD,Common,2600,0,342000,-111000,0.00,0.00,Hist,12/31/2018
APPLE INC,AAPL,Common,2095,-500,330000,-256000,0.00,0.00,Hist,12/31/2018
Apergy Corp,APY,COMMON STOCK,11737,-2775,318000,-314000,0.00,0.02,Hist,12/31/2018
UNION PACIFIC CORP,UNP,Common,1910,0,264000,-47000,0.00,0.00,Hist,12/31/2018
GROUPE DANONE,GPDNF,COM,3275,0,230000,-24000,0.00,,Hist,12/31/2018
