NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Anheuser-Busch InBev SA,COM,B639CJ108,676038,8053414,SH,,SOLE,,7648498,0,404916
Anheuser-Busch InBev SA Restri,COM,b639cj116,4363,51983,SH,,SOLE,,51983,0,0
BIC,COM,F10080103,1982,22215,SH,,SOLE,,21780,0,435
Bollore,COM,F10659260,136,30000,SH,,SOLE,,30000,0,0
Cir SPA,COM,T28980125,153,125000,SH,,SOLE,,125000,0,0
Compagnie Financiere Richemont,COM,H25662182,794297,10904881,SH,,SOLE,,10381280,0,523601
Davide Campari-Milano SPA,COM,T3490M150,130,13280,SH,,SOLE,,13280,0,0
Diageo PLC,COM,G42089113,255575,6250344,SH,,SOLE,,5979970,0,270374
Groupe Danone,COM,F12033134,248,3215,SH,,SOLE,,3215,0,0
Hanjaya Mandala Sampoerna,COM,Y7121Z146,181,687500,SH,,SOLE,,687500,0,0
Heineken Holding NV,COM,N39338194,968894,9662797,SH,,SOLE,,9201875,0,460922
Heineken NV,COM,N39427211,4858,45988,SH,,SOLE,,43088,0,2900
JC Decaux SA ACT,COM,F5333N100,210432,6910347,SH,,SOLE,,6548490,0,361857
Lindt & Spruengli AG - Reg,COM,H49983176,2034,26,SH,,SOLE,,26,0,0
Loreal SA,COM,F58149133,1351,5018,SH,,SOLE,,4838,0,180
LT Group Inc,COM,Y5342M100,383,1250000,SH,,SOLE,,1250000,0,0
Nestle SA-REG,COM,H57312649,3912,41054,SH,,SOLE,,41054,0,0
Pargesa Holding AG - B,COM,H60477207,903,11526,SH,,SOLE,,11526,0,0
Pernod Ricard,COM,F72027109,943816,5253465,SH,,SOLE,,5021352,0,232113
PZ Cussons PLC,COM,G6850S109,38,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,G74079107,1897,22807,SH,,SOLE,,15807,0,7000
Roche Holding AG,COM,H69293217,213,775,SH,,SOLE,,775,0,0
Shiseido Co Ltd,COM,J74358144,253,3500,SH,,SOLE,,3500,0,0
Swedish Match AB,COM,W92277115,12405,242790,SH,,SOLE,,241515,0,1275
The Swatch Group AG-BR,COM,H83949141,332938,1163414,SH,,SOLE,,1112286,0,51128
Unilever NV,COM,N8981F271,2274,39105,SH,,SOLE,,39105,0,0
