Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
SWEDISH MATCH CORP,SWMAF,Common,450370,450370,14985000,14985000,0.30,,Hist,03/31/2011
MILLER HERMAN INC,MLHR,Common,511911,-80530,14072000,-917000,0.28,,Hist,03/31/2011
PROCTER & GAMBLE Co,PG,Common,181756,-13850,11196000,-1387000,0.22,,Hist,03/31/2011
MARKEL CORP,MKL,Common,24679,-4495,10228000,-804000,0.21,,Hist,03/31/2011
GOLDMAN SACHS GROUP INC,GS,Common,61250,2550,9714000,-157000,0.19,,Hist,03/31/2011
CRANE CO /DE/,CR,Common,193597,-1500,9376000,1363000,0.19,,Hist,03/31/2011
PEPSICO INC,PEP,Common,127588,3176,8218000,90000,0.16,,Hist,03/31/2011
BROWN FORMAN CORP,BF.B,CL B,111062,-5989,7586000,-563000,0.15,,Hist,03/31/2011
CHEVRON CORP,CVX,Common,68276,434,7339000,1148000,0.15,,Hist,03/31/2011
HORMEL FOODS CORP /DE/,HRL,Common,245366,114533,6831000,125000,0.14,,Hist,03/31/2011
MCCORMICK & CO INC,MKC,Common,141800,-3200,6782000,35000,0.14,,Hist,03/31/2011
MEXICAN ECONOMIC DEVELOPMENT INC,FMX,ADR,90250,625,5298000,286000,0.11,,Hist,03/31/2011
HEINEKEN N V/ /FI,HINKF,Common,90203,90203,4935000,4935000,0.10,,Hist,03/31/2011
STAPLES INC,SPLS,Common,240280,-13700,4666000,-1117000,0.09,0.03,Hist,03/31/2011
AMERICAN EXPRESS CO,AXP,Common,92400,-350,4176000,195000,0.08,,Hist,03/31/2011
MICROSOFT CORP,MSFT,Common,161997,-32750,4113000,-1322000,0.08,0.00,Hist,03/31/2011
LEUCADIA NATIONAL CORP,LUK,Common,106200,-22486,3987000,232000,0.08,,Hist,03/31/2011
COCA COLA CO,KO,Common,58811,-1150,3902000,-42000,0.08,,Hist,03/31/2011
Royal Dutch Shell plc,RDS.A,SPONS ADR A,52294,-1700,3810000,204000,0.08,,Hist,03/31/2011
AMERICAN TOWER CORP /MA/,AMT,Common,71400,0,3700000,13000,0.07,,Hist,03/31/2011
VISA INC.,V,CL A,49350,24300,3633000,1870000,0.07,,Hist,03/31/2011
PARGESA HOLDING SA,PRGAF,Common,37475,37475,3605000,3605000,0.07,,Hist,03/31/2011
PRAXAIR INC,PX,Common,34675,0,3523000,213000,0.07,,Hist,03/31/2011
GROUPE DANONE,DANOY,ADR,224800,224800,2941000,2941000,0.06,,Hist,03/31/2011
PROGRESSIVE CORP/OH/,PGR,Common,128129,-6385,2707000,34000,0.05,,Hist,03/31/2011
BIC CORP,BICEF,Common,29150,29150,2595000,2595000,0.05,,Hist,03/31/2011
CARLISLE COMPANIES INC,CSL,Common,51634,-13004,2300000,-269000,0.05,,Hist,03/31/2011
DOVER Corp,DOV,Common,34950,-400,2298000,232000,0.05,0.02,Hist,03/31/2011
CONOCOPHILLIPS,COP,Common,23991,-40,1916000,279000,0.04,,Hist,03/31/2011
COSTCO WHOLESALE CORP /NEW,COST,Common,25780,0,1890000,28000,0.04,,Hist,03/31/2011
INTERNATIONAL BUSINESS MACHINES CORP,IBM,Common,11147,1547,1818000,409000,0.04,,Hist,03/31/2011
A P MOLLER-MAERSK A/S,AMKAF,Common,166,166,1528000,1528000,0.03,,Hist,03/31/2011
WAL MART STORES INC,WMT,Common,24078,-194,1253000,-56000,0.03,,Hist,03/31/2011
LINDT & SPRUENGLI AG-REG,LDSRF,Common,36,36,1175000,1175000,0.02,,Hist,03/31/2011
FULTON FINANCIAL CORP,FULT,Common,101720,-6820,1130000,8000,0.02,,Hist,03/31/2011
JPMORGAN CHASE & CO,JPM,Common,24200,5900,1116000,340000,0.02,,Hist,03/31/2011
HEINEKEN NV /ADR/,HINKY,Common,40762,40762,1115000,1115000,0.02,,Hist,03/31/2011
"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Common,17274,8200,1088000,537000,0.02,,Hist,03/31/2011
"CISCO SYSTEMS, INC.",CSCO,Common,63450,0,1088000,-196000,0.02,,Hist,03/31/2011
DEERE & CO,DE,Common,10300,225,998000,161000,0.02,,Hist,03/31/2011
EATON VANCE SENIOR INCOME TRUST,EVF,Common,136239,14611,992000,121000,0.02,,Hist,03/31/2011
GENERAL DYNAMICS CORP,GD,Common,12900,3650,988000,332000,0.02,,Hist,03/31/2011
PRECISION CASTPARTS CORP,PCP,Common,6600,0,971000,52000,0.02,,Hist,03/31/2011
SABMILLER PLC/FI,SBMRY,Common,27100,27100,959000,959000,0.02,,Hist,03/31/2011
DUPONT E I DE NEMOURS & CO,DD,Common,17184,66,945000,91000,0.02,,Hist,03/31/2011
APTARGROUP INC,ATR,Common,17884,0,897000,46000,0.02,,Hist,03/31/2011
VORNADO REALTY TRUST,VNO,SH BEN INT,10000,0,875000,42000,0.02,,Hist,03/31/2011
PERNOD RICARD S A /FI,PDRDY,COM,45655,45655,854000,854000,0.02,,Hist,03/31/2011
JOHNSON & JOHNSON,JNJ,Common,13151,-1485,779000,-126000,0.02,,Hist,03/31/2011
COMCAST CORP,CMCSA,Common,29986,0,741000,82000,0.01,,Hist,03/31/2011
BB&T CORP,BBT,Common,25150,0,690000,29000,0.01,,Hist,03/31/2011
PIONEER NATURAL RESOURCES CO,PXD,Common,6500,0,662000,98000,0.01,,Hist,03/31/2011
SCHLUMBERGER LIMITED/NV,SLB,Common,6575,0,613000,64000,0.01,,Hist,03/31/2011
Walt Disney Co,DIS,Common,14175,0,611000,79000,0.01,0.00,Hist,03/31/2011
Vulcan Materials CO,VMC,Common,13300,0,606000,16000,0.01,,Hist,03/31/2011
MCDONALDS CORP,MCD,Common,7710,-250,587000,-24000,0.01,,Hist,03/31/2011
MATTEL INC /DE/,MAT,Common,22625,-200,564000,-16000,0.01,,Hist,03/31/2011
ANGLO AMERICAN PLC,AAUKF,Common,10500,10500,540000,540000,0.01,,Hist,03/31/2011
BAT INDUSTRIES PLC /FI,BTI,Common,5975,5975,484000,484000,0.01,,Hist,03/31/2011
3M CO,MMM,Common,4475,0,418000,32000,0.01,,Hist,03/31/2011
HEARTLAND EXPRESS INC,HTLD,Common,22965,0,403000,35000,0.01,,Hist,03/31/2011
BP PLC,BP,SPONSORED ADR,8510,24,376000,1000,0.01,,Hist,03/31/2011
DANAHER CORP /DE/,DHR,Common,7012,7012,364000,364000,0.01,0.00,Hist,03/31/2011
GENERAL ELECTRIC CO,GE,Common,18125,-395,363000,24000,0.01,,Hist,03/31/2011
AES CORP,AES,Common,27300,0,355000,22000,0.01,,Hist,03/31/2011
SCOTTS MIRACLE-GRO CO,SMG,CL A,5625,0,325000,39000,0.01,,Hist,03/31/2011
RECKITT BENCKISER GROUP PLC,RBGPF,Common,5600,5600,287000,287000,0.01,,Hist,03/31/2011
"SWISS HELVETIA FUND, INC.",SWZ,Common,20000,0,276000,5000,0.01,,Hist,03/31/2011
GOOGLE INC.,GOOG,CL A,470,470,276000,276000,0.01,,Hist,03/31/2011
NORTHERN TRUST CORP,NTRS,Common,5000,0,254000,-23000,0.01,,Hist,03/31/2011
BARRY CALLEBAUT AG,BYCBF,Common,300,300,246000,246000,0.00,,Hist,03/31/2011
LAMAR ADVERTISING CO/NEW,LAMR,Common,6625,0,245000,-19000,0.00,,Hist,03/31/2011
YUM BRANDS INC,YUM,Common,4700,300,241000,77000,0.00,,Hist,03/31/2011
AT&T CORP,T,Common,7853,-300,240000,0,0.00,,Hist,03/31/2011
IMPERIAL TOBACCO GROUP PLC,ITYBF,Common,7750,7750,239000,239000,0.00,,Hist,03/31/2011
SUNCOR ENERGY INC,SU,COM,5300,5300,237000,237000,0.00,,Hist,03/31/2011
MONSANTO CO /NEW/,MON,Common,3190,-175,231000,-3000,0.00,,Hist,03/31/2011
ROCHE HOLDING LTD,RHHBY,Common,1575,1575,226000,226000,0.00,,Hist,03/31/2011
LEXINGTON REALTY TRUST,LXP,Common,23957,0,224000,34000,0.00,,Hist,03/31/2011
OCCIDENTAL PETROLEUM CORP /DE/,OXY,Common,2125,2125,222000,222000,0.00,,Hist,03/31/2011
"Merck & Co., Inc.",MRK,COM,6586,0,217000,-20000,0.00,0.00,Hist,03/31/2011
Unum Group,UNM,Common,7650,-1600,201000,0,0.00,,Hist,03/31/2011
SUSQUEHANNA BANCSHARES INC,SUSQ,Common,19581,0,183000,-7000,0.00,,Hist,03/31/2011
WAL MART DE MEXICO SA DE CV /FI,WMMVF,Common,22650,22650,68000,68000,0.00,,Hist,03/31/2011
TigerLogic CORP,TIGR,COM,10000,0,45000,-3000,0.00,,Hist,03/31/2011
TIME WARNER INC.,TWX,COM,0,-7715,0,-248000,0.00,0.00,Hist,03/31/2011
