Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
"ALTRIA GROUP, INC.",MO,Common,3772202,75636,278049000,-238741909000,,,Hist,09/30/2005
BERKSHIRE HATHAWAY INC,BRK.A,Common,3123,132,256086000,-249492414000,,,Hist,09/30/2005
NESTLE SA,NSRGY,Common,3039571,163074,223621000,-183699597000,,,Hist,09/30/2005
MARTIN MARIETTA MATERIALS INC,MLM,Common,2157143,22386,169249000,-147385155000,,,Hist,09/30/2005
HEINEKEN HOLDING N V,HKHHF,Common,5600794,159268,165784000,-151979283000,,,Hist,09/30/2005
WELLS FARGO & COMPANY/MN,WFC,Common,2394737,72128,140260000,-142886002000,,,Hist,09/30/2005
COMCAST CORP,CMCSK,Common,4703032,99525,135353000,-137739682000,,,Hist,09/30/2005
E.W. SCRIPPS Co,SSP,Common,2589712,63723,129408000,-123138855000,,,Hist,09/30/2005
Graham Holdings Co,WPO,Cl B,161143,5144,129317000,-130134528000,,,Hist,09/30/2005
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Common,3221480,27946,128215000,-107206463000,,,Hist,09/30/2005
TELEGRAAF MEDIA GROEP NV,TGRAF,Common,5089955,38174,124399000,-111166336000,,,Hist,09/30/2005
AMERICAN INTERNATIONAL GROUP INC,AIG,Common,2003440,82042,124133000,-111509091000,,,Hist,09/30/2005
UST INC,UST,Common,2642113,79432,110599000,-116901415000,,,Hist,09/30/2005
H&R BLOCK INC,HRB,Common,4195795,2085952,100615000,-123008724000,,,Hist,09/30/2005
HASBRO INC,HAS,Common,4718903,87472,92726000,-96194724000,,,Hist,09/30/2005
BROWN FORMAN CORP,BF.A,CL A,1492321,27475,92151000,-93657993000,,,Hist,09/30/2005
DIAGEO PLC,DGEAF,Common,6145431,193085,88617000,-87768010000,,,Hist,09/30/2005
CITIGROUP INC,C,Common,1923760,61252,87570000,-86016175000,,,Hist,09/30/2005
MCCLATCHY CO,MNI,CL A,1229402,121031,80194000,-72451604000,,,Hist,09/30/2005
CADBURY PUBLIC LTD CO,CSGWF,Common,6471950,326855,65496000,-58681612000,,,Hist,09/30/2005
"Mondelez International, Inc.",KFT,Common,2095045,55500,64087000,-64813839000,,,Hist,09/30/2005
UNILEVER N V,UN,N Y SHS NEW,881706,56458,62998000,-53437830000,,,Hist,09/30/2005
PERNOD RICARD S A /FI,PDRDF,Common,349243,22428,61914000,-52146782000,,,Hist,09/30/2005
BERKSHIRE HATHAWAY INC,BRK.B,CL B,19222,788,52495000,-51258544000,,,Hist,09/30/2005
SCHWEITZER MAUDUIT INTERNATIONAL INC,SWM,Common,1878618,20186,41931000,-57811057000,,,Hist,09/30/2005
INTERNATIONAL SPEEDWAY CORP,ISCA,Common,598965,67367,31428000,-29865644000,,,Hist,09/30/2005
PROGRESSIVE CORP/OH/,PGR,Common,273208,3000,28624000,-26670628000,,,Hist,09/30/2005
DIAGEO PLC,DEO,SPON ADR NEW,445344,56700,25834000,-23020755000,,,Hist,09/30/2005
MARKEL CORP,MKL,Common,75368,268,24909000,-25433991000,,,Hist,09/30/2005
EXXON MOBIL CORP,XOM,Common,356745,-16529,22668000,-21429389000,,,Hist,09/30/2005
MILLER HERMAN INC,MLHR,Common,693025,6233,20999000,-21159666000,,,Hist,09/30/2005
BROWN FORMAN CORP,BF.B,CL B,345403,15913,20565000,-19900400000,,,Hist,09/30/2005
INTERNATIONAL SPEEDWAY CORP,ISCB,Common,369312,11065,19020000,-20150286000,,,Hist,09/30/2005
KONINKLIJKE WEGENER NV,KWEGF,Common,1439415,-51600,18237000,-17933584000,,,Hist,09/30/2005
ABBOTT LABORATORIES,ABT,Common,424752,-95,18009000,-20803742000,,,Hist,09/30/2005
HORMEL FOODS CORP /DE/,HRL,Common,542186,5636,17887000,-15719125000,,,Hist,09/30/2005
FEDERAL HOME LOAN MORTGAGE CORP,FRE,Common,267469,44117,15101000,-14554150000,,,Hist,09/30/2005
TEGNA INC,GCI,Common,190912,10600,13140000,-12812453000,,,Hist,09/30/2005
AVISHUSET DAGBLADET,ASVHF,Common,116554,629,11683000,-11512421000,,,Hist,09/30/2005
GENERAL ELECTRIC CO,GE,Common,322537,-9055,10860000,-11478803000,,,Hist,09/30/2005
SWEDISH MATCH CORP,SWMAF,Common,883875,-30250,10580000,-10392163000,,,Hist,09/30/2005
SCOTTS MIRACLE-GRO CO,SMG,CL A,116035,-33863,10203000,-10664034000,,,Hist,09/30/2005
PEPSICO INC,PEP,Common,168472,3060,9554000,-8911115000,,,Hist,09/30/2005
"Santander Holdings USA, Inc.",SOV,Common,428071,427000,9435000,-14491000,,,Hist,09/30/2005
ENCANA CORP,ECA,Common,154500,-9504,9009000,-6483909000,,,Hist,09/30/2005
PHILIP MORRIS CR AS,TBKSF,Common,11573,395,8949000,-7977285000,,,Hist,09/30/2005
DEVON ENERGY CORP/DE,DVN,Common,130000,-30000,8923000,-8099877000,,,Hist,09/30/2005
Vulcan Materials CO,VMC,Common,106650,950,7914000,-6861529000,,,Hist,09/30/2005
"ANHEUSER-BUSCH COMPANIES, LLC",BUD,Common,181963,1172,7832000,-8263356000,,,Hist,09/30/2005
JOHNSON & JOHNSON,JNJ,Common,123135,-7065,7792000,-8455208000,,,Hist,09/30/2005
CANADIAN OIL SANDS TRUST /FI,COS.UN,Common,68000,0,7453000,-4962667000,,,Hist,09/30/2005
WACHOVIA CORP NEW,WB,Common,151685,466,7219000,-7493243000,,,Hist,09/30/2005
