Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
NESTLE SA,NSRGY,Common,4070878,-11744,460538000,-49953000,10.28,,Hist,06/30/2008
BERKSHIRE HATHAWAY INC,BRK.A,Common,3530,-9,426248000,-45855000,9.52,,Hist,06/30/2008
Philip Morris International Inc.,PM,Common,6176961,431876,305080000,14494000,6.81,,Hist,06/30/2008
HEINEKEN HOLDING N V,HKHHF,Common,6590677,58251,302512000,-26396000,6.75,,Hist,06/30/2008
MARTIN MARIETTA MATERIALS INC,MLM,Common,2032071,13937,210502000,-3763000,4.70,,Hist,06/30/2008
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRUF,Common,3471688,31988,193651000,546000,4.32,,Hist,06/30/2008
COMCAST CORP,CMCSK,Common,9942989,-1234,186530000,-2112000,4.16,,Hist,06/30/2008
UST INC,UST,Common,3261964,-15365,178136000,-544000,3.98,,Hist,06/30/2008
WELLS FARGO & COMPANY/MN,WFC,Common,6987965,30202,165964000,-36507000,3.71,,Hist,06/30/2008
E.W. SCRIPPS Co,SSP,Common,3218746,-12249,133707000,-2027000,2.99,,Hist,06/30/2008
BROWN FORMAN CORP,BF.A,CL A,1680133,-2057,127741000,11266000,2.85,,Hist,06/30/2008
DIAGEO PLC,DGEAF,Common,6790089,-19870,124938000,-12555000,2.79,,Hist,06/30/2008
"ALTRIA GROUP, INC.",MO,Common,6041572,296487,124215000,-3326000,2.77,,Hist,06/30/2008
PERNOD RICARD S A /FI,PDRDF,Common,1131767,23652,116334000,2198000,2.60,,Hist,06/30/2008
Graham Holdings Co,WPO,Cl B,197523,2186,115926000,-13289000,2.59,,Hist,06/30/2008
TELEGRAAF MEDIA GROEP NV,TGRAF,Common,3452094,-529797,112849000,-16204000,2.52,,Hist,06/30/2008
UNILEVER N V,UN,N Y SHS NEW,3771180,-11639,107102000,-20492000,2.39,,Hist,06/30/2008
AMERICAN INTERNATIONAL GROUP INC,AIG,Common,3983999,189180,105417000,-58709000,2.35,,Hist,06/30/2008
BERKSHIRE HATHAWAY INC,BRK.B,CL B,24462,435,98142000,-9328000,2.19,,Hist,06/30/2008
CADBURY PUBLIC LTD CO,CSGWF,COM,7198138,7198138,90769000,90769000,2.03,,Hist,06/30/2008
HASBRO INC,HAS,Common,2263949,-800919,80868000,-4642000,1.81,,Hist,06/30/2008
H&R BLOCK INC,HRB,Common,3182201,-163747,68099000,-1363000,1.52,,Hist,06/30/2008
"Mondelez International, Inc.",KFT,Common,1724656,-31959,49066000,-5407000,1.10,,Hist,06/30/2008
MCCLATCHY CO,MNI,CL A,5199180,-2435,35250000,-20407000,0.79,,Hist,06/30/2008
SABMILLER PLC/FI,SBMRF,Common,1461275,1218275,33522000,28191000,0.75,,Hist,06/30/2008
DIAGEO PLC,DEO,SPON ADR NEW,436160,7075,32219000,-2674000,0.72,,Hist,06/30/2008
INTERNATIONAL SPEEDWAY CORP,ISCA,Common,777377,-25014,30341000,-2718000,0.68,,Hist,06/30/2008
MARKEL CORP,MKL,Common,70009,-1221,25693000,-5646000,0.57,,Hist,06/30/2008
MILLER HERMAN INC,MLHR,Common,997456,-5800,24827000,177000,0.55,,Hist,06/30/2008
SCHWEITZER MAUDUIT INTERNATIONAL INC,SWM,Common,1374825,-9494,23166000,-8867000,0.52,,Hist,06/30/2008
EXXON MOBIL CORP,XOM,Common,254535,-12625,22432000,-164000,0.50,,Hist,06/30/2008
ABBOTT LABORATORIES,ABT,Common,418031,0,22143000,-911000,0.49,,Hist,06/30/2008
BROWN FORMAN CORP,BF.B,CL B,255545,-2625,19312000,2216000,0.43,,Hist,06/30/2008
CANADIAN OIL SANDS TRUST /FI,COS.UN,Common,280000,-20000,15030000,2994000,0.34,,Hist,06/30/2008
AVISHUSET DAGBLADET,ASVHF,Common,116354,0,14860000,-16000,0.33,,Hist,06/30/2008
HORMEL FOODS CORP /DE/,HRL,Common,412525,-7700,14277000,-3230000,0.32,,Hist,06/30/2008
SWEDISH MATCH CORP,SWMAF,Common,672125,-11525,13785000,-1132000,0.31,,Hist,06/30/2008
INTERNATIONAL SPEEDWAY CORP,ISCB,Common,335348,-3650,13162000,-618000,0.29,,Hist,06/30/2008
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,289320,-4500,10019000,-1020000,0.22,,Hist,06/30/2008
PARGESA HOLDING SA,PRGAF,Common,88050,-1675,9832000,-179000,0.22,,Hist,06/30/2008
PROGRESSIVE CORP/OH/,PGR,Common,507288,-29150,9496000,875000,0.21,,Hist,06/30/2008
CRANE CO /DE/,CR,Common,212324,0,8181000,-386000,0.18,,Hist,06/30/2008
"ANHEUSER-BUSCH COMPANIES, LLC",BUD,Common,126551,-1120,7861000,1803000,0.18,,Hist,06/30/2008
PEPSICO INC,PEP,Common,111445,-12502,7087000,-1862000,0.16,,Hist,06/30/2008
JCDECAUX SA /FI,JCDXF,Common,273325,23225,6970000,-390000,0.16,,Hist,06/30/2008
GROUPE DANONE,GDNNY,SPONSORED ADR,455250,-1500,6398000,-1801000,0.14,,Hist,06/30/2008
Royal Dutch Shell plc,RDS.A,SPONS ADR A,74294,-150,6071000,936000,0.14,,Hist,06/30/2008
GENERAL ELECTRIC CO,GE,Common,217368,13700,5802000,-1736000,0.13,,Hist,06/30/2008
ENCANA CORP,ECA,Common,61750,-11350,5615000,78000,0.13,,Hist,06/30/2008
ARMSTRONG WORLD INDUSTRIES INC,AWI,Common,188149,-8501,5498000,-1515000,0.12,,Hist,06/30/2008
TAMEDIA AG,TDAAF,Common,38825,-450,5328000,811000,0.12,,Hist,06/30/2008
