Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
BERKSHIRE HATHAWAY INC,BRK.A,Common,3292,128,326566000,7002000,16.59,,Hist,12/31/2009
Philip Morris International Inc.,PM,Common,6354568,208850,306227000,6685000,15.56,,Hist,12/31/2009
COMCAST CORP,CMCSK,Common,9709005,-167151,155441000,-3368000,7.90,,Hist,12/31/2009
MARTIN MARIETTA MATERIALS INC,MLM,Common,1682615,-10431,150443000,-5436000,7.64,,Hist,12/31/2009
WELLS FARGO & COMPANY/MN,WFC,Common,5457444,-718681,147296000,-26747000,7.48,,Hist,12/31/2009
"ALTRIA GROUP, INC.",MO,Common,6552465,150685,128625000,14609000,6.53,,Hist,12/31/2009
UNILEVER N V,UN,N Y SHS NEW,3700452,288904,119636000,21179000,6.08,,Hist,12/31/2009
"Scripps Networks Interactive, Inc.",SNI,Common,2526543,-18632,104852000,10808000,5.33,,Hist,12/31/2009
BROWN FORMAN CORP,BF.A,CL A,1462781,4762,82413000,7952000,4.19,,Hist,12/31/2009
Graham Holdings Co,WPO,Cl B,184177,-3256,80964000,-6770000,4.11,,Hist,12/31/2009
HASBRO INC,HAS,Common,1044068,-5863,33473000,4337000,1.70,,Hist,12/31/2009
DIAGEO PLC,DEO,SPON ADR NEW,476611,18955,33082000,4941000,1.68,,Hist,12/31/2009
Mastercard Inc,MA,CL A,87795,6225,22474000,5985000,1.14,,Hist,12/31/2009
ABBOTT LABORATORIES,ABT,Common,362185,-202125,19554000,-8362000,0.99,,Hist,12/31/2009
PROCTER & GAMBLE Co,PG,Common,269012,-35,16310000,727000,0.83,,Hist,12/31/2009
MARKEL CORP,MKL,Common,39770,-2344,13522000,-368000,0.69,,Hist,12/31/2009
EXXON MOBIL CORP,XOM,Common,190927,25674,13019000,1681000,0.66,,Hist,12/31/2009
HORMEL FOODS CORP /DE/,HRL,Common,327499,-4198,12592000,810000,0.64,,Hist,12/31/2009
MILLER HERMAN INC,MLHR,Common,763306,-40050,12205000,-1380000,0.62,,Hist,12/31/2009
BROWN FORMAN CORP,BF.B,CL B,182120,-1405,9756000,906000,0.50,,Hist,12/31/2009
PEPSICO INC,PEP,Common,127952,-14673,7779000,-587000,0.40,,Hist,12/31/2009
CRANE CO /DE/,CR,Common,188047,200,5758000,910000,0.29,,Hist,12/31/2009
MCCORMICK & CO INC,MKC,Common,156350,1600,5649000,397000,0.29,,Hist,12/31/2009
CHEVRON CORP,CVX,Common,55569,625,4278000,408000,0.22,,Hist,12/31/2009
STAPLES INC,SPLS,Common,170530,-550,4193000,221000,0.21,0.02,Hist,12/31/2009
Royal Dutch Shell plc,RDS.A,SPONS ADR A,59089,-800,3552000,127000,0.18,,Hist,12/31/2009
ARMSTRONG WORLD INDUSTRIES INC,AWI,Common,90053,-489,3506000,386000,0.18,,Hist,12/31/2009
MICROSOFT CORP,MSFT,Common,113097,0,3447000,538000,0.18,0.00,Hist,12/31/2009
AMERICAN TOWER CORP /MA/,AMT,Common,75860,-500,3278000,498000,0.17,,Hist,12/31/2009
Vulcan Materials CO,VMC,Common,57175,-1250,3011000,-148000,0.15,,Hist,12/31/2009
LEUCADIA NATIONAL CORP,LUK,Common,124986,17650,2973000,320000,0.15,,Hist,12/31/2009
PROGRESSIVE CORP/OH/,PGR,Common,164714,-140,2963000,230000,0.15,,Hist,12/31/2009
AMERICAN EXPRESS CO,AXP,Common,68030,805,2757000,478000,0.14,,Hist,12/31/2009
CARLISLE COMPANIES INC,CSL,Common,69338,0,2376000,25000,0.12,,Hist,12/31/2009
DEVON ENERGY CORP/DE,DVN,Common,30000,0,2205000,185000,0.11,,Hist,12/31/2009
"Mondelez International, Inc.",KFT,Common,79556,13331,2162000,422000,0.11,,Hist,12/31/2009
