Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
NESTLE SA,NSRGY,Common,16092009,162360,1403223000,260430000,10.36,,Hist,06/30/2017
BERKSHIRE HATHAWAY INC,BRK.A,Common,4834,-78,1231220000,32098000,9.09,0.29,Hist,06/30/2017
Philip Morris International Inc.,PM,Common,10189292,-174519,1196732000,248547000,8.83,0.66,Hist,06/30/2017
Mastercard Inc,MA,CL A,9558705,-44509,1160905000,169373000,8.57,0.89,Hist,06/30/2017
HEINEKEN HOLDING N V,HKHHF,Common,11053544,196484,1011721000,254320000,7.47,,Hist,06/30/2017
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,11848219,-62252,977402000,186964000,7.21,,Hist,06/30/2017
PERNOD RICARD S A /FI,PDRDF,Common,6273056,44716,838893000,162579000,6.19,,Hist,06/30/2017
UNILEVER N V,UN,N Y SHS NEW,15081382,-167439,833548000,207431000,6.15,,Hist,06/30/2017
WELLS FARGO & COMPANY/MN,WFC,Common,12648626,-1991219,700860000,-105942000,5.17,0.25,Hist,06/30/2017
BERKSHIRE HATHAWAY INC,BRK/B,Common,2509718,-52314,425071000,7511000,3.14,152.76,Hist,06/30/2017
"ALTRIA GROUP, INC.",MO,Common,5346297,-150647,398139000,26436000,2.94,0.28,Hist,06/30/2017
MARTIN MARIETTA MATERIALS INC,MLM,Common,1765953,-48386,393066000,-8865000,2.90,2.81,Hist,06/30/2017
SWATCH GROUP,SWGAF,Common,1041507,25123,385107000,68396000,2.84,,Hist,06/30/2017
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,5071308,-70987,344783000,51129000,2.54,,Hist,06/30/2017
COMCAST CORP,CMCSA,Common,7082067,3461154,275634000,25610000,2.03,0.15,Hist,06/30/2017
DIAGEO PLC,DGEAF,Common,9158652,-127388,269875000,27767000,1.99,,Hist,06/30/2017
JCDECAUX SA /FI,JCDXF,Common,7176682,230126,235084000,30444000,1.74,,Hist,06/30/2017
BROWN FORMAN CORP,BF.A,CL A,4496066,-144017,221656000,7052000,1.64,1.17,Hist,06/30/2017
"Scripps Networks Interactive, Inc.",SNI,Common,1152171,-13380,78705000,-4480000,0.58,0.89,Hist,06/30/2017
BROWN FORMAN CORP,BF.B,CL B,1448495,185084,70397000,13645000,0.52,0.38,Hist,06/30/2017
