Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
Philip Morris International Inc.,PM,Common,8142489,106098,710514000,-1591000,11.08,,Hist,06/30/2012
NESTLE SA,NSRGY,Common,10980615,413840,656052000,-7988000,10.23,,Hist,06/30/2012
BERKSHIRE HATHAWAY INC,BRK.A,Common,4377,211,546884000,39049000,8.53,,Hist,06/30/2012
HEINEKEN HOLDING N V,HKHHF,Common,8816727,760576,395191000,18625000,6.16,,Hist,06/30/2012
PERNOD RICARD S A /FI,PDRDF,Common,3556617,225833,380310000,32559000,5.93,,Hist,06/30/2012
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,COM,6649307,386889,364254000,-27905000,5.68,,Hist,06/30/2012
SABMILLER PLC/FI,SBMRF,Common,8952246,323955,358753000,12797000,5.59,,Hist,06/30/2012
Mastercard Inc,MA,CL A,830492,19090,357203000,15976000,5.57,,Hist,06/30/2012
WELLS FARGO & COMPANY/MN,WFC,Common,10047559,435572,335990000,7837000,5.24,,Hist,06/30/2012
Anheuser-Busch InBev SA/NV,BUD,ADR,3689647,150147,293880000,36488000,4.58,,Hist,06/30/2012
UNILEVER N V,UN,N Y SHS NEW,7693527,528728,256579000,12761000,4.00,,Hist,06/30/2012
"ALTRIA GROUP, INC.",MO,Common,7370247,136031,254642000,31322000,3.97,,Hist,06/30/2012
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,4444739,123135,225977000,8440000,3.52,,Hist,06/30/2012
DIAGEO PLC,DGEAF,Common,6799870,138195,175124000,15203000,2.73,,Hist,06/30/2012
BROWN FORMAN CORP,BF.A,CL A,1833507,43457,174183000,27990000,2.72,,Hist,06/30/2012
BERKSHIRE HATHAWAY INC,BRK/B,Common,1882296,157483,156852000,16883000,2.45,,Hist,06/30/2012
COMCAST CORP,CMCSK,Common,4673276,-62439,146741000,6990000,2.29,,Hist,06/30/2012
MARTIN MARIETTA MATERIALS INC,MLM,Common,1631866,44345,128624000,-7315000,2.01,,Hist,06/30/2012
"Scripps Networks Interactive, Inc.",SNI,Common,1457337,-41693,82864000,9876000,1.29,,Hist,06/30/2012
Graham Holdings Co,WPO,Cl B,121412,-4959,45386000,-1822000,0.71,,Hist,06/30/2012
DIAGEO PLC,DEO,SPON ADR NEW,409324,-5039,42189000,2203000,0.66,,Hist,06/30/2012
HASBRO INC,HAS,Common,920469,-23938,31176000,-3503000,0.49,,Hist,06/30/2012
JCDECAUX SA /FI,JCDXF,Common,1201536,55311,26516000,-8454000,0.41,,Hist,06/30/2012
ABBOTT LABORATORIES,ABT,Common,355156,-14397,22897000,247000,0.36,,Hist,06/30/2012
SWATCH GROUP,SWGAF,Common,51093,3749,20162000,-1602000,0.31,,Hist,06/30/2012
SWEDISH MATCH CORP,SWMAF,Common,419900,-4375,16954000,112000,0.26,,Hist,06/30/2012
EXXON MOBIL CORP,XOM,Common,174274,-2932,14913000,-456000,0.23,,Hist,06/30/2012
VISA INC.,V,CL A,96032,11750,11872000,1927000,0.19,,Hist,06/30/2012
PROCTER & GAMBLE Co,PG,Common,185904,280,11387000,-1089000,0.18,,Hist,06/30/2012
MEXICAN ECONOMIC DEVELOPMENT INC,FMX,ADR,111909,2175,9988000,960000,0.16,,Hist,06/30/2012
MARKEL CORP,MKL,Common,20134,-110,8893000,-195000,0.14,,Hist,06/30/2012
BROWN FORMAN CORP,BF.B,CL B,90648,-3883,8779000,896000,0.14,,Hist,06/30/2012
MILLER HERMAN INC,MLHR,Common,422586,-3000,7826000,-1945000,0.12,,Hist,06/30/2012
AMERICAN EXPRESS CO,AXP,Common,125050,3135,7279000,225000,0.11,,Hist,06/30/2012
CRANE CO /DE/,CR,Common,189797,325,6905000,-2284000,0.11,,Hist,06/30/2012
COCA COLA CO,KO,Common,86199,4350,6740000,682000,0.11,,Hist,06/30/2012
CHEVRON CORP,CVX,Common,63224,-761,6670000,-190000,0.10,,Hist,06/30/2012
GOLDMAN SACHS GROUP INC,GS,Common,59715,-630,5724000,-1781000,0.09,0.01,Hist,06/30/2012
PEPSICO INC,PEP,Common,79206,-4119,5597000,68000,0.09,,Hist,06/30/2012
Royal Dutch Shell plc,RDS.A,SPONS ADR A,77275,4925,5211000,137000,0.08,,Hist,06/30/2012
HORMEL FOODS CORP /DE/,HRL,Common,153471,-13618,4669000,-263000,0.07,,Hist,06/30/2012
DOVER Corp,DOV,Common,86310,24035,4627000,707000,0.07,0.05,Hist,06/30/2012
MCCORMICK & CO INC,MKC,Common,60935,-7563,3696000,-32000,0.06,,Hist,06/30/2012
PRAXAIR INC,PX,Common,33555,-25,3648000,-202000,0.06,,Hist,06/30/2012
HEINEKEN N V/ /FI,HINKF,Common,60037,-710,3135000,-236000,0.05,,Hist,06/30/2012
BIC CORP,BICEF,Common,27675,-450,2859000,41000,0.04,,Hist,06/30/2012
STAPLES INC,SPLS,Common,212800,-5000,2777000,-749000,0.04,0.03,Hist,06/30/2012
GROUPE DANONE,DANOY,ADR,222475,-275,2768000,-335000,0.04,,Hist,06/30/2012
