Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
DOVER Corp,DOV,Common,42065,-200,4848000,640000,0.04,0.03,Hist,12/31/2019
PROCTER & GAMBLE Co,PG,Common,38025,-812,4749000,-82000,0.04,0.00,Hist,12/31/2019
NESTLE SA /FI,NSRGF,Common,42250,0,4572000,-16000,0.04,,Hist,12/31/2019
HEINEKEN N V/ /FI,HINKF,Common,40588,-5150,4325000,-619000,0.03,,Hist,12/31/2019
Anheuser-Busch InBev SA Restri,,COM,49357,0,4028000,-674000,0.03,,Hist,12/31/2019
PEPSICO INC,PEP,Common,24068,-1677,3289000,-241000,0.03,0.00,Hist,12/31/2019
"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Common,16988,-475,2712000,264000,0.02,0.00,Hist,12/31/2019
Alphabet Inc.,GOOGL,COM,1818,-26,2435000,183000,0.02,0.00,Hist,12/31/2019
LINDT & SPRUENGLI AG-REG,LDSRF,Common,26,0,2296000,142000,0.02,,Hist,12/31/2019
FULTON FINANCIAL CORP,FULT,Common,117274,-250,2044000,142000,0.02,0.07,Hist,12/31/2019
EATON VANCE SENIOR INCOME TRUST,EVF,Common,300315,3075,1925000,106000,0.01,,Hist,12/31/2019
Royal Dutch Shell plc,RDS.A,SPONS ADR A,29966,-3199,1767000,-185000,0.01,,Hist,12/31/2019
BANK OF AMERICA CORP /DE/,BAC,Common,48975,0,1725000,296000,0.01,0.00,Hist,12/31/2019
RECKITT BENCKISER GROUP PLC,RBGPF,Common,19180,-1237,1557000,-39000,0.01,,Hist,12/31/2019
HEINEKEN NV /ADR/,HEINY,FOREIGN,28637,380,1526000,-1000,0.01,,Hist,12/31/2019
COSTCO WHOLESALE CORP /NEW,COST,Common,5165,-5,1518000,28000,0.01,0.00,Hist,12/31/2019
LOREAL,LRLCF,COM,4923,-668,1459000,-107000,0.01,,Hist,12/31/2019
JPMORGAN CHASE & CO,JPM,Common,10377,59,1447000,233000,0.01,,Hist,12/31/2019
PERNOD RICARD S A /FI,PDRDY,COM,37050,-4380,1326000,-150000,0.01,,Hist,12/31/2019
COMPAGNIE FINANCIERE DE PARIBAS,CFRUY,FOREIGN,159951,-7224,1256000,28000,0.01,,Hist,12/31/2019
AbbVie Inc.,ABBV,COM,12810,-200,1134000,149000,0.01,0.00,Hist,12/31/2019
ABBOTT LABORATORIES,ABT,Common,12110,0,1052000,39000,0.01,0.00,Hist,12/31/2019
CHEVRON CORP,CVX,Common,8648,-400,1042000,-31000,0.01,0.00,Hist,12/31/2019
BIC CORP,BICEF,Common,14805,-7010,1030000,-435000,0.01,,Hist,12/31/2019
DowDuPont Inc.,DD,Common Stock,15133,-14,972000,-108000,0.01,0.00,Hist,12/31/2019
PARGESA HOLDING SA,PRGAF,Common,11526,0,958000,71000,0.01,,Hist,12/31/2019
DOW CHEMICAL CO /DE/,DOW,COM,15188,184,831000,116000,0.01,0.00,Hist,12/31/2019
M&T BANK CORP,MTB,Common,4365,28,741000,56000,0.01,0.00,Hist,12/31/2019
LAMAR ADVERTISING CO/NEW,LAMR,Common,8125,0,725000,59000,0.01,0.01,Hist,12/31/2019
Walt Disney Co,DIS,Common,4303,-20,622000,59000,0.00,0.00,Hist,12/31/2019
DAVIDE CAMPARI MILANO SPA,DVDCF,COM,65620,11520,600000,111000,0.00,,Hist,12/31/2019
MCDONALDS CORP,MCD,Common,2970,0,587000,-51000,0.00,0.00,Hist,12/31/2019
APPLE INC,AAPL,Common,1995,-100,586000,117000,0.00,0.00,Hist,12/31/2019
MICROSOFT CORP,MSFT,Common,3695,-100,583000,55000,0.00,0.00,Hist,12/31/2019
WAL MART STORES INC,WMT,Common,4855,0,577000,1000,0.00,0.00,Hist,12/31/2019
Swatch Group AG\ADR,SWGAY,COM,37825,-1665,527000,2000,0.00,,Hist,12/31/2019
"Hostess Brands, Inc.",TWNKW,*W EXP 11/04/202,250000,38000,493000,130000,0.00,,Hist,12/31/2019
O REILLY AUTOMOTIVE INC,ORLY,COM,1000,0,438000,39000,0.00,0.00,Hist,12/31/2019
PIONEER NATURAL RESOURCES CO,PXD,Common,2600,0,394000,67000,0.00,0.00,Hist,12/31/2019
"Corteva, Inc.",CTVA,Common Stock,12988,58,384000,22000,0.00,0.00,Hist,12/31/2019
LT Group Inc,,COM,1250000,0,296000,-40000,0.00,,Hist,12/31/2019
AMERICAN INTERNATIONAL GROUP INC,AIG,COM,5735,0,294000,-25000,0.00,0.00,Hist,12/31/2019
UNION PACIFIC CORP,UNP,Common,1560,0,282000,29000,0.00,0.00,Hist,12/31/2019
ALLEGHANY CORP /DE,Y,Common,324,0,259000,1000,0.00,0.00,Hist,12/31/2019
LVMH MOET HENNESSY LOUIS VUITTON,LVMHF,COM,544,-85,253000,3000,0.00,,Hist,12/31/2019
"Merck & Co., Inc.",MRK,COM,2751,-30,250000,16000,0.00,0.00,Hist,12/31/2019
ORACLE CORP,ORCL,Common,4000,0,212000,-8000,0.00,0.00,Hist,12/31/2019
SHISEIDO CO LTD /FI,SSDOF,COM,2900,-600,208000,-71000,0.00,,Hist,12/31/2019
US BANCORP \DE\,USB,Common,3514,3514,208000,208000,0.00,0.00,Hist,12/31/2019
ROCHE HOLDING LTD,RHHVF,COM,635,-140,206000,-20000,0.00,,Hist,12/31/2019
DANAHER CORP /DE/,DHR,Common,1333,1333,205000,205000,0.00,0.00,Hist,12/31/2019
COTY INC.,COTY,Common,14186,-314,160000,8000,0.00,0.00,Hist,12/31/2019
CIR SPA/ADR,,COM,125000,0,153000,26000,0.00,,Hist,12/31/2019
Hanjaya Mandala Sampoerna,PHJMF,COM,687500,0,104000,-7000,0.00,,Hist,12/31/2019
Bollore Vincent,BOIVF,COM,13500,0,59000,3000,0.00,,Hist,12/31/2019
GROUPE DANONE,GPDNF,COM,0,-3205,0,-282000,0.00,0.00,Hist,12/31/2019
BB&T CORP,BBT,Common,0,-10250,0,-547000,0.00,0.00,Hist,12/31/2019
PZ Cussons plc/ADR,PZCUF,COM,0,-15000,0,-37000,0.00,0.00,Hist,12/31/2019
