Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
UNILEVER N V,UN,N Y SHS NEW,3218458,2200452,72576000,2110000,,,Hist,06/30/2006
BERKSHIRE HATHAWAY INC,BRK.B,CL B,20689,224,62957000,1316000,,,Hist,06/30/2006
"Mondelez International, Inc.",KFT,Common,1409018,-312472,43539000,-8639000,,,Hist,06/30/2006
SCHWEITZER MAUDUIT INTERNATIONAL INC,SWM,Common,1778113,-64810,38496000,-5734000,,,Hist,06/30/2006
INTERNATIONAL SPEEDWAY CORP,ISCA,Common,714005,360273,33108000,15245000,,,Hist,06/30/2006
DIAGEO PLC,DEO,SPON ADR NEW,445768,-2240,30112000,1695000,,,Hist,06/30/2006
MARKEL CORP,MKL,Common,73560,-425,25525000,542000,,,Hist,06/30/2006
PROGRESSIVE CORP/OH/,PGR,Common,965904,718423,24833000,-969000,,,Hist,06/30/2006
BROWN FORMAN CORP,BF.B,CL B,304640,-13395,21767000,-2712000,,,Hist,06/30/2006
EXXON MOBIL CORP,XOM,Common,338268,4644,20753000,449000,,,Hist,06/30/2006
HORMEL FOODS CORP /DE/,HRL,Common,505515,-11146,18775000,1312000,,,Hist,06/30/2006
ABBOTT LABORATORIES,ABT,Common,421627,-1725,18387000,407000,,,Hist,06/30/2006
KONINKLIJKE WEGENER NV,KWEGF,Common,1135515,-103215,16908000,-3692000,,,Hist,06/30/2006
MILLER HERMAN INC,MLHR,Common,654536,-8300,16867000,-4609000,,,Hist,06/30/2006
INTERNATIONAL SPEEDWAY CORP,ISCB,Common,350007,-13101,16240000,-1008000,,,Hist,06/30/2006
SWEDISH MATCH CORP,SWMAF,Common,894980,-25295,14400000,1783000,,,Hist,06/30/2006
AVISHUSET DAGBLADET,ASVHF,Common,116804,250,12854000,750000,,,Hist,06/30/2006
FEDERAL HOME LOAN MORTGAGE CORP,FRE,Common,211655,-7495,12066000,-1302000,,,Hist,06/30/2006
CANADIAN OIL SANDS TRUST /FI,COS.UN,Common,330000,262000,10613000,1041000,,,Hist,06/30/2006
PEPSICO INC,PEP,Common,165722,-250,9950000,358000,,,Hist,06/30/2006
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,363270,-5600,9147000,209000,,,Hist,06/30/2006
CRANE CO /DE/,CR,Common,218674,-3455,9097000,-13000,,,Hist,06/30/2006
Vulcan Materials CO,VMC,Common,113850,5000,8880000,-552000,,,Hist,06/30/2006
GENERAL ELECTRIC CO,GE,Common,260817,10250,8597000,-118000,,,Hist,06/30/2006
PARGESA HOLDING SA,PRGAF,Common,90725,-875,8585000,-252000,,,Hist,06/30/2006
"ANHEUSER-BUSCH COMPANIES, LLC",BUD,Common,167590,-6206,7640000,207000,,,Hist,06/30/2006
PHILIP MORRIS CR AS,TBKSF,Common,13328,-105,7334000,-1870000,,,Hist,06/30/2006
GROUPE DANONE,GDNNY,SPONSORED ADR,264225,-700,7047000,257000,,,Hist,06/30/2006
WACHOVIA CORP NEW,WB,Common,118793,-29697,6424000,-1899000,,,Hist,06/30/2006
OMNICOM GROUP INC.,OMC,Common,68235,-6200,6079000,-118000,,,Hist,06/30/2006
JOHNSON & JOHNSON,JNJ,Common,101263,-9940,6068000,-517000,,,Hist,06/30/2006
Royal Dutch Shell plc,RDS.A,SPONS ADR A,81516,150,5460000,394000,,,Hist,06/30/2006
"SUN MICROSYSTEMS, INC.",JAVA,Common,1300000,-169194,5395000,-2142000,,,Hist,06/30/2006
SCOTTS MIRACLE-GRO CO,SMG,CL A,123915,-5700,5244000,-687000,,,Hist,06/30/2006
READYMIX,RDMXF,Common,1669600,-205000,5042000,-76000,,,Hist,06/30/2006
BANK OF AMERICA CORP /DE/,BAC,Common,101380,0,4876000,259000,,,Hist,06/30/2006
ENCANA CORP,ECA,Common,92000,-20000,4843000,-391000,,,Hist,06/30/2006
TEGNA INC,GCI,Common,81150,-47027,4539000,-3141000,,,Hist,06/30/2006
HEINEKEN NV /ADR/,HINKY,Common,205214,418,4349000,468000,,,Hist,06/30/2006
RINKER GROUP LTD,,Common,330565,-5000,4023000,-749000,,,Hist,06/30/2006
DEERE & CO,DE,Common,47817,-4100,3992000,-112000,,,Hist,06/30/2006
TAMEDIA AG,,Common,38775,745,3767000,-28000,,,Hist,06/30/2006
KINGSPAN GROUP PLC,KGSPF,Common,215525,13775,3761000,674000,,,Hist,06/30/2006
PROCTER & GAMBLE Co,PG,Common,67238,-3800,3738000,-356000,,,Hist,06/30/2006
MCCORMICK & CO INC,MKC,Common,105000,-9050,3523000,-339000,,,Hist,06/30/2006
"CISCO SYSTEMS, INC.",CSCO,Common,179307,0,3502000,-384000,,,Hist,06/30/2006
BIC CORP,BICEF,Common,53300,53300,3447000,3447000,,,Hist,06/30/2006
DOVER Corp,DOV,Common,65890,200,3257000,67000,,,Hist,06/30/2006
MICROSOFT CORP,MSFT,Common,135532,-5100,3158000,-669000,,,Hist,06/30/2006
CARLISLE COMPANIES INC,CSL,Common,37219,-700,2951000,-151000,,,Hist,06/30/2006
MERCURY GENERAL CORP,MCY,Common,51200,-4050,2886000,-147000,,,Hist,06/30/2006
LEUCADIA NATIONAL CORP,LUK,Common,96986,48343,2831000,-71000,,,Hist,06/30/2006
AMERICAN TOWER CORP /MA/,AMT,Common,90500,0,2816000,72000,,,Hist,06/30/2006
DEVON ENERGY CORP/DE,DVN,Common,45000,-41000,2718000,-2543000,,,Hist,06/30/2006
NORGES HANDELS OG SJOF,,Common,17172,0,2621000,392000,,,Hist,06/30/2006
WPP plc,WPPRF,Common,215864,215864,2614000,2614000,,,Hist,06/30/2006
AMERICAN EXPRESS CO,AXP,Common,47477,-1920,2527000,-69000,,,Hist,06/30/2006
BENFIELD GROUP LTD,BFLDF,Common,394400,26150,2516000,104000,,,Hist,06/30/2006
INTERNATIONAL BUSINESS MACHINES CORP,IBM,Common,32513,2000,2498000,-18000,,,Hist,06/30/2006
WAL MART STORES INC,WMT,Common,50518,-1830,2433000,-40000,,,Hist,06/30/2006
PFIZER INC,PFE,Common,96576,-42100,2267000,-1189000,,,Hist,06/30/2006
HEARTLAND EXPRESS INC,HTLD,Common,119984,20584,2148000,-18000,,,Hist,06/30/2006
MURPHY OIL CORP /DE,MUR,Common,35800,-2000,2000000,117000,,,Hist,06/30/2006
"LEE ENTERPRISES, INC",LEE,Common,73210,11575,1973000,-79000,,,Hist,06/30/2006
FULTON FINANCIAL CORP,FULT,Common,118171,43065,1881000,590000,,,Hist,06/30/2006
TJX COMPANIES INC /DE/,TJX,Common,77461,-12400,1771000,-459000,,,Hist,06/30/2006
VORNADO REALTY TRUST,VNO,SH BEN INT,18000,-1000,1756000,-68000,,,Hist,06/30/2006
CHEVRON CORP,CVX,Common,28200,-428,1750000,90000,,,Hist,06/30/2006
BP PLC,BP,SPONSORED ADR,24367,4367,1696000,1466000,,,Hist,06/30/2006
UNIVERSAL CORP /VA/,UVV,Common,45400,-75750,1690000,-2765000,,,Hist,06/30/2006
ROSS STORES INC,ROST,Common,60000,0,1683000,-68000,,,Hist,06/30/2006
MEDIMMUNE INC /DE,MEDI,Common,60000,0,1626000,-569000,,,Hist,06/30/2006
CONOCOPHILLIPS,COP,Common,24342,-125,1595000,50000,,,Hist,06/30/2006
MESA ROYALTY TRUST/TX,MTR,UNIT BEN INT,23000,0,1452000,-81000,,,Hist,06/30/2006
CADBURY PUBLIC LTD CO,CSG,ADR,37350,1100,1450000,0,,,Hist,06/30/2006
MOHAWK INDUSTRIES INC,MHK,Common,20250,-850,1425000,-278000,,,Hist,06/30/2006
MELLON FINANCIAL CORP,MEL,Common,37952,-17700,1307000,-674000,,,Hist,06/30/2006
GENERAL DYNAMICS CORP,GD,Common,19800,0,1296000,29000,,,Hist,06/30/2006
COCA COLA CO,KO,Common,27698,-10626,1192000,-413000,,,Hist,06/30/2006
MCDONALDS CORP,MCD,Common,34553,-2775,1161000,-122000,,,Hist,06/30/2006
"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Common,16060,6600,1127000,490000,,,Hist,06/30/2006
LEXINGTON REALTY TRUST,LXP,Common,51000,-500,1102000,28000,,,Hist,06/30/2006
APTARGROUP INC,ATR,Common,21959,-400,1089000,-146000,,,Hist,06/30/2006
MATTEL INC /DE/,MAT,Common,65297,0,1078000,-106000,,,Hist,06/30/2006
AES CORP,AES,Common,54000,0,996000,75000,,,Hist,06/30/2006
COSTCO WHOLESALE CORP /NEW,COST,Common,15875,1450,907000,126000,,,Hist,06/30/2006
COMCAST CORP,CMCSA,Common,26145,-7341,856000,-20000,,,Hist,06/30/2006
AUTOMATIC DATA PROCESSING INC,ADP,Common,18400,0,834000,-7000,,,Hist,06/30/2006
Walt Disney Co,DIS,Common,27531,-3400,826000,-37000,,,Hist,06/30/2006
SUNCOR ENERGY INC,SU,Common,9900,-4800,802000,-330000,,,Hist,06/30/2006
MERCK SHARP & DOHME CORP.,MRK,Common,20195,-700,736000,0,,,Hist,06/30/2006
SCHLUMBERGER LIMITED/NV,SLB,Common,11000,5500,716000,20000,,,Hist,06/30/2006
ST JOE CO,JOE,Common,15000,-5000,698000,-559000,,,Hist,06/30/2006
ROCHE HOLDING LTD,RHHBY,Common,4050,0,668000,65000,,,Hist,06/30/2006
WALGREEN CO,WAG,Common,14826,-100,665000,21000,,,Hist,06/30/2006
RECKITT BENCKISER GROUP PLC,RBGPF,Common,17475,-2025,653000,-34000,,,Hist,06/30/2006
"Spok Holdings, Inc",USMO,Common,38735,0,643000,-460000,,,Hist,06/30/2006
DISH Network CORP,DISH,Common,20000,0,616000,19000,,,Hist,06/30/2006
HARTE HANKS INC,HHS,Common,23750,0,609000,-41000,,,Hist,06/30/2006
Royal Dutch Shell plc,RDS.B,ADR,8494,-1585,593000,-64000,,,Hist,06/30/2006
"TRAVELERS COMPANIES, INC.",TRV,Common,13045,-789,582000,4000,,,Hist,06/30/2006
MONSANTO CO /NEW/,MON,Common,6825,-167,575000,-18000,,,Hist,06/30/2006
LILLY ELI & CO,LLY,Common,10200,-1100,564000,-61000,,,Hist,06/30/2006
STAPLES INC,SPLS,Common,22887,0,557000,-27000,,,Hist,06/30/2006
21ST CENTURY INSURANCE GROUP,TW,Common,37000,-2000,533000,-578227000,,,Hist,06/30/2006
LINDT & SPRUENGLI AG-REG,LDSRF,Common,25,0,522000,36000,,,Hist,06/30/2006
ANGLO AMERICAN PLC,AAUK,Common,12500,0,513000,31000,,,Hist,06/30/2006
WYETH,WYE,Common,11300,-682,502000,-79000,,,Hist,06/30/2006
PIONEER NATURAL RESOURCES CO,PXD,Common,10400,-600,483000,-4000,,,Hist,06/30/2006
BB&T CORP,BBT,Common,10745,-100,447000,22000,,,Hist,06/30/2006
TIME WARNER INC.,TWX,Common,24000,-33458,415000,-550000,,,Hist,06/30/2006
AVISHUSET DAGBLADET,,PFD,3939,0,411000,2000,,,Hist,06/30/2006
EQUIFAX INC,EFX,Common,11440,-1800,393000,-100000,,,Hist,06/30/2006
PARTRIDGE FINE ART,,Common,494601,0,386000,25000,,,Hist,06/30/2006
NOKIA CORP,NOK,SPONSORED ADR,18965,-800,384000,-26000,,,Hist,06/30/2006
A P MOLLER-MAERSK A/S,AMKAF,Common,50,5,384000,1000,,,Hist,06/30/2006
TEXAS INSTRUMENTS INC,TXN,Common,12600,0,382000,-27000,,,Hist,06/30/2006
BAT INDUSTRIES PLC /FI,BTI,Common,7500,0,380000,15000,,,Hist,06/30/2006
NEUE ZUERCHER ZEITUNG,,Common,6,0,375000,7000,,,Hist,06/30/2006
CANON INC,CAJ,Common,7500,2500,367000,35000,,,Hist,06/30/2006
NATIONAL CITY CORP,NCC,Common,10100,-1000,366000,-21000,,,Hist,06/30/2006
"HCA Holdings, Inc.",HCA,Common,8350,-550,360000,-48000,,,Hist,06/30/2006
TOTAL S.A.,TOT,Common,5400,2700,354000,-2000,,,Hist,06/30/2006
FIFTH THIRD BANCORP,FITB,Common,9275,-27550,343000,-1106000,,,Hist,06/30/2006
JACOBS ENGINEERING GROUP INC /DE/,JEC,Common,4300,-700,342000,-92000,,,Hist,06/30/2006
"WESCO FINANCIAL, LLC",WSC,Common,866,0,330000,-16000,,,Hist,06/30/2006
NEXTERA ENERGY INC,FPL,Common,7900,-500,327000,-10000,,,Hist,06/30/2006
DUPONT E I DE NEMOURS & CO,DD,Common,7410,-117,308000,-10000,,,Hist,06/30/2006
AES CORP,AES/PC,Common,6500,0,307000,4000,,,Hist,06/30/2006
VALUE LINE INC,VALU,Common,7200,0,307000,41000,,,Hist,06/30/2006
NORTHERN TRUST CORP,NTRS,Common,5350,0,296000,15000,,,Hist,06/30/2006
AMERIPRISE FINANCIAL INC,AMP,Common,6633,-650,296000,-32000,,,Hist,06/30/2006
FIRST DATA CORP,FDC,Common,6150,-1500,277000,-81000,,,Hist,06/30/2006
S&P Global Inc.,MHP,Common,5500,-1750,276000,-142000,,,Hist,06/30/2006
KAO CORP,KCRPY,Common,10500,0,275000,-2000,,,Hist,06/30/2006
SUSQUEHANNA BANCSHARES INC,SUSQ,Common,11320,-478,271000,-33000,,,Hist,06/30/2006
ALLEGHANY CORP /DE,Y,Common,954,0,264000,-12000,,,Hist,06/30/2006
HERSHEY CO,HSY,Common,4720,0,260000,13000,,,Hist,06/30/2006
ALLSTATE CORP,ALL,Common,4700,-100,257000,7000,,,Hist,06/30/2006
GROUPE DANONE,DANOY,Common,2000,0,254000,8000,,,Hist,06/30/2006
Arconic Inc.,AA,Common,7636,-548,247000,-3000,,,Hist,06/30/2006
COMMUNITY BANKS INC /PA/,CMTY,Common,9347,0,243000,-10000,,,Hist,06/30/2006
M&T BANK CORP,MTB,Common,1993,-106,235000,-5000,,,Hist,06/30/2006
SMITHFIELD FOODS INC,SFD,Common,8100,0,234000,-4000,,,Hist,06/30/2006
BP PLC,BP,Common,20000,-6583,233000,-1600000,,,Hist,06/30/2006
ARCTIC CAT INC,ACAT,Common,11550,0,225000,-53000,,,Hist,06/30/2006
LOWES COMPANIES INC,LOW,Common,7200,3600,218000,-14000,,,Hist,06/30/2006
"MARSH & MCLENNAN COMPANIES, INC.",MMC,Common,7800,-1050,210000,-50000,,,Hist,06/30/2006
EOG RESOURCES INC,EOG,Common,3000,-1000,208000,-80000,,,Hist,06/30/2006
SCHULMAN A INC,SHLM,Common,8999,0,206000,-17000,,,Hist,06/30/2006
NEW YORK TIMES CO,NYT,CL A,8300,-4200,204000,-112000,,,Hist,06/30/2006
MEDTRONIC INC,MDT,Common,4300,-700,202000,-52000,,,Hist,06/30/2006
TIFFANY & CO,TIF,Common,6050,0,200000,-27000,,,Hist,06/30/2006
BRISTOL MYERS SQUIBB CO,BMY,Common,7600,0,197000,10000,,,Hist,06/30/2006
TOTAL S.A.,TOT,Common,3000,2250,197000,-1000,,,Hist,06/30/2006
PIMCO FUNDS,PTTAX,MUTUAL,19033,0,194000,-3000,,,Hist,06/30/2006
"TWENTY-FIRST CENTURY FOX, INC.",NWS.A,CL A,10050,0,193000,26000,,,Hist,06/30/2006
BELLSOUTH CORP,BLS,Common,5332,0,193000,8000,,,Hist,06/30/2006
"Fidelity National Information Services, Inc.",FIS,Common,5450,-300,193000,-40000,,,Hist,06/30/2006
"DELPHI FINANCIAL GROUP, INC.",DFG,CL A,5250,1750,191000,10000,,,Hist,06/30/2006
ManpowerGroup Inc.,MAN,Common,2950,-2000,191000,-92000,,,Hist,06/30/2006
Unum Group,UNM,Common,10400,0,189000,-24000,,,Hist,06/30/2006
KIMBERLY CLARK CORP,KMB,Common,3000,-500,185000,-17000,,,Hist,06/30/2006
LOREAL,,Common,1950,1950,184000,184000,,,Hist,06/30/2006
TOYOTA MOTOR CORP,7203,Common,3500,0,183000,-9000,,,Hist,06/30/2006
AMGEN INC,AMGN,Common,2790,-1535,182000,-133000,,,Hist,06/30/2006
VALASSIS COMMUNICATIONS INC,VCI,Common,7500,-500,177000,-58000,,,Hist,06/30/2006
NEWMONT MINING CORP /DE/,NEM,Common,3200,0,169000,3000,,,Hist,06/30/2006
VECTREN CORP,VVC,Common,6216,0,169000,5000,,,Hist,06/30/2006
EXPEDITORS INTERNATIONAL OF WASHINGTON INC,EXPD,Common,3000,500,168000,-48000,,,Hist,06/30/2006
3i GROUP PLC,TGOPF,Common,10000,0,167000,3000,,,Hist,06/30/2006
"Kirin Holdings Company, Ltd /FI",KNBWY,Common,10000,0,157000,21000,,,Hist,06/30/2006
UNION NATIONAL FINANCIAL CORP / PA,UNNF,Common,7820,0,153000,10000,,,Hist,06/30/2006
SYNGENTA AG,SYT,Common,1150,0,153000,-9000,,,Hist,06/30/2006
HESS BAKKEN INVESTMENTS I Corp,AEZ,Common,28535,5335,148000,48000,,,Hist,06/30/2006
ARMSTRONG HOLDINGS INC /PA/,ACKH,Common,259683,9200,148000,-27000,,,Hist,06/30/2006
INTEL CORP,INTC,Common,7610,-250,145000,-8000,,,Hist,06/30/2006
YORK WATER CO,YORW,Common,6080,0,145000,-15000,,,Hist,06/30/2006
"Anthem, Inc.",WLP,Common,1990,-600,145000,-56000,,,Hist,06/30/2006
BELO CORP,BLC,COM SER A,9000,-12250,140000,-282000,,,Hist,06/30/2006
SUPERVALU INC,SVU,Common,4550,4550,140000,140000,,,Hist,06/30/2006
AT&T CORP,T,Common,4617,78,129000,6000,,,Hist,06/30/2006
BARRY CALLEBAUT AG,BYCBF,Common,300,0,126000,2000,,,Hist,06/30/2006
Chubb Ltd,ACE,Common,2500,0,126000,-4000,,,Hist,06/30/2006
KELLOGG CO,K,Common,2550,-250,123000,0,,,Hist,06/30/2006
PROLOGIS,PLD,SH BEN INT,2337,0,122000,-3000,,,Hist,06/30/2006
HEALTHSOUTH CORP,HLS,Common,30000,-9881,116000,-83000,,,Hist,06/30/2006
HOME DEPOT INC,HD,Common,3240,-4036,116000,-192000,,,Hist,06/30/2006
CAMPBELL SOUP CO,CPB,Common,3100,-200,115000,8000,,,Hist,06/30/2006
WMIH CORP.,WM,Common,2500,0,114000,7000,,,Hist,06/30/2006
"Hill-Rom Holdings, Inc.",HB,Common,2324,324,113000,19000,,,Hist,06/30/2006
"ALLIANCE ONE INTERNATIONAL, INC.",AOI,Common,25500,0,113000,-11000,,,Hist,06/30/2006
WRIGLEY WM JR CO,WWY,Common,2495,-75,113000,-51000,,,Hist,06/30/2006
BJ SERVICES CO LLC,BJS,Common,3000,-200,112000,1000,,,Hist,06/30/2006
NOBLE ENERGY INC,NBL,Common,2400,0,112000,7000,,,Hist,06/30/2006
TARGET CORP,TGT,Common,2250,-1850,110000,-103000,,,Hist,06/30/2006
UNIVERSAL DISPLAY CORP \PA\,OLED,Common,8200,1200,109000,8000,,,Hist,06/30/2006
STERLING FINANCIAL CORP /PA/,SLFI,Common,4921,0,108000,1000,,,Hist,06/30/2006
ENCORE WIRE CORP,WIRE,Common,3000,0,108000,6000,,,Hist,06/30/2006
BURNHAM CORP,BURCA,Common,5582,0,107000,-10000,,,Hist,06/30/2006
RYDEX SERIES FUNDS,RYJUX,MUTUAL,5100,5100,105000,105000,,,Hist,06/30/2006
FEDEX CORP,FDX,Common,890,-150,104000,-13000,,,Hist,06/30/2006
OCCIDENTAL PETROLEUM CORP /DE/,OXY,Common,1000,0,103000,10000,,,Hist,06/30/2006
PETROCHINA CO LTD,PTR,SPONSORED ADR,935,0,101000,3000,,,Hist,06/30/2006
TigerLogic CORP,RDTA,Common,25000,0,100000,32000,,,Hist,06/30/2006
RYDEX SERIES FUNDS,RYWBX,MUTUAL,4000,4000,100000,100000,,,Hist,06/30/2006
SYSCO CORP,SYY,Common,3250,-625,99000,-25000,,,Hist,06/30/2006
PRAXAIR INC,PX,Common,1800,0,97000,-2000,,,Hist,06/30/2006
JPMORGAN CHASE & CO,JPM,Common,2305,-150,97000,-5000,,,Hist,06/30/2006
VERIZON COMMUNICATIONS INC,VZ,Common,2730,0,91000,-2000,,,Hist,06/30/2006
Kraft Heinz Foods Co,HNZ,Common,2200,-200,91000,0,,,Hist,06/30/2006
FIDELITY NATIONAL FINANCIAL INC /DE/,FNF,Common,2336,0,91000,8000,,,Hist,06/30/2006
MGI PHARMA INC,MOGN,Common,4100,0,88000,16000,,,Hist,06/30/2006
NATIONAL PENN BANCSHARES INC,NPBC,Common,4378,0,87000,-6000,,,Hist,06/30/2006
D&E COMMUNICATIONS INC /TA,DECC,Common,7900,7500,86000,81000,,,Hist,06/30/2006
US GLOBAL INVESTORS FUNDS,GROW,CL A,4000,0,85000,23000,,,Hist,06/30/2006
MYLAN INC.,MYL,Common,4125,0,83000,-14000,,,Hist,06/30/2006
WAL MART DE MEXICO SA DE CV /FI,WMMVF,Common,30000,0,82000,3000,,,Hist,06/30/2006
HP INC,HPQ,Common,2400,-200,76000,-10000,,,Hist,06/30/2006
CABLEVISION SYSTEMS CORP /NY,CVC,Common,3500,0,75000,-18000,,,Hist,06/30/2006
GALLAHER GROUP PLC,,SPONSORED ADR,1200,0,75000,5000,,,Hist,06/30/2006
Energy Future Holdings Corp /TX/,TXU,Common,1220,0,73000,18000,,,Hist,06/30/2006
STEPAN CO,SCL,Common,2284,0,72000,5000,,,Hist,06/30/2006
FASTENAL CO,FAST,Common,1750,0,71000,-12000,,,Hist,06/30/2006
ANADARKO PETROLEUM CORP,APC,Common,1472,636,70000,-14000,,,Hist,06/30/2006
BLACKROCK MUNIHOLDINGS INVESTMENT QUALITY FUND,MFL,Common,5211,0,70000,-4000,,,Hist,06/30/2006
EDIPRESSE S A - BEARER,EPSSF,Common,150,0,69000,3000,,,Hist,06/30/2006
MARSHALL & ILSLEY CORP/WI/,MI,Common,1500,0,69000,4000,,,Hist,06/30/2006
JAMES HALSTEAD PLC,HLSJF,Common,10000,0,69000,7000,,,Hist,06/30/2006
ESTEE LAUDER COMPANIES INC,EL,Common,1750,-150,68000,-3000,,,Hist,06/30/2006
MICROPORE INC,,PFD,3200,0,67000,0,,,Hist,06/30/2006
SUNTRUST BANKS INC,STI,Common,825,0,63000,3000,,,Hist,06/30/2006
SCHWAB CHARLES CORP,SCHW,Common,3850,-500,62000,-13000,,,Hist,06/30/2006
CVS HEALTH Corp,CVS,Common,2000,-1000,61000,-29000,,,Hist,06/30/2006
FIRST CHESTER COUNTY CORP,FCEC,Common,2750,0,60000,2000,,,Hist,06/30/2006
MORGAN STANLEY,MS,Common,938,-175,59000,-11000,,,Hist,06/30/2006
PITNEY BOWES INC /DE/,PBI,Common,1440,0,59000,-3000,,,Hist,06/30/2006
HARLEY DAVIDSON INC,HOG,Common,1055,0,58000,3000,,,Hist,06/30/2006
MOLEX INC,MOLXA,CL A,2000,0,57000,-2000,,,Hist,06/30/2006
T. Rowe Price Equity Income Fund,PRFDX,MUTUAL,2115,0,57000,0,,,Hist,06/30/2006
DEAN FOODS CO,DF,Common,1500,0,56000,-2000,,,Hist,06/30/2006
EVERGREEN SELECT EQUITY TRUST,ESGIX,MUTUAL,2110,0,56000,-4000,,,Hist,06/30/2006
LITMAN GREGORY FUNDS TRUST,MSEFX,MUTUAL,3622,0,55000,-3000,,,Hist,06/30/2006
UBS AG,UBS,Common,1000,1000,55000,55000,,,Hist,06/30/2006
"MONSTER WORLDWIDE, INC.",MNST,Common,1250,-250,53000,-22000,,,Hist,06/30/2006
ESCO TECHNOLOGIES INC,ESE,Common,1000,0,53000,2000,,,Hist,06/30/2006
CHUBB CORP,CB,Common,1000,300,50000,-17000,,,Hist,06/30/2006
"Merck & Co., Inc.",SGP,Common,2600,600,49000,11000,,,Hist,06/30/2006
AVON PRODUCTS INC,AVP,Common,1585,-150,49000,-5000,,,Hist,06/30/2006
HEINEKEN NV /ADR/,HINKY,Common,1125,0,48000,5000,,,Hist,06/30/2006
COMMONWEALTH TELEPHONE ENTERPRISES INC /NEW/,CTCO,Common,1440,0,48000,-2000,,,Hist,06/30/2006
HUNTER DOUGLAS NV /FI,HDUGF,Common,700,0,47000,0,,,Hist,06/30/2006
COUSINS PROPERTIES INC,CUZ,Common,1500,0,46000,-4000,,,Hist,06/30/2006
KROGER CO,KR,Common,2000,-500,44000,-7000,,,Hist,06/30/2006
AMERICA MOVIL SAB DE CV/,AMX,SPON ADR L SHS,1323,0,44000,-1000,,,Hist,06/30/2006
WHOLE FOODS MARKET INC,WFM,Common,675,-125,44000,-9000,,,Hist,06/30/2006
AQUILA INC,ILA,Common,10000,0,42000,2000,,,Hist,06/30/2006
LONGLEAF PARTNERS FUNDS TRUST,LLPFX,MUTUAL,1259,0,42000,-1000,,,Hist,06/30/2006
CORNING INC /NY,GLW,Common,1750,-1150,42000,-36000,,,Hist,06/30/2006
IAC/INTERACTIVECORP,IACI,Common,1500,0,40000,-4000,,,Hist,06/30/2006
SAMSUNG ELECTRONICS CO LTD /FI,SSNHY,Common,125,0,40000,-1000,,,Hist,06/30/2006
TOOTSIE ROLL INDUSTRIES INC,TR,Common,1336,0,39000,0,,,Hist,06/30/2006
UNION PACIFIC CORP,UNP,Common,421,0,39000,0,,,Hist,06/30/2006
PPL Corp,PPL,Common,1200,-500,39000,-11000,,,Hist,06/30/2006
PARKER HANNIFIN CORP,PH,Common,500,0,39000,-1000,,,Hist,06/30/2006
CATERPILLAR INC,CAT,Common,500,0,37000,1000,,,Hist,06/30/2006
BAYERISCHE MOTOREN WERKE AG,BAMXF,Common,750,0,37000,-4000,,,Hist,06/30/2006
VANGUARD INDEX FUNDS,VEXMX,MUTUAL,1010,0,36000,-2000,,,Hist,06/30/2006
"WILEY JOHN & SONS, INC.",JW.A,CL A,1050,0,35000,-5000,,,Hist,06/30/2006
