Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
NESTLE SA,NSRGY,Common,4082622,33725,510491000,46447000,,,Hist,03/31/2008
BERKSHIRE HATHAWAY INC,BRK.A,Common,3539,7,472103000,-28028000,,,Hist,03/31/2008
HEINEKEN HOLDING N V,HKHHF,Common,6532426,131763,328908000,-32473000,,,Hist,03/31/2008
Philip Morris International Inc.,PM,Common,5745085,5745085,290586000,290586000,,,Hist,03/31/2008
MARTIN MARIETTA MATERIALS INC,MLM,Common,2018134,15383,214265000,-51300000,,,Hist,03/31/2008
WELLS FARGO & COMPANY/MN,WFC,Common,6957763,162091,202471000,-2690000,,,Hist,03/31/2008
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRUF,Common,3439700,174613,193105000,-30749000,,,Hist,03/31/2008
COMCAST CORP,CMCSK,Common,9944223,252849,188642000,13034000,,,Hist,03/31/2008
UST INC,UST,Common,3277329,27055,178680000,565000,,,Hist,03/31/2008
AMERICAN INTERNATIONAL GROUP INC,AIG,Common,3794819,437607,164126000,-31599000,,,Hist,03/31/2008
DIAGEO PLC,DGEAF,Common,6809959,36519,137493000,-7594000,,,Hist,03/31/2008
E.W. SCRIPPS Co,SSP,Common,3230995,13097,135734000,-9104000,,,Hist,03/31/2008
Graham Holdings Co,WPO,Cl B,195337,2289,129215000,-23569000,,,Hist,03/31/2008
TELEGRAAF MEDIA GROEP NV,TGRAF,Common,3981891,-548868,129053000,-36093000,,,Hist,03/31/2008
UNILEVER N V,UN,N Y SHS NEW,3782819,34540,127594000,-9068000,,,Hist,03/31/2008
"ALTRIA GROUP, INC.",MO,Common,5745085,64051,127541000,-301832000,,,Hist,03/31/2008
CADBURY PUBLIC LTD CO,CSGWF,Common,11136436,127925,122612000,-12903000,,,Hist,03/31/2008
BROWN FORMAN CORP,BF.A,CL A,1682190,32813,116475000,-6964000,,,Hist,03/31/2008
PERNOD RICARD S A /FI,PDRDF,Common,1108115,14122,114136000,-11941000,,,Hist,03/31/2008
BERKSHIRE HATHAWAY INC,BRK.B,CL B,24027,358,107470000,-4626000,,,Hist,03/31/2008
HASBRO INC,HAS,Common,3064868,23498,85510000,7712000,,,Hist,03/31/2008
H&R BLOCK INC,HRB,Common,3345948,-53013,69462000,6343000,,,Hist,03/31/2008
MCCLATCHY CO,MNI,CL A,5201615,477188,55657000,-3493000,,,Hist,03/31/2008
"Mondelez International, Inc.",KFT,Common,1756615,20498,54473000,-2176000,,,Hist,03/31/2008
