Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
MARKEL CORP,MKL,Common,70975,-2360,34075000,3959000,,,Hist,12/31/2006
DIAGEO PLC,DEO,SPON ADR NEW,415152,-30050,32926000,1299000,,,Hist,12/31/2006
EXXON MOBIL CORP,XOM,Common,307115,-18910,23534000,1658000,,,Hist,12/31/2006
MILLER HERMAN INC,MLHR,Common,609191,-51245,22150000,-444000,,,Hist,12/31/2006
PROGRESSIVE CORP/OH/,PGR,Common,890436,-65580,21566000,-1895000,,,Hist,12/31/2006
ABBOTT LABORATORIES,ABT,Common,430251,8924,20958000,498000,,,Hist,12/31/2006
BROWN FORMAN CORP,BF.B,CL B,290174,-10270,19221000,-3808000,,,Hist,12/31/2006
INTERNATIONAL SPEEDWAY CORP,ISCB,Common,345380,900,17614000,452000,,,Hist,12/31/2006
HORMEL FOODS CORP /DE/,HRL,Common,447365,-56100,16705000,-1410000,,,Hist,12/31/2006
SWEDISH MATCH CORP,SWMAF,Common,781150,-81330,14623000,556000,,,Hist,12/31/2006
KONINKLIJKE WEGENER NV,KWEGF,Common,993440,-68200,14405000,1198000,,,Hist,12/31/2006
FEDERAL HOME LOAN MORTGAGE CORP,FRE,Common,195372,-6928,13266000,-153000,,,Hist,12/31/2006
AVISHUSET DAGBLADET,ASVHF,Common,116554,0,13095000,827000,,,Hist,12/31/2006
"ANHEUSER-BUSCH COMPANIES, LLC",BUD,Common,196678,29648,9677000,1741000,,,Hist,12/31/2006
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,340370,-7400,9527000,130000,,,Hist,12/31/2006
PARGESA HOLDING SA,PRGAF,Common,83675,100,9521000,1438000,,,Hist,12/31/2006
PEPSICO INC,PEP,Common,147022,-18850,9196000,-1629000,,,Hist,12/31/2006
CANADIAN OIL SANDS TRUST /FI,COS.UN,Common,330000,0,9191000,370000,,,Hist,12/31/2006
GENERAL ELECTRIC CO,GE,Common,238394,-14415,8871000,-53000,,,Hist,12/31/2006
GROUPE DANONE,GDNNY,SPONSORED ADR,256700,175,8368000,770000,,,Hist,12/31/2006
ARMSTRONG WORLD INDUSTRIES INC,AWI,Common,195129,195129,8272000,8272000,,,Hist,12/31/2006
Vulcan Materials CO,VMC,Common,89900,-23300,8079000,-779000,,,Hist,12/31/2006
CRANE CO /DE/,CR,Common,210624,-7550,7717000,-1403000,,,Hist,12/31/2006
PHILIP MORRIS CR AS,TBKSF,Common,14018,14018,7286000,7286000,,,Hist,12/31/2006
OMNICOM GROUP INC.,OMC,Common,68735,1600,7186000,902000,,,Hist,12/31/2006
ALTADIS SA,ALTDF,Common,125100,125100,6540000,6540000,,,Hist,12/31/2006
JOHNSON & JOHNSON,JNJ,Common,94293,-2100,6225000,-35000,,,Hist,12/31/2006
WACHOVIA CORP NEW,WB,Common,102315,-15582,5827000,-752000,,,Hist,12/31/2006
Royal Dutch Shell plc,RDS.A,SPONS ADR A,81316,50,5756000,384000,,,Hist,12/31/2006
KINGSPAN GROUP PLC,KGSPF,Common,215975,0,5728000,1288000,,,Hist,12/31/2006
SCOTTS MIRACLE-GRO CO,SMG,CL A,107125,-5115,5533000,539000,,,Hist,12/31/2006
CRH PUBLIC LTD CO,CRHCF,Common,130850,130850,5446000,5446000,,,Hist,12/31/2006
"SUN MICROSYSTEMS, INC.",JAVA,Common,1000000,-100000,5420000,-25000,,,Hist,12/31/2006
BANK OF AMERICA CORP /DE/,BAC,Common,101230,0,5405000,-18000,,,Hist,12/31/2006
"CISCO SYSTEMS, INC.",CSCO,Common,179307,0,4900000,780000,,,Hist,12/31/2006
TAMEDIA AG,TDAAF,Common,37075,37075,4878000,4878000,,,Hist,12/31/2006
HEINEKEN NV /ADR/,HINKY,Common,201303,-425,4751000,142000,,,Hist,12/31/2006
READYMIX,RDMXF,Common,1321000,1321000,4531000,4531000,,,Hist,12/31/2006
TEGNA INC,GCI,Common,73575,-10000,4448000,-302000,,,Hist,12/31/2006
RINKER GROUP LTD,,Common,304565,304565,4334000,4334000,,,Hist,12/31/2006
PROCTER & GAMBLE Co,PG,Common,64218,-2620,4127000,-16000,,,Hist,12/31/2006
MICROSOFT CORP,MSFT,Common,135532,0,4047000,340000,,,Hist,12/31/2006
ENCANA CORP,ECA,Common,82000,0,3768000,-61000,,,Hist,12/31/2006
BIC CORP,BICEF,Common,52300,0,3640000,384000,,,Hist,12/31/2006
DEERE & CO,DE,Common,38217,-9500,3633000,-371000,,,Hist,12/31/2006
AMERICAN TOWER CORP /MA/,AMT,Common,88500,0,3299000,69000,,,Hist,12/31/2006
DOVER Corp,DOV,Common,66090,200,3240000,114000,,,Hist,12/31/2006
INTERNATIONAL BUSINESS MACHINES CORP,IBM,Common,32524,11,3160000,496000,,,Hist,12/31/2006
DEVON ENERGY CORP/DE,DVN,Common,45000,0,3019000,177000,,,Hist,12/31/2006
CARLISLE COMPANIES INC,CSL,Common,37219,0,2922000,-208000,,,Hist,12/31/2006
WPP plc,WPPRF,Common,215864,0,2921000,246000,,,Hist,12/31/2006
BENFIELD GROUP LTD,BFLDF,Common,409400,0,2870000,66000,,,Hist,12/31/2006
PFIZER INC,PFE,Common,107276,11200,2778000,53000,,,Hist,12/31/2006
MCCORMICK & CO INC,MKC,Common,70800,-32500,2730000,-1193000,,,Hist,12/31/2006
NORGES HANDELS OG SJOF,,Common,17172,17172,2674000,2674000,,,Hist,12/31/2006
LEUCADIA NATIONAL CORP,LUK,Common,94686,-2300,2670000,132000,,,Hist,12/31/2006
"LEE ENTERPRISES, INC",LEE,Common,85410,14550,2653000,864000,,,Hist,12/31/2006
AMERICAN EXPRESS CO,AXP,Common,40823,-875,2477000,139000,,,Hist,12/31/2006
MERCURY GENERAL CORP,MCY,Common,44550,-4000,2349000,-60000,,,Hist,12/31/2006
WAL MART STORES INC,WMT,Common,50468,0,2331000,-158000,,,Hist,12/31/2006
VORNADO REALTY TRUST,VNO,SH BEN INT,17000,0,2066000,213000,,,Hist,12/31/2006
CHEVRON CORP,CVX,Common,27974,-226,2057000,228000,,,Hist,12/31/2006
MEDIMMUNE INC /DE,MEDI,Common,60000,0,1942000,186000,,,Hist,12/31/2006
FULTON FINANCIAL CORP,FULT,Common,110683,-9979,1848000,-106000,,,Hist,12/31/2006
MURPHY OIL CORP /DE,MUR,Common,35800,0,1820000,118000,,,Hist,12/31/2006
HEARTLAND EXPRESS INC,HTLD,Common,114451,-3333,1719000,-128000,,,Hist,12/31/2006
CONOCOPHILLIPS,COP,Common,23742,-400,1708000,271000,,,Hist,12/31/2006
MATTEL INC /DE/,MAT,Common,69400,4500,1573000,294000,,,Hist,12/31/2006
JPMORGAN CHASE & CO,JPM,Common,32305,30000,1560000,1452000,,,Hist,12/31/2006
ROSS STORES INC,ROST,Common,50000,-10000,1465000,-60000,,,Hist,12/31/2006
MCDONALDS CORP,MCD,Common,31178,-1225,1382000,114000,,,Hist,12/31/2006
GENERAL DYNAMICS CORP,GD,Common,18550,-500,1379000,14000,,,Hist,12/31/2006
SCHIBSTED A/S,SBSNF,Common,37637,37637,1347000,1347000,,,Hist,12/31/2006
MOHAWK INDUSTRIES INC,MHK,Common,17150,-2500,1284000,-179000,,,Hist,12/31/2006
TJX COMPANIES INC /DE/,TJX,Common,44050,-200,1256000,16000,,,Hist,12/31/2006
3M CO,MMM,Common,15710,14950,1224000,1167000,,,Hist,12/31/2006
COCA COLA CO,KO,Common,25073,-1725,1210000,13000,,,Hist,12/31/2006
"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Common,16260,-200,1204000,12000,,,Hist,12/31/2006
MESA ROYALTY TRUST/TX,MTR,UNIT BEN INT,23000,0,1196000,-53000,,,Hist,12/31/2006
AES CORP,AES,Common,54000,0,1190000,89000,,,Hist,12/31/2006
COMCAST CORP,CMCSA,Common,26147,50,1107000,144000,,,Hist,12/31/2006
LEXINGTON REALTY TRUST,LXP,Common,49000,-1000,1099000,40000,,,Hist,12/31/2006
BP PLC,BP,SPONSORED ADR,14153,36,950000,24000,,,Hist,12/31/2006
AUTOMATIC DATA PROCESSING INC,ADP,Common,18400,0,906000,35000,,,Hist,12/31/2006
"Spok Holdings, Inc",USMO,Common,38535,0,862000,-18000,,,Hist,12/31/2006
ST JOE CO,JOE,Common,15000,0,804000,-19000,,,Hist,12/31/2006
Walt Disney Co,DIS,Common,23031,-500,789000,62000,,,Hist,12/31/2006
MERCK SHARP & DOHME CORP.,MRK,Common,18003,-1000,785000,-11000,,,Hist,12/31/2006
APTARGROUP INC,ATR,Common,12959,-9000,765000,-352000,,,Hist,12/31/2006
RECKITT BENCKISER GROUP PLC,RBGPF,Common,16000,-500,731000,47000,,,Hist,12/31/2006
ROCHE HOLDING LTD,RHHBY,Common,4050,0,725000,25000,,,Hist,12/31/2006
COSTCO WHOLESALE CORP /NEW,COST,Common,13650,-1525,722000,-32000,,,Hist,12/31/2006
STAPLES INC,SPLS,Common,26787,600,715000,78000,,,Hist,12/31/2006
A P MOLLER-MAERSK A/S,AMKAF,Common,75,4,678000,85000,,,Hist,12/31/2006
SCHLUMBERGER LIMITED/NV,SLB,Common,10725,0,677000,12000,,,Hist,12/31/2006
21ST CENTURY INSURANCE GROUP,TW,Common,37000,0,653000,100000,,,Hist,12/31/2006
MONSANTO CO /NEW/,MON,Common,12250,-1400,643000,1000,,,Hist,12/31/2006
LINDT & SPRUENGLI AG-REG,LDSRF,Common,25,0,629000,33000,,,Hist,12/31/2006
HARTE HANKS INC,HHS,Common,22500,0,623000,30000,,,Hist,12/31/2006
ANGLO AMERICAN PLC,AAUK,Common,12500,0,610000,88000,,,Hist,12/31/2006
Royal Dutch Shell plc,RDS.B,ADR,8494,0,604000,23000,,,Hist,12/31/2006
WALGREEN CO,WAG,Common,12526,-300,575000,6000,,,Hist,12/31/2006
"TRAVELERS COMPANIES, INC.",TRV,Common,10408,-1173,559000,16000,,,Hist,12/31/2006
TIME WARNER INC.,TWX,Common,23650,-350,515000,77000,,,Hist,12/31/2006
DAILY MAIL & GEN TST-A,DMTGF,Common,33964,33964,477000,477000,,,Hist,12/31/2006
EQUIFAX INC,EFX,Common,11200,0,455000,44000,,,Hist,12/31/2006
BB&T CORP,BBT,Common,10245,-500,450000,-20000,,,Hist,12/31/2006
WYETH,WYE,Common,8808,-1992,449000,-100000,,,Hist,12/31/2006
AVISHUSET DAGBLADET,ASVHF,PFD,3939,3939,443000,443000,,,Hist,12/31/2006
PIONEER NATURAL RESOURCES CO,PXD,Common,10900,500,433000,26000,,,Hist,12/31/2006
NEXTERA ENERGY INC,FPL,Common,7900,0,430000,74000,,,Hist,12/31/2006
BAT INDUSTRIES PLC /FI,BTI,Common,7500,0,425000,15000,,,Hist,12/31/2006
CANON INC,CAJ,Common,7500,7500,422000,422000,,,Hist,12/31/2006
CADBURY PUBLIC LTD CO,CSG,ADR,9350,-28000,401000,-1196000,,,Hist,12/31/2006
"WESCO FINANCIAL, LLC",WSC,Common,861,-5,396000,18000,,,Hist,12/31/2006
AT&T CORP,T,Common,10885,6268,389000,239000,,,Hist,12/31/2006
TOTAL S.A.,TOT,Common,5400,0,388000,32000,,,Hist,12/31/2006
NOKIA CORP,NOK,SPONSORED ADR,18965,0,385000,12000,,,Hist,12/31/2006
HSBC HOLDINGS PLC,HSBA,Common,20000,0,365000,0,,,Hist,12/31/2006
TEXAS INSTRUMENTS INC,TXN,Common,12600,0,363000,-56000,,,Hist,12/31/2006
NEUE ZUERCHER ZEITUNG,,Common,6,6,359000,359000,,,Hist,12/31/2006
DUPONT E I DE NEMOURS & CO,DD,Common,7341,31,358000,45000,,,Hist,12/31/2006
JACOBS ENGINEERING GROUP INC /DE/,JEC,Common,4300,0,351000,30000,,,Hist,12/31/2006
NEW YORK TIMES CO,NYT,CL A,14300,6250,348000,163000,,,Hist,12/31/2006
ALLEGHANY CORP /DE,Y,Common,954,0,347000,71000,,,Hist,12/31/2006
NATIONAL CITY CORP,NCC,Common,9417,-683,344000,-26000,,,Hist,12/31/2006
PARTRIDGE FINE ART,,Common,494601,494601,341000,341000,,,Hist,12/31/2006
AES CORP,AES/PC,Common,6500,0,320000,2000,,,Hist,12/31/2006
NORTHERN TRUST CORP,NTRS,Common,5075,-25,308000,10000,,,Hist,12/31/2006
SUSQUEHANNA BANCSHARES INC,SUSQ,Common,11320,0,304000,27000,,,Hist,12/31/2006
GROUPE DANONE,DANOY,Common,2000,0,303000,22000,,,Hist,12/31/2006
Owens Corning,OC,Common,10000,10000,299000,299000,,,Hist,12/31/2006
KAO CORP,KCRPY,Common,10500,0,283000,3000,,,Hist,12/31/2006
LILLY ELI & CO,LLY,Common,5250,-1000,274000,-82000,,,Hist,12/31/2006
"Fidelity National Information Services, Inc.",FIS,Common,6553,1103,263000,61000,,,Hist,12/31/2006
COMMUNITY BANKS INC /PA/,CMTY,Common,9347,0,259000,8000,,,Hist,12/31/2006
ALLSTATE CORP,ALL,Common,3900,-250,254000,-6000,,,Hist,12/31/2006
US GLOBAL INVESTORS FUNDS,GROW,CL A,3750,-250,252000,154000,,,Hist,12/31/2006
TOYOTA MOTOR CORP,7203,Common,3500,0,234000,43000,,,Hist,12/31/2006
HERSHEY CO,HSY,Common,4670,-50,233000,-19000,,,Hist,12/31/2006
SUNCOR ENERGY INC,SU,Common,2900,0,229000,20000,,,Hist,12/31/2006
TIFFANY & CO,TIF,Common,5800,-250,228000,27000,,,Hist,12/31/2006
BP PLC,BP,Common,20000,0,222000,4000,,,Hist,12/31/2006
MEDTRONIC INC,MDT,Common,4100,0,219000,29000,,,Hist,12/31/2006
LOWES COMPANIES INC,LOW,Common,7000,0,218000,22000,,,Hist,12/31/2006
SMITHFIELD FOODS INC,SFD,Common,8400,100,216000,-8000,,,Hist,12/31/2006
TOTAL S.A.,TOT,Common,3000,0,216000,19000,,,Hist,12/31/2006
"TWENTY-FIRST CENTURY FOX, INC.",NWS.A,CL A,9975,-75,214000,17000,,,Hist,12/31/2006
SYNGENTA AG,SYT,Common,1150,0,214000,40000,,,Hist,12/31/2006
Unum Group,UNM,Common,10300,-100,214000,12000,,,Hist,12/31/2006
Arconic Inc.,AA,Common,7136,0,214000,14000,,,Hist,12/31/2006
M&T BANK CORP,MTB,Common,1750,-243,214000,-25000,,,Hist,12/31/2006
MELLON FINANCIAL CORP,MEL,Common,5000,-7100,211000,-262000,,,Hist,12/31/2006
PIMCO FUNDS,PTTAX,MUTUAL,19248,193,200000,1000,,,Hist,12/31/2006
SCHULMAN A INC,SHLM,Common,8999,0,200000,-12000,,,Hist,12/31/2006
LOREAL,,Common,1950,0,195000,-3000,,,Hist,12/31/2006
ARCTIC CAT INC,ACAT,Common,10950,-200,193000,8000,,,Hist,12/31/2006
KIMBERLY CLARK CORP,KMB,Common,2750,-250,187000,-9000,,,Hist,12/31/2006
AMGEN INC,AMGN,Common,2740,-50,187000,-13000,,,Hist,12/31/2006
BRISTOL MYERS SQUIBB CO,BMY,Common,6600,-1000,174000,-15000,,,Hist,12/31/2006
"MARSH & MCLENNAN COMPANIES, INC.",MMC,Common,5600,-1200,172000,-19000,,,Hist,12/31/2006
ManpowerGroup Inc.,MAN,Common,2284,-666,171000,-10000,,,Hist,12/31/2006
3i GROUP PLC,TGOPF,Common,8461,0,167000,19000,,,Hist,12/31/2006
BELO CORP,BLC,COM SER A,9000,0,165000,23000,,,Hist,12/31/2006
YORK WATER CO,YORW,Common,9120,0,163000,-10000,,,Hist,12/31/2006
"DELPHI FINANCIAL GROUP, INC.",DFG,CL A,4000,0,162000,2000,,,Hist,12/31/2006
"Kirin Holdings Company, Ltd /FI",KNBWY,Common,10000,0,157000,23000,,,Hist,12/31/2006
IMPERIAL TOBACCO GROUP PLC,IMT,Common,4000,0,157000,24000,,,Hist,12/31/2006
INTEL CORP,INTC,Common,7610,0,154000,-3000,,,Hist,12/31/2006
VECTREN CORP,VVC,Common,5398,-419,153000,-3000,,,Hist,12/31/2006
WRIGLEY WM JR CO,WWY,Common,2937,442,152000,37000,,,Hist,12/31/2006
BARRY CALLEBAUT AG,BYCBF,Common,300,0,151000,8000,,,Hist,12/31/2006
Chubb Ltd,ACE,Common,2500,0,151000,14000,,,Hist,12/31/2006
"ALLIANCE ONE INTERNATIONAL, INC.",AOI,Common,20500,0,145000,61000,,,Hist,12/31/2006
HEALTHSOUTH CORP,HLS,Common,6400,6400,145000,145000,,,Hist,12/31/2006
PROLOGIS,PLD,SH BEN INT,2337,0,142000,9000,,,Hist,12/31/2006
UNION NATIONAL FINANCIAL CORP / PA,UNNF,Common,7820,0,141000,-7000,,,Hist,12/31/2006
FIRST DATA CORP,FDC,Common,5500,-650,140000,-118000,,,Hist,12/31/2006
PETROCHINA CO LTD,PTR,SPONSORED ADR,935,0,132000,31000,,,Hist,12/31/2006
HOME DEPOT INC,HD,Common,3240,0,130000,12000,,,Hist,12/31/2006
Western Union CO,WU,Common,5750,5750,129000,129000,,,Hist,12/31/2006
NEWMONT MINING CORP /DE/,NEM,Common,2825,-25,128000,6000,,,Hist,12/31/2006
"Anthem, Inc.",WLP,Common,1590,0,125000,2000,,,Hist,12/31/2006
EOG RESOURCES INC,EOG,Common,2000,0,125000,-5000,,,Hist,12/31/2006
UNIVERSAL DISPLAY CORP \PA\,OLED,Common,8200,0,123000,33000,,,Hist,12/31/2006
EXPEDITORS INTERNATIONAL OF WASHINGTON INC,EXPD,Common,3000,0,122000,-12000,,,Hist,12/31/2006
NOBLE ENERGY INC,NBL,Common,2400,0,118000,9000,,,Hist,12/31/2006
STERLING FINANCIAL CORP /PA/,SLFI,Common,4921,0,116000,8000,,,Hist,12/31/2006
WMIH CORP.,WM,Common,2500,0,114000,5000,,,Hist,12/31/2006
"Hill-Rom Holdings, Inc.",HB,Common,2000,0,114000,0,,,Hist,12/31/2006
KELLOGG CO,K,Common,2250,-100,113000,-3000,,,Hist,12/31/2006
CAMPBELL SOUP CO,CPB,Common,2850,0,111000,7000,,,Hist,12/31/2006
GALLAHER GROUP PLC,,SPONSORED ADR,1200,0,108000,29000,,,Hist,12/31/2006
PRAXAIR INC,PX,Common,1800,0,107000,1000,,,Hist,12/31/2006
RYDEX SERIES FUNDS,RYWBX,MUTUAL,4000,0,103000,6000,,,Hist,12/31/2006
VERIZON COMMUNICATIONS INC,VZ,Common,2730,0,102000,1000,,,Hist,12/31/2006
JAMES HALSTEAD PLC,HLSJF,Common,10000,0,101000,14000,,,Hist,12/31/2006
RYDEX SERIES FUNDS,RYJUX,MUTUAL,5271,171,101000,2000,,,Hist,12/31/2006
CABLEVISION SYSTEMS CORP /NY,CVC,Common,3500,0,100000,21000,,,Hist,12/31/2006
D&E COMMUNICATIONS INC /TA,DECC,Common,7900,0,100000,0,,,Hist,12/31/2006
HP INC,HPQ,Common,2400,0,99000,11000,,,Hist,12/31/2006
MICROPORE INC,,PFD,3200,0,99000,32000,,,Hist,12/31/2006
WAL MART DE MEXICO SA DE CV /FI,WMMVF,Common,22500,-7500,99000,-3000,,,Hist,12/31/2006
OCCIDENTAL PETROLEUM CORP /DE/,OXY,Common,2000,0,98000,2000,,,Hist,12/31/2006
SUPERVALU INC,SVU,Common,2730,0,98000,17000,,,Hist,12/31/2006
FEDEX CORP,FDX,Common,890,0,97000,0,,,Hist,12/31/2006
TigerLogic CORP,RDTA,Common,25000,0,97000,15000,,,Hist,12/31/2006
Kraft Heinz Foods Co,HNZ,Common,2100,-100,95000,3000,,,Hist,12/31/2006
SYSCO CORP,SYY,Common,2525,0,93000,9000,,,Hist,12/31/2006
NATIONAL PENN BANCSHARES INC,NPBC,Common,4509,0,91000,3000,,,Hist,12/31/2006
BJ SERVICES CO LLC,BJS,Common,3000,0,88000,-2000,,,Hist,12/31/2006
LITMAN GREGORY FUNDS TRUST,MSILX,MUTUAL,4580,0,86000,-3000,,,Hist,12/31/2006
HESS BAKKEN INVESTMENTS I Corp,AEZ,Common,13040,-5000,85000,-7000,,,Hist,12/31/2006
AMERIPRISE FINANCIAL INC,AMP,Common,1563,0,85000,12000,,,Hist,12/31/2006
MYLAN INC.,MYL,Common,4125,0,82000,-1000,,,Hist,12/31/2006
MORGAN STANLEY,MS,Common,938,0,76000,8000,,,Hist,12/31/2006
MGI PHARMA INC,MOGN,Common,4100,0,75000,4000,,,Hist,12/31/2006
AMERICAN WOODMARK CORP,AMWD,Common,1758,758,74000,40000,,,Hist,12/31/2006
HARLEY DAVIDSON INC,HOG,Common,1055,0,74000,8000,,,Hist,12/31/2006
Viacom Inc.,VIA.B,Common,1800,-500,74000,-12000,,,Hist,12/31/2006
MEADWESTVACO Corp,MWV,Common,2456,0,74000,9000,,,Hist,12/31/2006
STEPAN CO,SCL,Common,2284,0,72000,5000,,,Hist,12/31/2006
MARSHALL & ILSLEY CORP/WI/,MI,Common,1500,0,72000,0,,,Hist,12/31/2006
EDIPRESSE S A - BEARER,EPSSF,Common,150,0,72000,11000,,,Hist,12/31/2006
CHINA SHENHUA ENERGY CO,CUAEF,Common,30000,0,72000,24000,,,Hist,12/31/2006
PPG INDUSTRIES INC,PPG,Common,1088,0,70000,-3000,,,Hist,12/31/2006
SUNTRUST BANKS INC,STI,Common,825,0,70000,6000,,,Hist,12/31/2006
"Fidelity National Financial, Inc.",FNF,Common,2853,2445,68000,59000,,,Hist,12/31/2006
PITNEY BOWES INC /DE/,PBI,Common,1440,0,67000,3000,,,Hist,12/31/2006
Energy Future Holdings Corp /TX/,TXU,Common,1220,0,66000,-10000,,,Hist,12/31/2006
ENCORE WIRE CORP,WIRE,Common,3000,0,66000,-40000,,,Hist,12/31/2006
ANADARKO PETROLEUM CORP,APC,Common,1472,0,64000,-1000,,,Hist,12/31/2006
UNITEDHEALTH GROUP INC,UNH,Common,1200,-300,64000,-10000,,,Hist,12/31/2006
FASTENAL CO,FAST,Common,1750,0,63000,-5000,,,Hist,12/31/2006
ARMSTRONG HOLDINGS INC /PA/,ACKH,Common,200000,0,63000,30000,,,Hist,12/31/2006
DEAN FOODS CO,DF,Common,1500,0,63000,0,,,Hist,12/31/2006
EVERGREEN SELECT EQUITY TRUST,ESGIX,MUTUAL,2091,0,62000,4000,,,Hist,12/31/2006
CVS HEALTH Corp,CVS,Common,2000,0,62000,-2000,,,Hist,12/31/2006
ESTEE LAUDER COMPANIES INC,EL,Common,1500,-250,61000,-10000,,,Hist,12/31/2006
"Merck & Co., Inc.",SGP,Common,2600,0,61000,4000,,,Hist,12/31/2006
UBS AG,UBS,Common,1000,0,61000,1000,,,Hist,12/31/2006
T. Rowe Price Equity Income Fund,PRFDX,MUTUAL,2026,0,60000,3000,,,Hist,12/31/2006
COMMONWEALTH TELEPHONE ENTERPRISES INC /NEW/,CTCO,Common,1440,0,60000,1000,,,Hist,12/31/2006
AMERICA MOVIL SAB DE CV/,AMX,SPON ADR L SHS,1323,0,60000,8000,,,Hist,12/31/2006
LITMAN GREGORY FUNDS TRUST,MSEFX,MUTUAL,3735,0,59000,2000,,,Hist,12/31/2006
LITMAN GREGORY FUNDS TRUST,MSSFX,MUTUAL,3876,0,58000,2000,,,Hist,12/31/2006
"MONSTER WORLDWIDE, INC.",MNST,Common,1250,0,58000,13000,,,Hist,12/31/2006
SCHWAB CHARLES CORP,SCHW,Common,2995,-150,58000,2000,,,Hist,12/31/2006
DAVIS NEW YORK VENTURE FUND INC,DNVYX,MUTUAL,1421,0,55000,3000,,,Hist,12/31/2006
CLIPPER FUND INC,CFIMX,MUTUAL,588,0,54000,2000,,,Hist,12/31/2006
COUSINS PROPERTIES INC,CUZ,Common,1500,0,53000,2000,,,Hist,12/31/2006
CHUBB CORP,CB,Common,1000,0,53000,1000,,,Hist,12/31/2006
LITMAN GREGORY FUNDS TRUST,MSVFX,MUTUAL,3248,0,53000,3000,,,Hist,12/31/2006
HEINEKEN NV /ADR/,HINKY,Common,1125,0,53000,1000,,,Hist,12/31/2006
SMITH & NEPHEW PLC,SN,Common,5000,0,52000,6000,,,Hist,12/31/2006
CBS CORP,CBS,Common,1625,-500,51000,-9000,,,Hist,12/31/2006
THOMSON REUTERS CORP /CAN/,TOC,Common,1200,1200,50000,50000,,,Hist,12/31/2006
"TWEEDY, BROWNE FUND INC.",TBGVX,MUTUAL,1563,0,48000,2000,,,Hist,12/31/2006
JAPAN TOBACCO INC /FI,2914,Common,10,0,48000,9000,,,Hist,12/31/2006
HUNTER DOUGLAS NV /FI,HDUGF,Common,600,-100,48000,-1000,,,Hist,12/31/2006
"WINTERGREEN FUND, INC.",WGRNX,MUTUAL,3853,0,47000,5000,,,Hist,12/31/2006
AQUILA INC,ILA,Common,10000,0,47000,4000,,,Hist,12/31/2006
KROGER CO,KR,Common,2000,0,46000,0,,,Hist,12/31/2006
TARGET CORP,TGT,Common,805,105,46000,7000,,,Hist,12/31/2006
ESCO TECHNOLOGIES INC,ESE,Common,1000,0,45000,-1000,,,Hist,12/31/2006
TOOTSIE ROLL INDUSTRIES INC,TR,Common,1336,0,44000,5000,,,Hist,12/31/2006
