Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
Mastercard Inc,MA,CL A,8946630,-199678,1567092000,182707000,10.93,0.85,Hist,03/31/2018
BERKSHIRE HATHAWAY INC,BRK.A,Common,4666,-14,1395601000,2833000,9.74,0.28,Hist,03/31/2018
NESTLE SA,NSRGY,Common,15861323,-25802,1253838000,-111978000,8.75,,Hist,03/31/2018
HEINEKEN HOLDING N V,HKHHF,Common,10701707,-65712,1101617000,35061000,7.69,,Hist,03/31/2018
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,11640283,50969,1042471000,-7643000,7.27,,Hist,03/31/2018
Philip Morris International Inc.,PM,Common,10380319,237310,1031804000,-39805000,7.20,0.67,Hist,03/31/2018
PERNOD RICARD S A /FI,PDRDF,Common,6010668,-85340,999798000,33913000,6.98,,Hist,03/31/2018
UNILEVER N V,UN,N Y SHS NEW,15252999,471041,860117000,27597000,6.00,0.89,Hist,03/31/2018
Anheuser-Busch InBev SA/NV,BUDFF,COM,7628266,475763,837591000,37723000,5.84,,Hist,03/31/2018
WELLS FARGO & COMPANY/MN,WFC,Common,12350667,-120172,647298000,-109308000,4.52,0.25,Hist,03/31/2018
BERKSHIRE HATHAWAY INC,BRK/B,Common,2550076,50081,508689000,13140000,3.55,154.98,Hist,03/31/2018
SWATCH GROUP,SWGAF,Common,1155343,7860,508418000,40476000,3.55,,Hist,03/31/2018
MARTIN MARIETTA MATERIALS INC,MLM,Common,2015598,3841,417833000,-26846000,2.92,3.21,Hist,03/31/2018
"ALTRIA GROUP, INC.",MO,Common,5638211,47058,351373000,-47891000,2.45,0.30,Hist,03/31/2018
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,5278970,65565,305915000,-47976000,2.13,,Hist,03/31/2018
DIAGEO PLC,DGEAF,Common,8389879,-498749,283876000,-43780000,1.98,,Hist,03/31/2018
JCDECAUX SA /FI,JCDXF,Common,7733431,-611,268780000,-43311000,1.88,,Hist,03/31/2018
COMCAST CORP,CMCSA,Common,7122137,2135,243363000,-41793000,1.70,0.15,Hist,03/31/2018
BROWN FORMAN CORP,BF.A,CL A,4318029,-7346,230280000,-60558000,1.61,0.90,Hist,03/31/2018
BROWN FORMAN CORP,BF.B,CL B,2816490,1336023,153217000,51553000,1.07,0.59,Hist,03/31/2018
VISA INC.,V,CL A,569580,-4811,68133000,2641000,0.48,0.03,Hist,03/31/2018
DIAGEO PLC,DEO,SPON ADR NEW,415289,-13436,56238000,-6369000,0.39,,Hist,03/31/2018
AMERICAN EXPRESS CO,AXP,Common,163699,-1102,15270000,-1096000,0.11,0.02,Hist,03/31/2018
MEXICAN ECONOMIC DEVELOPMENT INC,FMX,ADR,138417,777,12655000,-269000,0.09,0.00,Hist,03/31/2018
SWEDISH MATCH CORP,SWMAF,Common,272193,-3560,12269000,1384000,0.09,,Hist,03/31/2018
EXXON MOBIL CORP,XOM,Common,156595,-1833,11684000,-1567000,0.08,0.00,Hist,03/31/2018
GROUPE DANONE,DANOY,ADR,716515,-4895,11584000,-535000,0.08,,Hist,03/31/2018
CRANE CO /DE/,CR,Common,123693,-5050,11471000,-15000,0.08,0.21,Hist,03/31/2018
MARKEL CORP,MKL,Common,8183,-150,9576000,84000,0.07,0.06,Hist,03/31/2018
OUTFRONT Media Inc.,OUT,COM,340079,13720,6373000,-1199000,0.04,0.24,Hist,03/31/2018
MILLER HERMAN INC,MLHR,Common,197241,-6950,6302000,-1876000,0.04,0.33,Hist,03/31/2018
Anheuser-Busch InBev SA Restri,,COM,51983,0,5707000,-106000,0.04,,Hist,03/31/2018
HORMEL FOODS CORP /DE/,HRL,Common,160374,2060,5504000,-257000,0.04,0.03,Hist,03/31/2018
COCA COLA CO,KO,Common,123708,-6704,5373000,-610000,0.04,0.00,Hist,03/31/2018
DOVER Corp,DOV,Common,51816,-1200,5089000,-265000,0.04,0.03,Hist,03/31/2018
HEINEKEN N V/ /FI,HINKF,Common,47288,-2400,5077000,-110000,0.04,,Hist,03/31/2018
PROCTER & GAMBLE Co,PG,Common,52860,-7564,4191000,-1361000,0.03,0.00,Hist,03/31/2018
PEPSICO INC,PEP,Common,33597,-578,3667000,-431000,0.03,0.00,Hist,03/31/2018
MCCORMICK & CO INC,MKC,Common,33555,-50,3570000,145000,0.02,0.03,Hist,03/31/2018
NESTLE SA /FI,NSRGF,Common,41000,0,3238000,-288000,0.02,,Hist,03/31/2018
"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Common,20965,-125,3171000,128000,0.02,0.00,Hist,03/31/2018
DowDuPont Inc.,DWDP,Common Stock,47521,216,3028000,-341000,0.02,0.00,Hist,03/31/2018
Royal Dutch Shell plc,RDS.A,SPONS ADR A,47265,-4740,3016000,-453000,0.02,0.00,Hist,03/31/2018
Alphabet Inc.,GOOG,COM,2184,-291,2253000,-337000,0.02,0.00,Hist,03/31/2018
UNILEVER NV-CVA,UNLNF,COM,39000,0,2200000,1000,0.02,,Hist,03/31/2018
RECKITT BENCKISER GROUP PLC,RBGPF,Common,25472,-495,2156000,-274000,0.02,,Hist,03/31/2018
M&T BANK CORP,MTB/WS,WARRANT,19750,-10250,2154000,-774000,0.02,,Hist,03/31/2018
Vulcan Materials CO,VMC,Common,18820,4090,2149000,258000,0.01,0.01,Hist,03/31/2018
FULTON FINANCIAL CORP,FULT,Common,120254,3432,2135000,44000,0.01,0.07,Hist,03/31/2018
JPMORGAN CHASE & CO,JPM/WS,W EXP 10/28/2018,30300,-27500,2107000,-1733000,0.01,,Hist,03/31/2018
BIC CORP,BICEF,Common,21055,-625,2094000,-292000,0.01,,Hist,03/31/2018
EATON VANCE SENIOR INCOME TRUST,EVF,Common,291507,2120,1985000,98000,0.01,,Hist,03/31/2018
