NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Diageo PLC Sponsored ADR,COM,25243q205,49862,479721,SH,,SOLE,,442086,0,37635
Disney Walt Productions,COM,254687106,490,4703,SH,,SOLE,,3735,0,968
Dover Corp,COM,260003108,4419,58976,SH,,SOLE,,51676,0,7300
Du Pont E I De Nemours,COM,263534109,2753,37503,SH,,SOLE,,37503,0,0
Exxon Mobil Corp,COM,30231g102,14440,159985,SH,,SOLE,,150710,0,9275
Fomento Economico Mex Sp ADR,COM,344419106,9711,127430,SH,,SOLE,,104935,0,22495
Fulton Finl Corp,COM,360271100,1651,87843,SH,,SOLE,,76843,0,11000
General Electric,COM,369604103,224,7080,SH,,SOLE,,7080,0,0
Heartland Express Inc,COM,422347104,254,12499,SH,,SOLE,,10499,0,2000
Heineken NV Spons ADR,COM,423012301,1426,37932,SH,,SOLE,,37932,0,0
Herman Miller Inc,COM,600544100,7246,211866,SH,,SOLE,,193366,0,18500
Hormel Foods Corp,COM,440452100,5648,162249,SH,,SOLE,,141001,0,21248
I B M,COM,459200101,1585,9549,SH,,SOLE,,9429,0,120
Kraft Heinz Co,COM,500754106,1906,21825,SH,,SOLE,,21825,0,0
Lamar Advertising Co-A,COM,512816109,940,13975,SH,,SOLE,,13975,0,0
Markel Corp,COM,570535104,10639,11762,SH,,SOLE,,10597,0,1165
Martin Marietta Materials,COM,573284106,401931,1814339,SH,,SOLE,,1709487,0,104852
Mastercard Inc Cl A,COM,57636q104,991532,9603214,SH,,SOLE,,9083212,0,520002
McCormick Inc,COM,579780206,3206,34355,SH,,SOLE,,29955,0,4400
McDonalds Corp,COM,580135101,442,3630,SH,,SOLE,,3630,0,0
Microsoft Corp,COM,594918104,3141,50550,SH,,SOLE,,49750,0,800
Nestle SA-Spons ADR,COM,641069406,1142793,15929649,SH,,SOLE,,15088986,0,840663
O Reilly Automotive Inc,COM,67103h107,306,1100,SH,,SOLE,,1100,0,0
Outfront Media Inc,COM,69007j106,6505,261547,SH,,SOLE,,219612,0,41935
Pepsico Inc,COM,713448108,3857,36867,SH,,SOLE,,36567,0,300
Pernod-Ricard SA-Unspon ADR,COM,714264207,1226,56435,SH,,SOLE,,56435,0,0
Philip Morris International In,COM,718172109,948185,10363811,SH,,SOLE,,9929319,0,434492
Pioneer Nat Res,COM,723787107,486,2700,SH,,SOLE,,2700,0,0
PNC Bank Corp,COM,693475105,2713,23200,SH,,SOLE,,21700,0,1500
Procter & Gamble,COM,742718109,5507,65495,SH,,SOLE,,60480,0,5015
Royal Dutch Shell PLC ADR A,COM,780259206,3056,56200,SH,,SOLE,,47695,0,8505
Schlumberger LTD,COM,806857108,434,5165,SH,,SOLE,,5165,0,0
Scripps Networks Interactive C,COM,811065101,83185,1165551,SH,,SOLE,,1107445,0,58106
The Swatch Group AG ADR,COM,870123106,569,36510,SH,,SOLE,,36510,0,0
Unilever NV ADR,COM,904784709,626117,15248821,SH,,SOLE,,14447358,0,801463
Union Pac Corp,COM,907818108,250,2410,SH,,SOLE,,2410,0,0
Visa Inc Cl A,COM,92826c839,42133,540034,SH,,SOLE,,464080,0,75954
Vulcan Materials,COM,929160109,613,4900,SH,,SOLE,,4900,0,0
Wal Mart Stores Inc,COM,931142103,1018,14725,SH,,SOLE,,5425,0,9300
Wells Fargo,COM,949746101,806802,14639845,SH,,SOLE,,13860875,0,778969
JP Morgan Chase & Co WTS Exp 1,WTS,46634e114,7116,160750,SH,,SOLE,,160750,0,0
M&T Bank Corp Wts Exp 12/23/1,WTS,55261f112,5168,65000,SH,,SOLE,,65000,0,0
Wells Fargo WTS Exp 10/28/18,WTS,949746119,4757,223000,SH,,SOLE,,223000,0,0
A P Moller-Maersk A/S,COM,k0514g135,846,559,SH,,SOLE,,534,0,25
Anheuser-Busch InBev SA,COM,b639cj108,716784,6758600,SH,,SOLE,,6417101,0,341499
BIC,COM,f10080103,3273,24025,SH,,SOLE,,23590,0,435
Bollore,COM,f10659260,106,30000,SH,,SOLE,,30000,0,0
British American Tobacco PLC,COM,g1510j102,293654,5142295,SH,,SOLE,,4955113,0,187182
Cir SPA,COM,t28980125,136,125000,SH,,SOLE,,125000,0,0
Compagnie Financiere Richemont,COM,h25662182,790438,11910471,SH,,SOLE,,11310243,0,600228
Diageo PLC,COM,g42089113,242108,9286040,SH,,SOLE,,8831903,0,454137
Groupe Danone,COM,f12033134,227,3575,SH,,SOLE,,3575,0,0
Hanjaya Mandala Sampoerna,COM,y7121z146,195,687500,SH,,SOLE,,687500,0,0
Heineken Holding NV,COM,n39338194,757401,10857060,SH,,SOLE,,10304329,0,552731
Heineken NV,COM,n39427211,3742,49788,SH,,SOLE,,45763,0,4025
Indivior PLC,COM,g4766e108,100,27337,SH,,SOLE,,19862,0,7475
JC Decaux SA ACT,COM,f5333n100,204640,6946556,SH,,SOLE,,6554101,0,392455
Lindt & Spruengli AG - Reg,COM,h49983176,2071,34,SH,,SOLE,,34,0,0
Loreal SA,COM,f58149133,1221,6675,SH,,SOLE,,6495,0,180
LT Group Inc,COM,y5342m100,38,150000,SH,,SOLE,,150000,0,0
Nestle SA-REG,COM,h57312649,2969,41310,SH,,SOLE,,41000,0,310
Nielsen Holdings PLC ORD,COM,g6518l108,478,11386,SH,,SOLE,,11386,0,0
Pargesa Holding AG - B,COM,h60477207,1135,17401,SH,,SOLE,,17151,0,250
Pernod Ricard,COM,f72027109,676314,6228340,SH,,SOLE,,5917320,0,311020
PZ Cussons PLC,COM,g6850s109,62,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,g74079107,2492,29292,SH,,SOLE,,21742,0,7550
Swedish Match AB,COM,w92277115,9549,299338,SH,,SOLE,,290538,0,8800
The Swatch Group AG-BR,COM,h83949141,316711,1016384,SH,,SOLE,,966581,0,49803
Unilever NV,COM,n8981f271,1609,39000,SH,,SOLE,,39000,0,0
