Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
NESTLE SA,NSRGY,Common,15778992,15778992,1182899000,1182899000,10.68,,Hist,09/30/2015
BERKSHIRE HATHAWAY INC,BRK.A,Common,5035,5035,983033000,983033000,8.88,,Hist,09/30/2015
Mastercard Inc,MA,CL A,9930607,9930607,894946000,894946000,8.08,,Hist,09/30/2015
Philip Morris International Inc.,PM,Common,10479882,10479882,831369000,831369000,7.51,0.68,Hist,09/30/2015
HEINEKEN HOLDING N V,HKHHF,Common,10854321,10854321,770947000,770947000,6.96,,Hist,09/30/2015
WELLS FARGO & COMPANY/MN,WFC,Common,14575503,14575503,748452000,748452000,6.76,,Hist,09/30/2015
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,8858871,8858871,686334000,686334000,6.20,,Hist,09/30/2015
SABMILLER PLC/FI,SBMRF,Common,12037017,12037017,681375000,681375000,6.15,,Hist,09/30/2015
UNILEVER N V,UN,N Y SHS NEW,14145516,14145516,568650000,568650000,5.14,,Hist,09/30/2015
PERNOD RICARD S A /FI,PDRDF,Common,5648600,5648600,568605000,568605000,5.14,,Hist,09/30/2015
Anheuser-Busch InBev SA/NV,BUD,ADR,5173285,5173285,550024000,550024000,4.97,,Hist,09/30/2015
"ALTRIA GROUP, INC.",MO,Common,6422309,6422309,349374000,349374000,3.16,,Hist,09/30/2015
BERKSHIRE HATHAWAY INC,BRK/B,Common,2512042,2512042,327570000,327570000,2.96,,Hist,09/30/2015
MARTIN MARIETTA MATERIALS INC,MLM,Common,2070527,2070527,314617000,314617000,2.84,,Hist,09/30/2015
BROWN FORMAN CORP,BF.A,CL A,2596956,2596956,277848000,277848000,2.51,,Hist,09/30/2015
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,4971592,4971592,274346000,274346000,2.48,,Hist,09/30/2015
DIAGEO PLC,DGEAF,Common,9284318,9284318,248995000,248995000,2.25,,Hist,09/30/2015
COMCAST CORP,CMCSK,Common,4054956,4054956,232106000,232106000,2.10,,Hist,09/30/2015
JCDECAUX SA /FI,JCDXF,Common,3868070,3868070,139872000,139872000,1.26,,Hist,09/30/2015
"Scripps Networks Interactive, Inc.",SNI,Common,1245833,1245833,61283000,61283000,0.55,,Hist,09/30/2015
BROWN FORMAN CORP,BF.B,CL B,530935,530935,51448000,51448000,0.46,,Hist,09/30/2015
DIAGEO PLC,DEO,SPON ADR NEW,468851,468851,50537000,50537000,0.46,,Hist,09/30/2015
SWATCH GROUP,SWGAF,Common,107524,107524,39726000,39726000,0.36,,Hist,09/30/2015
