Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
PROCTER & GAMBLE Co,PG,Common,152910,-12584,10381000,-1098000,0.14,,Hist,12/31/2012
CRANE CO /DE/,CR,Common,187347,-3750,8670000,1039000,0.12,,Hist,12/31/2012
MARKEL CORP,MKL,Common,19890,-369,8621000,-668000,0.12,,Hist,12/31/2012
MILLER HERMAN INC,MLHR,Common,399440,-13310,8572000,548000,0.12,,Hist,12/31/2012
BROWN FORMAN CORP,BF.B,CL B,132530,-4018,8382000,-528000,0.12,,Hist,12/31/2012
GOLDMAN SACHS GROUP INC,GS,Common,58910,-555,7515000,755000,0.10,0.01,Hist,12/31/2012
AMERICAN EXPRESS CO,AXP,Common,115560,-1090,6642000,9000,0.09,,Hist,12/31/2012
COCA COLA CO,KO,Common,175258,1635,6353000,-233000,0.09,,Hist,12/31/2012
ABBOTT LABORATORIES,ABT,Common,89300,-15250,5849000,-1319000,0.08,,Hist,12/31/2012
DOVER Corp,DOV,Common,87945,-1515,5779000,457000,0.08,0.05,Hist,12/31/2012
CHEVRON CORP,CVX,Common,50466,-4770,5457000,-981000,0.08,,Hist,12/31/2012
Royal Dutch Shell plc,RDS.A,SPONS ADR A,71610,-2515,4938000,-207000,0.07,,Hist,12/31/2012
PEPSICO INC,PEP,Common,66170,-9812,4528000,-849000,0.06,0.00,Hist,12/31/2012
HORMEL FOODS CORP /DE/,HRL,Common,136975,-9276,4275000,-1000,0.06,,Hist,12/31/2012
HEINEKEN N V/ /FI,HINKF,Common,55729,-1735,3708000,278000,0.05,,Hist,12/31/2012
MCCORMICK & CO INC,MKC,Common,52830,-2805,3356000,-96000,0.05,,Hist,12/31/2012
PRAXAIR INC,PX,Common,30335,-445,3320000,123000,0.05,,Hist,12/31/2012
GROUPE DANONE,DANOY,ADR,212025,-4500,2790000,121000,0.04,,Hist,12/31/2012
BIC CORP,BICEF,Common,23125,-250,2754000,-73000,0.04,,Hist,12/31/2012
NESTLE SA /FI,NSRGF,Common,40000,0,2611000,87000,0.04,,Hist,12/31/2012
PROGRESSIVE CORP/OH/,PGR,Common,104686,-6524,2209000,-97000,0.03,,Hist,12/31/2012
EATON VANCE SENIOR INCOME TRUST,EVF,Common,281126,42628,2120000,307000,0.03,,Hist,12/31/2012
INTERNATIONAL BUSINESS MACHINES CORP,IBM,Common,10825,-208,2074000,-215000,0.03,,Hist,12/31/2012
COMCAST CORP,CMCSA,Common,55298,30135,2066000,1167000,0.03,,Hist,12/31/2012
PARGESA HOLDING SA,PRGAF,Common,29150,-275,2000000,49000,0.03,,Hist,12/31/2012
MICROSOFT CORP,MSFT,Common,67267,-1900,1797000,-261000,0.02,0.00,Hist,12/31/2012
JPMORGAN CHASE & CO,JPM/WS,W EXP 10/28/2018,150750,0,1788000,237000,0.02,,Hist,12/31/2012
WELLS FARGO & COMPANY/MN,WFC/WS,WARRANTS,177750,0,1778000,24000,0.02,,Hist,12/31/2012
WAL MART STORES INC,WMT,Common,22934,-1194,1565000,-216000,0.02,,Hist,12/31/2012
"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Common,26551,-166,1548000,-138000,0.02,,Hist,12/31/2012
PRECISION CASTPARTS CORP,PCP,Common,7200,0,1364000,188000,0.02,0.00,Hist,12/31/2012
LINDT & SPRUENGLI AG-REG,LDSRF,Common,36,0,1361000,61000,0.02,,Hist,12/31/2012
"ANHEUSER-BUSCH COMPANIES, LLC",AHBIF,COM,15000,0,1300000,23000,0.02,,Hist,12/31/2012
DUPONT E I DE NEMOURS & CO,DD,Common,27398,248,1232000,-133000,0.02,,Hist,12/31/2012
BB&T CORP,BBT,Common,40426,276,1177000,-154000,0.02,,Hist,12/31/2012
DEERE & CO,DE,Common,12450,0,1076000,49000,0.01,,Hist,12/31/2012
SABMILLER PLC/FI,SBMRY,Common,22750,3950,1045000,219000,0.01,,Hist,12/31/2012
A P MOLLER-MAERSK A/S,AMKAF,Common,135,-2,958000,28000,0.01,,Hist,12/31/2012
CONOCOPHILLIPS,COP,Common,16470,-39,955000,11000,0.01,,Hist,12/31/2012
PERNOD RICARD S A /FI,PDRDY,COM,41150,5475,949000,148000,0.01,,Hist,12/31/2012
FULTON FINANCIAL CORP,FULT,Common,94168,-1000,905000,-32000,0.01,0.05,Hist,12/31/2012
LAMAR ADVERTISING CO/NEW,LAMR,Common,21335,210,827000,44000,0.01,,Hist,12/31/2012
CARLISLE COMPANIES INC,CSL,Common,10834,0,637000,74000,0.01,,Hist,12/31/2012
MATTEL INC /DE/,MAT,Common,16625,-6000,609000,-194000,0.01,0.00,Hist,12/31/2012
BAT INDUSTRIES PLC /FI,BTI,Common,5950,1100,602000,104000,0.01,,Hist,12/31/2012
GOOGLE INC.,GOOG,CL A,850,54,601000,0,0.01,,Hist,12/31/2012
BANK OF AMERICA CORP /DE/,BAC,Common,50500,48000,586000,564000,0.01,,Hist,12/31/2012
COSTCO WHOLESALE CORP /NEW,COST,Common,5855,-300,578000,-38000,0.01,,Hist,12/31/2012
"SWISS HELVETIA FUND, INC.",SWZ,Common,50000,0,565000,26000,0.01,,Hist,12/31/2012
LEUCADIA NATIONAL CORP,LUK,Common,23050,-12700,548000,-265000,0.01,,Hist,12/31/2012
RECKITT BENCKISER GROUP PLC,RBGPF,Common,8175,0,515000,44000,0.01,,Hist,12/31/2012
Walt Disney Co,DIS,Common,9500,-2500,473000,-154000,0.01,0.00,Hist,12/31/2012
MCDONALDS CORP,MCD,Common,5185,-1375,457000,-145000,0.01,,Hist,12/31/2012
GENERAL DYNAMICS CORP,GD,Common,5725,-2500,397000,-147000,0.01,,Hist,12/31/2012
PIONEER NATURAL RESOURCES CO,PXD,Common,3000,0,320000,7000,0.00,,Hist,12/31/2012
BARRY CALLEBAUT AG,BYCBF,Common,300,0,289000,10000,0.00,,Hist,12/31/2012
ORACLE CORP,ORCL,Common,8375,6975,279000,235000,0.00,,Hist,12/31/2012
SCHIBSTED A/S,SBSNF,Common,6587,0,278000,26000,0.00,,Hist,12/31/2012
ROCHE HOLDING LTD,RHHBY,Common,1325,-100,267000,1000,0.00,,Hist,12/31/2012
IMPERIAL TOBACCO GROUP PLC,ITYBF,Common,6750,-650,260000,-14000,0.00,,Hist,12/31/2012
"Merck & Co., Inc.",MRK,COM,6236,-250,255000,-37000,0.00,,Hist,12/31/2012
BP PLC,BP,SPONSORED ADR,6101,-25,254000,-5000,0.00,,Hist,12/31/2012
SPDR S&P 500 ETF TRUST,SPY,Common,1700,0,242000,-3000,0.00,,Hist,12/31/2012
SCHLUMBERGER LIMITED/NV,SLB,Common,3425,-3500,237000,-264000,0.00,,Hist,12/31/2012
DANAHER CORP /DE/,DHR,Common,4151,0,232000,3000,0.00,0.00,Hist,12/31/2012
NORTHERN TRUST CORP,NTRS,Common,4500,0,226000,17000,0.00,,Hist,12/31/2012
HEARTLAND EXPRESS INC,HTLD,Common,16699,0,218000,-5000,0.00,,Hist,12/31/2012
ANGLO AMERICAN PLC,AAUKF,Common,7000,-2500,216000,-63000,0.00,,Hist,12/31/2012
AT&T CORP,T,Common,6275,-300,212000,-36000,0.00,,Hist,12/31/2012
AMERICAN INTERNATIONAL GROUP INC,AIG,COM,6000,6000,212000,212000,0.00,,Hist,12/31/2012
SUSQUEHANNA BANCSHARES INC,SUSQ,Common,19581,0,205000,0,0.00,,Hist,12/31/2012
MONSANTO CO /NEW/,MON,Common,2040,-436,193000,-32000,0.00,,Hist,12/31/2012
AES CORP,AES/PC,CV 6.75%,3500,0,174000,-1000,0.00,,Hist,12/31/2012
CIT GROUP INC,CIT,COM,4053,4053,157000,157000,0.00,,Hist,12/31/2012
ALLEGHANY CORP /DE,Y,Common,465,0,156000,-4000,0.00,,Hist,12/31/2012
YUM BRANDS INC,YUM,Common,2200,0,146000,0,0.00,,Hist,12/31/2012
UNION PACIFIC CORP,UNP,Common,1150,0,145000,8000,0.00,,Hist,12/31/2012
"Spectrum Brands, Inc.",SPB,COM,3144,3144,141000,141000,0.00,,Hist,12/31/2012
SCOTTS MIRACLE-GRO CO,SMG,CL A,3000,-2200,132000,-94000,0.00,,Hist,12/31/2012
SUNCOR ENERGY INC,SU,COM,4000,0,131000,0,0.00,,Hist,12/31/2012
EXPEDITORS INTERNATIONAL OF WASHINGTON INC,EXPD,Common,3000,0,119000,10000,0.00,,Hist,12/31/2012
GENERAL ELECTRIC CO,GE,Common,5501,0,115000,-10000,0.00,,Hist,12/31/2012
US BANCORP \DE\,USB,Common,3539,0,113000,-8000,0.00,0.00,Hist,12/31/2012
Unum Group,UNM,Common,5325,0,111000,9000,0.00,,Hist,12/31/2012
Discover Financial Services,DFS,Common,2800,0,108000,-3000,0.00,,Hist,12/31/2012
PIMCO FUNDS,PHIYX,Stock,11116,0,107000,1000,0.00,,Hist,12/31/2012
"TWENTY-FIRST CENTURY FOX, INC.",NWS,Common,4000,0,105000,6000,0.00,,Hist,12/31/2012
MYLAN INC.,MYL,Common,3500,0,96000,11000,0.00,,Hist,12/31/2012
OMNICOM GROUP INC.,OMC,Common,1900,0,95000,-3000,0.00,,Hist,12/31/2012
HEALTHSOUTH CORP,HLS,Common,4400,0,93000,-13000,0.00,,Hist,12/31/2012
JPMORGAN CHASE & CO,JPM,Common,2100,-15000,92000,-600000,0.00,,Hist,12/31/2012
FASTENAL CO,FAST,Common,1900,0,89000,7000,0.00,,Hist,12/31/2012
GLOBAL PAYMENTS INC,GPN,Common,1825,200,83000,15000,0.00,0.00,Hist,12/31/2012
LEXINGTON REALTY TRUST,LXP,Common,7500,0,78000,6000,0.00,,Hist,12/31/2012
MURPHY OIL CORP /DE,MUR,Common,1300,0,77000,7000,0.00,,Hist,12/31/2012
"WILEY JOHN & SONS, INC.",JW.A,CL A,1975,0,77000,-14000,0.00,,Hist,12/31/2012
BAYERISCHE MOTOREN WERKE AG,BAMXF,Common,750,0,72000,17000,0.00,,Hist,12/31/2012
CATERPILLAR INC,CAT,Common,775,0,69000,2000,0.00,,Hist,12/31/2012
3M CO,MMM,Common,725,-2250,67000,-208000,0.00,,Hist,12/31/2012
AUTOMATIC DATA PROCESSING INC,ADP,Common,1100,0,63000,-2000,0.00,,Hist,12/31/2012
DAIMLER AG,DAI,Common,1002,0,55000,6000,0.00,,Hist,12/31/2012
INTUITIVE SURGICAL INC,ISRG,Common,111,0,54000,-1000,0.00,0.00,Hist,12/31/2012
EMC CORP,EMC,Common,2000,0,51000,-4000,0.00,0.00,Hist,12/31/2012
Bank of New York Mellon Corp,BK,Common,2000,0,51000,6000,0.00,,Hist,12/31/2012
VERIZON COMMUNICATIONS INC,VZ,Common,1150,0,50000,-2000,0.00,,Hist,12/31/2012
JOHNSON & JOHNSON,JNJ,Common,715,-4700,50000,-323000,0.00,,Hist,12/31/2012
TIME WARNER INC.,TWX,COM,1049,-500,50000,-20000,0.00,,Hist,12/31/2012
PFIZER INC,PFE,Common,1900,0,48000,1000,0.00,,Hist,12/31/2012
VECTREN CORP,VVC,Common,1599,0,47000,1000,0.00,,Hist,12/31/2012
HOME DEPOT INC,HD,Common,750,-1380,46000,-83000,0.00,,Hist,12/31/2012
J M SMUCKER Co,SJM,Common,506,0,44000,0,0.00,,Hist,12/31/2012
NATIONAL PENN BANCSHARES INC,NPBC,Common,4644,0,43000,1000,0.00,,Hist,12/31/2012
TJX COMPANIES INC /DE/,TJX,Common,1000,0,42000,-3000,0.00,,Hist,12/31/2012
MCKESSON CORP,MCK,Common,425,0,41000,4000,0.00,,Hist,12/31/2012
TOOTSIE ROLL INDUSTRIES INC,TR,Common,1593,0,41000,-2000,0.00,,Hist,12/31/2012
HERSHEY CO,HSY,Common,555,0,40000,1000,0.00,,Hist,12/31/2012
BOEING CO,BA,Common,500,0,38000,3000,0.00,,Hist,12/31/2012
MOHAWK INDUSTRIES INC,MHK,Common,400,0,36000,4000,0.00,,Hist,12/31/2012
WALGREEN CO,WAG,Common,950,-50,35000,-1000,0.00,,Hist,12/31/2012
THOMSON REUTERS CORP /CAN/,TOC,Common,1200,0,35000,0,0.00,,Hist,12/31/2012
WAL MART DE MEXICO SA DE CV /FI,WMMVF,Common,10000,-2000,33000,-1000,0.00,,Hist,12/31/2012
LOCKHEED MARTIN CORP,LMT,Common,350,0,32000,-1000,0.00,0.00,Hist,12/31/2012
Beam Suntory Inc.,BEAM,COM,500,0,31000,2000,0.00,,Hist,12/31/2012
TARGET CORP,TGT,Common,499,-50,30000,-5000,0.00,,Hist,12/31/2012
STAPLES INC,SPLS,Common,2500,0,29000,0,0.00,0.00,Hist,12/31/2012
AMERICA MOVIL SAB DE CV/,AMX,SPON ADR L SHS,1200,0,28000,-3000,0.00,,Hist,12/31/2012
"Stock Yards Bancorp, Inc.",SYBT,COM STK,1271,0,28000,-2000,0.00,,Hist,12/31/2012
US GLOBAL INVESTORS FUNDS,GROW,CL A,6750,0,27000,-14000,0.00,,Hist,12/31/2012
APPLE INC,AAPL,Common,50,-25,27000,-23000,0.00,,Hist,12/31/2012
COLGATE PALMOLIVE CO,CL,Common,250,0,26000,-1000,0.00,,Hist,12/31/2012
MICROPORE INC,,PFD,2750,0,25000,0,0.00,,Hist,12/31/2012
WHOLE FOODS MARKET INC,WFM,Common,275,-275,25000,-29000,0.00,0.00,Hist,12/31/2012
NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND,NQP,Common,1630,0,25000,-2000,0.00,,Hist,12/31/2012
BANK OF AMERICA CORP /DE/,BAC/PL,Preferred Stock,21,0,24000,1000,0.00,,Hist,12/31/2012
Royal Dutch Shell plc,RDS.B,ADR,325,0,23000,0,0.00,,Hist,12/31/2012
"GRUPO TELEVISA, S.A.B.",TV,SP ADR REP ORD,850,-625,23000,-12000,0.00,,Hist,12/31/2012
WELLS FARGO & COMPANY/MN,WFC/PL,PFD,18,0,22000,0,0.00,,Hist,12/31/2012
Express Scripts Holding Co.,ESRX,Common,390,0,21000,-3000,0.00,,Hist,12/31/2012
CHURCH & DWIGHT CO INC /DE/,CHD,Common,400,-200,21000,-11000,0.00,0.00,Hist,12/31/2012
LOWES COMPANIES INC,LOW,Common,550,0,20000,3000,0.00,,Hist,12/31/2012
"Fortune Brands Home & Security, Inc.",FBHS,COM,700,0,20000,1000,0.00,0.00,Hist,12/31/2012
LUXOTTICA GROUP SPA,LUX,SPONSORED ADR,430,0,18000,3000,0.00,,Hist,12/31/2012
GENESEE & WYOMING INC,GWR,Common,225,0,17000,2000,0.00,,Hist,12/31/2012
MCCLATCHY CO,MNI,CL A,5000,0,16000,5000,0.00,,Hist,12/31/2012
MEADWESTVACO Corp,MWV,Common,507,0,16000,0,0.00,,Hist,12/31/2012
FEDERATED INCOME SECURITIES TRUST,FUSGX,CL A,1966,16,15000,0,0.00,,Hist,12/31/2012
TEGNA INC,GCI,Common,750,0,14000,1000,0.00,0.00,Hist,12/31/2012
SCHULMAN A INC,SHLM,Common,467,0,14000,3000,0.00,,Hist,12/31/2012
BURNHAM CORP,BURCA,Common,1000,0,14000,-1000,0.00,,Hist,12/31/2012
ACNB CORP,ACNB,Common,881,0,14000,0,0.00,,Hist,12/31/2012
CORNING INC /NY,GLW,Common,1000,-750,13000,-10000,0.00,,Hist,12/31/2012
UNIZAN FINANCIAL CORP,UNPA,Common,105,0,13000,0,0.00,,Hist,12/31/2012
"Anthem, Inc.",WLP,Common,204,0,12000,0,0.00,0.00,Hist,12/31/2012
"SPECTRUM MANAGEMENT HOLDING COMPANY, LLC",TWC,COM STK,123,0,12000,0,0.00,,Hist,12/31/2012
"TWENTY-FIRST CENTURY FOX, INC.",NWS.A,Common,475,-150,12000,-3000,0.00,,Hist,12/31/2012
IMPERIAL TOBACCO GROUP PLC,ITY,Common,150,0,12000,1000,0.00,,Hist,12/31/2012
FEDERATED INCOME SECURITIES TRUST,CAPAX,A,1377,20,11000,0,0.00,,Hist,12/31/2012
UNITED OVERSEAS BANK LTD /FI,UOVEY,Common,325,0,11000,1000,0.00,,Hist,12/31/2012
Tim Hortons Inc.,THI,Common,200,0,10000,0,0.00,,Hist,12/31/2012
BANK OF MONTREAL /CAN/,BMO,Common,157,0,10000,1000,0.00,,Hist,12/31/2012
PPL Corp,PPL,Common,300,-100,9000,-3000,0.00,,Hist,12/31/2012
AMGEN INC,AMGN,Common,100,0,9000,1000,0.00,,Hist,12/31/2012
MEDTRONIC INC,MDT,Common,200,-1900,8000,-83000,0.00,0.00,Hist,12/31/2012
NOVARTIS AG,NVS,ADR,125,0,8000,0,0.00,,Hist,12/31/2012
CHURCHILL DOWNS Inc,CHDN,Common,100,0,7000,1000,0.00,,Hist,12/31/2012
"CONSTELLATION BRANDS, INC.",STZ,CL A,200,0,7000,1000,0.00,,Hist,12/31/2012
Kraft Heinz Foods Co,HNZ,Common,100,0,6000,0,0.00,,Hist,12/31/2012
BARRICK GOLD CORP,ABX,Common,165,0,6000,-1000,0.00,,Hist,12/31/2012
NEWELL BRANDS INC,NWL,Common,250,0,6000,1000,0.00,,Hist,12/31/2012
ManpowerGroup Inc.,MAN,Common,132,1,6000,1000,0.00,,Hist,12/31/2012
RITE AID CORP,RAD,Common,3500,0,5000,1000,0.00,,Hist,12/31/2012
HAIN CELESTIAL GROUP INC,HAIN,Common,100,0,5000,-1000,0.00,0.00,Hist,12/31/2012
MODINE MANUFACTURING CO,MOD,Common,600,0,5000,1000,0.00,,Hist,12/31/2012
FEDEX CORP,FDX,Common,40,-200,4000,-16000,0.00,,Hist,12/31/2012
INTEL CORP,INTC,Common,210,0,4000,-1000,0.00,,Hist,12/31/2012
UNITED TECHNOLOGIES CORP /DE/,UTX,Common,50,0,4000,0,0.00,0.00,Hist,12/31/2012
TIFFANY & CO,TIF,Common,50,-300,3000,-19000,0.00,,Hist,12/31/2012
VODAFONE GROUP PUBLIC LTD CO,VOD,SPONS ADR NEW,50,0,1000,0,0.00,,Hist,12/31/2012
ALTABA INC.,YHOO,Common,0,-200,0,-3000,0.00,0.00,Hist,12/31/2012
RENAISSANCERE HOLDINGS LTD,RNR,Common,0,-40,0,-3000,0.00,0.00,Hist,12/31/2012
ONEX CORP,OCX,Common,0,-1160,0,-46000,0.00,0.00,Hist,12/31/2012
AMAZON COM INC,AMZN,Common,0,-254,0,-65000,0.00,0.00,Hist,12/31/2012
REYNOLDS AMERICAN INC,RAI,Common,0,-100,0,-4000,0.00,0.00,Hist,12/31/2012
ASSOCIATED BANC-CORP,ASB,Common,0,-390,0,-5000,0.00,0.00,Hist,12/31/2012
"Spectrum Brands Holdings, Inc.",SPB,COMMON,0,-5000,0,-46000,0.00,0.00,Hist,12/31/2012
BAYTEX ENERGY CORP.,BTE,COMM,0,-1420,0,-67000,0.00,0.00,Hist,12/31/2012
NEXTERA ENERGY INC,FPL,common,0,-200,0,-14000,0.00,0.00,Hist,12/31/2012
"Baidu, Inc.",BIDU,SPON ADR REP A,0,-135,0,-16000,0.00,0.00,Hist,12/31/2012
ADVANCE AUTO PARTS INC,AAP,Common,0,-400,0,-27000,0.00,0.00,Hist,12/31/2012
DAILY MAIL & GEN TST-A,DMTGF,Common,0,-4264,0,-33000,0.00,0.00,Hist,12/31/2012
HEINEKEN NV /ADR/,HINKY,Common,0,-35471,0,-1058000,0.00,0.00,Hist,12/31/2012
KELLOGG CO,K,Common,0,-675,0,-35000,0.00,0.00,Hist,12/31/2012
CINCINNATI FINANCIAL CORP,CINF,Common,0,-150,0,-6000,0.00,0.00,Hist,12/31/2012
HELIX ENERGY SOLUTIONS GROUP INC,HLX,Common,0,-1000,0,-18000,0.00,0.00,Hist,12/31/2012
GLATFELTER P H CO,GLT,Common,0,-1100,0,-20000,0.00,0.00,Hist,12/31/2012
KEYCORP /NEW/,KEY,Common,0,-100,0,-1000,0.00,0.00,Hist,12/31/2012
TOTAL S.A.,TOT,Common,0,-1000,0,-50000,0.00,0.00,Hist,12/31/2012
ENTERGY CORP /DE/,ETR,Common,0,-100,0,-7000,0.00,0.00,Hist,12/31/2012
