Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
Mastercard Inc,MA,CL A,6672200,-242751,1811969000,-17243000,14.11,0.66,Hist,09/30/2019
NESTLE SA,NSRGY,Common,13036690,-343523,1413177000,29663000,11.00,,Hist,09/30/2019
BERKSHIRE HATHAWAY INC,BRK.A,Common,3926,-76,1224252000,-49785000,9.53,0.00,Hist,09/30/2019
HEINEKEN HOLDING N V,HKHHF,Common,9145887,-227505,910837000,-74412000,7.09,,Hist,09/30/2019
PERNOD RICARD S A /FI,PDRDF,Common,4938362,-127198,879713000,-55098000,6.85,,Hist,09/30/2019
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,10411579,-274610,764515000,-143427000,5.95,,Hist,09/30/2019
UNILEVER N V,UN,N Y SHS NEW,12641082,-233462,758844000,-22898000,5.91,,Hist,09/30/2019
Anheuser-Busch InBev SA/NV,BUDFF,COM,7737938,-174260,737466000,36096000,5.74,,Hist,09/30/2019
Philip Morris International Inc.,PM,Common,9083335,-234413,689698000,-42025000,5.37,0.58,Hist,09/30/2019
WELLS FARGO & COMPANY/MN,WFC,Common,12783847,147643,644817000,46872000,5.02,0.29,Hist,09/30/2019
MARTIN MARIETTA MATERIALS INC,MLM,Common,1737677,-56773,476297000,63376000,3.71,2.78,Hist,09/30/2019
BERKSHIRE HATHAWAY INC,BRK/B,Common,2262661,-70153,470679000,-26607000,3.66,0.16,Hist,09/30/2019
Alphabet Inc.,GOOG,COM,255378,59844,311306000,99951000,2.42,,Hist,09/30/2019
SWATCH GROUP,SWGAF,Common,1087030,-31049,288777000,-31739000,2.25,,Hist,09/30/2019
COMCAST CORP,CMCSA,Common,5905493,-149319,266220000,10223000,2.07,0.13,Hist,09/30/2019
BROWN FORMAN CORP,BF.A,CL A,3881452,-62567,231917000,14996000,1.81,0.81,Hist,09/30/2019
DIAGEO PLC,DGEAF,Common,5570766,-153828,228806000,-17742000,1.78,0.21,Hist,09/30/2019
JCDECAUX SA /FI,JCDXF,Common,6540415,-159370,177118000,-26138000,1.38,,Hist,09/30/2019
"ALTRIA GROUP, INC.",MO,Common,3285894,-1703566,134393000,-101858000,1.05,0.18,Hist,09/30/2019
BROWN FORMAN CORP,BF.B,CL B,1803190,-90916,113204000,8214000,0.88,0.38,Hist,09/30/2019
VISA INC.,V,CL A,502580,-10414,86449000,-2581000,0.67,0.02,Hist,09/30/2019
DIAGEO PLC,DEO,SPON ADR NEW,235970,-5371,38586000,-3002000,0.30,0.01,Hist,09/30/2019
AMERICAN EXPRESS CO,AXP,Common,137557,-1873,16270000,-941000,0.13,0.02,Hist,09/30/2019
MEXICAN ECONOMIC DEVELOPMENT INC,FMX,ADR,130605,-1562,11961000,-826000,0.09,,Hist,09/30/2019
