Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
NESTLE SA,NSRGY,Common,15839365,15562,1221852000,34633000,10.23,,Hist,06/30/2016
BERKSHIRE HATHAWAY INC,BRK.A,Common,4999,-14,1084658000,14633000,9.08,0.00,Hist,06/30/2016
Philip Morris International Inc.,PM,Common,10490864,-20939,1067131000,35818000,8.94,0.68,Hist,06/30/2016
HEINEKEN HOLDING N V,HKHHF,Common,10817005,-13029,879175000,32805000,7.36,,Hist,06/30/2016
Anheuser-Busch InBev SA/NV,BUD,ADR,6527644,25118,859560000,48955000,7.20,,Hist,06/30/2016
Mastercard Inc,MA,CL A,9739551,14081,857665000,-61392000,7.18,0.89,Hist,06/30/2016
WELLS FARGO & COMPANY/MN,WFC,Common,15184814,491904,718697000,8148000,6.02,0.30,Hist,06/30/2016
PERNOD RICARD S A /FI,PDRDF,Common,6302619,386270,700890000,40177000,5.87,,Hist,06/30/2016
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,11672670,295961,679967000,-74996000,5.69,,Hist,06/30/2016
UNILEVER N V,UN,N Y SHS NEW,14321377,9373,672245000,32785000,5.63,,Hist,06/30/2016
"ALTRIA GROUP, INC.",MO,Common,5926585,-19313,408697000,36127000,3.42,0.30,Hist,06/30/2016
MARTIN MARIETTA MATERIALS INC,MLM,Common,2085558,-18085,400427000,64875000,3.35,3.28,Hist,06/30/2016
BERKSHIRE HATHAWAY INC,BRK/B,Common,2584509,-6095,374211000,6656000,3.13,0.21,Hist,06/30/2016
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,5087470,-4190,329367000,30051000,2.76,,Hist,06/30/2016
SWATCH GROUP,SWGAF,Common,964896,102900,280297000,-19532000,2.35,,Hist,06/30/2016
DIAGEO PLC,DGEAF,Common,9327951,13216,260177000,8281000,2.18,,Hist,06/30/2016
BROWN FORMAN CORP,BF.A,CL A,2407865,-33017,260122000,-296000,2.18,1.22,Hist,06/30/2016
COMCAST CORP,CMCSA,Common,3815150,-23223,248710000,14262000,2.08,0.16,Hist,06/30/2016
JCDECAUX SA /FI,JCDXF,Common,6039109,468881,203858000,-40332000,1.71,,Hist,06/30/2016
"Scripps Networks Interactive, Inc.",SNI,Common,1180302,-9888,73497000,-4460000,0.62,0.92,Hist,06/30/2016
BROWN FORMAN CORP,BF.B,CL B,589364,14730,58795000,2211000,0.49,0.30,Hist,06/30/2016
DIAGEO PLC,DEO,SPON ADR NEW,476124,2992,53745000,2708000,0.45,,Hist,06/30/2016
VISA INC.,V,CL A,541106,310,40134000,-1226000,0.34,0.03,Hist,06/30/2016
EXXON MOBIL CORP,XOM,Common,167101,973,15664000,1777000,0.13,0.00,Hist,06/30/2016
MARKEL CORP,MKL,Common,12272,-865,11693000,-20000,0.10,0.09,Hist,06/30/2016
MEXICAN ECONOMIC DEVELOPMENT INC,FMX,ADR,123735,2265,11444000,-255000,0.10,,Hist,06/30/2016
SWEDISH MATCH CORP,SWMAF,Common,303638,-575,10482000,140000,0.09,,Hist,06/30/2016
GROUPE DANONE,DANOY,ADR,666970,28470,9397000,301000,0.08,,Hist,06/30/2016
AMERICAN EXPRESS CO,AXP,Common,153848,2075,9348000,29000,0.08,0.02,Hist,06/30/2016
COCA COLA CO,KO,Common,197107,-8075,8935000,-583000,0.07,0.00,Hist,06/30/2016
CRANE CO /DE/,CR,Common,156341,-3000,8868000,286000,0.07,0.27,Hist,06/30/2016
MILLER HERMAN INC,MLHR,Common,227043,-11234,6786000,-574000,0.06,0.38,Hist,06/30/2016
