Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
NESTLE SA,NSRGY,Common,15623641,15623641,1180660000,1180660000,10.61,,Hist,03/31/2015
BERKSHIRE HATHAWAY INC,BRK.A,Common,5064,5064,1101420000,1101420000,9.90,,Hist,03/31/2015
Mastercard Inc,MA,CL A,10020489,10020489,865670000,865670000,7.78,,Hist,03/31/2015
WELLS FARGO & COMPANY/MN,WFC,Common,14681593,14681593,798679000,798679000,7.18,,Hist,03/31/2015
Philip Morris International Inc.,PM,Common,10093731,10093731,760361000,760361000,6.83,0.65,Hist,03/31/2015
HEINEKEN HOLDING N V,HKHHF,Common,10843664,10843664,746514000,746514000,6.71,,Hist,03/31/2015
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,8139652,8139652,656167000,656167000,5.90,,Hist,03/31/2015
PERNOD RICARD S A /FI,PDRDF,Common,5467006,5467006,646752000,646752000,5.81,,Hist,03/31/2015
Anheuser-Busch InBev SA/NV,BUD,ADR,5187889,5187889,632456000,632456000,5.68,,Hist,03/31/2015
SABMILLER PLC/FI,SBMRF,Common,11852678,11852678,622871000,622871000,5.60,,Hist,03/31/2015
UNILEVER N V,UN,N Y SHS NEW,14178046,14178046,592075000,592075000,5.32,,Hist,03/31/2015
BERKSHIRE HATHAWAY INC,BRK/B,Common,2468657,2468657,356277000,356277000,3.20,,Hist,03/31/2015
"ALTRIA GROUP, INC.",MO,Common,6554948,6554948,327879000,327879000,2.95,,Hist,03/31/2015
MARTIN MARIETTA MATERIALS INC,MLM,Common,2078583,2078583,290586000,290586000,2.61,3.09,Hist,03/31/2015
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,4986657,4986657,258242000,258242000,2.32,,Hist,03/31/2015
BROWN FORMAN CORP,BF.A,CL A,2807200,2807200,254838000,254838000,2.29,,Hist,03/31/2015
DIAGEO PLC,DGEAF,Common,9084513,9084513,250770000,250770000,2.25,,Hist,03/31/2015
COMCAST CORP,CMCSK,Common,4468193,4468193,250509000,250509000,2.25,,Hist,03/31/2015
"Scripps Networks Interactive, Inc.",SNI,Common,1276570,1276570,87522000,87522000,0.79,,Hist,03/31/2015
JCDECAUX SA /FI,JCDXF,Common,2325297,2325297,78405000,78405000,0.70,,Hist,03/31/2015
DIAGEO PLC,DEO,SPON ADR NEW,461545,461545,51033000,51033000,0.46,,Hist,03/31/2015
BROWN FORMAN CORP,BF.B,CL B,466975,466975,42191000,42191000,0.38,,Hist,03/31/2015
SWATCH GROUP,SWGAF,Common,76075,76075,32277000,32277000,0.29,,Hist,03/31/2015
VISA INC.,V,CL A,458760,458760,30007000,30007000,0.27,0.09,Hist,03/31/2015
EXXON MOBIL CORP,XOM,Common,164305,164305,13966000,13966000,0.13,0.00,Hist,03/31/2015
MARKEL CORP,MKL,Common,16247,16247,12493000,12493000,0.11,,Hist,03/31/2015
CRANE CO /DE/,CR,Common,167952,167952,10482000,10482000,0.09,,Hist,03/31/2015
MEXICAN ECONOMIC DEVELOPMENT INC,FMX,ADR,107745,107745,10074000,10074000,0.09,,Hist,03/31/2015
AMERICAN EXPRESS CO,AXP,Common,127994,127994,9999000,9999000,0.09,0.01,Hist,03/31/2015
SWEDISH MATCH CORP,SWMAF,Common,317774,317774,9345000,9345000,0.08,,Hist,03/31/2015
MILLER HERMAN INC,MLHR,Common,323604,323604,8983000,8983000,0.08,0.54,Hist,03/31/2015
PROCTER & GAMBLE Co,PG,Common,109187,109187,8947000,8947000,0.08,,Hist,03/31/2015
COCA COLA CO,KO,Common,199492,199492,8089000,8089000,0.07,,Hist,03/31/2015
PRECISION CASTPARTS CORP,PCP,Common,31375,31375,6589000,6589000,0.06,,Hist,03/31/2015
HORMEL FOODS CORP /DE/,HRL,Common,106451,106451,6052000,6052000,0.05,,Hist,03/31/2015
AbbVie Inc.,ABBV,COM,86718,86718,5076000,5076000,0.05,,Hist,03/31/2015
DOVER Corp,DOV,Common,73106,73106,5053000,5053000,0.05,,Hist,03/31/2015
CHEVRON CORP,CVX,Common,42293,42293,4440000,4440000,0.04,,Hist,03/31/2015
Royal Dutch Shell plc,RDS.A,SPONS ADR A,70815,70815,4224000,4224000,0.04,,Hist,03/31/2015
JPMORGAN CHASE & CO,JPM/WS,W EXP 10/28/2018,180750,180750,3978000,3978000,0.04,,Hist,03/31/2015
HEINEKEN N V/ /FI,HINKF,Common,51991,51991,3966000,3966000,0.04,,Hist,03/31/2015
ABBOTT LABORATORIES,ABT,Common,85400,85400,3957000,3957000,0.04,0.01,Hist,03/31/2015
PEPSICO INC,PEP,Common,40941,40941,3915000,3915000,0.04,0.00,Hist,03/31/2015
WELLS FARGO & COMPANY/MN,WFC/WS,WARRANTS,177750,177750,3642000,3642000,0.03,,Hist,03/31/2015
M&T BANK CORP,MTB/WS,WARRANT,67500,67500,3544000,3544000,0.03,,Hist,03/31/2015
MCCORMICK & CO INC,MKC,Common,42755,42755,3297000,3297000,0.03,,Hist,03/31/2015
NESTLE SA /FI,NSRGF,Common,41310,41310,3122000,3122000,0.03,,Hist,03/31/2015
BIC CORP,BICEF,Common,20125,20125,2864000,2864000,0.03,,Hist,03/31/2015
Graham Holdings Co,GHC,COM,2660,2660,2792000,2792000,0.03,,Hist,03/31/2015
GROUPE DANONE,DANOY,ADR,205580,205580,2765000,2765000,0.02,,Hist,03/31/2015
RECKITT BENCKISER GROUP PLC,RBGPF,Common,30852,30852,2656000,2656000,0.02,,Hist,03/31/2015
DUPONT E I DE NEMOURS & CO,DD,Common,36834,36834,2633000,2633000,0.02,,Hist,03/31/2015
MICROSOFT CORP,MSFT,Common,54450,54450,2214000,2214000,0.02,,Hist,03/31/2015
