NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Martin Marietta Materials,COM,573284106,175338,1786060,SH,,SOLE,,1676157,0,109904
Mastercard Inc Cl A,COM,57636q104,674082,1001935,SH,,SOLE,,945159,0,56776
Mattel Inc,COM,577081102,277,6625,SH,,SOLE,,5125,0,1500
McCormick Inc,COM,579780206,3091,47780,SH,,SOLE,,40280,0,7500
McDonalds Corp,COM,580135101,394,4091,SH,,SOLE,,3966,0,125
Merck Inc,COM,58933Y105,273,5736,SH,,SOLE,,4936,0,800
Microsoft Corp,COM,594918104,2082,62558,SH,,SOLE,,61108,0,1450
Nestle SA-Spons ADR,COM,641069406,984818,14079392,SH,,SOLE,,13278512,0,800880
Northern Trust Corp,COM,665859104,240,4415,SH,,SOLE,,4415,0,0
Oracle Corp,COM,68389x105,415,12500,SH,,SOLE,,12500,0,0
Pepsico Inc,COM,713448108,4709,59228,SH,,SOLE,,57794,0,1434
Pernod-Ricard SA-Unspon ADR,COM,714264207,1229,49450,SH,,SOLE,,49450,0,0
Philip Morris International In,COM,718172109,832713,9616739,SH,,SOLE,,9157979,0,458760
Pioneer Nat Res,COM,723787107,510,2700,SH,,SOLE,,2700,0,0
PNC Bank Corp,COM,693475105,1858,25644,SH,,SOLE,,23144,0,2500
Praxair Inc,COM,74005p104,3555,29575,SH,,SOLE,,28075,0,1500
Precision Castparts Corp,COM,740189105,2573,11325,SH,,SOLE,,11025,0,300
Procter & Gamble,COM,742718109,9593,126912,SH,,SOLE,,111817,0,15095
Progressive Corp Ohio,COM,743315103,2369,86986,SH,,SOLE,,73108,0,13878
Royal Dutch Shell PLC ADR A,COM,780259206,5317,80960,SH,,SOLE,,69035,0,11925
SABMiller PLC Sponsored ADR,COM,78572m105,1296,25450,SH,,SOLE,,25450,0,0
Schlumberger LTD,COM,806857108,296,3350,SH,,SOLE,,3350,0,0
Scripps Networks Interactive C,COM,811065101,108841,1393439,SH,,SOLE,,1309576,0,83863
Susquehanna Bancshrs Inc,COM,869099101,218,17429,SH,,SOLE,,17429,0,0
Swiss Helvetia FD Inc,COM,870875101,726,51025,SH,,SOLE,,51025,0,0
Unilever NV ADR,COM,904784709,402155,10661578,SH,,SOLE,,10062668,0,598910
Visa Inc Cl A,COM,92826c839,20344,106458,SH,,SOLE,,92443,0,14015
Wal Mart Stores Inc,COM,931142103,1668,22559,SH,,SOLE,,19505,0,3054
Washington Post Cl B,COM,939640108,49439,80868,SH,,SOLE,,76961,0,3907
Wells Fargo,COM,949746101,574709,13908732,SH,,SOLE,,13115044,0,793688
JP Morgan Chase & Co WTS Exp 1,WTS,46634e114,2527,150750,SH,,SOLE,,150750,0,0
M&T Bank Corp Wts Exp 12/23/1,WTS,55261f112,1148,30000,SH,,SOLE,,30000,0,0
Wells Fargo WTS Exp 10/28/18,WTS,949746119,2496,177750,SH,,SOLE,,177750,0,0
A P Moller-Maersk A/S,COM,k0514g135,1212,140,SH,,SOLE,,135,0,5
Anheuser-Busch InBev,COM,b6399c107,1494,15000,SH,,SOLE,,15000,0,0
Berner Gruppen,COM,r10549104,7751,116554,SH,,SOLE,,114714,0,1840
BIC,COM,f10080103,2641,22700,SH,,SOLE,,22400,0,300
British American Tobacco PLC,COM,g1510j102,263387,4963955,SH,,SOLE,,4745545,0,218410
Chicago Bridge & Iron Co NV,COM,167250109,1039,15325,SH,,SOLE,,13125,0,2200
Cir SPA,COM,t28980125,198,125000,SH,,SOLE,,125000,0,0
Compagnie Financiere Richemont,COM,h25662182,681344,6800276,SH,,SOLE,,6437621,0,362655
Diageo PLC,COM,g42089113,251566,7905573,SH,,SOLE,,7490741,0,414832
Groupe Danone,COM,f12033134,264,3500,SH,,SOLE,,3500,0,0
Hanjaya Mandala Sampoerna,COM,y7121z146,70,12500,SH,,SOLE,,12500,0,0
Heineken Holding NV,COM,n39338194,631171,9972655,SH,,SOLE,,9423906,0,548749
Heineken NV,COM,n39427211,3864,54488,SH,,SOLE,,49963,0,4525
JC Decaux SA ACT,COM,f5333n100,54676,1484160,SH,,SOLE,,1335970,0,148190
Lindt & Spruengli AG - Reg,COM,h49983176,1855,39,SH,,SOLE,,39,0,0
Loreal SA,COM,f58149133,458,2665,SH,,SOLE,,2665,0,0
Nestle SA-REG,COM,h57312649,2798,40000,SH,,SOLE,,40000,0,0
NHST Media Group,COM,r4700l117,1315,19772,SH,,SOLE,,19390,0,382
Pargesa Holding AG - B,COM,h60477207,2041,27200,SH,,SOLE,,25200,0,2000
Pernod Ricard,COM,f72027109,550027,4426700,SH,,SOLE,,4197416,0,229284
PZ Cussons PLC,COM,g6850s109,101,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,g74079107,1303,17800,SH,,SOLE,,10625,0,7175
SABMiller PLC,COM,g77395104,542177,10650538,SH,,SOLE,,10099072,0,551466
Schibsted A/S,COM,r75677105,317,6150,SH,,SOLE,,6150,0,0
Swedish Match AB,COM,w92277115,12878,364712,SH,,SOLE,,347312,0,17400
Syngenta AG,COM,h84140112,245,600,SH,,SOLE,,600,0,0
The Swatch Group AG-BR,COM,h83949141,37989,59024,SH,,SOLE,,53171,0,5853
Unilever NV,COM,n8981f271,1168,30000,SH,,SOLE,,30000,0,0
Wal-Mart De Mexico S A,COM,p98180105,26,10000,SH,,SOLE,,0,0,10000
