Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
BERKSHIRE HATHAWAY INC,BRK.A,Common,3353,61,408395000,81829000,18.03,,Hist,03/31/2010
Philip Morris International Inc.,PM,Common,7130475,775907,371926000,65699000,16.42,,Hist,03/31/2010
WELLS FARGO & COMPANY/MN,WFC,Common,5950024,492580,185165000,37869000,8.17,,Hist,03/31/2010
COMCAST CORP,CMCSK,Common,9724952,15947,174757000,19316000,7.71,,Hist,03/31/2010
"ALTRIA GROUP, INC.",MO,Common,6961362,408897,142847000,14222000,6.31,,Hist,03/31/2010
MARTIN MARIETTA MATERIALS INC,MLM,Common,1694685,12070,141591000,-8852000,6.25,,Hist,03/31/2010
UNILEVER N V,UN,N Y SHS NEW,4564871,864419,137677000,18041000,6.08,,Hist,03/31/2010
"Scripps Networks Interactive, Inc.",SNI,Common,2528432,1889,112136000,7284000,4.95,,Hist,03/31/2010
BROWN FORMAN CORP,BF.A,CL A,1501766,38985,94311000,11898000,4.16,,Hist,03/31/2010
Graham Holdings Co,WPO,Cl B,186289,2112,82746000,1782000,3.65,,Hist,03/31/2010
HASBRO INC,HAS,Common,1043195,-873,39934000,6461000,1.76,,Hist,03/31/2010
DIAGEO PLC,DEO,SPON ADR NEW,480469,3858,32408000,-674000,1.43,,Hist,03/31/2010
Mastercard Inc,MA,CL A,101630,13835,25814000,3340000,1.14,,Hist,03/31/2010
ABBOTT LABORATORIES,ABT,Common,430345,68160,22671000,3117000,1.00,,Hist,03/31/2010
PROCTER & GAMBLE Co,PG,Common,262687,-6325,16620000,310000,0.73,,Hist,03/31/2010
MARKEL CORP,MKL,Common,38374,-1396,14377000,855000,0.63,,Hist,03/31/2010
MILLER HERMAN INC,MLHR,Common,747639,-15667,13502000,1297000,0.60,1.34,Hist,03/31/2010
HORMEL FOODS CORP /DE/,HRL,Common,317199,-10300,13326000,734000,0.59,,Hist,03/31/2010
EXXON MOBIL CORP,XOM,Common,197752,6825,13245000,226000,0.58,,Hist,03/31/2010
BROWN FORMAN CORP,BF.B,CL B,178095,-4025,10588000,832000,0.47,,Hist,03/31/2010
PEPSICO INC,PEP,Common,127902,-50,8462000,683000,0.37,,Hist,03/31/2010
CRANE CO /DE/,CR,Common,199847,11800,7095000,1337000,0.31,,Hist,03/31/2010
MICROSOFT CORP,MSFT,Common,209847,96750,6146000,2699000,0.27,0.00,Hist,03/31/2010
MCCORMICK & CO INC,MKC,Common,156150,-200,5990000,341000,0.26,,Hist,03/31/2010
STAPLES INC,SPLS,Common,220630,50100,5164000,971000,0.23,0.03,Hist,03/31/2010
CHEVRON CORP,CVX,Common,65069,9500,4934000,656000,0.22,,Hist,03/31/2010
Royal Dutch Shell plc,RDS.A,SPONS ADR A,58939,-150,3410000,-142000,0.15,,Hist,03/31/2010
AMERICAN TOWER CORP /MA/,AMT,Common,75860,0,3232000,-46000,0.14,,Hist,03/31/2010
LEUCADIA NATIONAL CORP,LUK,Common,125786,800,3121000,148000,0.14,,Hist,03/31/2010
PROGRESSIVE CORP/OH/,PGR,Common,160714,-4000,3068000,105000,0.14,,Hist,03/31/2010
ARMSTRONG WORLD INDUSTRIES INC,AWI,Common,79350,-10703,2881000,-625000,0.13,,Hist,03/31/2010
AMERICAN EXPRESS CO,AXP,Common,67155,-875,2771000,14000,0.12,,Hist,03/31/2010
CARLISLE COMPANIES INC,CSL,Common,65738,-3600,2505000,129000,0.11,,Hist,03/31/2010
Vulcan Materials CO,VMC,Common,48975,-8200,2314000,-697000,0.10,,Hist,03/31/2010
COCA COLA CO,KO,Common,35731,4250,1965000,171000,0.09,,Hist,03/31/2010
DEVON ENERGY CORP/DE,DVN,Common,30000,0,1933000,-272000,0.09,,Hist,03/31/2010
DOVER Corp,DOV,Common,37750,-2500,1765000,90000,0.08,,Hist,03/31/2010
"CISCO SYSTEMS, INC.",CSCO,Common,67750,0,1764000,142000,0.08,,Hist,03/31/2010
CONOCOPHILLIPS,COP,Common,34004,-5436,1740000,-274000,0.08,,Hist,03/31/2010
MEXICAN ECONOMIC DEVELOPMENT INC,FMX,ADR,33500,33500,1592000,1592000,0.07,,Hist,03/31/2010
COSTCO WHOLESALE CORP /NEW,COST,Common,26150,825,1561000,63000,0.07,,Hist,03/31/2010
ENCANA CORP,ECA,Common,50000,0,1552000,-68000,0.07,,Hist,03/31/2010
WAL MART STORES INC,WMT,Common,25743,500,1431000,82000,0.06,,Hist,03/31/2010
VORNADO REALTY TRUST,VNO,SH BEN INT,17612,-1,1333000,101000,0.06,,Hist,03/31/2010
CENOVUS ENERGY INC.,CVE,Common,50000,50000,1311000,1311000,0.06,,Hist,03/31/2010
JOHNSON & JOHNSON,JNJ,Common,18321,1093,1195000,85000,0.05,,Hist,03/31/2010
FULTON FINANCIAL CORP,FULT,Common,112182,0,1144000,166000,0.05,,Hist,03/31/2010
JPMORGAN CHASE & CO,JPM,Common,25300,-4700,1132000,-118000,0.05,,Hist,03/31/2010
MESA ROYALTY TRUST/TX,MTR,Common,21000,0,872000,97000,0.04,,Hist,03/31/2010
EATON VANCE SENIOR INCOME TRUST,EVF,Common,121600,121600,840000,840000,0.04,,Hist,03/31/2010
APTARGROUP INC,ATR,Common,20984,-3200,826000,-38000,0.04,0.03,Hist,03/31/2010
3M CO,MMM,Common,9800,-500,819000,-33000,0.04,,Hist,03/31/2010
HEARTLAND EXPRESS INC,HTLD,Common,49526,-12332,817000,-128000,0.04,,Hist,03/31/2010
BB&T CORP,BBT,Common,25150,10000,815000,431000,0.04,,Hist,03/31/2010
COMCAST CORP,CMCSA,Common,42211,0,795000,83000,0.04,,Hist,03/31/2010
