NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Mastercard Inc Cl A,COM,57636Q104,1829212,6914951,SH,,SOLE,,6566937,0,348015
McCormick Inc,COM,579780206,4491,28975,SH,,SOLE,,25575,0,3400
McDonalds Corp,COM,580135101,617,2970,SH,,SOLE,,2970,0,0
Merck Inc,COM,58933Y105,233,2781,SH,,SOLE,,2781,0,0
Microsoft Corp,COM,594918104,508,3795,SH,,SOLE,,3310,0,485
Nestle SA-Spons ADR,COM,641069406,1383514,13380213,SH,,SOLE,,12719392,0,660821
O Reilly Automotive Inc,COM,67103H107,369,1000,SH,,SOLE,,1000,0,0
Oracle Corp,COM,68389X105,228,4000,SH,,SOLE,,4000,0,0
Outfront Media Inc,COM,69007J106,8442,327337,SH,,SOLE,,311192,0,16145
Pepsico Inc,COM,713448108,3446,26276,SH,,SOLE,,25635,0,641
Pernod-Ricard SA-Unspon ADR,COM,714264207,1284,34800,SH,,SOLE,,34800,0,0
Philip Morris International In,COM,718172109,731723,9317748,SH,,SOLE,,8888536,0,429212
Pioneer Nat Res,COM,723787107,400,2600,SH,,SOLE,,2600,0,0
PNC Bank Corp,COM,693475105,2402,17496,SH,,SOLE,,17496,0,0
Procter & Gamble,COM,742718109,4307,39278,SH,,SOLE,,37392,0,1886
Royal Dutch Shell PLC ADR A,COM,780259206,2187,33615,SH,,SOLE,,32395,0,1220
Swedish Match AB Unspon ADR,COM,870309606,352,16650,SH,,SOLE,,16650,0,0
The Swatch Group AG ADR,COM,870123106,510,35585,SH,,SOLE,,35585,0,0
Unilever NV ADR,COM,904784709,781742,12874544,SH,,SOLE,,12217090,0,657453
Union Pac Corp,COM,907818108,287,1700,SH,,SOLE,,1700,0,0
US Bancorp,COM,902973304,226,4314,SH,,SOLE,,800,0,3514
Visa Inc Cl A,COM,92826C839,89030,512994,SH,,SOLE,,462325,0,50669
Vulcan Materials,COM,929160109,7633,55587,SH,,SOLE,,52067,0,3520
Wal Mart Stores Inc,COM,931142103,536,4855,SH,,SOLE,,4055,0,800
Wells Fargo,COM,949746101,597945,12636204,SH,,SOLE,,11998496,0,637708
Hostess Brands Inc Wts Exp 11/,WTS,44109J114,403,212000,SH,,SOLE,,212000,0,0
Anheuser-Busch InBev SA,COM,B639CJ108,701370,7912198,SH,,SOLE,,7517833,0,394365
Anheuser-Busch InBev SA Restri,COM,b639cj116,4375,49357,SH,,SOLE,,49357,0,0
BIC,COM,F10080103,1666,21815,SH,,SOLE,,21380,0,435
Bollore,COM,F10659260,133,30000,SH,,SOLE,,30000,0,0
Cir SPA,COM,T28980125,134,125000,SH,,SOLE,,125000,0,0
Compagnie Financiere Richemont,COM,H25662182,907942,10686189,SH,,SOLE,,10177603,0,508586
Davide Campari-Milano SPA,COM,T3490M150,275,28040,SH,,SOLE,,28040,0,0
Diageo PLC,COM,G42089113,246548,5724594,SH,,SOLE,,5481353,0,243241
Groupe Danone,COM,F12033134,272,3205,SH,,SOLE,,3205,0,0
Hanjaya Mandala Sampoerna,COM,Y7121Z146,153,687500,SH,,SOLE,,687500,0,0
Heineken Holding NV,COM,N39338194,985249,9373392,SH,,SOLE,,8931080,0,442312
Heineken NV,COM,N39427211,5140,45988,SH,,SOLE,,43088,0,2900
JC Decaux SA ACT,COM,F5333N100,203256,6699785,SH,,SOLE,,6351178,0,348607
Lindt & Spruengli AG - Reg,COM,H49983176,2117,26,SH,,SOLE,,26,0,0
Loreal SA,COM,F58149133,1431,5018,SH,,SOLE,,4838,0,180
LT Group Inc,COM,Y5342M100,371,1250000,SH,,SOLE,,1250000,0,0
LVMH Moet Hennessy Louis Vuitt,COM,F58485115,269,630,SH,,SOLE,,630,0,0
Nestle SA-REG,COM,H57312649,4379,42250,SH,,SOLE,,42250,0,0
Pargesa Holding AG - B,COM,H60477207,890,11526,SH,,SOLE,,11526,0,0
Pernod Ricard,COM,F72027109,934811,5065560,SH,,SOLE,,4844384,0,221176
PZ Cussons PLC,COM,G6850S109,41,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,G74079107,1787,22592,SH,,SOLE,,15592,0,7000
Roche Holding AG,COM,H69293217,218,775,SH,,SOLE,,775,0,0
Shiseido Co Ltd,COM,J74358144,264,3500,SH,,SOLE,,3500,0,0
Swedish Match AB,COM,W92277115,9425,223070,SH,,SOLE,,221795,0,1275
The Swatch Group AG-BR,COM,H83949141,320516,1118079,SH,,SOLE,,1069116,0,48963
Unilever NV,COM,N8981F289,2379,39000,SH,,SOLE,,39000,0,0
