NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Pepsico Inc,COM,713448108,3915,40941,SH,,SOLE,,40366,0,575
Pernod-Ricard SA-Unspon ADR,COM,714264207,1556,65775,SH,,SOLE,,65775,0,0
Philip Morris International In,COM,718172109,760361,10093731,SH,,SOLE,,9626570,0,467161
Pioneer Nat Res,COM,723787107,441,2700,SH,,SOLE,,2700,0,0
PNC Bank Corp,COM,693475105,1706,18294,SH,,SOLE,,16627,0,1667
Praxair Inc,COM,74005p104,1419,11750,SH,,SOLE,,10250,0,1500
Precision Castparts Corp,COM,740189105,6589,31375,SH,,SOLE,,30025,0,1350
Procter & Gamble,COM,742718109,8947,109187,SH,,SOLE,,96312,0,12875
Royal Dutch Shell PLC ADR A,COM,780259206,4224,70815,SH,,SOLE,,58650,0,12165
SABMiller PLC Sponsored ADR,COM,78572m105,1611,30650,SH,,SOLE,,30650,0,0
Schlumberger LTD,COM,806857108,236,2825,SH,,SOLE,,2825,0,0
Scripps Networks Interactive C,COM,811065101,87522,1276570,SH,,SOLE,,1207684,0,68886
Susquehanna Bancshrs Inc,COM,869099101,192,14000,SH,,SOLE,,14000,0,0
Unilever NV ADR,COM,904784709,592075,14178046,SH,,SOLE,,13431441,0,746605
Union Pac Corp,COM,907818108,296,2730,SH,,SOLE,,2730,0,0
Visa Inc Cl A,COM,92826c839,30007,458760,SH,,SOLE,,404672,0,54088
WABCO Holdings Inc,COM,92927k102,238,1936,SH,,SOLE,,1936,0,0
Wal Mart Stores Inc,COM,931142103,1647,20024,SH,,SOLE,,17270,0,2754
Wells Fargo,COM,949746101,798679,14681593,SH,,SOLE,,13886985,0,794608
JP Morgan Chase & Co WTS Exp 1,WTS,46634e114,3978,180750,SH,,SOLE,,180750,0,0
M&T Bank Corp Wts Exp 12/23/1,WTS,55261f112,3544,67500,SH,,SOLE,,67500,0,0
Wells Fargo WTS Exp 10/28/18,WTS,949746119,3642,177750,SH,,SOLE,,177750,0,0
A P Moller-Maersk A/S,COM,k0514g135,1160,571,SH,,SOLE,,546,0,25
Anheuser-Busch InBev,COM,b6399c107,1833,15000,SH,,SOLE,,15000,0,0
BIC,COM,f10080103,2864,20125,SH,,SOLE,,19825,0,300
Bollore,COM,f10659260,160,30000,SH,,SOLE,,30000,0,0
British American Tobacco PLC,COM,g1510j102,258242,4986657,SH,,SOLE,,4780157,0,206500
Chicago Bridge & Iron Co NV,COM,167250109,528,10725,SH,,SOLE,,9225,0,1500
Cir SPA,COM,t28980125,146,125000,SH,,SOLE,,125000,0,0
Compagnie Financiere Richemont,COM,h25662182,656167,8139652,SH,,SOLE,,7737107,0,402545
Diageo PLC,COM,g42089113,250770,9084513,SH,,SOLE,,8647248,0,437265
Groupe Danone,COM,f12033134,249,3700,SH,,SOLE,,3700,0,0
Hanjaya Mandala Sampoerna,COM,y7121z146,169,30000,SH,,SOLE,,30000,0,0
Heineken Holding NV,COM,n39338194,746514,10843664,SH,,SOLE,,10282359,0,561305
Heineken NV,COM,n39427211,3966,51991,SH,,SOLE,,47763,0,4228
Indivior PLC,COM,g4766e108,85,30207,SH,,SOLE,,22607,0,7600
JC Decaux SA ACT,COM,f5333n100,78405,2325297,SH,,SOLE,,2146377,0,178920
Lindt & Spruengli AG - Reg,COM,h49983176,2153,34,SH,,SOLE,,34,0,0
Loreal SA,COM,f58149133,1283,6970,SH,,SOLE,,6790,0,180
LT Group Inc,COM,y5342m100,55,150000,SH,,SOLE,,150000,0,0
Mylan NV,COM,n59465109,347,5850,SH,,SOLE,,5850,0,0
Nestle SA-REG,COM,h57312649,3122,41310,SH,,SOLE,,41000,0,310
Nielsen NV,COM,n63218106,227,5100,SH,,SOLE,,5100,0,0
Pargesa Holding AG - B,COM,h60477207,1425,20250,SH,,SOLE,,18750,0,1500
Pernod Ricard,COM,f72027109,646752,5467006,SH,,SOLE,,5195805,0,271201
PZ Cussons PLC,COM,g6850s109,76,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,g74079107,2656,30852,SH,,SOLE,,23127,0,7725
SABMiller PLC,COM,g77395104,622871,11852678,SH,,SOLE,,11277542,0,575136
Schibsted A/S,COM,r75677105,357,6150,SH,,SOLE,,6150,0,0
Swedish Match AB,COM,w92277115,9345,317774,SH,,SOLE,,307374,0,10400
The Swatch Group AG-BR,COM,h83949141,32277,76075,SH,,SOLE,,69262,0,6813
Unilever NV,COM,n8981f271,1567,37500,SH,,SOLE,,37500,0,0
