NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Coty Inc-CL A,COM,222070203,670,36590,SH,,SOLE,,34024,0,2566
Crane,COM,224399105,11471,123693,SH,,SOLE,,113243,0,10450
Danone ADR,COM,23636T100,11584,716515,SH,,SOLE,,615850,0,100665
Diageo PLC Sponsored ADR,COM,25243Q205,56238,415289,SH,,SOLE,,382144,0,33145
Disney Walt Productions,COM,254687106,462,4603,SH,,SOLE,,3635,0,968
Dover Corp,COM,260003108,5089,51816,SH,,SOLE,,42516,0,9300
DowDupont Inc,COM,26078J100,3028,47521,SH,,SOLE,,47521,0,0
Exxon Mobil Corp,COM,30231G102,11684,156595,SH,,SOLE,,147251,0,9344
Fomento Economico Mex Sp ADR,COM,344419106,12655,138417,SH,,SOLE,,114587,0,23830
Fulton Finl Corp,COM,360271100,2135,120254,SH,,SOLE,,38579,0,81675
Heineken NV Spons ADR,COM,423012301,1628,30322,SH,,SOLE,,30322,0,0
Herman Miller Inc,COM,600544100,6302,197241,SH,,SOLE,,181291,0,15950
Hormel Foods Corp,COM,440452100,5504,160374,SH,,SOLE,,141284,0,19090
I B M,COM,459200101,947,6173,SH,,SOLE,,3998,0,2175
J.P. Morgan Chase,COM,46625H100,220,2000,SH,,SOLE,,2000,0,0
Johnson & Johnson,COM,478160104,220,1715,SH,,SOLE,,900,0,815
Kraft Heinz Co,COM,500754106,1466,23535,SH,,SOLE,,23535,0,0
Lamar Advertising Co-A,COM,512816109,760,11945,SH,,SOLE,,11945,0,0
Markel Corp,COM,570535104,9576,8183,SH,,SOLE,,7108,0,1075
Martin Marietta Materials,COM,573284106,417833,2015598,SH,,SOLE,,1893073,0,122525
Mastercard Inc Cl A,COM,57636Q104,1567092,8946630,SH,,SOLE,,8470907,0,475723
McCormick Inc,COM,579780206,3570,33555,SH,,SOLE,,29255,0,4300
McDonalds Corp,COM,580135101,506,3235,SH,,SOLE,,3235,0,0
Microsoft Corp,COM,594918104,434,4750,SH,,SOLE,,3365,0,1385
Nestle SA-Spons ADR,COM,641069406,1253838,15861323,SH,,SOLE,,15014673,0,846650
O Reilly Automotive Inc,COM,67103H107,272,1100,SH,,SOLE,,1100,0,0
Outfront Media Inc,COM,69007J106,6373,340079,SH,,SOLE,,289744,0,50335
Pepsico Inc,COM,713448108,3667,33597,SH,,SOLE,,29656,0,3941
Pernod-Ricard SA-Unspon ADR,COM,714264207,1423,42775,SH,,SOLE,,42775,0,0
Philip Morris International In,COM,718172109,1031804,10380319,SH,,SOLE,,9932464,0,447855
Pioneer Nat Res,COM,723787107,447,2600,SH,,SOLE,,2600,0,0
PNC Bank Corp,COM,693475105,3171,20965,SH,,SOLE,,11765,0,9200
Procter & Gamble,COM,742718109,4191,52860,SH,,SOLE,,49125,0,3735
Royal Dutch Shell PLC ADR A,COM,780259206,3016,47265,SH,,SOLE,,40320,0,6945
Schlumberger LTD,COM,806857108,274,4225,SH,,SOLE,,1225,0,3000
The Swatch Group AG ADR,COM,870123106,817,37130,SH,,SOLE,,37130,0,0
Unilever NV ADR,COM,904784709,860117,15252999,SH,,SOLE,,14423356,0,829643
Union Pac Corp,COM,907818108,257,1910,SH,,SOLE,,1910,0,0
Unum Group,COM,91529Y106,214,4500,SH,,SOLE,,4500,0,0
US Bancorp,COM,902973304,218,4314,SH,,SOLE,,800,0,3514
Visa Inc Cl A,COM,92826C839,68133,569580,SH,,SOLE,,492286,0,77294
Vulcan Materials,COM,929160109,2149,18820,SH,,SOLE,,12545,0,6275
Wal Mart Stores Inc,COM,931142103,476,5350,SH,,SOLE,,4400,0,950
Wells Fargo,COM,949746101,647298,12350667,SH,,SOLE,,11676890,0,673777
Hostess Brands Inc Wts Exp 11/,WTS,44109J114,136,57500,SH,,SOLE,,57500,0,0
JP Morgan Chase & Co WTS Exp 1,WTS,46634E114,2107,30300,SH,,SOLE,,30300,0,0
M&T Bank Corp Wts Exp 12/23/1,WTS,55261F112,2154,19750,SH,,SOLE,,19750,0,0
Wells Fargo WTS Exp 10/28/18,WTS,949746119,1949,101500,SH,,SOLE,,101500,0,0
A P Moller-Maersk A/S,COM,K0514G135,614,420,SH,,SOLE,,395,0,25
Anheuser-Busch InBev SA,COM,B639CJ108,837591,7628266,SH,,SOLE,,7220542,0,407724
Anheuser-Busch InBev SA Restri,COM,b639cj116,5707,51983,SH,,SOLE,,51983,0,0
BIC,COM,F10080103,2094,21055,SH,,SOLE,,20620,0,435
Bollore,COM,F10659260,160,30000,SH,,SOLE,,30000,0,0
British American Tobacco PLC,COM,G1510J102,305915,5278970,SH,,SOLE,,5095723,0,183247
Cir SPA,COM,T28980125,165,125000,SH,,SOLE,,125000,0,0
Compagnie Financiere Richemont,COM,H25662182,1042471,11640283,SH,,SOLE,,11048899,0,591384
Diageo PLC,COM,G42089113,283876,8389879,SH,,SOLE,,8005783,0,384096
Groupe Danone,COM,F12033134,265,3275,SH,,SOLE,,3275,0,0
Hanjaya Mandala Sampoerna,COM,Y7121Z146,199,687500,SH,,SOLE,,687500,0,0
Heineken Holding NV,COM,N39338194,1101617,10701707,SH,,SOLE,,10155785,0,545922
Heineken NV,COM,N39427211,5077,47288,SH,,SOLE,,43263,0,4025
Indivior PLC,COM,G4766E108,130,22782,SH,,SOLE,,15382,0,7400
JC Decaux SA ACT,COM,F5333N100,268780,7733431,SH,,SOLE,,7302479,0,430952
Lindt & Spruengli AG - Reg,COM,H49983176,1960,27,SH,,SOLE,,27,0,0
Loreal SA,COM,F58149133,1085,4810,SH,,SOLE,,4630,0,180
LT Group Inc,COM,Y5342M100,216,600000,SH,,SOLE,,600000,0,0
Nestle SA-REG,COM,H57312649,3238,41000,SH,,SOLE,,41000,0,0
Nielsen Holdings PLC ORD,COM,G6518L108,739,23236,SH,,SOLE,,21736,0,1500
Pargesa Holding AG - B,COM,H60477207,1042,11776,SH,,SOLE,,11526,0,250
Pernod Ricard,COM,F72027109,999798,6010668,SH,,SOLE,,5729193,0,281475
PZ Cussons PLC,COM,G6850S109,48,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,G74079107,2156,25472,SH,,SOLE,,18072,0,7400
Shiseido Co Ltd,COM,J74358144,223,3500,SH,,SOLE,,3500,0,0
Swedish Match AB,COM,W92277115,12269,272193,SH,,SOLE,,266943,0,5250
The Swatch Group AG-BR,COM,H83949141,508418,1155343,SH,,SOLE,,1102367,0,52976
Unilever NV,COM,N8981F271,2200,39000,SH,,SOLE,,39000,0,0
