Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
Mastercard Inc,MA,CL A,8659633,-286997,1701791000,134699000,12.42,0.83,Hist,06/30/2018
BERKSHIRE HATHAWAY INC,BRK.A,Common,4621,-45,1303307000,-92294000,9.51,0.28,Hist,06/30/2018
NESTLE SA,NSRGY,Common,15694379,-166944,1215216000,-38622000,8.87,,Hist,06/30/2018
HEINEKEN HOLDING N V,HKHHF,Common,10562757,-138950,1012502000,-89115000,7.39,,Hist,06/30/2018
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,11503826,-136457,974573000,-67898000,7.11,,Hist,06/30/2018
PERNOD RICARD S A /FI,PDRDF,Common,5893126,-117542,962585000,-37213000,7.02,,Hist,06/30/2018
Philip Morris International Inc.,PM,Common,10397438,17119,839489000,-192315000,6.13,0.67,Hist,06/30/2018
UNILEVER N V,UN,N Y SHS NEW,14950600,-302399,833047000,-27070000,6.08,0.87,Hist,06/30/2018
Anheuser-Busch InBev SA/NV,BUDFF,COM,8051913,423647,813187000,-24404000,5.93,,Hist,06/30/2018
WELLS FARGO & COMPANY/MN,WFC,Common,12273777,-76890,680458000,33160000,4.97,0.25,Hist,06/30/2018
SWATCH GROUP,SWGAF,Common,1150619,-4724,545905000,37487000,3.98,,Hist,06/30/2018
BERKSHIRE HATHAWAY INC,BRK/B,Common,2527648,-22428,471785000,-36904000,3.44,153.61,Hist,06/30/2018
MARTIN MARIETTA MATERIALS INC,MLM,Common,1991188,-24410,444692000,26859000,3.25,3.16,Hist,06/30/2018
"ALTRIA GROUP, INC.",MO,Common,5541078,-97133,314678000,-36695000,2.30,0.29,Hist,06/30/2018
DIAGEO PLC,DGEAF,Common,8012254,-377625,287938000,4062000,2.10,0.30,Hist,06/30/2018
JCDECAUX SA /FI,JCDXF,Common,7711342,-22089,258037000,-10743000,1.88,,Hist,06/30/2018
COMCAST CORP,CMCSA,Common,7079637,-42500,232283000,-11080000,1.70,0.15,Hist,06/30/2018
BROWN FORMAN CORP,BF.A,CL A,4307409,-10620,210460000,-19820000,1.54,0.90,Hist,06/30/2018
BROWN FORMAN CORP,BF.B,CL B,2645012,-171478,129632000,-23585000,0.95,0.55,Hist,06/30/2018
VISA INC.,V,CL A,624012,54432,82650000,14517000,0.60,0.03,Hist,06/30/2018
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,1254227,-4024743,63421000,-242494000,0.46,,Hist,06/30/2018
Alphabet Inc.,GOOG,COM,56724,54540,63284000,61031000,0.46,0.01,Hist,06/30/2018
DIAGEO PLC,DEO,SPON ADR NEW,402655,-12634,57986000,1748000,0.42,0.01,Hist,06/30/2018
AMERICAN EXPRESS CO,AXP,Common,180401,16702,17679000,2409000,0.13,0.02,Hist,06/30/2018
MEXICAN ECONOMIC DEVELOPMENT INC,FMX,ADR,163977,25560,14396000,1741000,0.11,0.00,Hist,06/30/2018
SWEDISH MATCH CORP,SWMAF,Common,259683,-12510,12880000,611000,0.09,,Hist,06/30/2018
EXXON MOBIL CORP,XOM,Common,154366,-2229,12771000,1087000,0.09,0.00,Hist,06/30/2018
GROUPE DANONE,DANOY,ADR,847980,131465,12449000,865000,0.09,,Hist,06/30/2018
CRANE CO /DE/,CR,Common,119843,-3850,9603000,-1868000,0.07,0.20,Hist,06/30/2018
OUTFRONT Media Inc.,OUT,COM,455386,115307,8857000,2484000,0.06,0.33,Hist,06/30/2018
MARKEL CORP,MKL,Common,8090,-93,8772000,-804000,0.06,0.06,Hist,06/30/2018
Vulcan Materials CO,VMC,Common,54855,36035,7080000,4931000,0.05,0.04,Hist,06/30/2018
MILLER HERMAN INC,MLHR,Common,195891,-1350,6641000,339000,0.05,0.33,Hist,06/30/2018
HORMEL FOODS CORP /DE/,HRL,Common,158601,-1773,5902000,398000,0.04,0.03,Hist,06/30/2018
COCA COLA CO,KO,Common,121983,-1725,5350000,-23000,0.04,0.00,Hist,06/30/2018
Anheuser-Busch InBev SA Restri,,COM,51983,0,5249000,-458000,0.04,,Hist,06/30/2018
HEINEKEN N V/ /FI,HINKF,Common,45988,-1300,4619000,-458000,0.03,,Hist,06/30/2018
MCCORMICK & CO INC,MKC,Common,33455,-100,3884000,314000,0.03,0.03,Hist,06/30/2018
PROCTER & GAMBLE Co,PG,Common,48842,-4018,3813000,-378000,0.03,0.00,Hist,06/30/2018
DOVER Corp,DOV,Common,51291,-525,3755000,-1334000,0.03,0.03,Hist,06/30/2018
PEPSICO INC,PEP,Common,32174,-1423,3503000,-164000,0.03,0.00,Hist,06/30/2018
NESTLE SA /FI,NSRGF,Common,41000,0,3175000,-63000,0.02,,Hist,06/30/2018
Royal Dutch Shell plc,RDS.A,SPONS ADR A,45550,-1715,3153000,137000,0.02,0.00,Hist,06/30/2018
DowDuPont Inc.,DWDP,Common Stock,47646,125,3141000,113000,0.02,0.00,Hist,06/30/2018
"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Common,20960,-5,2832000,-339000,0.02,0.00,Hist,06/30/2018
UNILEVER NV-CVA,UNLNF,COM,39000,0,2176000,-24000,0.02,,Hist,06/30/2018
Alphabet Inc.,GOOGL,COM,1871,0,2113000,173000,0.02,0.00,Hist,06/30/2018
RECKITT BENCKISER GROUP PLC,RBGPF,Common,25147,-325,2071000,-85000,0.02,,Hist,06/30/2018
LINDT & SPRUENGLI AG-REG,LDSRF,Common,27,0,2050000,90000,0.01,,Hist,06/30/2018
HEINEKEN NV /ADR/,HEINY,FOREIGN,39852,9530,2001000,373000,0.01,,Hist,06/30/2018
FULTON FINANCIAL CORP,FULT,Common,120254,0,1984000,-151000,0.01,0.07,Hist,06/30/2018
BIC CORP,BICEF,Common,21055,0,1952000,-142000,0.01,,Hist,06/30/2018
COMPAGNIE FINANCIERE DE PARIBAS,CFRUY,FOREIGN,220170,54610,1865000,382000,0.01,,Hist,06/30/2018
EATON VANCE SENIOR INCOME TRUST,EVF,Common,292239,732,1864000,-121000,0.01,,Hist,06/30/2018
WELLS FARGO & COMPANY/MN,WFC/WS,WARRANTS,81785,-19715,1801000,-148000,0.01,,Hist,06/30/2018
PERNOD RICARD S A /FI,PDRDY,COM,53140,10365,1736000,313000,0.01,,Hist,06/30/2018
Kraft Heinz Co,KHC,COM,23535,0,1478000,12000,0.01,0.00,Hist,06/30/2018
CHEVRON CORP,CVX,Common,11033,-1315,1395000,-13000,0.01,0.00,Hist,06/30/2018
BANK OF AMERICA CORP /DE/,BAC,Common,47975,0,1352000,-87000,0.01,0.00,Hist,06/30/2018
AbbVie Inc.,ABBV,COM,13966,266,1294000,-3000,0.01,0.00,Hist,06/30/2018
LOREAL,LRLCF,COM,4810,0,1188000,103000,0.01,,Hist,06/30/2018
Swatch Group AG\ADR,SWGAY,COM,48990,11860,1162000,345000,0.01,,Hist,06/30/2018
COSTCO WHOLESALE CORP /NEW,COST,Common,5473,0,1144000,113000,0.01,0.00,Hist,06/30/2018
Apergy Corp,APY,COMMON STOCK,24644,24644,1029000,1029000,0.01,0.03,Hist,06/30/2018
PARGESA HOLDING SA,PRGAF,Common,11776,0,997000,-45000,0.01,,Hist,06/30/2018
JPMORGAN CHASE & CO,JPM/WS,W EXP 10/28/2018,14915,-15385,946000,-1161000,0.01,,Hist,06/30/2018
ABBOTT LABORATORIES,ABT,Common,13960,1160,851000,84000,0.01,0.00,Hist,06/30/2018
LAMAR ADVERTISING CO/NEW,LAMR,Common,11945,0,816000,56000,0.01,0.01,Hist,06/30/2018
INTERNATIONAL BUSINESS MACHINES CORP,IBM,Common,5503,-670,769000,-178000,0.01,0.00,Hist,06/30/2018
M&T BANK CORP,MTB/WS,WARRANT,7360,-12390,709000,-1445000,0.01,,Hist,06/30/2018
Nielsen Holdings plc,NLSN,COM,18975,-4261,587000,-152000,0.00,0.01,Hist,06/30/2018
BB&T CORP,BBT,Common,10578,-6112,534000,-335000,0.00,0.00,Hist,06/30/2018
COTY INC.,COTY,Common,35077,-1513,495000,-175000,0.00,0.00,Hist,06/30/2018
PIONEER NATURAL RESOURCES CO,PXD,Common,2600,0,492000,45000,0.00,0.00,Hist,06/30/2018
Walt Disney Co,DIS,Common,4603,0,482000,20000,0.00,0.00,Hist,06/30/2018
MCDONALDS CORP,MCD,Common,2965,-270,465000,-41000,0.00,0.00,Hist,06/30/2018
WAL MART STORES INC,WMT,Common,5295,-55,454000,-22000,0.00,0.00,Hist,06/30/2018
MICROSOFT CORP,MSFT,Common,3850,-900,380000,-54000,0.00,0.00,Hist,06/30/2018
LT Group Inc,,COM,935000,335000,317000,101000,0.00,,Hist,06/30/2018
APPLE INC,AAPL,Common,1695,0,314000,30000,0.00,0.00,Hist,06/30/2018
AMERICAN INTERNATIONAL GROUP INC,AIG,COM,5735,0,304000,-8000,0.00,0.00,Hist,06/30/2018
O REILLY AUTOMOTIVE INC,ORLY,COM,1100,0,301000,29000,0.00,0.00,Hist,06/30/2018
Chemours Co,CC,COM,6429,21,285000,-27000,0.00,0.00,Hist,06/30/2018
SCHLUMBERGER LIMITED/NV,SLB,Common,4225,0,283000,9000,0.00,0.00,Hist,06/30/2018
3M CO,MMM,Common,1425,0,280000,-33000,0.00,0.00,Hist,06/30/2018
SHISEIDO CO LTD /FI,SSDOF,COM,3500,3500,278000,278000,0.00,,Hist,06/30/2018
UNION PACIFIC CORP,UNP,Common,1910,0,271000,14000,0.00,0.00,Hist,06/30/2018
GROUPE DANONE,GPDNF,COM,3275,0,240000,-25000,0.00,,Hist,06/30/2018
BP PLC,BP,SPONSORED ADR,5198,-100,237000,22000,0.00,0.00,Hist,06/30/2018
"CenterState Banks, Inc.",CSFL,COMMON,7304,7304,218000,218000,0.00,0.01,Hist,06/30/2018
US BANCORP \DE\,USB,Common,4314,0,216000,-2000,0.00,0.00,Hist,06/30/2018
JOHNSON & JOHNSON,JNJ,Common,1715,0,208000,-12000,0.00,0.00,Hist,06/30/2018
JPMORGAN CHASE & CO,JPM,Common,2000,0,208000,-12000,0.00,0.00,Hist,06/30/2018
Hanjaya Mandala Sampoerna,PHJMF,COM,687500,0,172000,-27000,0.00,,Hist,06/30/2018
CIR SPA/ADR,,COM,125000,0,153000,-12000,0.00,,Hist,06/30/2018
Bollore Vincent,BOIVF,COM,30000,0,140000,-20000,0.00,,Hist,06/30/2018
"Hostess Brands, Inc.",TWNKW,*W EXP 11/04/202,57500,0,98000,-38000,0.00,,Hist,06/30/2018
PZ Cussons plc/ADR,PZCUF,COM,15000,0,45000,-3000,0.00,,Hist,06/30/2018
INDIVIOR PLC,IZQVF,COM,0,-22782,0,-130000,0.00,0.00,Hist,06/30/2018
Unum Group,UNM,Common,0,-4500,0,-214000,0.00,0.00,Hist,06/30/2018
BAT INDUSTRIES PLC /FI,BTI,Common,0,-10492,0,-605000,0.00,0.00,Hist,06/30/2018
A P MOLLER-MAERSK A/S,AMKAF,Common,0,-420,0,-614000,0.00,0.00,Hist,06/30/2018
