Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
NESTLE SA,NSRGY,Common,14079392,14079392,984818000,984818000,10.45,,Hist,09/30/2013
BERKSHIRE HATHAWAY INC,BRK.A,Common,4953,4953,844041000,844041000,8.96,,Hist,09/30/2013
Philip Morris International Inc.,PM,Common,9616739,9616739,832713000,832713000,8.84,,Hist,09/30/2013
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,6800276,6800276,681344000,681344000,7.23,,Hist,09/30/2013
Mastercard Inc,MA,CL A,1001935,1001935,674082000,674082000,7.15,,Hist,09/30/2013
HEINEKEN HOLDING N V,HKHHF,Common,9972655,9972655,631171000,631171000,6.70,,Hist,09/30/2013
WELLS FARGO & COMPANY/MN,WFC,Common,13908732,13908732,574709000,574709000,6.10,,Hist,09/30/2013
PERNOD RICARD S A /FI,PDRDF,Common,4426700,4426700,550027000,550027000,5.84,,Hist,09/30/2013
SABMILLER PLC/FI,SBMRF,Common,10650538,10650538,542177000,542177000,5.75,,Hist,09/30/2013
Anheuser-Busch InBev SA/NV,BUD,ADR,4833827,4833827,479516000,479516000,5.09,,Hist,09/30/2013
UNILEVER N V,UN,N Y SHS NEW,10661578,10661578,402155000,402155000,4.27,,Hist,09/30/2013
"ALTRIA GROUP, INC.",MO,Common,7708331,7708331,264781000,264781000,2.81,,Hist,09/30/2013
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,4963955,4963955,263387000,263387000,2.80,,Hist,09/30/2013
BERKSHIRE HATHAWAY INC,BRK/B,Common,2262253,2262253,256788000,256788000,2.73,,Hist,09/30/2013
DIAGEO PLC,DGEAF,Common,7905573,7905573,251566000,251566000,2.67,,Hist,09/30/2013
COMCAST CORP,CMCSK,Common,4747143,4747143,205789000,205789000,2.18,,Hist,09/30/2013
BROWN FORMAN CORP,BF.A,CL A,2817510,2817510,186463000,186463000,1.98,,Hist,09/30/2013
MARTIN MARIETTA MATERIALS INC,MLM,Common,1786060,1786060,175338000,175338000,1.86,,Hist,09/30/2013
"Scripps Networks Interactive, Inc.",SNI,Common,1393439,1393439,108841000,108841000,1.16,,Hist,09/30/2013
JCDECAUX SA /FI,JCDXF,Common,1484160,1484160,54676000,54676000,0.58,,Hist,09/30/2013
DIAGEO PLC,DEO,SPON ADR NEW,412072,412072,52366000,52366000,0.56,,Hist,09/30/2013
Graham Holdings Co,WPO,Cl B,80868,80868,49439000,49439000,0.52,,Hist,09/30/2013
SWATCH GROUP,SWGAF,Common,59024,59024,37989000,37989000,0.40,,Hist,09/30/2013
HASBRO INC,HAS,Common,626021,626021,29511000,29511000,0.31,,Hist,09/30/2013
BROWN FORMAN CORP,BF.B,CL B,427628,427628,29134000,29134000,0.31,,Hist,09/30/2013
VISA INC.,V,CL A,106458,106458,20344000,20344000,0.22,0.39,Hist,09/30/2013
EXXON MOBIL CORP,XOM,Common,212224,212224,18260000,18260000,0.19,0.00,Hist,09/30/2013
SWEDISH MATCH CORP,SWMAF,Common,364712,364712,12878000,12878000,0.14,,Hist,09/30/2013
MEXICAN ECONOMIC DEVELOPMENT INC,FMX,ADR,118220,118220,11478000,11478000,0.12,,Hist,09/30/2013
MILLER HERMAN INC,MLHR,Common,379470,379470,11073000,11073000,0.12,,Hist,09/30/2013
CRANE CO /DE/,CR,Common,179202,179202,11051000,11051000,0.12,,Hist,09/30/2013
MARKEL CORP,MKL,Common,19777,19777,10240000,10240000,0.11,,Hist,09/30/2013
PROCTER & GAMBLE Co,PG,Common,126912,126912,9593000,9593000,0.10,,Hist,09/30/2013
AMERICAN EXPRESS CO,AXP,Common,126965,126965,9588000,9588000,0.10,,Hist,09/30/2013
GOLDMAN SACHS GROUP INC,GS,Common,57575,57575,9109000,9109000,0.10,,Hist,09/30/2013
CHEVRON CORP,CVX,Common,65471,65471,7955000,7955000,0.08,,Hist,09/30/2013
COCA COLA CO,KO,Common,206778,206778,7833000,7833000,0.08,,Hist,09/30/2013
DOVER Corp,DOV,Common,83520,83520,7503000,7503000,0.08,,Hist,09/30/2013
Royal Dutch Shell plc,RDS.A,SPONS ADR A,80960,80960,5317000,5317000,0.06,,Hist,09/30/2013
HORMEL FOODS CORP /DE/,HRL,Common,123050,123050,5183000,5183000,0.06,,Hist,09/30/2013
PEPSICO INC,PEP,Common,59228,59228,4709000,4709000,0.05,,Hist,09/30/2013
AbbVie Inc.,ABBV,COM,86777,86777,3882000,3882000,0.04,,Hist,09/30/2013
HEINEKEN N V/ /FI,HINKF,Common,54488,54488,3864000,3864000,0.04,,Hist,09/30/2013
PRAXAIR INC,PX,Common,29575,29575,3555000,3555000,0.04,,Hist,09/30/2013
MCCORMICK & CO INC,MKC,Common,47780,47780,3091000,3091000,0.03,,Hist,09/30/2013
INTERNATIONAL BUSINESS MACHINES CORP,IBM,Common,16668,16668,3087000,3087000,0.03,,Hist,09/30/2013
GROUPE DANONE,DANOY,ADR,203050,203050,3059000,3059000,0.03,,Hist,09/30/2013
ABBOTT LABORATORIES,ABT,Common,86503,86503,2871000,2871000,0.03,0.01,Hist,09/30/2013
NESTLE SA /FI,NSRGF,Common,40000,40000,2798000,2798000,0.03,,Hist,09/30/2013
BIC CORP,BICEF,Common,22700,22700,2641000,2641000,0.03,,Hist,09/30/2013
PRECISION CASTPARTS CORP,PCP,Common,11325,11325,2573000,2573000,0.03,,Hist,09/30/2013
JPMORGAN CHASE & CO,JPM/WS,W EXP 10/28/2018,150750,150750,2527000,2527000,0.03,,Hist,09/30/2013
DUPONT E I DE NEMOURS & CO,DD,Common,43026,43026,2520000,2520000,0.03,,Hist,09/30/2013
WELLS FARGO & COMPANY/MN,WFC/WS,WARRANTS,177750,177750,2496000,2496000,0.03,,Hist,09/30/2013
DEERE & CO,DE,Common,29915,29915,2435000,2435000,0.03,0.01,Hist,09/30/2013
COMCAST CORP,CMCSA,Common,52773,52773,2381000,2381000,0.03,,Hist,09/30/2013
PROGRESSIVE CORP/OH/,PGR,Common,86986,86986,2369000,2369000,0.03,,Hist,09/30/2013
MICROSOFT CORP,MSFT,Common,62558,62558,2082000,2082000,0.02,,Hist,09/30/2013
PARGESA HOLDING SA,PRGAF,Common,27200,27200,2041000,2041000,0.02,,Hist,09/30/2013
EATON VANCE SENIOR INCOME TRUST,EVF,Common,267960,267960,1884000,1884000,0.02,,Hist,09/30/2013
"PNC FINANCIAL SERVICES GROUP, INC.",PNC,Common,25644,25644,1858000,1858000,0.02,,Hist,09/30/2013
LINDT & SPRUENGLI AG-REG,LDSRF,Common,39,39,1855000,1855000,0.02,,Hist,09/30/2013
WAL MART STORES INC,WMT,Common,22559,22559,1668000,1668000,0.02,,Hist,09/30/2013
"ANHEUSER-BUSCH COMPANIES, LLC",AHBIF,COM,15000,15000,1494000,1494000,0.02,,Hist,09/30/2013
BB&T CORP,BBT,Common,41556,41556,1403000,1403000,0.01,,Hist,09/30/2013
RECKITT BENCKISER GROUP PLC,RBGPF,Common,17800,17800,1303000,1303000,0.01,,Hist,09/30/2013
SABMILLER PLC/FI,SBMRY,Common,25450,25450,1296000,1296000,0.01,,Hist,09/30/2013
PERNOD RICARD S A /FI,PDRDY,COM,49450,49450,1229000,1229000,0.01,,Hist,09/30/2013
A P MOLLER-MAERSK A/S,AMKAF,Common,140,140,1212000,1212000,0.01,,Hist,09/30/2013
M&T BANK CORP,MTB/WS,WARRANT,30000,30000,1148000,1148000,0.01,,Hist,09/30/2013
GENERAL ELECTRIC CO,GE,Common,43501,43501,1039000,1039000,0.01,,Hist,09/30/2013
CHICAGO BRIDGE & IRON CO N V,CBI,Common,15325,15325,1039000,1039000,0.01,,Hist,09/30/2013
CONOCOPHILLIPS,COP,Common,14856,14856,1033000,1033000,0.01,,Hist,09/30/2013
LAMAR ADVERTISING CO/NEW,LAMR,Common,20525,20525,965000,965000,0.01,,Hist,09/30/2013
BP PLC,BP,SPONSORED ADR,22707,22707,954000,954000,0.01,,Hist,09/30/2013
FULTON FINANCIAL CORP,FULT,Common,80298,80298,938000,938000,0.01,0.04,Hist,09/30/2013
GOOGLE INC.,GOOG,CL A,1036,1036,907000,907000,0.01,0.00,Hist,09/30/2013
"SWISS HELVETIA FUND, INC.",SWZ,Common,51025,51025,726000,726000,0.01,,Hist,09/30/2013
BAT INDUSTRIES PLC /FI,BTI,Common,6600,6600,694000,694000,0.01,,Hist,09/30/2013
CARLISLE COMPANIES INC,CSL,Common,9784,9784,688000,688000,0.01,,Hist,09/30/2013
BANK OF AMERICA CORP /DE/,BAC,Common,49500,49500,683000,683000,0.01,,Hist,09/30/2013
COSTCO WHOLESALE CORP /NEW,COST,Common,5855,5855,674000,674000,0.01,,Hist,09/30/2013
PIONEER NATURAL RESOURCES CO,PXD,Common,2700,2700,510000,510000,0.01,,Hist,09/30/2013
LEUCADIA NATIONAL CORP,LUK,Common,18100,18100,493000,493000,0.01,,Hist,09/30/2013
ORACLE CORP,ORCL,Common,12500,12500,415000,415000,0.00,,Hist,09/30/2013
Walt Disney Co,DIS,Common,6375,6375,411000,411000,0.00,,Hist,09/30/2013
MCDONALDS CORP,MCD,Common,4091,4091,394000,394000,0.00,,Hist,09/30/2013
SCHIBSTED A/S,SBSNF,Common,6150,6150,317000,317000,0.00,,Hist,09/30/2013
SCHLUMBERGER LIMITED/NV,SLB,Common,3350,3350,296000,296000,0.00,,Hist,09/30/2013
AMERICAN INTERNATIONAL GROUP INC,AIG,COM,6000,6000,292000,292000,0.00,,Hist,09/30/2013
DANAHER CORP /DE/,DHR,Common,4151,4151,288000,288000,0.00,,Hist,09/30/2013
BOEING CO,BA,Common,2430,2430,286000,286000,0.00,,Hist,09/30/2013
MATTEL INC /DE/,MAT,Common,6625,6625,277000,277000,0.00,,Hist,09/30/2013
"Merck & Co., Inc.",MRK,COM,5736,5736,273000,273000,0.00,,Hist,09/30/2013
GENERAL DYNAMICS CORP,GD,Common,3000,3000,263000,263000,0.00,,Hist,09/30/2013
NORTHERN TRUST CORP,NTRS,Common,4415,4415,240000,240000,0.00,,Hist,09/30/2013
SUSQUEHANNA BANCSHARES INC,SUSQ,Common,17429,17429,218000,218000,0.00,,Hist,09/30/2013
HEARTLAND EXPRESS INC,HTLD,Common,14499,14499,206000,206000,0.00,,Hist,09/30/2013
"CenterState Banks, Inc.",CSFL,COMMON,11004,11004,107000,107000,0.00,,Hist,09/30/2013
PIMCO FUNDS,PHIYX,Stock,11116,11116,105000,105000,0.00,,Hist,09/30/2013
WAL MART DE MEXICO SA DE CV /FI,WMMVF,Common,10000,10000,26000,26000,0.00,,Hist,09/30/2013
DOMINION RESOURCES INC /VA/,D,Common,0,-3632,0,-206000,0.00,0.00,Hist,09/30/2013
PIMCO FUNDS,PTTRX,COM,0,-10397,0,-112000,0.00,0.00,Hist,09/30/2013
ROCHE HOLDING LTD,RHHBY,Common,0,-1325,0,-329000,0.00,0.00,Hist,09/30/2013
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,COM,0,-6797657,0,-600269000,0.00,0.00,Hist,09/30/2013
IMPERIAL TOBACCO GROUP PLC,ITYBF,Common,0,-6750,0,-233000,0.00,0.00,Hist,09/30/2013
SPDR S&P 500 ETF TRUST,SPY,Common,0,-1700,0,-273000,0.00,0.00,Hist,09/30/2013
