Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
GENERAL ELECTRIC CO,GE,Common,50501,45000,1171000,1044000,0.01,0.00,Hist,06/30/2013
M&T BANK CORP,MTB/WS,WARRANT,30000,30000,1140000,1140000,0.01,,Hist,06/30/2013
PERNOD RICARD S A /FI,PDRDY,COM,48100,2375,1065000,-77000,0.01,,Hist,06/30/2013
BP PLC,BP,SPONSORED ADR,25301,19200,1056000,798000,0.01,,Hist,06/30/2013
DEERE & CO,DE,Common,12775,370,1038000,-29000,0.01,0.00,Hist,06/30/2013
CONOCOPHILLIPS,COP,Common,16044,65,971000,11000,0.01,0.00,Hist,06/30/2013
A P MOLLER-MAERSK A/S,AMKAF,Common,140,-1,943000,-108000,0.01,,Hist,06/30/2013
FULTON FINANCIAL CORP,FULT,Common,81113,-8402,931000,-116000,0.01,0.04,Hist,06/30/2013
LAMAR ADVERTISING CO/NEW,LAMR,Common,21025,-710,912000,-144000,0.01,0.14,Hist,06/30/2013
GOOGLE INC.,GOOG,CL A,897,0,790000,78000,0.01,0.00,Hist,06/30/2013
RECKITT BENCKISER GROUP PLC,RBGPF,Common,11200,1375,790000,86000,0.01,,Hist,06/30/2013
BAT INDUSTRIES PLC /FI,BTI,Common,6600,125,679000,-14000,0.01,,Hist,06/30/2013
COSTCO WHOLESALE CORP /NEW,COST,Common,5855,0,647000,26000,0.01,0.00,Hist,06/30/2013
CARLISLE COMPANIES INC,CSL,Common,10384,-400,647000,-84000,0.01,0.02,Hist,06/30/2013
BANK OF AMERICA CORP /DE/,BAC,Common,49500,-1000,637000,22000,0.01,0.00,Hist,06/30/2013
"SWISS HELVETIA FUND, INC.",SWZ,Common,51025,0,629000,3000,0.01,,Hist,06/30/2013
MATTEL INC /DE/,MAT,Common,11625,0,527000,18000,0.01,0.00,Hist,06/30/2013
MCDONALDS CORP,MCD,Common,5185,0,513000,-4000,0.01,0.00,Hist,06/30/2013
LEUCADIA NATIONAL CORP,LUK,Common,19100,0,501000,-23000,0.01,0.01,Hist,06/30/2013
Walt Disney Co,DIS,Common,7100,-650,448000,8000,0.01,0.00,Hist,06/30/2013
PIONEER NATURAL RESOURCES CO,PXD,Common,3000,0,434000,61000,0.01,0.00,Hist,06/30/2013
ORACLE CORP,ORCL,Common,13125,0,403000,-21000,0.00,0.00,Hist,06/30/2013
BOEING CO,BA,Common,3257,2757,334000,291000,0.00,0.00,Hist,06/30/2013
ROCHE HOLDING LTD,RHHBY,Common,1325,0,329000,20000,0.00,,Hist,06/30/2013
SPDR S&P 500 ETF TRUST,SPY,Common,1700,0,273000,7000,0.00,,Hist,06/30/2013
AMERICAN INTERNATIONAL GROUP INC,AIG,COM,6000,-105,268000,31000,0.00,0.00,Hist,06/30/2013
"Merck & Co., Inc.",MRK,COM,5736,-500,266000,-10000,0.00,0.00,Hist,06/30/2013
SCHIBSTED A/S,SBSNF,Common,6150,-437,264000,-28000,0.00,,Hist,06/30/2013
DANAHER CORP /DE/,DHR,Common,4151,0,263000,5000,0.00,0.00,Hist,06/30/2013
NORTHERN TRUST CORP,NTRS,Common,4500,0,261000,15000,0.00,0.00,Hist,06/30/2013
GENERAL DYNAMICS CORP,GD,Common,3225,0,253000,26000,0.00,0.00,Hist,06/30/2013
SCHLUMBERGER LIMITED/NV,SLB,Common,3425,0,245000,-11000,0.00,0.00,Hist,06/30/2013
IMPERIAL TOBACCO GROUP PLC,ITYBF,Common,6750,0,233000,-3000,0.00,,Hist,06/30/2013
SUSQUEHANNA BANCSHARES INC,SUSQ,Common,17429,0,224000,7000,0.00,0.01,Hist,06/30/2013
DOMINION RESOURCES INC /VA/,D,Common,3632,3632,206000,206000,0.00,0.00,Hist,06/30/2013
HEARTLAND EXPRESS INC,HTLD,Common,14699,0,204000,8000,0.00,0.02,Hist,06/30/2013
PIMCO FUNDS,PTTRX,COM,10397,9060,112000,97000,0.00,,Hist,06/30/2013
PIMCO FUNDS,PHIYX,Stock,11116,0,105000,-3000,0.00,,Hist,06/30/2013
WAL MART DE MEXICO SA DE CV /FI,WMMVF,Common,10000,0,28000,-5000,0.00,,Hist,06/30/2013
"Anthem, Inc.",WLP,Common,0,-204,0,-14000,0.00,0.00,Hist,06/30/2013
WHOLE FOODS MARKET INC,WFM,Common,0,-275,0,-24000,0.00,0.00,Hist,06/30/2013
"WILEY JOHN & SONS, INC.",JW.A,CL A,0,-1600,0,-62000,0.00,0.00,Hist,06/30/2013
EMC CORP,EMC,Common,0,-2000,0,-48000,0.00,0.00,Hist,06/30/2013
GLOBAL PAYMENTS INC,GPN,Common,0,-2100,0,-104000,0.00,0.00,Hist,06/30/2013
NETFLIX INC,NFLX,Common,0,-52,0,-10000,0.00,0.00,Hist,06/30/2013
KOHLS Corp,KSS,Common,0,-4000,0,-185000,0.00,0.00,Hist,06/30/2013
SCOTTS MIRACLE-GRO CO,SMG,CL A,0,-3000,0,-130000,0.00,0.00,Hist,06/30/2013
BANK OF MONTREAL /CAN/,BMO,Common,0,-157,0,-10000,0.00,0.00,Hist,06/30/2013
"TWENTY-FIRST CENTURY FOX, INC.",NWS.A,Common,0,-475,0,-14000,0.00,0.00,Hist,06/30/2013
Royal Dutch Shell plc,RDS.B,ADR,0,-325,0,-22000,0.00,0.00,Hist,06/30/2013
LUXOTTICA GROUP SPA,LUX,SPONSORED ADR,0,-430,0,-22000,0.00,0.00,Hist,06/30/2013
NOVARTIS AG,NVS,ADR,0,-125,0,-9000,0.00,0.00,Hist,06/30/2013
UNITED OVERSEAS BANK LTD /FI,UOVEY,Common,0,-325,0,-11000,0.00,0.00,Hist,06/30/2013
VODAFONE GROUP PUBLIC LTD CO,VOD,SPONS ADR NEW,0,-50,0,-1000,0.00,0.00,Hist,06/30/2013
ManpowerGroup Inc.,MAN,Common,0,-132,0,-7000,0.00,0.00,Hist,06/30/2013
AMAZON COM INC,AMZN,Common,0,-320,0,-85000,0.00,0.00,Hist,06/30/2013
"TWENTY-FIRST CENTURY FOX, INC.",NWS,Common,0,-4000,0,-123000,0.00,0.00,Hist,06/30/2013
INSULET CORP,PODD,Common,0,-209,0,-5000,0.00,0.00,Hist,06/30/2013
lululemon athletica inc.,LULU,Common,0,-60,0,-4000,0.00,0.00,Hist,06/30/2013
Tim Hortons Inc.,THI,Common,0,-200,0,-11000,0.00,0.00,Hist,06/30/2013
TOOTSIE ROLL INDUSTRIES INC,TR,Common,0,-1641,0,-49000,0.00,0.00,Hist,06/30/2013
US GLOBAL INVESTORS FUNDS,GROW,CL A,0,-6750,0,-25000,0.00,0.00,Hist,06/30/2013
UNIZAN FINANCIAL CORP,UNPA,Common,0,-105,0,-14000,0.00,0.00,Hist,06/30/2013
CHURCHILL DOWNS Inc,CHDN,Common,0,-100,0,-7000,0.00,0.00,Hist,06/30/2013
EXACT SCIENCES CORP,EXAS,Common,0,-439,0,-4000,0.00,0.00,Hist,06/30/2013
BANK OF AMERICA CORP /DE/,BAC/PL,Preferred Stock,0,-21,0,-26000,0.00,0.00,Hist,06/30/2013
AES CORP,AES/PC,CV 6.75%,0,-3500,0,-176000,0.00,0.00,Hist,06/30/2013
"ALNYLAM PHARMACEUTICALS, INC.",ALNY,COM,0,-75,0,-2000,0.00,0.00,Hist,06/30/2013
"Stock Yards Bancorp, Inc.",SYBT,COM STK,0,-1271,0,-29000,0.00,0.00,Hist,06/30/2013
KVH INDUSTRIES INC \DE\,KVHI,COM,0,-149,0,-2000,0.00,0.00,Hist,06/30/2013
HALOZYME THERAPEUTICS INC,HALO,COM,0,-376,0,-2000,0.00,0.00,Hist,06/30/2013
"Medidata Solutions, Inc.",MDSO,Common,0,-81,0,-5000,0.00,0.00,Hist,06/30/2013
SUNCOR ENERGY INC,SU,COM,0,-4000,0,-120000,0.00,0.00,Hist,06/30/2013
"Spectrum Brands, Inc.",SPB,COM,0,-3144,0,-178000,0.00,0.00,Hist,06/30/2013
CIT GROUP INC,CIT,COM,0,-4053,0,-176000,0.00,0.00,Hist,06/30/2013
WELLS FARGO & COMPANY/MN,WFC/PL,PFD,0,-18,0,-23000,0.00,0.00,Hist,06/30/2013
FEDERATED INCOME SECURITIES TRUST,CAPAX,A,0,-1394,0,-12000,0.00,0.00,Hist,06/30/2013
TIME WARNER INC.,TWX,COM,0,-483,0,-28000,0.00,0.00,Hist,06/30/2013
"SPECTRUM MANAGEMENT HOLDING COMPANY, LLC",TWC,COM STK,0,-123,0,-12000,0.00,0.00,Hist,06/30/2013
FEDERATED INCOME SECURITIES TRUST,FUSGX,CL A,0,-1975,0,-15000,0.00,0.00,Hist,06/30/2013
LINKEDIN CORP,LNKD,Common,0,-53,0,-9000,0.00,0.00,Hist,06/30/2013
Howard Hughes Corp,HHC,COM,0,-48,0,-4000,0.00,0.00,Hist,06/30/2013
Beam Suntory Inc.,BEAM,COM,0,-500,0,-32000,0.00,0.00,Hist,06/30/2013
"Chefs' Warehouse, Inc.",CHEF,COMMON,0,-84,0,-2000,0.00,0.00,Hist,06/30/2013
"Fortune Brands Home & Security, Inc.",FBHS,COM,0,-700,0,-26000,0.00,0.00,Hist,06/30/2013
ASOS plc,ASOMF,ADR,0,-84,0,-4000,0.00,0.00,Hist,06/30/2013
"TripAdvisor, Inc.",TRIP,Common,0,-100,0,-5000,0.00,0.00,Hist,06/30/2013
"ChemoCentryx, Inc.",CCXI,Common,0,-162,0,-2000,0.00,0.00,Hist,06/30/2013
"Annie's, Inc.",BNNY,Common,0,-55,0,-2000,0.00,0.00,Hist,06/30/2013
"TILE SHOP HOLDINGS, INC.",TTS,Common,0,-33,0,-1000,0.00,0.00,Hist,06/30/2013
"Natural Grocers by Vitamin Cottage, Inc.",NGVC,Common,0,-75,0,-2000,0.00,0.00,Hist,06/30/2013
"Sarepta Therapeutics, Inc.",SRPT,Common,0,-49,0,-2000,0.00,0.00,Hist,06/30/2013
Facebook Inc,FB,Common,0,-112,0,-3000,0.00,0.00,Hist,06/30/2013
MCCLATCHY CO,MNI,CL A,0,-5000,0,-15000,0.00,0.00,Hist,06/30/2013
"GRUPO TELEVISA, S.A.B.",TV,SP ADR REP ORD,0,-850,0,-23000,0.00,0.00,Hist,06/30/2013
HAIN CELESTIAL GROUP INC,HAIN,Common,0,-100,0,-6000,0.00,0.00,Hist,06/30/2013
HEALTHSOUTH CORP,HLS,Common,0,-3500,0,-92000,0.00,0.00,Hist,06/30/2013
Kraft Heinz Foods Co,HNZ,Common,0,-100,0,-7000,0.00,0.00,Hist,06/30/2013
HERSHEY CO,HSY,Common,0,-555,0,-49000,0.00,0.00,Hist,06/30/2013
NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND,NQP,Common,0,-1630,0,-24000,0.00,0.00,Hist,06/30/2013
OMNICOM GROUP INC.,OMC,Common,0,-1600,0,-94000,0.00,0.00,Hist,06/30/2013
RITE AID CORP,RAD,Common,0,-3500,0,-7000,0.00,0.00,Hist,06/30/2013
MCKESSON CORP,MCK,Common,0,-125,0,-13000,0.00,0.00,Hist,06/30/2013
MEDTRONIC INC,MDT,Common,0,-200,0,-9000,0.00,0.00,Hist,06/30/2013
MICROPORE INC,,PFD,0,-2750,0,-25000,0.00,0.00,Hist,06/30/2013
MONSANTO CO /NEW/,MON,Common,0,-2040,0,-215000,0.00,0.00,Hist,06/30/2013
MURPHY OIL CORP /DE,MUR,Common,0,-1300,0,-83000,0.00,0.00,Hist,06/30/2013
NATIONAL PENN BANCSHARES INC,NPBC,Common,0,-4644,0,-50000,0.00,0.00,Hist,06/30/2013
Discover Financial Services,DFS,Common,0,-300,0,-13000,0.00,0.00,Hist,06/30/2013
EXPEDITORS INTERNATIONAL OF WASHINGTON INC,EXPD,Common,0,-3000,0,-107000,0.00,0.00,Hist,06/30/2013
FASTENAL CO,FAST,Common,0,-1900,0,-98000,0.00,0.00,Hist,06/30/2013
DAIMLER AG,DAI,Common,0,-1002,0,-55000,0.00,0.00,Hist,06/30/2013
BURNHAM CORP,BURCA,Common,0,-1000,0,-18000,0.00,0.00,Hist,06/30/2013
MOHAWK INDUSTRIES INC,MHK,Common,0,-400,0,-45000,0.00,0.00,Hist,06/30/2013
MYLAN INC.,MYL,Common,0,-3500,0,-101000,0.00,0.00,Hist,06/30/2013
ACNB CORP,ACNB,Common,0,-881,0,-15000,0.00,0.00,Hist,06/30/2013
AMERICA MOVIL SAB DE CV/,AMX,SPON ADR L SHS,0,-1200,0,-25000,0.00,0.00,Hist,06/30/2013
ANGLO AMERICAN PLC,AAUKF,Common,0,-7000,0,-180000,0.00,0.00,Hist,06/30/2013
Bank of New York Mellon Corp,BK,Common,0,-2000,0,-56000,0.00,0.00,Hist,06/30/2013
BARRY CALLEBAUT AG,BYCBF,Common,0,-300,0,-290000,0.00,0.00,Hist,06/30/2013
BAYERISCHE MOTOREN WERKE AG,BAMXF,Common,0,-750,0,-65000,0.00,0.00,Hist,06/30/2013
"CONSTELLATION BRANDS, INC.",STZ,CL A,0,-200,0,-10000,0.00,0.00,Hist,06/30/2013
MODINE MANUFACTURING CO,MOD,Common,0,-600,0,-5000,0.00,0.00,Hist,06/30/2013
PPL Corp,PPL,Common,0,-300,0,-9000,0.00,0.00,Hist,06/30/2013
J C PENNEY CO INC,JCP,Common,0,-110,0,-2000,0.00,0.00,Hist,06/30/2013
J M SMUCKER Co,SJM,Common,0,-6,0,-1000,0.00,0.00,Hist,06/30/2013
TIFFANY & CO,TIF,Common,0,-50,0,-3000,0.00,0.00,Hist,06/30/2013
VECTREN CORP,VVC,Common,0,-1599,0,-57000,0.00,0.00,Hist,06/30/2013
UNION PACIFIC CORP,UNP,Common,0,-1150,0,-164000,0.00,0.00,Hist,06/30/2013
Unum Group,UNM,Common,0,-5325,0,-150000,0.00,0.00,Hist,06/30/2013
VERIZON COMMUNICATIONS INC,VZ,Common,0,-1150,0,-57000,0.00,0.00,Hist,06/30/2013
"AVIS BUDGET GROUP, INC.",CAR,Common,0,-168,0,-5000,0.00,0.00,Hist,06/30/2013
HOME DEPOT INC,HD,Common,0,-750,0,-52000,0.00,0.00,Hist,06/30/2013
JOHNSON & JOHNSON,JNJ,Common,0,-640,0,-52000,0.00,0.00,Hist,06/30/2013
LEXINGTON REALTY TRUST,LXP,Common,0,-7500,0,-89000,0.00,0.00,Hist,06/30/2013
CORNING INC /NY,GLW,Common,0,-1000,0,-13000,0.00,0.00,Hist,06/30/2013
YUM BRANDS INC,YUM,Common,0,-2200,0,-158000,0.00,0.00,Hist,06/30/2013
LOWES COMPANIES INC,LOW,Common,0,-550,0,-21000,0.00,0.00,Hist,06/30/2013
US BANCORP \DE\,USB,Common,0,-3539,0,-120000,0.00,0.00,Hist,06/30/2013
UNITED TECHNOLOGIES CORP /DE/,UTX,Common,0,-50,0,-5000,0.00,0.00,Hist,06/30/2013
BARRICK GOLD CORP,ABX,Common,0,-165,0,-5000,0.00,0.00,Hist,06/30/2013
CATERPILLAR INC,CAT,Common,0,-775,0,-67000,0.00,0.00,Hist,06/30/2013
AMGEN INC,AMGN,Common,0,-100,0,-10000,0.00,0.00,Hist,06/30/2013
AT&T CORP,T,Common,0,-5975,0,-219000,0.00,0.00,Hist,06/30/2013
ALLEGHANY CORP /DE,Y,Common,0,-465,0,-184000,0.00,0.00,Hist,06/30/2013
NEWELL BRANDS INC,NWL,Common,0,-250,0,-7000,0.00,0.00,Hist,06/30/2013
PFIZER INC,PFE,Common,0,-1900,0,-55000,0.00,0.00,Hist,06/30/2013
JPMORGAN CHASE & CO,JPM,Common,0,-2100,0,-100000,0.00,0.00,Hist,06/30/2013
LOCKHEED MARTIN CORP,LMT,Common,0,-300,0,-29000,0.00,0.00,Hist,06/30/2013
MEADWESTVACO Corp,MWV,Common,0,-507,0,-18000,0.00,0.00,Hist,06/30/2013
COLGATE PALMOLIVE CO,CL,Common,0,-250,0,-30000,0.00,0.00,Hist,06/30/2013
TEGNA INC,GCI,Common,0,-500,0,-11000,0.00,0.00,Hist,06/30/2013
TARGET CORP,TGT,Common,0,-499,0,-34000,0.00,0.00,Hist,06/30/2013
WALGREEN CO,WAG,Common,0,-780,0,-37000,0.00,0.00,Hist,06/30/2013
3M CO,MMM,Common,0,-690,0,-73000,0.00,0.00,Hist,06/30/2013
AUTOMATIC DATA PROCESSING INC,ADP,Common,0,-1100,0,-72000,0.00,0.00,Hist,06/30/2013
INTEL CORP,INTC,Common,0,-210,0,-5000,0.00,0.00,Hist,06/30/2013
CARMAX INC,KMX,Common,0,-105,0,-4000,0.00,0.00,Hist,06/30/2013
CHURCH & DWIGHT CO INC /DE/,CHD,Common,0,-400,0,-26000,0.00,0.00,Hist,06/30/2013
IMPERIAL TOBACCO GROUP PLC,ITY,Common,0,-150,0,-10000,0.00,0.00,Hist,06/30/2013
FEDEX CORP,FDX,Common,0,-40,0,-4000,0.00,0.00,Hist,06/30/2013
GENESEE & WYOMING INC,GWR,Common,0,-225,0,-21000,0.00,0.00,Hist,06/30/2013
SCHULMAN A INC,SHLM,Common,0,-467,0,-15000,0.00,0.00,Hist,06/30/2013
TJX COMPANIES INC /DE/,TJX,Common,0,-1000,0,-47000,0.00,0.00,Hist,06/30/2013
APPLE INC,AAPL,Common,0,-16,0,-7000,0.00,0.00,Hist,06/30/2013
BOSTON SCIENTIFIC CORP,BSX,Common,0,-209,0,-2000,0.00,0.00,Hist,06/30/2013
