NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Eaton Vance Sr Income TR SF,SH BEN INT,27826s103,1732,288245,SH,,SOLE,,288245,0,0
3M Company,COM,88579y101,267,1525,SH,,SOLE,,1525,0,0
Abbott Labs,COM,002824100,645,16400,SH,,SOLE,,14400,0,2000
AbbVie Inc,COM,00287Y109,1059,17106,SH,,SOLE,,14200,0,2906
Alleghany Corp,COM,017175100,231,421,SH,,SOLE,,184,0,237
Alphabet Inc Cl A,COM,02079k305,1117,1587,SH,,SOLE,,1537,0,50
Alphabet Inc Cl C,COM,02079k107,1179,1704,SH,,SOLE,,1654,0,50
Altria Group Inc,COM,02209s103,408697,5926585,SH,,SOLE,,5687917,0,238669
American Express,COM,025816109,9348,153848,SH,,SOLE,,122139,0,31709
American Intl Group Inc,COM,026874784,317,6000,SH,,SOLE,,6000,0,0
Anheuser-Busch InBev ADR,COM,03524a108,859560,6527644,SH,,SOLE,,6181282,0,346362
Bank Amer Corp,COM,060505104,678,51100,SH,,SOLE,,50100,0,1000
BB&T Corp,COM,054937107,1477,41480,SH,,SOLE,,41480,0,0
Berkshire Hathaway Inc Cl A,COM,084670108,1084658,4999,SH,,SOLE,,4689,0,310
Berkshire Hathaway Inc Cl B,COM,084670702,374211,2584509,SH,,SOLE,,2430948,0,153561
BP PLC ADR,COM,055622104,202,5696,SH,,SOLE,,5696,0,0
British Amern Tob PLC ADR,COM,110448107,714,5516,SH,,SOLE,,5516,0,0
Brown-Forman Corp Cl A,COM,115637100,260122,2407865,SH,,SOLE,,2304944,0,102922
Brown-Forman Corp Cl B,COM,115637209,58795,589364,SH,,SOLE,,535056,0,54308
Carlisle Inc,COM,142339100,285,2700,SH,,SOLE,,2700,0,0
Centerstate BKS FLA Inc,COM,15201p109,158,10004,SH,,SOLE,,10004,0,0
Chevron Corp,COM,166764100,4040,38539,SH,,SOLE,,37839,0,700
CIE Financiere Richemont-Unsp,COM,204319107,1255,215500,SH,,SOLE,,215500,0,0
Coca-Cola,COM,191216100,8935,197107,SH,,SOLE,,176057,0,21050
Comcast Corp New Cl A,COM,20030n101,248710,3815150,SH,,SOLE,,3591145,0,224005
Conocophillips,COM,20825c104,213,4888,SH,,SOLE,,4288,0,600
Costco Whsl Corp,COM,22160k105,1023,6516,SH,,SOLE,,6516,0,0
Crane,COM,224399105,8868,156341,SH,,SOLE,,140291,0,16050
Danone ADR,COM,23636T100,9397,666970,SH,,SOLE,,573730,0,93240
Diageo PLC Sponsored ADR,COM,25243q205,53745,476124,SH,,SOLE,,439274,0,36850
Disney Walt Productions,COM,254687106,480,4903,SH,,SOLE,,3935,0,968
Dover Corp,COM,260003108,4164,60076,SH,,SOLE,,52176,0,7900
Du Pont E I De Nemours,COM,263534109,2444,37716,SH,,SOLE,,37716,0,0
