NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Exxon Mobil Corp,COM,30231g102,15664,167101,SH,,SOLE,,156954,0,10147
Fomento Economico Mex Sp ADR,COM,344419106,11444,123735,SH,,SOLE,,101240,0,22495
Fulton Finl Corp,COM,360271100,472,34930,SH,,SOLE,,22430,0,12500
General Dynamics Corp,COM,369550108,223,1600,SH,,SOLE,,1600,0,0
General Electric,COM,369604103,291,9246,SH,,SOLE,,9246,0,0
Goldman Sachs Group Inc,COM,38141g104,1396,9393,SH,,SOLE,,9193,0,200
Heartland Express Inc,COM,422347104,217,12499,SH,,SOLE,,10499,0,2000
Heineken NV Spons ADR,COM,423012301,1764,38362,SH,,SOLE,,38362,0,0
Herman Miller Inc,COM,600544100,6786,227043,SH,,SOLE,,206993,0,20050
Hormel Foods Corp,COM,440452100,6070,165849,SH,,SOLE,,142601,0,23248
I B M,COM,459200101,1711,11274,SH,,SOLE,,11154,0,120
Johnson & Johnson,COM,478160104,249,2050,SH,,SOLE,,1800,0,250
Kraft Heinz Co,COM,500754106,1898,21450,SH,,SOLE,,21450,0,0
Lamar Advertising Co-A,COM,512816109,972,14660,SH,,SOLE,,14660,0,0
Markel Corp,COM,570535104,11693,12272,SH,,SOLE,,11047,0,1225
Martin Marietta Materials,COM,573284106,400427,2085558,SH,,SOLE,,1964012,0,121546
Mastercard Inc Cl A,COM,57636q104,857665,9739551,SH,,SOLE,,9203135,0,536416
Mattel Inc,COM,577081102,207,6625,SH,,SOLE,,5125,0,1500
McCormick Inc,COM,579780206,3995,37455,SH,,SOLE,,31855,0,5600
McDonalds Corp,COM,580135101,438,3640,SH,,SOLE,,3640,0,0
Microsoft Corp,COM,594918104,2566,50150,SH,,SOLE,,49350,0,800
Nestle SA-Spons ADR,COM,641069406,1221852,15839365,SH,,SOLE,,14984535,0,854830
O Reilly Automotive Inc,COM,67103h107,298,1100,SH,,SOLE,,1100,0,0
Oracle Corp,COM,68389x105,205,5000,SH,,SOLE,,5000,0,0
Outfront Media Inc,COM,69007j106,6034,249630,SH,,SOLE,,207695,0,41935
Pepsico Inc,COM,713448108,3724,35148,SH,,SOLE,,34848,0,300
Pernod-Ricard SA-Unspon ADR,COM,714264207,1259,56625,SH,,SOLE,,56625,0,0
Pfizer Inc,COM,717081103,701,19900,SH,,SOLE,,18000,0,1900
Philip Morris International In,COM,718172109,1067131,10490864,SH,,SOLE,,10044129,0,446735
Pioneer Nat Res,COM,723787107,408,2700,SH,,SOLE,,2700,0,0
PNC Bank Corp,COM,693475105,1319,16210,SH,,SOLE,,14710,0,1500
Praxair Inc,COM,74005p104,326,2900,SH,,SOLE,,2800,0,100
Procter & Gamble,COM,742718109,6779,80062,SH,,SOLE,,71412,0,8650
Royal Dutch Shell PLC ADR A,COM,780259206,3233,58545,SH,,SOLE,,48390,0,10155
Scripps Networks Interactive C,COM,811065101,73497,1180302,SH,,SOLE,,1118615,0,61687
The Swatch Group AG ADR,COM,870123106,532,36650,SH,,SOLE,,36650,0,0
Unilever NV ADR,COM,904784709,672245,14321377,SH,,SOLE,,13546735,0,774642
Union Pac Corp,COM,907818108,219,2510,SH,,SOLE,,2510,0,0
US Bancorp,COM,902973304,242,6000,SH,,SOLE,,4000,0,2000
Visa Inc Cl A,COM,92826c839,40134,541106,SH,,SOLE,,462902,0,78204
Wal Mart Stores Inc,COM,931142103,1948,26675,SH,,SOLE,,13275,0,13400
Wells Fargo,COM,949746101,718697,15184814,SH,,SOLE,,14347226,0,837588
JP Morgan Chase & Co WTS Exp 1,WTS,46634e114,4723,233250,SH,,SOLE,,233250,0,0
M&T Bank Corp Wts Exp 12/23/1,WTS,55261f112,3566,82139,SH,,SOLE,,82139,0,0
Wells Fargo WTS Exp 10/28/18,WTS,949746119,3514,258000,SH,,SOLE,,258000,0,0
A P Moller-Maersk A/S,COM,k0514g135,722,576,SH,,SOLE,,551,0,25
Anheuser-Busch InBev,COM,b6399c107,1960,15000,SH,,SOLE,,15000,0,0
BIC,COM,f10080103,3099,21975,SH,,SOLE,,21675,0,300
Bollore,COM,f10659260,102,30000,SH,,SOLE,,30000,0,0
British American Tobacco PLC,COM,g1510j102,329367,5087470,SH,,SOLE,,4897031,0,190439
Cir SPA,COM,t28980125,135,125000,SH,,SOLE,,125000,0,0
Compagnie Financiere Richemont,COM,h25662182,679967,11672670,SH,,SOLE,,11070637,0,602033
Diageo PLC,COM,g42089113,260177,9327951,SH,,SOLE,,8863961,0,463990
Groupe Danone,COM,f12033134,252,3575,SH,,SOLE,,3575,0,0
Hanjaya Mandala Sampoerna,COM,y7121z146,198,687500,SH,,SOLE,,687500,0,0
Heineken Holding NV,COM,n39338194,879175,10817005,SH,,SOLE,,10247548,0,569457
Heineken NV,COM,n39427211,4578,49788,SH,,SOLE,,45763,0,4025
Indivior PLC,COM,g4766e108,92,27527,SH,,SOLE,,19927,0,7600
JC Decaux SA ACT,COM,f5333n100,203858,6039109,SH,,SOLE,,5678791,0,360318
Lindt & Spruengli AG - Reg,COM,h49983176,2429,34,SH,,SOLE,,34,0,0
Loreal SA,COM,f58149133,1285,6725,SH,,SOLE,,6545,0,180
LT Group Inc,COM,y5342m100,51,150000,SH,,SOLE,,150000,0,0
Nestle SA-REG,COM,h57312649,3187,41310,SH,,SOLE,,41000,0,310
Nielsen Holdings PLC ORD,COM,g6518l108,571,10986,SH,,SOLE,,10986,0,0
Pargesa Holding AG - B,COM,h60477207,1147,17401,SH,,SOLE,,17151,0,250
Pernod Ricard,COM,f72027109,700890,6302619,SH,,SOLE,,5982537,0,320082
PZ Cussons PLC,COM,g6850s109,66,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,g74079107,2987,29837,SH,,SOLE,,22112,0,7725
SABMiller PLC,COM,g77395104,3949,67607,SH,,SOLE,,67607,0,0
Swedish Match AB,COM,w92277115,10482,303638,SH,,SOLE,,294838,0,8800
The Swatch Group AG-BR,COM,h83949141,280297,964896,SH,,SOLE,,916248,0,48648
Unilever NV,COM,n8981f271,1746,37500,SH,,SOLE,,37500,0,0
