gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,costat,ggroup,gind,gsector,gsubind
178371,20071231,2007,INDL,C,D,STD,MHLD,USD,A,4030,403010,40,40301050
178376,20071130,2007,INDL,C,D,STD,FAV,USD,I,,,,
178377,20071231,2007,INDL,C,D,STD,SPI,USD,A,4530,453010,45,45301020
178384,20081231,2008,INDL,C,D,STD,ARNGF,CAD,A,1510,151040,15,15104030
178387,20091231,2009,INDL,C,D,STD,OMTK,USD,A,2510,251010,25,25101010
178395,20071231,2007,INDL,C,D,STD,IID,USD,A,,,,
178401,20100228,2009,INDL,C,D,STD,AVCVF,CAD,A,2010,201040,20,20104010
178403,20061231,2006,INDL,C,D,STD,SHIP,USD,A,2030,203030,20,20303010
178404,20051231,2005,INDL,C,D,STD,VNBK,USD,I,4010,401010,40,40101015
178405,20051231,2005,INDL,C,D,STD,FLY,USD,A,2010,201070,20,20107010
178406,20081031,2008,INDL,C,D,STD,HTY,USD,A,,,,
178413,20071231,2007,INDL,C,D,STD,FTLF,USD,A,3030,303020,30,30302010
178415,20141231,2014,INDL,C,D,STD,HMTA,USD,I,4010,401010,40,40101015
178424,20071231,2007,INDL,C,D,STD,BQR,USD,I,,,,
178425,20071231,2007,INDL,C,D,STD,NGZ,USD,I,,,,
178428,20071231,2007,INDL,C,D,STD,PDQ.3,USD,I,,,,
178429,20071231,2007,INDL,C,D,STD,PFP,USD,I,,,,
178430,20071231,2007,INDL,C,D,STD,PXH,USD,A,,,,
178435,20071231,2007,INDL,C,D,STD,PDN,USD,A,,,,
178436,20071231,2007,INDL,C,D,STD,PWD,USD,I,,,,
178443,20021231,2002,INDL,C,D,STD,CCGM,USD,A,5020,502020,50,50202020
178444,20071231,2007,INDL,C,D,STD,TOH,USD,I,,,,
178446,20071231,2007,INDL,C,D,STD,ACK.1,USD,I,,,,
178447,20071231,2007,INDL,C,D,STD,ACB.1,USD,I,,,,
178448,20071231,2007,INDL,C,D,STD,AGV,USD,I,,,,
178449,20071231,2007,INDL,C,D,STD,AKB,USD,I,,,,
178450,20071231,2007,INDL,C,D,STD,ATY.3,USD,I,,,,
178451,20071231,2007,INDL,C,D,STD,AQS.1,USD,I,,,,
178452,20071231,2007,INDL,C,D,STD,AVU.2,USD,I,,,,
178453,20031231,2003,INDL,C,D,STD,DUF,USD,I,4020,402030,40,40203020
178461,20061231,2006,INDL,C,D,STD,RGYH,USD,I,5510,551050,55,55105010
178462,20071231,2007,INDL,C,D,STD,TDX,USD,I,,,,
178463,20071231,2007,INDL,C,D,STD,TDV.1,USD,I,,,,
178464,20071231,2007,INDL,C,D,STD,TDN,USD,I,,,,
178465,20071231,2007,INDL,C,D,STD,TDH,USD,I,,,,
178466,20071231,2007,INDL,C,D,STD,TDD,USD,I,,,,
178482,20110430,2010,INDL,C,D,STD,GSUXF,CAD,A,1510,151040,15,15104020
178492,20051231,2005,INDL,C,D,STD,BFED,USD,I,4010,401020,40,40102010
178493,20051231,2005,INDL,C,D,STD,CTCT,USD,I,4510,451010,45,45101010
178494,20061231,2006,INDL,C,D,STD,MARK,USD,A,2550,255020,25,25502020
178504,20071231,2007,INDL,C,D,STD,HIA,USD,I,,,,
178505,20071231,2007,INDL,C,D,STD,IAN,USD,I,,,,
178507,20061130,2006,INDL,C,D,STD,MSCI,USD,A,4020,402030,40,40203040
178513,20090731,2009,INDL,C,D,STD,THCT,USD,A,3510,351010,35,35101010
178519,20071231,2007,INDL,C,D,STD,LPLA,USD,A,4020,402030,40,40203020
178525,20051231,2005,INDL,C,D,STD,STVVY,USD,I,4520,452020,45,45202030
178526,20071231,2007,INDL,C,D,STD,NYF,USD,A,,,,
178527,20071231,2007,INDL,C,D,STD,CMF,USD,A,,,,
178528,20071231,2007,INDL,C,D,STD,BWX,USD,A,,,,
178529,20061231,2006,INDL,C,D,STD,MAIN,USD,A,4020,402030,40,40203010
178531,20041231,2004,INDL,C,D,STD,MAPP,USD,I,3520,352020,35,35202010
178535,20080630,2008,INDL,C,D,STD,VOHO,USD,A,1510,151040,15,15104010
178538,20050831,2005,INDL,C,D,STD,ZEP,USD,I,1510,151010,15,15101050
178539,20071231,2007,INDL,C,D,STD,ROIC,USD,A,6010,601010,60,60101070
178540,20051231,2005,INDL,C,D,STD,AFGR,USD,A,2540,254010,25,25401010
178543,20040930,2004,INDL,C,D,STD,NNHE,USD,I,1510,151040,15,15104050
178545,20051231,2005,INDL,C,D,STD,FFNW,USD,A,4010,401010,40,40101015
178547,20020531,2001,INDL,C,D,STD,TARG,USD,I,3520,352010,35,35201010
178548,20031231,2003,INDL,C,D,STD,CML,USD,I,4520,452020,45,45202020
178552,20051231,2005,INDL,C,D,STD,TGH,USD,A,2010,201070,20,20107010
178566,20120630,2012,INDL,C,D,STD,WCB.,CAD,I,1510,151040,15,15104020
178568,20021231,2002,INDL,C,D,STD,VM,USD,I,5010,501020,50,50102010
178569,20071231,2007,INDL,C,D,STD,DSP,USD,I,,,,
178570,20071231,2007,INDL,C,D,STD,PLW,USD,A,,,,
178571,20071231,2007,INDL,C,D,STD,PZT,USD,A,,,,
178572,20071231,2007,INDL,C,D,STD,PWZ,USD,A,,,,
178573,20071231,2007,INDL,C,D,STD,PCY,USD,A,,,,
178575,20071231,2007,INDL,C,D,STD,PZA,USD,A,,,,
178578,20121231,2012,INDL,C,D,STD,3SPKMF,CAD,A,5020,502020,50,50202010
178593,20050131,2004,INDL,C,D,STD,KIDSQ,USD,I,2550,255020,25,25502020
178596,20071231,2007,INDL,C,D,STD,INY,USD,I,,,,
178597,20071231,2007,INDL,C,D,STD,CXA,USD,I,,,,
178599,20071231,2007,INDL,C,D,STD,SHM,USD,A,,,,
178600,20051231,2005,INDL,C,D,STD,LPSB,USD,I,4010,401020,40,40102010
178608,20041231,2004,INDL,C,D,STD,PATAQ,USD,I,1010,101020,10,10102050
178609,20060630,2006,INDL,C,D,STD,NED,USD,I,2530,253020,25,25302010
178610,20051231,2005,INDL,C,D,STD,DFT,USD,I,6010,601010,60,60101080
178616,20071231,2007,INDL,C,D,STD,KLEG,USD,A,1010,101020,10,10102030
178618,20071231,2007,INDL,C,D,STD,SIH,USD,I,,,,
178619,20041231,2004,INDL,C,D,STD,BAXSQ,USD,I,3510,351010,35,35101020
178620,20071231,2007,INDL,C,D,STD,SFV,USD,I,,,,
178621,20071231,2007,INDL,C,D,STD,SZG,USD,I,,,,
178622,20071231,2007,INDL,C,D,STD,SVD,USD,I,,,,
178623,20071231,2007,INDL,C,D,STD,SSK,USD,I,,,,
178624,20071231,2007,INDL,C,D,STD,SNB,USD,I,,,,
178626,20060228,2005,INDL,C,D,STD,CRCTF,CAD,I,1010,101020,10,10102020
178627,20051231,2005,INDL,C,D,STD,HDGCF,CAD,I,1510,151040,15,15104020
178631,20071231,2007,INDL,C,D,STD,UP.Z,CAD,I,1010,101020,10,10102020
178632,20071231,2007,INDL,C,D,STD,TMI.1,USD,I,,,,
178633,20071231,2007,INDL,C,D,STD,SGS,USD,I,4510,451020,45,45102020
178640,20051231,2005,INDL,C,D,STD,CCT.Z,CAD,I,1510,151040,15,15104020
178644,20070331,2006,INDL,C,D,STD,TPCS,USD,A,2010,201060,20,20106020
178645,20031231,2003,INDL,C,D,STD,MV.2,USD,I,4510,451020,45,45102020
178655,20121231,2012,INDL,C,D,STD,KALO,USD,A,3510,351030,35,35103010
178657,20080430,2007,INDL,C,D,STD,EVXXF,CAD,A,1510,151040,15,15104020
178659,20031231,2003,INDL,C,D,STD,CRGIY,USD,I,2520,252020,25,25202010
178662,20071231,2007,INDL,C,D,STD,TCW,USD,I,,,,
178671,20071231,2007,INDL,C,D,STD,WZGRF,CAD,A,1010,101020,10,10102020
178672,20051231,2005,INDL,C,D,STD,CVI,USD,A,1010,101020,10,10102030
178673,20021231,2002,INDL,C,D,STD,FUQI,USD,I,2520,252030,25,25203010
178674,20051231,2005,INDL,C,D,STD,EPSN,CAD,A,1010,101020,10,10102020
178675,20071231,2007,INDL,C,D,STD,DNGDF,CAD,A,1510,151040,15,15104030
178676,20071231,2007,INDL,C,D,STD,ADGE,USD,I,5510,551050,55,55105010
178683,20041231,2004,INDL,C,D,STD,LGFTY,USD,I,4510,451030,45,45103010
178684,20051231,2005,INDL,C,D,STD,GRZZU,USD,A,1010,101020,10,10102020
178688,20071231,2007,INDL,C,D,STD,SVWYF.,CAD,I,1010,101020,10,10102020
178692,20071231,2007,INDL,C,D,STD,IRO,USD,I,,,,
178697,20061231,2006,INDL,C,D,STD,MERR.1,USD,I,3520,352020,35,35202010
178698,20111231,2011,INDL,C,D,STD,AACH,USD,A,3510,351020,35,35102020
178703,20061231,2006,INDL,C,D,STD,PZN,USD,A,4020,402030,40,40203010
178704,20060131,2005,INDL,C,D,STD,ULTA,USD,A,2550,255040,25,25504040
178706,20051231,2005,INDL,C,D,STD,FGXI,USD,I,2520,252030,25,25203010
178707,20071231,2007,INDL,C,D,STD,EFU,USD,A,,,,
178708,20071231,2007,INDL,C,D,STD,EFZ,USD,A,,,,
178719,20051231,2005,INDL,C,D,STD,RDLCF,CAD,A,4520,452010,45,45201020
178720,20110630,2011,INDL,C,D,STD,AGSVF,CAD,A,1510,151040,15,15104040
178722,20021231,2002,INDL,C,D,STD,PMII,USD,I,3510,351010,35,35101020
178726,20111231,2011,INDL,C,D,STD,BTBIF,CAD,A,6010,601010,60,60101010
178728,20060930,2006,INDL,C,D,STD,HOLX.P,USD,I,3510,351010,35,35101010
178734,20131031,2013,INDL,C,D,STD,BVLDF,CAD,A,1510,151040,15,15104020
178735,20110930,2011,INDL,C,D,STD,GPHOF,CAD,A,1510,151040,15,15104020
178738,20021231,2002,INDL,C,D,STD,GXDX,USD,I,3510,351020,35,35102015
178739,20071231,2007,INDL,C,D,STD,DGS,USD,A,,,,
178741,20051231,2005,INDL,C,D,STD,BCOM,USD,A,5010,501010,50,50101020
178748,20101231,2010,INDL,C,D,STD,SRLTF,CAD,A,1510,151040,15,15104030
178749,20140731,2014,INDL,C,D,STD,AVLIF,CAD,I,1510,151040,15,15104020
178750,20051231,2005,INDL,C,D,STD,FANH,USD,A,4030,403010,40,40301010
178752,20061231,2006,INDL,C,D,STD,NSPH,USD,I,3520,352010,35,35201010
178754,20081231,2008,INDL,C,D,STD,ERIP,USD,I,2010,201040,20,20104010
178763,20071231,2007,INDL,C,D,STD,EEV,USD,A,,,,
178764,20071231,2007,INDL,C,D,STD,EUM,USD,A,,,,
178765,20051231,2005,INDL,C,D,STD,GA,USD,I,4510,451030,45,45103030
178767,20061231,2006,INDL,C,D,STD,IQNT,USD,I,5010,501010,50,50101010
178774,20051231,2005,INDL,C,D,STD,IMRSQ,CAD,A,3510,351010,35,35101010
178779,20021231,2002,INDL,C,D,STD,GLG.1,USD,I,4020,402030,40,40203010
178795,20051231,2005,INDL,C,D,STD,GRO,USD,A,3020,302020,30,30202010
178796,20051231,2005,INDL,C,D,STD,ANTE,USD,A,5020,502010,50,50201010
178797,20061231,2006,INDL,C,D,STD,APEI,USD,A,2530,253020,25,25302010
178798,20051231,2005,INDL,C,D,STD,AREXQ,USD,A,1010,101020,10,10102020
178799,20021231,2002,INDL,C,D,STD,ARYX,USD,A,3520,352020,35,35202010
178800,20030630,2003,INDL,C,D,STD,BFRM,USD,I,3520,352020,35,35202010
178801,20071231,2007,INDL,C,D,STD,CLA.2,USD,I,,,,
178803,20061231,2006,INDL,C,D,STD,ENSG,USD,A,3510,351020,35,35102020
178804,20071231,2007,INDL,C,D,STD,GPH.2,USD,I,,,,
178805,20031231,2003,INDL,C,D,STD,ICXT,USD,I,4520,452030,45,45203010
178806,20051231,2005,INDL,C,D,STD,LL,USD,A,2550,255040,25,25504030
178808,20070131,2006,INDL,C,D,STD,ASJP,USD,I,2020,202010,20,20201070
178811,20071231,2007,INDL,C,D,STD,HTS,USD,I,4040,404020,40,40402030
178814,20051231,2005,INDL,C,D,STD,SCU,USD,A,4020,402030,40,40203010
178816,20071231,2007,INDL,C,D,STD,RSU,USD,I,,,,
178817,20071231,2007,INDL,C,D,STD,RMS,USD,I,,,,
178818,20071231,2007,INDL,C,D,STD,RSW,USD,I,,,,
178819,20071231,2007,INDL,C,D,STD,RRY,USD,I,,,,
178820,20071231,2007,INDL,C,D,STD,RMM.1,USD,I,,,,
178821,20071231,2007,INDL,C,D,STD,RRZ,USD,I,,,,
178823,20071231,2007,INDL,C,D,STD,UIHC,USD,A,4030,403010,40,40301040
178825,20080131,2007,INDL,C,D,STD,SLS.1,CAD,I,4020,402030,40,40203010
178828,20071231,2007,INDL,C,D,STD,EST.4,USD,I,,,,
178829,20061231,2006,INDL,C,D,STD,PXP.P,USD,I,1010,101020,10,10102020
178830,20071231,2007,INDL,C,D,STD,EWV,USD,A,,,,
178831,20071231,2007,INDL,C,D,STD,FXP,USD,A,,,,
178833,20051231,2005,INDL,C,D,STD,EYT,USD,I,3510,351010,35,35101010
178834,20051231,2005,INDL,C,D,STD,NFBK,USD,A,4010,401020,40,40102010
178835,20051231,2005,INDL,C,D,STD,QELP,USD,I,1010,101020,10,10102020
178838,20051231,2005,INDL,C,D,STD,NPD,USD,I,3010,301010,30,30101010
178839,20021231,2002,INDL,C,D,STD,OSP,USD,I,1010,101020,10,10102040
178840,20061231,2006,INDL,C,D,STD,EDS.1,USD,I,4020,402030,40,40203010
178845,20071231,2007,INDL,C,D,STD,CUT,USD,A,,,,
178846,20031231,2003,INDL,C,D,STD,ES.2,USD,I,2020,202010,20,20201050
178847,20051231,2005,INDL,C,D,STD,RSLS,USD,A,3510,351010,35,35101010
178848,20051231,2005,INDL,C,D,STD,MKTSQ,USD,I,4020,402030,40,40203020
178849,20051231,2005,INDL,C,D,STD,RLNT,USD,I,3510,351010,35,35101010
178850,20021231,2002,INDL,C,D,STD,INET,USD,I,4510,451010,45,45101010
178851,20071231,2007,INDL,C,D,STD,NES,USD,A,1010,101010,10,10101020
178855,20021231,2002,INDL,C,D,STD,ABII,USD,I,3520,352010,35,35201010
178859,20120630,2012,INDL,C,D,STD,RLIA,USD,I,3030,303020,30,30302010
178860,20110930,2011,INDL,C,D,STD,ECGI.1,USD,I,1510,151040,15,15104020
178862,20071231,2007,INDL,C,D,STD,CIM,USD,A,4020,402040,40,40204010
178863,20061231,2006,INDL,C,D,STD,EPB,USD,I,1010,101020,10,10102040
178864,20071231,2007,INDL,C,D,STD,IDI.1,USD,I,,,,
178865,20061231,2006,INDL,C,D,STD,RBCN,USD,A,4530,453010,45,45301010
178866,20030331,2002,INDL,C,D,STD,PAR.3,USD,I,4520,452020,45,45202010
178867,20051231,2005,INDL,C,D,STD,CCRD.2,USD,I,2550,255020,25,25502020
178868,20021231,2002,INDL,C,D,STD,SFSF,USD,I,4510,451030,45,45103010
178870,20090831,2009,INDL,C,D,STD,SRCI,USD,I,1010,101020,10,10102020
178874,20141231,2014,INDL,C,D,STD,ORRLF,CAD,A,1510,151040,15,15104020
178875,20121231,2012,INDL,C,D,STD,SVAUF,CAD,A,6010,601020,60,60102020
178876,20121231,2012,INDL,C,D,STD,PTOI,USD,A,1010,101020,10,10102030
178877,20051231,2005,INDL,C,D,STD,NMM,USD,A,2030,203030,20,20303010
178878,20061231,2006,INDL,C,D,STD,PAP.3,USD,I,1010,101020,10,10102020
178882,20091231,2009,INDL,C,D,STD,IVDA,USD,A,4510,451030,45,45103020
178891,20090731,2009,INDL,C,D,STD,GLLK,USD,A,1510,151040,15,15104030
178892,20041231,2004,INDL,C,D,STD,ORCD,USD,I,2540,254010,25,25401030
178893,20051231,2005,INDL,C,D,STD,GSL.2,USD,I,2010,201070,20,20107010
178896,20071231,2007,INDL,C,D,STD,SIHI,USD,I,4520,452030,45,45203030
178899,20071231,2007,INDL,C,D,STD,PAX,USD,I,,,,
178900,20071231,2007,INDL,C,D,STD,PVI,USD,A,,,,
178901,20071231,2007,INDL,C,D,STD,PHB,USD,A,,,,
178904,20071231,2007,INDL,C,D,STD,AGB.UN,CAD,I,4020,402030,40,40203010
178905,20071231,2007,INDL,C,D,STD,FRCGF,CAD,A,4020,402030,40,40203010
178906,20071231,2007,INDL,C,D,STD,CCCL,USD,A,2010,201020,20,20102010
178907,20131231,2013,INDL,C,D,STD,FPAY,USD,A,4020,402010,40,40201040
178911,20071231,2007,INDL,C,D,STD,IFAS,USD,I,,,,
178912,20071231,2007,INDL,C,D,STD,IFEU,USD,A,,,,
178913,20071231,2007,INDL,C,D,STD,IFGL,USD,A,,,,
178914,20071231,2007,INDL,C,D,STD,IFNA,USD,I,,,,
178915,20071231,2007,INDL,C,D,STD,IEUS,USD,A,,,,
178916,20071231,2007,INDL,C,D,STD,BKF,USD,A,,,,
178917,20071231,2007,INDL,C,D,STD,ECH,USD,A,,,,
178918,20071231,2007,INDL,C,D,STD,AIA,USD,A,,,,
178919,20071231,2007,INDL,C,D,STD,NMD,USD,I,,,,
178921,20091231,2009,INDL,C,D,STD,GSTCQ,USD,I,1010,101020,10,10102020
178929,20071231,2007,INDL,C,D,STD,EPD.Z,CAD,I,,,,
178937,20071231,2007,INDL,C,D,STD,WLBC.2,USD,I,4010,401010,40,40101015
178939,20061231,2006,INDL,C,D,STD,CDIIQ,USD,A,2010,201070,20,20107010
178941,20051231,2005,INDL,C,D,STD,IGGY,USD,I,,,,
178943,20051231,2005,INDL,C,D,STD,ENTR.1,USD,I,4530,453010,45,45301020
178946,20130430,2012,INDL,C,D,STD,WPWR,USD,I,2010,201070,20,20107010
178947,20061130,2006,INDL,C,D,STD,GD.,CAD,I,2020,202010,20,20201070
178951,20060331,2005,INDL,C,D,STD,LBRMF,CAD,A,1510,151040,15,15104050
178953,20061231,2006,INDL,C,D,STD,PFX.Z,CAD,I,1010,101020,10,10102020
178958,20051231,2005,INDL,C,D,STD,GIGIQ,USD,I,2030,203020,20,20302010
178961,20051231,2005,INDL,C,D,STD,CMPS.2,USD,I,2530,253020,25,25302010
178968,20071231,2007,INDL,C,D,STD,FGD,USD,A,,,,
178971,20021231,2002,INDL,C,D,STD,ESMK,USD,I,1510,151040,15,15104050
178972,20061231,2006,INDL,C,D,STD,BGMD,USD,A,3520,352030,35,35203010
178973,20070131,2006,INDL,C,D,STD,TITN,USD,A,2010,201070,20,20107010
178974,20041231,2004,INDL,C,D,STD,WSHLY,USD,I,1010,101010,10,10101020
178975,20051231,2005,INDL,C,D,STD,VISN,USD,I,2540,254010,25,25401010
178976,20060630,2006,INDL,C,D,STD,LRN,USD,A,2530,253020,25,25302010
178978,20120731,2012,INDL,C,D,STD,SLSDF,CAD,A,1510,151040,15,15104020
178982,20090331,2008,INDL,C,D,STD,NTGMF,CAD,I,1510,151040,15,15104030
178984,20071231,2007,INDL,C,D,STD,PKO,USD,A,,,,
178985,20051231,2005,INDL,C,D,STD,FLNKF,CAD,I,1510,151040,15,15104020
178993,20100430,2009,INDL,C,D,STD,BULM,USD,I,1510,151040,15,15104030
178995,20071231,2007,INDL,C,D,STD,AMCO,USD,I,2010,201070,20,20107010
178997,20071231,2007,INDL,C,D,STD,FNV,CAD,A,1510,151040,15,15104030
178999,20090630,2009,INDL,C,D,STD,OGLDF,CAD,I,1510,151040,15,15104030
179003,20061231,2006,INDL,C,D,STD,FABK,USD,I,4010,401010,40,40101015
179004,20071231,2007,INDL,C,D,STD,SAW,USD,I,,,,
179005,20071231,2007,INDL,C,D,STD,PUF,USD,I,,,,
179006,20071231,2007,INDL,C,D,STD,MYP.1,USD,I,,,,
179007,20071231,2007,INDL,C,D,STD,WSI,USD,I,,,,
179014,20081231,2008,INDL,C,D,STD,PNRC,USD,A,1010,101020,10,10102020
179016,20071231,2007,INDL,C,D,STD,DDWWF,CAD,A,,,,
179017,20070831,2007,INDL,C,D,STD,URX,USD,I,,,,
179021,20051231,2005,INDL,C,D,STD,ADTV,USD,I,2540,254010,25,25401010
179022,20051231,2005,INDL,C,D,STD,CEDU,USD,I,2530,253020,25,25302010
179025,20051231,2005,INDL,C,D,STD,CLAS,USD,I,2540,254010,25,25401010
179026,20021231,2002,INDL,C,D,STD,ITLN,USD,I,4530,453010,45,45301020
179027,20051231,2005,INDL,C,D,STD,MDAS,USD,I,3510,351030,35,35103010
179028,20051231,2005,INDL,C,D,STD,VIT,USD,I,4510,451030,45,45103010
179029,20051231,2005,INDL,C,D,STD,XIN,USD,A,6010,601020,60,60102030
179035,20071231,2007,INDL,C,D,STD,JNK,USD,A,,,,
179042,20101231,2010,INDL,C,D,STD,FRMUF,CAD,A,6010,601010,60,60101010
179046,20041231,2004,INDL,C,D,STD,INGXF.,CAD,I,5510,551050,55,55105010
179048,20131231,2013,INDL,C,D,STD,ACBI,USD,A,4010,401010,40,40101015
179054,20071231,2007,INDL,C,D,STD,OMMH,USD,A,3520,352010,35,35201010
179055,20101231,2010,INDL,C,D,STD,UCIX,USD,A,2010,201040,20,20104020
179056,20051231,2005,INDL,C,D,STD,DYNGF.,CAD,I,4040,404030,40,40403010
179057,20071231,2007,INDL,C,D,STD,ITM,USD,A,,,,
179058,20060331,2005,INDL,C,D,STD,OESX,USD,A,2010,201040,20,20104010
179059,20071231,2007,INDL,C,D,STD,USL,USD,A,,,,
179060,20071231,2007,INDL,C,D,STD,BTG,CAD,A,1510,151040,15,15104030
179065,20071231,2007,INDL,C,D,STD,LIA,USD,I,,,,
179066,20071231,2007,INDL,C,D,STD,TGY,USD,I,,,,
179067,20080331,2007,INDL,C,D,STD,GQN,USD,I,,,,
179075,20061231,2006,INDL,C,D,STD,0233B,CAD,I,5510,551050,55,55105010
179077,20051231,2005,INDL,C,D,STD,FOR,USD,A,6010,601020,60,60102030
179079,20051231,2005,INDL,C,D,STD,GFGFQ,USD,I,4010,401020,40,40102010
179080,20071231,2007,INDL,C,D,STD,EDV,USD,A,,,,
179081,20051231,2005,INDL,C,D,STD,GU,USD,I,1010,101020,10,10102030
179082,20031231,2003,INDL,C,D,STD,MEMS,USD,I,4530,453010,45,45301010
179084,20051231,2005,INDL,C,D,STD,N,USD,I,4510,451030,45,45103020
179085,20071231,2007,INDL,C,D,STD,TKP,USD,I,,,,
179086,20051231,2005,INDL,C,D,STD,MLS,USD,I,2520,252010,25,25201040
179087,20051231,2005,INDL,C,D,STD,TNK,USD,A,1010,101020,10,10102040
179088,20080930,2008,INDL,C,D,STD,FIBCF,CAD,I,1510,151040,15,15104010
179092,20051231,2005,INDL,C,D,STD,CAZFF,CAD,I,1010,101020,10,10102020
179094,20111231,2011,INDL,C,D,STD,DFRG,USD,I,2530,253010,25,25301040
179103,20081231,2008,INDL,C,D,STD,SCZ,USD,A,,,,
179104,20081231,2008,INDL,C,D,STD,TOK,USD,A,,,,
179105,20081231,2008,INDL,C,D,STD,IGF,USD,A,,,,
179107,20090331,2008,INDL,C,D,STD,CHPRF,CAD,A,1510,151040,15,15104050
179110,20051231,2005,INDL,C,D,STD,APPCQ,USD,I,2520,252030,25,25203010
179111,20070930,2007,INDL,C,D,STD,MYND,USD,I,3510,351030,35,35103010
179113,20061231,2006,INDL,C,D,STD,API.Z,CAD,I,1510,151010,15,15101030
179119,20041231,2004,INDL,C,D,STD,BWC.,CAD,A,4510,451030,45,45103020
179124,20081231,2008,INDL,C,D,STD,ETHOF,CAD,A,1510,151040,15,15104030
179127,20051231,2005,INDL,C,D,STD,DCTI,USD,I,4510,451020,45,45102010
179132,20051231,2005,INDL,C,D,STD,ORN,USD,A,2010,201030,20,20103010
179133,20071231,2007,INDL,C,D,STD,GRE.Z,CAD,I,,,,
179134,20110630,2011,INDL,C,D,STD,WFEMF,CAD,I,1510,151040,15,15104020
179135,20071231,2007,INDL,C,D,STD,TAO,USD,I,,,,
179137,20111231,2011,INDL,C,D,STD,CNFN,USD,A,5020,502030,50,50203010
179141,20121231,2012,INDL,C,D,STD,VPRB,USD,A,3020,302030,30,30203010
179143,20111130,2011,INDL,C,D,STD,SMREF,CAD,A,1510,151040,15,15104020
179147,20131231,2013,INDL,C,D,STD,YEWB,USD,A,3020,302020,30,30202010
179148,20071231,2007,INDL,C,D,STD,RCR,USD,I,,,,
179151,20071231,2007,INDL,C,D,STD,EMB,USD,A,,,,
179157,20051231,2005,INDL,C,D,STD,SVBRF,CAD,A,1510,151040,15,15104045
179158,20110630,2011,INDL,C,D,STD,PPOTF,CAD,A,1510,151010,15,15101030
179161,20061231,2006,INDL,C,D,STD,ZAZUF,CAD,I,1510,151040,15,15104040
179162,20071231,2007,INDL,C,D,STD,CLYAF,CAD,A,,,,
179163,20060531,2005,INDL,C,D,STD,FPLSF,CAD,A,1510,151010,15,15101050
179164,20071231,2007,INDL,C,D,STD,RCKXF,CAD,A,2010,201070,20,20107010
179165,20071231,2007,INDL,C,D,STD,PBP,USD,A,,,,
179170,20071231,2007,INDL,C,D,STD,MGK,USD,A,,,,
179171,20071231,2007,INDL,C,D,STD,MGC,USD,A,,,,
179172,20071231,2007,INDL,C,D,STD,MGV,USD,A,,,,
179173,20071231,2007,INDL,C,D,STD,SCJ,USD,A,,,,
179175,20101231,2010,INDL,C,D,STD,AVNMF,CAD,I,1510,151040,15,15104020
179177,20081231,2008,INDL,C,D,STD,JUHL,USD,A,5510,551050,55,55105020
179182,20101231,2010,INDL,C,D,STD,FDBL,USD,A,5020,502030,50,50203010
179184,20120531,2011,INDL,C,D,STD,SGSI,USD,A,2020,202020,20,20202020
179185,20051231,2005,INDL,C,D,STD,ELXR,USD,I,3520,352020,35,35202010
179186,20061231,2006,INDL,C,D,STD,GRHHQ,USD,I,1010,101010,10,10101020
179187,20080331,2007,INDL,C,D,STD,CERGF,CAD,A,2020,202010,20,20201070
179191,20081231,2008,INDL,C,D,STD,PIZ,USD,A,,,,
179192,20081231,2008,INDL,C,D,STD,PIE,USD,A,,,,
179193,20081231,2008,INDL,C,D,STD,PRY.3,USD,I,,,,
179199,20111231,2011,INDL,C,D,STD,SKYRF.,CAD,I,1510,151040,15,15104020
179202,20061231,2006,INDL,C,D,STD,SATS,USD,A,4520,452010,45,45201020
179204,20070331,2006,INDL,C,D,STD,CSOC,USD,A,3510,351030,35,35103010
179208,20071231,2007,INDL,C,D,STD,CEXE,USD,A,2530,253010,25,25301030
179210,20071231,2007,INDL,C,D,STD,PPRW,USD,A,2010,201040,20,20104010
179212,20111231,2011,INDL,C,D,STD,TFCCF,CAD,A,4010,401020,40,40102010
179213,20081231,2008,INDL,C,D,STD,MLN,USD,A,,,,
179216,20071231,2007,INDL,C,D,STD,BIP,USD,A,5510,551030,55,55103010
179221,20120630,2012,INDL,C,D,STD,IFXY,USD,A,4520,452010,45,45201020
179229,20061231,2006,INDL,C,D,STD,LYDIF,CAD,A,1510,151040,15,15104030
179231,20061231,2006,INDL,C,D,STD,DNBK,USD,I,4010,401010,40,40101015
179234,20101231,2010,INDL,C,D,STD,SFBC,USD,A,4010,401010,40,40101015
179236,20071231,2007,INDL,C,D,STD,ETR8,USD,A,5510,551010,55,55101010
179238,20071231,2007,INDL,C,D,STD,OCTV,USD,I,2530,253010,25,25301010
179246,20081031,2008,INDL,C,D,STD,QRMLF,CAD,A,1510,151040,15,15104020
179247,20101231,2010,INDL,C,D,STD,VGBK,USD,I,4010,401010,40,40101015
179248,20081231,2008,INDL,C,D,STD,KOL,USD,A,,,,
179249,20061231,2006,INDL,C,D,STD,BWEN,USD,A,2010,201040,20,20104020
179251,20071231,2007,INDL,C,D,STD,GVFG,USD,A,4030,403010,40,40301050
179252,20051231,2005,INDL,C,D,STD,OGP,USD,I,1010,101020,10,10102040
179253,20041231,2004,INDL,C,D,STD,WMZ,USD,I,1010,101020,10,10102040
179254,20071231,2007,INDL,C,D,STD,HMR,USD,I,,,,
179256,20071231,2007,INDL,C,D,STD,AXG,USD,I,,,,
